pre_cut,post_cut,split_post,target_high_p4,target_low_p4,R,avg_n,avg_comp,hit_pct,roi_pct,profit_yen,R_feb_jun,roi_feb_jun_pct,hit_feb_jun_pct
0.25,0.24,0.28,13.5,13.5,161,2.186335403726708,9.10634035982259,11.801242236024844,97.42049689440994,-41530.0,130,86.65076923076923,10.76923076923077
0.25,0.24,0.28,13.5,14.0,161,2.186335403726708,9.10634035982259,11.801242236024844,97.42049689440994,-41530.0,130,86.65076923076923,10.76923076923077
0.25,0.24,0.28,14.0,14.0,161,2.1739130434782608,9.14575632349826,11.801242236024844,97.42049689440994,-41530.0,130,86.65076923076923,10.76923076923077
0.25,0.24,0.3,8.0,8.0,161,2.950310559006211,6.870580136916475,13.664596273291925,92.99875776397515,-112720.0,130,89.56076923076922,13.076923076923078
0.25,0.24,0.3,8.0,8.5,161,2.8819875776397517,7.032038715265605,13.043478260869565,90.4527950310559,-153710.0,130,86.4076923076923,12.307692307692308
0.25,0.24,0.3,8.0,9.0,161,2.8322981366459627,7.14359665826579,13.043478260869565,91.2664596273292,-140610.0,130,87.41538461538461,12.307692307692308
0.25,0.24,0.3,8.0,9.5,161,2.7888198757763973,7.228306916603913,13.043478260869565,94.58757763975156,-87140.0,130,91.52846153846154,12.307692307692308
0.25,0.24,0.3,8.0,10.0,161,2.7763975155279503,7.272998813792648,13.043478260869565,94.58757763975156,-87140.0,130,91.52846153846154,12.307692307692308
0.25,0.24,0.3,8.0,10.5,161,2.7577639751552794,7.36616409174518,13.043478260869565,94.58757763975156,-87140.0,130,91.52846153846154,12.307692307692308
0.25,0.24,0.3,8.0,11.0,161,2.7080745341614905,7.521271360235144,13.043478260869565,94.58757763975156,-87140.0,130,91.52846153846154,12.307692307692308
0.25,0.24,0.3,8.0,11.5,161,2.6832298136645965,7.580766882439181,12.422360248447205,87.98198757763976,-193490.0,130,83.34769230769231,11.538461538461538
0.25,0.24,0.3,8.0,12.0,161,2.670807453416149,7.6646013169164044,12.422360248447205,87.98198757763976,-193490.0,130,83.34769230769231,11.538461538461538
0.25,0.24,0.3,8.0,12.5,161,2.6459627329192545,7.791980834229937,12.422360248447205,87.98198757763976,-193490.0,130,83.34769230769231,11.538461538461538
0.25,0.24,0.3,8.0,13.0,161,2.62111801242236,7.852104048789464,12.422360248447205,87.98198757763976,-193490.0,130,83.34769230769231,11.538461538461538
0.25,0.24,0.3,8.0,13.5,161,2.608695652173913,7.909899258633037,12.422360248447205,87.98198757763976,-193490.0,130,83.34769230769231,11.538461538461538
0.25,0.24,0.3,8.0,14.0,161,2.5962732919254656,7.949315222308707,12.422360248447205,87.98198757763976,-193490.0,130,83.34769230769231,11.538461538461538
0.25,0.24,0.3,8.5,8.5,161,2.7950310559006213,7.231971233319147,13.043478260869565,90.4527950310559,-153710.0,130,86.4076923076923,12.307692307692308
0.25,0.24,0.3,8.5,9.0,161,2.7453416149068324,7.343529176319331,13.043478260869565,91.2664596273292,-140610.0,130,87.41538461538461,12.307692307692308
0.25,0.24,0.3,8.5,9.5,161,2.701863354037267,7.4282394346574545,13.043478260869565,94.58757763975156,-87140.0,130,91.52846153846154,12.307692307692308
0.25,0.24,0.3,8.5,10.0,161,2.68944099378882,7.47293133184619,13.043478260869565,94.58757763975156,-87140.0,130,91.52846153846154,12.307692307692308
0.25,0.24,0.3,8.5,10.5,161,2.670807453416149,7.566096609798721,13.043478260869565,94.58757763975156,-87140.0,130,91.52846153846154,12.307692307692308
0.25,0.24,0.3,8.5,11.0,161,2.62111801242236,7.7212038782886845,13.043478260869565,94.58757763975156,-87140.0,130,91.52846153846154,12.307692307692308
0.25,0.24,0.3,8.5,11.5,161,2.5962732919254656,7.780699400492722,12.422360248447205,87.98198757763976,-193490.0,130,83.34769230769231,11.538461538461538
0.25,0.24,0.3,8.5,12.0,161,2.5838509316770186,7.864533834969946,12.422360248447205,87.98198757763976,-193490.0,130,83.34769230769231,11.538461538461538
0.25,0.24,0.3,8.5,12.5,161,2.559006211180124,7.991913352283478,12.422360248447205,87.98198757763976,-193490.0,130,83.34769230769231,11.538461538461538
0.25,0.24,0.3,8.5,13.0,161,2.5341614906832297,8.052036566843006,12.422360248447205,87.98198757763976,-193490.0,130,83.34769230769231,11.538461538461538
