combo,combo_prob,date,ev,hit,market_share,model,odds,pair_prob,race_code,return,stake,train_pair_count
3-4-2,0.001276054680967046,2026-08-10,0.16448344837665224,0,0.03358552721101563,3まくり差しv29,128.9,0.03169346980767939,202608101608,0,200,10
3-5-4,0.001159662769637601,2026-08-10,0.030151232010577626,0,0.16650670990384292,3まくり差しv29,26.0,0.028802634812440556,202608101608,0,200,8
3-5-2,0.0011415225166451005,2026-08-10,0.033332457486036936,0,0.14825939922944914,3まくり差しv29,29.2,0.028352083931591332,202608101608,0,200,8
3-6-1,0.0008763980984545863,2026-08-10,0.5774587070717269,0,0.006570305748216597,3まくり差しv29,658.9,0.02176716804316584,202608101608,0,200,7
3-4-6,0.0005065004459558404,2026-08-10,0.2310655034450544,0,0.009489641511398323,3まくり差しv29,456.2,0.012579991148429585,202608101608,0,200,4
3-6-4,0.0005057750499910846,2026-08-10,0.249954029705594,0,0.008759964503237384,3まくり差しv29,494.2,0.012561974432178696,202608101608,0,100,4
3-4-5,0.00044790937214135194,2026-08-10,0.025665207023699465,0,0.07555278285340167,3まくり差しv29,57.3,0.01112476007045436,202608101608,0,100,3
3-4-2,0.006235476036391614,2026-08-10,1.1323624482087171,0,0.031145616853683535,3直まくりv29,181.6,0.07743116499949694,202608102105,0,300,26
3-4-6,0.00595585060596049,2026-08-10,3.7408697656037835,0,0.009005005605204473,3直まくりv29,628.1,0.07395882019127324,202608102105,0,300,25
3-1-5,0.005685436183237256,2026-08-10,0.1330392066877518,0,0.24171128293286023,3直まくりv29,23.4,0.07060085623440376,202608102105,0,300,22
3-2-4,0.005535680909515555,2026-08-10,0.8259235916997207,0,0.037909142229416416,3直まくりv29,149.2,0.06874121869567942,202608102105,0,300,23
3-4-1,0.005307395557395613,2026-08-10,0.7016376926876999,0,0.04278399410460613,3直まくりv29,132.2,0.06590640694052166,202608102105,0,300,22
3-4-5,0.004833736162622056,2026-08-10,0.6279023275246052,0,0.04354152440822886,3直まくりv29,129.9,0.06002457874709683,202608102105,0,300,20
3-1-2,0.004658890095778394,2026-08-10,0.3442919780780233,0,0.07653645494761745,3直まくりv29,73.9,0.05785336766838033,202608102105,0,300,19
3-5-2,0.004606907682969499,2026-08-10,0.5297943835414924,0,0.04918299148372982,3直まくりv29,115.0,0.0572078582061057,202608102105,0,300,19
3-2-1,0.004563364922994484,2026-08-10,0.9824924679207124,0,0.026270524944862653,3直まくりv29,215.3,0.05666715103114718,202608102105,0,300,19
3-5-1,0.0045558056951588086,2026-08-10,0.17494293869409824,0,0.1472928130372117,3直まくりv29,38.4,0.056573281723592,202608102105,0,300,18
3-1-4,0.004474206952523603,2026-08-10,0.2425020168267793,0,0.10435505573116106,3直まくりv29,54.2,0.05556000131518963,202608102105,0,300,18
3-5-4,0.0034234086844272217,2026-08-10,0.37657495528699436,0,0.05141858200571754,3直まくりv29,110.0,0.042511352967686544,202608102105,0,200,14
3-1-6,0.0033955806853335105,2026-08-10,0.522240309404294,0,0.036775318729706956,3直まくりv29,153.8,0.042165789232559446,202608102105,0,200,14
3-6-1,0.0031059689272891224,2026-08-10,1.8728992631553407,0,0.009379840830230397,3直まくりv29,603.0,0.03856943577180484,202608102105,0,200,13
3-2-5,0.0026800983087847956,2026-08-10,0.42961975889820275,0,0.035284117408789326,3直まくりv29,160.3,0.03328104111879148,202608102105,0,200,11
3-2-6,0.0026337230882532443,2026-08-10,1.3690092612740363,0,0.010881192806134917,3直まくりv29,519.8,0.03270516089218017,202608102105,0,200,11
3-5-6,0.0024218456951196243,2026-08-10,0.5616260166982409,0,0.02439001302556675,3直まくりv29,231.9,0.03007410060237325,202608102105,0,200,10
3-6-4,0.0023883293083968174,2026-08-10,2.0002257957823346,0,0.006753485397765886,3直まくりv29,837.5,0.029657899360419248,202608102105,0,200,10
3-6-2,0.0023876158094937173,2026-08-10,2.1173376998590285,0,0.006378037912301455,3直まくりv29,886.8,0.02964903924276817,202608102105,0,200,10
3-6-5,0.0016799595849047294,2026-08-10,1.0551826152786605,0,0.009005005605204473,3直まくりv29,628.1,0.020861475058529894,202608102105,0,100,7
3-4-2,0.007292167306790681,2026-08-10,1.0347585408335978,0,0.007412756161080135,3直まくりv29,141.9,0.07687109749052697,202608102307,0,700,26
3-4-6,0.007024706896822171,2026-08-10,0.5711086707116425,0,0.012938131602180459,3直まくりv29,81.3,0.07405163732394526,202608102307,0,700,25
3-2-4,0.006460284646188039,2026-08-10,0.6285856960740962,0,0.010810586837176478,3直まくりv29,97.3,0.06810172476311921,202608102307,0,700,23
3-4-1,0.0061892337117932395,2026-08-10,0.44191128702203736,0,0.014732074219289513,3直まくりv29,71.4,0.06524441473083868,202608102307,0,700,22
3-4-5,0.005644455382679703,2026-08-10,0.2777072048278414,0,0.02137947356213966,3直まくりv29,49.2,0.05950158049704165,202608102307,0,600,20
3-1-2,0.005512994440775556,2026-08-10,0.06615593328930668,0,0.0876558416047726,3直まくりv29,12.0,0.05811577207326898,202608102307,0,600,19
3-2-1,0.005394223845054806,2026-08-10,0.1639844048896661,0,0.03460099010714708,3直まくりv29,30.4,0.056863740179519694,202608102307,0,600,19
3-6-1,0.0036742377490702116,2026-08-10,0.23735575858993566,0,0.01628281887395157,3直まくりv29,64.6,0.03873233790852983,202608102307,0,400,13
3-4-2,0.006253281288414454,2026-08-11,0.2820229861074919,0,0.06564157870746438,3直まくりv29,45.1,0.07824522899604637,202608110503,0,600,26
3-4-6,0.00597395309589412,2026-08-11,0.4157871354742307,0,0.04253498850153224,3直まくりv29,69.6,0.07475008822422496,202608110503,0,600,25
3-2-4,0.005523381659730775,2026-08-11,0.3048906676171388,0,0.053631072458453694,3直まくりv29,55.2,0.06911223769813461,202608110503,0,600,23
3-4-1,0.005437987351874375,2026-08-11,0.12072331921161113,0,0.13335293692372271,3直まくりv29,22.2,0.06804372712504361,202608110503,0,500,22
3-1-5,0.0052603384881169885,2026-08-11,0.3976815897016443,0,0.0391591957633154,3直まくりv29,75.6,0.06582086597671542,202608110503,0,500,22
3-4-5,0.0047645717047792215,2026-08-11,0.5364907739581403,0,0.02629160923362917,3直まくりv29,112.6,0.05961750110285852,202608110503,0,500,20
3-1-2,0.004738927936181006,2026-08-11,0.10188695062789163,0,0.1376946604514718,3直まくりv29,21.5,0.059296629155196984,202608110503,0,500,19
3-2-1,0.004609994524974353,2026-08-11,0.1968467662164049,0,0.06933103512193545,3直まくりv29,42.7,0.05768332826246456,202608110503,0,500,19
3-5-2,0.004504523559291682,2026-08-11,0.9945988018916035,0,0.013407768114613423,3直まくりv29,220.8,0.056363605147247524,202608110503,0,500,19
3-6-5,0.0016641547835159589,2026-08-11,0.6679917301033058,0,0.007375274538382271,3直まくりv29,401.4,0.020823015328339408,202608110503,0,200,7
3-4-2,0.006886274640233704,2026-08-11,0.5171592254815511,0,0.037731920645296235,3直まくりv29,75.1,0.07758659399752912,202608110509,0,600,26
3-4-6,0.0066309485821924976,2026-08-11,0.4601878316041594,1,0.040830940064290305,3直まくりv29,69.4,0.07470987469178265,202608110509,27900,600,25
3-2-4,0.006098973560172517,2026-08-11,0.46901106677726656,0,0.0368487287446261,3直まくりv29,76.9,0.06871619418866375,202608110509,0,500,23
3-1-5,0.0059973842669771875,2026-08-11,0.14993460667442968,0,0.11334668961846989,3直まくりv29,25.0,0.06757160329483114,202608110509,0,500,22
3-4-1,0.0059646382279358486,2026-08-11,0.1729745086101396,0,0.09771266346419817,3直まくりv29,29.0,0.06720265872481884,202608110509,0,500,22
3-4-5,0.00539939683188879,2026-08-11,0.19653804468075195,0,0.07784800111158646,3直まくりv29,36.4,0.060834171117677555,202608110509,0,500,20
3-1-2,0.005114176506897088,2026-08-11,0.21735250154312624,0,0.06667452330498229,3直まくりv29,42.5,0.05762063771811168,202608110509,0,500,19
3-2-1,0.0050311040678105495,2026-08-11,0.5277628167133267,0,0.027013033750826948,3直まくりv29,104.9,0.05668467336285137,202608110509,0,500,19
3-5-2,0.005015769726856858,2026-08-11,0.721769263694702,0,0.019691919669643832,3直まくりv29,143.9,0.056511903709018145,202608110509,0,400,19
3-5-1,0.004813133941300868,2026-08-11,0.2844562159308813,0,0.047946992224395045,3直まくりv29,59.1,0.054228837574616995,202608110509,0,400,18
3-4-2,0.007235735869473272,2026-08-11,0.46742853716797333,0,0.029160968184992298,3直まくりv29,64.6,0.07738432963268418,202608110707,0,700,26
3-4-6,0.006974743417230381,2026-08-11,0.366174029404595,0,0.03588187704286671,3直まくりv29,52.5,0.07459308264407945,202608110707,0,700,25
3-4-1,0.006414495324735437,2026-08-11,0.07697394389682524,0,0.15698321206254184,3直まくりv29,12.0,0.0686013737359892,202608110707,0,700,22
3-2-4,0.006389500215040574,2026-08-11,0.5827224196117003,0,0.020655685797702873,3直まくりv29,91.2,0.06833405748195169,202608110707,0,700,23
3-1-5,0.006278036196440059,2026-08-11,0.12430511668951318,1,0.09514134064396475,3直まくりv29,19.8,0.06714197854027056,202608110707,8520,600,22
3-2-1,0.0052742617239315255,2026-08-11,0.6518987490779365,0,0.015241088549761346,3直まくりv29,123.6,0.05640686934630705,202608110707,0,600,19
3-5-2,0.005268287407295141,2026-08-11,0.7918235973164598,0,0.012533589785432482,3直まくりv29,150.3,0.056342975570157695,202608110707,0,600,19
3-6-1,0.0036092860264994937,2026-08-11,0.6359561978692108,0,0.010691251672817835,3直まくりv29,176.2,0.03860038352030249,202608110707,0,400,13
3-1-5,0.0094480037100211,2026-08-11,0.37886494877184607,0,0.19793274583325932,3まくり差しv29,40.1,0.20550451224279648,202608111311,0,700,65
3-1-4,0.007605604583555771,2026-08-11,0.3019425019671641,0,0.19992703042603774,3まくり差しv29,39.7,0.16543029704755646,202608111311,0,600,52
3-1-2,0.006876974248677122,2026-08-11,0.9400823797941625,0,0.058062202691395025,3まくり差しv29,136.7,0.14958178278250356,202608111311,0,600,48
3-1-6,0.004322633189061896,2026-08-11,0.5926330102203858,0,0.05789280166239022,3まくり差しv29,137.1,0.09402204448549109,202608111311,0,400,30
3-4-1,0.0022358472720092506,2026-08-11,0.18758758612157614,0,0.09460194407525267,3まくり差しv29,83.9,0.04863214676729017,202608111311,0,300,15
3-2-4,0.002008525086959987,2026-08-11,0.8238969906709867,0,0.01934934936107679,3まくり差しv29,410.2,0.043687638255829046,202608111311,0,200,14
3-2-1,0.001861973307407525,2026-08-11,0.9691571065056168,0,0.01524899732548261,3まくり差しv29,520.5,0.0404999752426045,202608111311,0,200,13
3-2-5,0.0015804131954080581,2026-08-11,0.7285704830831148,0,0.017217143401114316,3まくり差しv29,461.0,0.034375731935829976,202608111311,0,200,11
3-2-6,0.0015712909173063296,2026-08-11,1.358380998011322,0,0.009181148765660728,3まくり差しv29,864.5,0.03417731231520149,202608111311,0,200,11
3-4-2,0.0014489449817556563,2026-08-11,0.43555286151575034,0,0.02640420195580073,3まくり差しv29,300.6,0.03151615313471112,202608111311,0,200,10
3-5-1,0.0012157677334932117,2026-08-11,0.13592283260454105,0,0.07099376661819051,3まくり差しv29,111.8,0.026444290533782475,202608111311,0,200,8
3-5-4,0.0011953242136726486,2026-08-11,0.17905956720816277,0,0.05298466694201401,3まくり差しv29,149.8,0.025999621405975646,202608111311,0,200,8
3-5-2,0.0011523000289420371,2026-08-11,0.6063402752293,0,0.015083814344191749,3まくり差しv29,526.2,0.025063797885041768,202608111311,0,200,8
3-6-1,0.0010092865017680519,2026-08-11,0.5681273718452364,0,0.01410037858929419,3まくり差しv29,562.9,0.02195309576763689,202608111311,0,200,7
3-4-6,0.0005956922273408587,2026-08-11,0.1909789280854793,0,0.02475702778513318,3まくり差しv29,320.6,0.012956963649015631,202608111311,0,100,4
3-6-4,0.0005796858456058983,2026-08-11,0.431750017807273,0,0.010656690531570487,3まくり差しv29,744.8,0.01260880717361902,202608111311,0,100,4
3-4-5,0.0005185782505410726,2026-08-11,0.05030209030248404,0,0.0818258052362237,3まくり差しv29,97.0,0.01127964951200552,202608111311,0,100,3
3-5-6,0.0004476564006447281,2026-08-11,0.18362865554446747,0,0.01934934936107679,3まくり差しv29,410.2,0.009737020971878438,202608111311,0,100,3
3-6-2,0.0002904981895579681,2026-08-11,0.3904295667659091,0,0.005905582669578645,3まくり差しv29,1344.0,0.006318656362211817,202608111311,0,100,2
3-6-5,9.67778592027967e-06,2026-08-11,0.009010018691780372,0,0.008525352425256389,3まくり差しv29,931.0,0.00021050252901867622,202608111311,0,100,0
3-4-2,0.0073517451322823784,2026-08-11,0.677095726683207,0,0.031843743298450466,3直まくりv29,92.1,0.07744763995984544,202608111903,0,600,26
3-4-6,0.0070406271660753165,2026-08-11,1.1497344162200993,0,0.0179596372185382,3直まくりv29,163.3,0.07417013893141093,202608111903,0,600,25
3-2-4,0.006505735449584646,2026-08-11,0.6538264126832569,0,0.02918217669440087,3直まくりv29,100.5,0.06853527260635754,202608111903,0,500,23
3-1-5,0.006369579163412803,2026-08-11,0.20000478573116198,0,0.09340155279577349,3直まくりv29,31.4,0.06710092159990026,202608111903,0,500,22
3-4-1,0.006294976202245086,2026-08-11,0.30719483866956016,0,0.06009854011859197,3直まくりv29,48.8,0.06631500979630896,202608111903,0,500,22
3-4-5,0.005951645796942912,2026-08-11,0.11129577640283245,0,0.15683469292980148,3直まくりv29,18.7,0.06269816384495107,202608111903,0,500,20
3-5-2,0.0054327980806749285,2026-08-11,0.31727540791141584,0,0.05021932804430287,3直まくりv29,58.4,0.057232314526119245,202608111903,0,500,19
3-1-2,0.0053971409315927334,2026-08-11,0.4614555496511787,0,0.034301856816225586,3直まくりv29,85.5,0.05685668098681358,202608111903,0,500,19
3-2-1,0.005366019727651432,2026-08-11,0.7710970348635107,0,0.02040924674869372,3直まくりv29,143.7,0.05652883178168009,202608111903,0,400,19
3-5-1,0.005236987094354264,2026-08-11,0.17491536895143242,0,0.08780864544273316,3直まくりv29,33.4,0.0551695255561707,202608111903,0,400,18
3-4-2,0.007158589675925714,2026-08-12,0.7695483901620143,0,0.02974250447235767,3直まくりv29,107.5,0.07739805320288749,202608120702,0,400,26
3-4-6,0.007065704343018403,2026-08-12,0.20137257377602447,0,0.11218663967643681,3直まくりv29,28.5,0.07639378500711354,202608120702,0,400,25
3-2-4,0.006352540117002513,2026-08-12,0.5729991185536267,0,0.03544699812392959,3直まくりv29,90.2,0.06868311499997473,202608120702,0,400,23
3-4-1,0.0061419112964047244,2026-08-12,0.3070955648202362,0,0.063946384615569,3直まくりv29,50.0,0.0664058143862081,202608120702,0,400,22
3-1-5,0.0060761860959242155,2026-08-12,0.5741995860648383,0,0.033834065934163486,3直まくりv29,94.5,0.06569519919608645,202608120702,0,400,22
3-4-5,0.005493949816497621,2026-08-12,1.0284674056483545,0,0.017079696745611377,3直まくりv29,187.2,0.05940011083765453,202608120702,0,400,20
3-1-2,0.0052908720571849645,2026-08-12,0.34496485812845973,0,0.049038638508871926,3直まくりv29,65.2,0.057204451646227054,202608120702,0,400,19
3-2-1,0.005259774815023532,2026-08-12,0.48337330550066265,0,0.034791286515543515,3直まくりv29,91.9,0.056868230950219305,202608120702,0,300,19
3-5-2,0.005204545250313364,2026-08-12,1.7539317493556037,0,0.00948759415661261,3直まくりv29,337.0,0.056271093667412675,202608120702,0,300,19
3-1-4,0.005071433041561819,2026-08-12,0.22060733730793913,0,0.07350159151214826,3直まくりv29,43.5,0.054831895964888445,202608120702,0,300,18
3-5-1,0.004944140620281304,2026-08-12,1.0412360146312427,0,0.015181952662765666,3直まくりv29,210.6,0.05345562130177617,202608120702,0,300,18
3-5-4,0.003841753806441825,2026-08-12,1.2139942028356168,0,0.010118098831577372,3直まくりv29,316.0,0.041536710296910376,202608120702,0,300,14
3-6-1,0.0038237678530765365,2026-08-12,0.09635894989752872,0,0.12687774725311307,3直まくりv29,25.2,0.04134224772278732,202608120702,0,300,13
3-2-5,0.0030322265751690346,2026-08-12,0.681341311440482,0,0.01422928006576969,3直まくりv29,224.7,0.03278417180096211,202608120702,0,200,11
3-5-6,0.0027580191618023953,2026-08-12,0.6484103049397432,0,0.013599826587743299,3直まくりv29,235.1,0.029819464934224025,202608120702,0,200,10
3-1-5,0.015329182728782038,2026-08-12,0.23606941402324338,0,0.1533596113465722,3まくり差しv29,15.4,0.20440394102090303,202608121306,0,900,65
3-1-4,0.01207989596584715,2026-08-12,1.2079895965847152,0,0.023617380147372122,3まくり差しv29,100.0,0.16107697234931787,202608121306,0,700,52
3-1-2,0.011229143437465375,2026-08-12,0.4132324784987258,0,0.06417766344394599,3まくり差しv29,36.8,0.1497327818134308,202608121306,0,700,48
3-4-1,0.0034852789679549094,2026-08-12,1.1452626688699834,0,0.0071872733254327815,3まくり差しv29,328.6,0.04647375983519588,202608121306,0,300,15
3-2-4,0.003257345195962334,2026-08-12,0.8459325473914181,0,0.009094100942384336,3まくり差しv29,259.7,0.04343442224549098,202608121306,0,300,14
3-2-1,0.0030424500675147515,2026-08-12,0.398256713837681,0,0.01804230721724379,3まくり差しv29,130.9,0.040568945857215905,202608121306,0,300,13
3-2-6,0.0025681098042949196,2026-08-12,0.51054022909383,0,0.011879969893044327,3まくり差しv29,198.8,0.034243949873902335,202608121306,0,200,11
3-2-5,0.002561865316677976,2026-08-12,0.7111738119098062,0,0.008507701782194567,3まくり差しv29,277.6,0.0341606839946221,202608121306,0,200,11
3-4-2,0.0023257803622146883,2026-08-12,0.9135665262779296,0,0.0060125713206140834,3まくり差しv29,392.8,0.031012656081990473,202608121306,0,200,10
3-5-1,0.001952484046151591,2026-08-12,0.08473780760297904,0,0.05441792660684821,3まくり差しv29,43.4,0.02603501053350243,202608121306,0,200,8
3-5-2,0.001875615081407049,2026-08-12,0.34323755989749,0,0.012905672211678754,3まくり差しv29,183.0,0.02501001659781923,202608121306,0,200,8
3-5-4,0.001867742602613921,2026-08-12,0.509706956253339,0,0.008654225044841379,3まくり差しv29,272.9,0.02490504259369979,202608121306,0,200,8
3-6-4,0.0009541098190931845,2026-08-12,0.14769619999562497,0,0.015256705521558216,3まくり差しv29,154.8,0.01272238779065576,202608121306,0,200,4
3-4-6,0.0009440579269340851,2026-08-12,0.22685711984226067,0,0.009828289699280948,3まくり差しv29,240.3,0.012588352832081012,202608121306,0,200,4
3-5-6,0.0008068174638501259,2026-08-12,0.0313851993437699,0,0.06071305950481265,3まくり差しv29,38.9,0.01075834714826698,202608121306,0,100,3
3-4-5,0.000704713220696618,2026-08-12,0.29865746293122675,0,0.005572765490177471,3まくり差しv29,423.8,0.009396858407164877,202608121306,0,100,3
3-4-2,0.006894757020954837,2026-08-12,3.743163586676381,0,0.014219449810749293,3直まくりv29,542.9,0.07703172742916223,202608121312,0,300,26
3-4-6,0.006630525928999108,2026-08-12,3.6242454727909124,0,0.014123196674452597,3直まくりv29,546.6,0.07407960346134401,202608121312,0,300,25
3-1-5,0.006365123372373402,2026-08-12,0.18649811481054068,0,0.2634723311350099,3直まくりv29,29.3,0.07111439129522147,202608121312,0,300,22
3-2-4,0.00610429464167665,2026-08-12,3.1443221699276425,0,0.014986874980112192,3直まくりv29,515.1,0.06820028023551887,202608121312,0,300,23
3-4-1,0.005888974998643672,2026-08-12,1.1948730272248012,0,0.03804701479672642,3直まくりv29,202.9,0.06579461981821183,202608121312,0,300,22
3-4-5,0.00534427512105018,2026-08-12,1.367600003476741,0,0.03016701563992102,3直まくりv29,255.9,0.05970895612129607,202608121312,0,300,20
3-1-2,0.005221374694868588,2026-08-12,0.4156214257115396,0,0.09698164952582651,3直まくりv29,79.6,0.058335850136302686,202608121312,0,300,19
3-2-1,0.005094658250751971,2026-08-12,1.0632551769319363,0,0.036989646872332485,3直まくりv29,208.7,0.05692010966070401,202608121312,0,300,19
3-5-2,0.005075393617861678,2026-08-12,1.4058840321476846,0,0.027869094953992025,3直まくりv29,277.0,0.05670487539714436,202608121312,0,300,19
3-5-1,0.005031709105471666,2026-08-12,0.2938518117595453,0,0.13218731681944845,3直まくりv29,58.4,0.05621680983644716,202608121312,0,300,18
3-1-4,0.005016348092823994,2026-08-12,0.3100103121365228,0,0.12491487544103222,3直まくりv29,61.8,0.05604518880096831,202608121312,0,300,18
3-1-6,0.003848070884747924,2026-08-12,0.41366762011040187,0,0.07181152839307711,3直まくりv29,107.5,0.042992602439954626,202608121312,0,200,14
3-5-4,0.0037625651329356575,2026-08-12,0.927096048755346,0,0.03133011080460953,3直まくりv29,246.4,0.04203728875055126,202608121312,0,200,14
3-6-1,0.003469495796709342,2026-08-12,1.5234556043350722,0,0.01758082282454063,3直まくりv29,439.1,0.03876296927019565,202608121312,0,200,13
3-2-5,0.002942050542952779,2026-08-12,1.2709658345556005,0,0.017869766903369885,3直まくりv29,432.0,0.03287008299476979,202608121312,0,200,11
3-2-6,0.002921554967737378,2026-08-12,2.7617459110021434,0,0.008166443776849457,3直まくりv29,945.3,0.032641096018332726,202608121312,0,200,11
3-5-6,0.0027108963118067804,2026-08-12,0.6259459583961856,0,0.033433258130167995,3直まくりv29,230.9,0.030287510516346147,202608121312,0,200,10
3-6-4,0.0026555026809108083,2026-08-12,2.844043371255476,0,0.007207973204720626,3直まくりv29,1071.0,0.029668624736394585,202608121312,0,200,10
3-6-2,0.002654286263159269,2026-08-12,3.0895892103173894,0,0.006632078438364081,3直まくりv29,1164.0,0.029655034299430418,202608121312,0,200,10
3-6-5,0.0018735613283910471,2026-08-12,1.204325221889765,0,0.01200955087469787,3直まくりv29,642.8,0.020932378781703787,202608121312,0,100,7
3-1-5,0.009388509572655402,2026-08-13,0.18777019145310803,0,0.12261315070640752,3まくり差しv29,20.0,0.20364476915324461,202608131309,0,1500,65
3-1-4,0.007644015400340491,2026-08-13,0.0871417755638816,0,0.21511079071299563,3まくり差しv29,11.4,0.16580520470896284,202608131309,0,1300,52
3-1-2,0.00697240572249774,2026-08-13,0.1366591521609557,0,0.12511545990449746,3まくり差しv29,19.6,0.151237418763074,202608131309,0,1200,48
3-1-6,0.004296026612788217,2026-08-13,0.43948352248823463,0,0.023971290460685732,3まくり差しv29,102.3,0.09318447630767125,202608131309,0,800,30
3-6-4,0.0005731411573354982,2026-08-13,0.40240240656525333,0,0.0034927546134854727,3まくり差しv29,702.1,0.012431919866999642,202608131309,0,200,4
3-1-5,0.007846316718592152,2026-08-14,0.17968065285576026,0,0.13870356932944453,3まくり差しv29,22.9,0.2040420634402332,202608140303,0,900,65
3-1-4,0.006231415500113843,2026-08-14,0.31468648275574906,0,0.06289726213156989,3まくり差しv29,50.5,0.16204684597855729,202608140303,0,800,52
3-1-2,0.0057742795917739755,2026-08-14,0.22519690407918505,0,0.08144389070882767,3まくり差しv29,39.0,0.15015910841256364,202608140303,0,700,48
3-1-6,0.0035981509892449143,2026-08-14,0.2889315244363666,0,0.03955556335796114,3まくり差しv29,80.3,0.09356927316933238,202608140303,0,500,30
3-4-1,0.0018344417416494897,2026-08-14,0.10217840500987659,0,0.05702534537961004,3まくり差しv29,55.7,0.04770432951554593,202608140303,0,300,15
3-2-4,0.0016939347710461052,2026-08-14,0.15804411413860162,0,0.03404407007121414,3まくり差しv29,93.3,0.044050470865955905,202608140303,0,300,14
3-2-1,0.0015906434088624947,2026-08-14,0.10052866344010968,0,0.050258097114624666,3まくり差しv29,63.2,0.04136439745962036,202608140303,0,300,13
3-2-5,0.001369582329641924,2026-08-14,0.06450732772613463,0,0.06743761651049425,3まくり差しv29,47.1,0.035615743617543064,202608140303,0,200,11
3-2-6,0.0013350893855665863,2026-08-14,0.13631262626634846,0,0.031109811338337703,3まくり差しv29,102.1,0.03471876077378611,202608140303,0,200,11
3-4-2,0.001205021459500369,2026-08-14,0.2001540644230113,0,0.01912288824590174,3まくり差しv29,166.1,0.03133636761100992,202608140303,0,200,10
3-5-4,0.0009731826833727895,2026-08-14,0.1238861555933561,0,0.024951388355414602,3まくり差しv29,127.3,0.025307441687788017,202608140303,0,200,8
3-4-6,0.0004873592474844523,2026-08-14,0.11652759607353254,0,0.013284448923648178,3まくり差しv29,239.1,0.012673690096880203,202608140303,0,200,4
3-6-4,0.00048520668826492874,2026-08-14,0.13988508822677895,0,0.011017383758738394,3まくり差しv29,288.3,0.012617713179228109,202608140303,0,200,4
3-4-6,0.007355841417141983,2026-08-14,0.10151061155655938,0,0.179753680560667,3直まくりv29,13.8,0.07798828744685941,202608140602,0,900,25
3-4-2,0.0073013029661102595,2026-08-14,0.5987068432210413,0,0.030251229167526886,3直まくりv29,82.0,0.07741005850542838,202608140602,0,900,26
3-4-1,0.0064867068299108805,2026-08-14,0.09794927313165429,0,0.1642781981282917,3直まくりv29,15.1,0.06877352679948773,202608140602,0,800,22
3-2-4,0.006453678128288643,2026-08-14,0.6550483300212973,0,0.024439416667361623,3直まくりv29,101.5,0.06842334906589645,202608140602,0,800,23
3-1-5,0.006220356385841384,2026-08-14,0.34585181505278095,0,0.04461512215354684,3直まくりv29,55.6,0.06594961940185362,202608140602,0,800,22
3-4-5,0.005675910075663972,2026-08-14,0.28152513975293303,0,0.050012112736637186,3直まくりv29,49.6,0.06017727699673481,202608140602,0,800,20
3-1-5,0.01234598886828558,2026-08-14,0.30371132615982527,0,0.18216809279895133,3まくり差しv29,24.6,0.2051152615505914,202608140609,0,800,65
3-1-4,0.00987366722355981,2026-08-14,0.30805841737506606,0,0.1436325347068655,3まくり差しv29,31.2,0.16404030949893494,202608140609,0,700,52
3-1-2,0.009020207601802416,2026-08-14,0.582705411076436,0,0.06937051211848612,3まくり差しv29,64.6,0.1498610002992219,202608140609,0,600,48
3-1-6,0.005679077699053764,2026-08-14,0.35721398727048176,0,0.07124539082439113,3まくり差しv29,62.9,0.09435173804504669,202608140609,0,400,30
3-4-1,0.0028717643640278666,2026-08-14,0.22457197326697917,0,0.057306075228314615,3まくり差しv29,78.2,0.047711261116748505,202608140609,0,300,15
3-2-4,0.0026346485531947555,2026-08-14,0.5187623001240473,0,0.022759446840295596,3まくり差しv29,196.9,0.04377183819358755,202608140609,0,300,14
3-2-1,0.0024691977736571156,2026-08-14,0.3037113261598252,0,0.03643361855979027,3まくり差しv29,123.0,0.041023052310118276,202608140609,0,200,13
3-2-5,0.0020912812690591274,2026-08-14,0.29152460890684234,0,0.03214731049393259,3まくり差しv29,139.4,0.03474437803688722,202608140609,0,200,11
3-2-6,0.0020721623051935746,2026-08-14,0.4815705197269868,0,0.019282853196446653,3まくり差しv29,232.4,0.03442673711596164,202608140609,0,200,11
3-4-2,0.0018943453243993593,2026-08-14,0.3445814145082435,0,0.02463625664021002,3まくり差しv29,181.9,0.03147250016395581,202608140609,0,200,10
3-5-1,0.001603646990611144,2026-08-14,0.09092678436765186,0,0.07903589211383073,3まくり差しv29,56.7,0.026642861533674834,202608140609,0,200,8
3-5-4,0.0015614403203246525,2026-08-14,0.13818746834873175,0,0.050636554608522066,3まくり差しv29,88.5,0.02594164332366721,202608140609,0,200,8
3-5-2,0.0015498570491916063,2026-08-14,0.16211504734544202,0,0.04284259161428492,3まくり差しv29,104.6,0.025749199792945307,202608140609,0,200,8
3-6-1,0.001326674098834113,2026-08-14,0.336444551464331,0,0.017670879664251588,3まくり差しv29,253.6,0.02204125628800621,202608140609,0,200,7
3-4-6,0.0007805087688997615,2026-08-14,0.13893056086415756,0,0.025176039791315746,3まくり差しv29,178.0,0.012967309624476933,202608140609,0,200,4
3-6-4,0.000760204779347593,2026-08-14,0.2958717001220832,0,0.011514221692842247,3まくり差しv29,389.2,0.012629980782539314,202608140609,0,100,4
3-1-5,0.014646568786924805,2026-08-14,0.19919333550217735,0,0.18092715829905232,3まくり差しv29,13.6,0.20508462119256915,202608141005,0,1500,65
3-1-4,0.011676821641343942,2026-08-14,0.2358717971551476,0,0.12181234420134215,3まくり差しv29,20.2,0.16350153936299608,202608141005,0,1200,52
