actual_combo,approved_A,approved_S,date,ex_score,head_boat,head_hit,history_adjust,history_pct,kimarite,method_hit,model,orig_avg,orig_lap,orig_straight,orig_turn,preview_comp,preview_grade,race,race_code,return_20pt,route_count,st_score,tilt,tilt_bonus,trifecta_payout,v50_grade,v50_score,venue,winner
4-2-5,0,0,2026-09-01,0.6,5,0,0.0,0.5,まくり差し,0,5頭展開,0.26666666666666666,0.0,0.19999999999999996,0.6,0.45781666666666665,B,04,202609011604,0,1,0.4,0.0,0,4580,B,45.781666666666666,16,4
1-5-3,1,0,2026-09-01,0.19999999999999996,5,0,0.0,0.5,逃げ,0,5頭展開,0.6,0.8,0.19999999999999996,0.8,0.6213400000000001,A,07,202609011907,0,1,0.8,0.0,0,2910,A,62.134000000000015,19,1
1-5-3,0,0,2026-09-01,0.0,5,0,0.0,0.5,逃げ,0,5頭展開,0.1333333333333333,0.19999999999999996,0.0,0.19999999999999996,0.3049133333333333,B,09,202609011909,0,1,0.19999999999999996,0.0,0,3220,B,30.49133333333333,19,1
3-4-1,0,0,2026-09-02,0.6,3,1,1.188,0.7969,まくり差し,0,3まくり,0.13333333333333333,0.0,0.0,0.4,0.4463666666666667,B,06,202609020506,1890,1,0.8,-0.5,-0.05,1890,B,45.774666666666675,05,3
1-5-2,0,0,2026-09-02,0.6,3,0,0.291,0.5726,逃げ,0,3まくり,0.4666666666666666,0.6,0.19999999999999996,0.6,0.35318333333333335,B,04,202609021704,0,1,0.19999999999999996,0.0,-0.21,1500,B,35.39933333333333,17,1
1-5-2,1,1,2026-09-02,1.0,4,0,1.415,0.8536,逃げ,0,4カドまくり,0.7333333333333333,0.6,1.0,0.6,0.9279666666666667,S,08,202609020608,0,1,1.0,0.0,-0.04,10630,S,94.17166666666667,06,1
5-4-1,0,0,2026-09-02,0.19999999999999996,4,0,-1.212,0.197,まくり差し,0,4カドまくり,0.5,0.5,0.5,0.5,0.5085000000000001,B,03,202609020803,0,1,0.8,0.0,-0.04,3150,B,49.598000000000006,08,5
4-2-1,0,0,2026-09-02,0.8,4,1,-1.508,0.1231,まくり,1,4カドまくり,0.5,0.5,0.5,0.5,0.5645,A,09,202609020809,9980,1,0.4,-0.5,-1.19,9980,B,53.752,08,4
4-5-2,0,0,2026-09-02,0.5,4,1,1.491,0.8728,差し,0,4カドまくり,0.7,0.6,0.5,0.8,0.51215,B,04,202609021204,1990,1,0.4,-0.5,-1.19,1990,B,51.516,12,4
1-2-3,1,0,2026-09-02,0.19999999999999996,4,0,1.847,0.9617,逃げ,0,4カドまくり,0.6,0.6,0.5,0.6,0.56645,A,03,202609021803,0,1,1.0,0.0,-0.04,4390,A,58.452000000000005,18,1
1-3-4,0,0,2026-09-02,0.6,4,0,0.047,0.5116,逃げ,0,4カドまくり,0.26666666666666666,0.0,0.8,0.0,0.45968333333333333,B,06,202609022206,0,1,0.19999999999999996,0.0,-0.04,1320,B,45.97533333333333,22,1
1-4-6,0,0,2026-09-02,0.6,4,0,0.047,0.5116,逃げ,0,4カドまくり,0.39999999999999997,0.6,0.4,0.19999999999999996,0.39435,B,07,202609022207,0,1,0.19999999999999996,0.0,-0.04,2950,B,39.44199999999999,22,1
2-5-1,1,0,2026-09-02,0.6,5,0,0.0,0.5,まくり,0,5頭展開,0.6,0.6,1.0,0.19999999999999996,0.65109,A,10,202609020510,0,1,0.8,-0.5,0,12770,A,65.109,05,2
5-4-1,0,0,2026-09-02,0.4,5,1,0.0,0.5,まくり差し,1,5頭展開,0.5,0.5,0.5,0.5,0.5372500000000001,B,03,202609020803,3150,1,1.0,0.0,0,3150,B,53.72500000000001,08,5
4-2-5,0,0,2026-09-02,0.8,5,0,0.0,0.5,まくり差し,0,5頭展開,0.5,0.5,0.5,0.5,0.4621300000000001,B,04,202609020804,0,1,0.8,0.5,0,2720,B,46.21300000000001,08,4
4-6-5,0,0,2026-09-02,0.6,5,0,0.0,0.5,まくり,0,5頭展開,0.39999999999999997,0.6,0.5,0.19999999999999996,0.49475,B,06,202609021306,0,1,0.6,0.0,0,18420,B,49.475,13,4
5-4-6,1,1,2026-09-02,0.8,5,1,0.0,0.5,まくり差し,1,5頭展開,0.7333333333333333,0.6,0.6,1.0,0.7702433333333335,S,03,202609021603,1200,1,1.0,-0.5,0,1200,S,77.02433333333335,16,5
1-2-3,0,0,2026-09-02,0.4,5,0,0.0,0.5,逃げ,0,5頭展開,0.2,0.0,0.5,0.4,0.4569,B,03,202609021803,0,1,0.8,0.0,0,4390,B,45.69,18,1
