date,race_code,venue,race,day_no,day_cat,model,target_boat,score,rank,target_name,target_grade,motor2,motor_history,prior_expo,prior_turn,prior_straight,foot_type,branch,winner,second,kimarite,head_hit,involved_hit
2026-08-23,202608231812,18,12R,2,2日目,4→5展開,5,61.19,B,尾上 雅也,A1,24.5,0.33,0.5,0.5,0.5,不明,4攻め→5展開,1,2,逃げ,0,0
2026-08-23,202608231909,19,09R,5,3日目以降,4カド,4,68.13,B,市橋 卓士,A1,37.3,0.658,0.141,0.0,1.0,伸び寄り,まくり寄り,1,4,逃げ,0,1
2026-08-23,202608231911,19,11R,5,3日目以降,4カド,4,65.11,B,佐々木 大河,A1,39.7,0.537,0.226,0.1,1.0,伸び寄り,まくり寄り,1,2,逃げ,0,0
2026-08-23,202608232003,20,03R,2,2日目,4カド,4,62.75,B,森作 雄大,B1,36.2,0.46,0.515,0.5,0.6,バランス,両にらみ,6,4,抜き,0,1
2026-08-23,202608232101,21,01R,4,3日目以降,3攻め,3,64.79,B,加藤 政彦,B1,36.4,0.297,0.569,0.5,1.0,伸び寄り,まくり寄り,3,1,まくり,1,1
2026-08-23,202608232112,21,12R,4,3日目以降,3攻め,3,61.88,B,島川 光男,A2,37.7,0.592,0.314,0.3,0.4,バランス,両にらみ,3,1,差し,0,1
2026-08-23,202608232207,22,07R,2,2日目,3攻め,3,67.26,B,伊藤 将吉,A2,36.8,0.543,0.4,0.3,1.0,伸び寄り,まくり寄り,1,3,逃げ,0,1
2026-08-23,202608232302,23,02R,5,3日目以降,3攻め,3,61.49,B,末永 由楽,A2,31.4,0.357,0.657,0.6,1.0,伸び寄り,まくり寄り,1,5,逃げ,0,0
2026-08-23,202608232311,23,11R,5,3日目以降,4カド,4,61.81,B,福田 翔吾,B1,34.7,0.498,0.715,0.8,0.2,出足・回り足寄り,まくり差し寄り,1,2,逃げ,0,0
2026-08-23,202608232312,23,12R,5,3日目以降,4→5展開,5,61.52,B,仲 航太,B1,33.5,0.495,0.772,0.8,0.6,出足・回り足寄り,4攻め→5展開,3,2,差し,0,0
2026-08-23,202608232403,24,03R,5,3日目以降,4カド,4,60.72,B,岩永 雅人,A2,38.1,0.393,0.482,0.4,1.0,伸び寄り,まくり寄り,1,2,逃げ,0,0
2026-08-23,202608232409,24,09R,5,3日目以降,4カド,4,65.0,B,上原 崚,A2,42.8,0.609,0.512,0.5,0.6,バランス,両にらみ,4,6,まくり,1,1
2026-08-23,202608232411,24,11R,4,3日目以降,3攻め,3,69.44,B,村岡 賢人,A1,48.2,0.485,0.714,0.7,0.8,バランス,両にらみ,3,2,差し,0,1
2026-08-24,202608240309,03,09R,4,3日目以降,3攻め,3,61.6,B,荒木 颯斗,A2,30.3,0.452,0.5,0.5,0.5,不明,両にらみ,1,2,逃げ,0,0
2026-08-24,202608240712,07,12R,4,3日目以降,4カド,4,76.4,A,永田 啓二,A1,90.9,0.779,0.2,0.2,0.2,バランス,両にらみ,1,3,逃げ,0,0
2026-08-24,202608241001,10,01R,1,初日,4→5展開,5,62.38,B,今井 裕梨,A2,38.7,0.462,0.5,0.5,0.5,不明,4攻め→5展開,2,1,差し,0,0
2026-08-24,202608241010,10,10R,1,初日,3攻め,3,61.96,B,関野 文,A2,42.9,0.612,0.5,0.5,0.5,不明,両にらみ,1,4,逃げ,0,0
2026-08-24,202608241310,13,10R,1,初日,4→5展開,5,63.68,B,千葉 真弥,A2,25.8,0.441,0.5,0.5,0.5,不明,4攻め→5展開,3,2,差し,0,0
2026-08-24,202608241806,18,06R,2,2日目,4カド,4,70.75,A,山下 和彦,A2,51.0,0.631,0.701,0.7,0.701,バランス,両にらみ,4,1,まくり,1,1
2026-08-24,202608241806,18,06R,2,2日目,4→5展開,5,67.49,B,三角 哲男,A1,18.1,0.306,0.6,0.6,0.6,バランス,4攻め→5展開,4,1,まくり,0,0
2026-08-24,202608241906,19,06R,6,3日目以降,3攻め,3,60.97,B,竹之内 極,B1,22.0,0.512,0.799,0.8,0.8,バランス,両にらみ,2,3,差し,0,1
2026-08-24,202608241910,19,10R,6,3日目以降,4カド,4,67.26,B,佐々木 大河,A1,39.7,0.537,0.4,0.3,1.0,伸び寄り,まくり寄り,1,4,逃げ,0,1
2026-08-24,202608242104,21,04R,5,3日目以降,4カド,4,62.14,B,島川 光男,A2,37.7,0.592,0.485,0.5,0.4,バランス,両にらみ,1,3,抜き,0,0
2026-08-24,202608242202,22,02R,3,3日目以降,4→5展開,5,60.27,B,山崎 義明,A2,24.5,0.461,1.0,1.0,1.0,バランス,4攻め→5展開,1,4,逃げ,0,0
2026-08-24,202608242207,22,07R,3,3日目以降,3攻め,3,63.54,B,飛田 江己,A1,29.6,0.47,0.599,0.6,0.6,バランス,両にらみ,1,2,逃げ,0,0
2026-08-25,202608250309,03,09R,5,3日目以降,4カド,4,65.24,B,大島 隆乃介,B1,23.2,0.433,0.5,0.5,0.5,不明,両にらみ,1,2,抜き,0,0
2026-08-25,202608250802,08,02R,4,3日目以降,4→5展開,5,61.77,B,川原 祐明,A1,31.1,0.249,0.5,0.5,0.5,不明,4攻め→5展開,1,2,逃げ,0,0
2026-08-25,202608250903,09,03R,1,初日,4カド,4,63.49,B,松田 淳平,A1,34.2,0.481,0.5,0.5,0.5,不明,両にらみ,3,1,まくり,0,0
2026-08-25,202608251002,10,02R,2,2日目,4→5展開,5,62.76,B,高憧 四季,A1,36.1,0.547,0.602,0.7,0.0,出足・回り足寄り,4攻め→5展開,1,4,逃げ,0,0
2026-08-25,202608251011,10,11R,2,2日目,3攻め,3,61.51,B,藤原 菜希,A2,38.7,0.593,0.515,0.5,0.6,バランス,両にらみ,1,4,逃げ,0,0
2026-08-25,202608251012,10,12R,2,2日目,3攻め,3,61.59,B,今井 美亜,A1,36.2,0.578,0.428,0.4,0.6,伸び寄り,まくり寄り,1,2,逃げ,0,0
2026-08-25,202608251305,13,05R,2,2日目,4カド,4,65.41,B,大池 佑来,A1,36.1,0.499,0.399,0.4,0.399,バランス,両にらみ,1,2,逃げ,0,0
2026-08-25,202608251306,13,06R,2,2日目,4カド,4,64.75,B,前田 滉,A1,42.5,0.629,0.599,0.6,0.599,バランス,両にらみ,3,1,まくり,0,0
2026-08-25,202608251306,13,06R,2,2日目,4→5展開,5,67.1,B,深川 麻奈美,B1,52.3,0.738,0.601,0.6,0.601,バランス,4攻め→5展開,3,1,まくり,0,0
2026-08-25,202608251505,15,05R,2,2日目,4カド,4,61.15,B,澤田 尚也,A1,36.6,0.599,0.171,0.1,0.6,伸び寄り,まくり寄り,5,1,まくり差し,0,0
2026-08-25,202608251511,15,11R,2,2日目,4カド,4,70.03,A,松田 祐季,A1,45.9,0.536,0.773,0.8,0.6,出足・回り足寄り,まくり差し寄り,1,3,逃げ,0,0
2026-08-25,202608251708,17,08R,1,初日,4カド,4,60.85,B,重野 哲之,A2,31.7,0.448,0.5,0.5,0.5,不明,両にらみ,1,4,逃げ,0,1
2026-08-25,202608252005,20,05R,4,3日目以降,4→5展開,5,65.08,B,間野 兼礼,B1,32.0,0.42,0.914,0.9,1.0,バランス,4攻め→5展開,1,2,逃げ,0,0
2026-08-25,202608252208,22,08R,4,3日目以降,4→5展開,5,61.22,B,飛田 江己,A1,29.6,0.47,0.4,0.3,1.0,伸び寄り,4攻め→5展開,1,4,逃げ,0,0
2026-08-26,202608260107,01,07R,2,2日目,4→5展開,5,65.57,B,下條 雄太郎,A1,48.9,0.765,0.804,1.0,0.2,出足・回り足寄り,4攻め→5展開,2,1,差し,0,0
2026-08-26,202608260109,01,09R,2,2日目,4→5展開,5,65.8,B,椎名 豊,A1,32.6,0.495,0.4,0.4,0.4,バランス,4攻め→5展開,4,5,まくり,0,1
2026-08-26,202608260302,03,02R,6,3日目以降,4カド,4,63.48,B,岩津 徹郎,B1,48.1,0.659,0.5,0.5,0.5,不明,両にらみ,3,5,まくり差し,0,0
2026-08-26,202608260606,06,06R,6,3日目以降,3攻め,3,68.45,B,北川 潤二,A1,30.1,0.46,0.972,1.0,0.8,出足・回り足寄り,まくり差し寄り,1,3,逃げ,0,1
2026-08-26,202608260803,08,03R,5,3日目以降,4カド,4,70.6,A,渡辺 浩司,A1,43.3,0.629,0.5,0.5,0.5,不明,両にらみ,1,3,逃げ,0,0
2026-08-26,202608260807,08,07R,5,3日目以降,3攻め,3,60.15,B,峰重 力也,A2,48.7,0.587,0.5,0.5,0.5,不明,両にらみ,1,3,逃げ,0,1
2026-08-26,202608260811,08,11R,5,3日目以降,3攻め,3,61.45,B,渡邉 和将,A1,44.6,0.435,0.5,0.5,0.5,不明,両にらみ,1,3,逃げ,0,1
2026-08-26,202608260904,09,04R,2,2日目,3攻め,3,74.22,A,平田 さやか,A2,37.9,0.461,0.689,0.8,0.0,出足・回り足寄り,まくり差し寄り,3,4,抜き,0,1
2026-08-26,202608260905,09,05R,2,2日目,4カド,4,86.22,S,堀本 和也,A2,43.9,0.507,0.915,0.9,1.0,バランス,両にらみ,4,6,まくり,1,1
2026-08-26,202608260909,09,09R,2,2日目,3攻め,3,64.41,B,松田 淳平,A1,34.2,0.481,0.83,0.9,0.4,出足・回り足寄り,まくり差し寄り,1,3,逃げ,0,1
2026-08-26,202608260911,09,11R,2,2日目,4→5展開,5,62.14,B,田中 駿兵,A1,33.0,0.395,0.373,0.4,0.2,出足・回り足寄り,4攻め→5展開,5,4,まくり差し,1,1
2026-08-26,202608261003,10,03R,3,3日目以降,3攻め,3,62.22,B,平山 智加,A1,36.5,0.62,0.428,0.4,0.6,伸び寄り,まくり寄り,3,2,まくり,1,1
2026-08-26,202608261010,10,10R,3,3日目以降,4カド,4,65.41,B,實森 美祐,A1,36.5,0.369,0.828,0.8,1.0,伸び寄り,まくり寄り,4,1,抜き,0,1
2026-08-26,202608261301,13,01R,3,3日目以降,3攻め,3,69.12,B,砂長 知輝,A1,41.0,0.53,1.0,1.0,1.0,バランス,両にらみ,2,1,差し,0,0
2026-08-26,202608261308,13,08R,3,3日目以降,4→5展開,5,60.36,B,前田 滉,A1,42.5,0.629,1.0,1.0,1.0,バランス,4攻め→5展開,5,6,まくり,1,1
2026-08-26,202608261312,13,12R,3,3日目以降,4カド,4,61.17,B,古川 誠之,A2,35.0,0.555,0.398,0.4,0.398,バランス,両にらみ,1,2,逃げ,0,0
2026-08-26,202608261403,14,03R,1,初日,4→5展開,5,60.44,B,高橋 竜矢,A1,26.9,0.597,0.5,0.5,0.5,不明,4攻め→5展開,1,5,逃げ,0,1
2026-08-26,202608261503,15,03R,3,3日目以降,3攻め,3,62.38,B,井上 一輝,A1,39.4,0.588,0.568,0.5,1.0,伸び寄り,まくり寄り,1,3,逃げ,0,1
2026-08-26,202608261512,15,12R,3,3日目以降,4カド,4,63.44,B,木村 仁紀,A1,39.6,0.549,0.488,0.5,0.4,バランス,両にらみ,1,2,逃げ,0,0
2026-08-26,202608261703,17,03R,2,2日目,4→5展開,5,62.63,B,上野 俊樹,B1,32.5,0.499,0.457,0.5,0.2,出足・回り足寄り,4攻め→5展開,6,5,まくり差し,0,1
2026-08-26,202608261803,18,03R,4,3日目以降,4カド,4,68.35,B,山下 和彦,A2,51.0,0.631,0.698,0.7,0.698,バランス,両にらみ,3,1,まくり,0,0
2026-08-26,202608261809,18,09R,4,3日目以降,4→5展開,5,62.58,B,横澤 剛治,A2,25.3,0.323,0.801,0.8,0.801,バランス,4攻め→5展開,1,3,逃げ,0,0
2026-08-26,202608262003,20,03R,5,3日目以降,3攻め,3,60.06,B,森作 雄大,B1,36.2,0.46,0.488,0.5,0.4,バランス,両にらみ,3,4,まくり,1,1
2026-08-27,202608270104,01,04R,3,3日目以降,4→5展開,5,60.69,B,毒島 誠,A1,47.8,0.588,0.498,0.4,0.8,伸び寄り,4攻め→5展開,1,5,抜き,0,1
2026-08-27,202608270109,01,09R,3,3日目以降,4→5展開,5,63.43,B,平本 真之,A1,26.2,0.413,0.902,1.0,0.6,出足・回り足寄り,4攻め→5展開,1,3,逃げ,0,0
2026-08-27,202608270702,07,02R,1,初日,4カド,4,65.27,B,小林 一樹,A2,70.0,0.626,0.5,0.5,0.5,不明,両にらみ,2,1,差し,0,0
2026-08-27,202608270909,09,09R,3,3日目以降,3攻め,3,71.64,A,堀本 和也,A2,43.9,0.507,0.972,1.0,0.8,出足・回り足寄り,まくり差し寄り,1,3,逃げ,0,1
2026-08-27,202608270910,09,10R,3,3日目以降,3攻め,3,62.45,B,清水 愛海,A1,38.8,0.547,0.457,0.5,0.2,出足・回り足寄り,まくり差し寄り,3,1,まくり差し,1,1
2026-08-27,202608270912,09,12R,3,3日目以降,4→5展開,5,60.21,B,加藤 綾,B1,43.0,0.629,0.714,0.7,0.8,バランス,4攻め→5展開,4,2,恵まれ,0,0
2026-08-27,202608271004,10,04R,4,3日目以降,3攻め,3,61.96,B,内山 七海,A2,32.0,0.562,0.655,0.6,1.0,伸び寄り,まくり寄り,1,4,逃げ,0,0
2026-08-27,202608271011,10,11R,4,3日目以降,4カド,4,66.33,B,関野 文,A2,42.9,0.612,0.659,0.7,0.4,出足・回り足寄り,まくり差し寄り,1,2,逃げ,0,0
2026-08-27,202608271301,13,01R,4,3日目以降,3攻め,3,61.09,B,山崎 郡,A1,25.8,0.44,0.602,0.6,0.602,バランス,両にらみ,3,5,まくり,1,1
2026-08-27,202608271407,14,07R,2,2日目,4カド,4,60.77,B,藤原 碧生,A1,54.0,0.586,0.6,0.6,0.6,バランス,両にらみ,4,2,まくり,1,1
2026-08-27,202608271410,14,10R,2,2日目,3攻め,3,68.97,B,石丸 海渡,A1,40.8,0.599,0.142,0.1,0.4,伸び寄り,まくり寄り,4,1,まくり差し,0,0
2026-08-27,202608271411,14,11R,2,2日目,3攻め,3,62.0,B,上村 純一,A1,62.3,0.642,0.514,0.6,0.0,出足・回り足寄り,まくり差し寄り,3,4,差し,0,1
2026-08-27,202608271412,14,12R,2,2日目,3攻め,3,61.03,B,青木 玄太,A1,36.6,0.535,0.916,1.0,0.4,出足・回り足寄り,まくり差し寄り,1,5,逃げ,0,0
2026-08-27,202608271505,15,05R,4,3日目以降,4カド,4,67.08,B,福島 勇樹,A1,29.9,0.416,0.774,0.9,0.0,出足・回り足寄り,まくり差し寄り,1,6,逃げ,0,0
2026-08-27,202608271511,15,11R,4,3日目以降,3攻め,3,61.82,B,澤田 尚也,A1,36.6,0.599,0.573,0.6,0.4,出足・回り足寄り,まくり差し寄り,1,3,逃げ,0,1
2026-08-27,202608271704,17,04R,3,3日目以降,4カド,4,67.42,B,登 みひ果,B1,34.0,0.489,0.744,0.8,0.4,出足・回り足寄り,まくり差し寄り,4,6,まくり,1,1
2026-08-27,202608271711,17,11R,3,3日目以降,3攻め,3,61.79,B,遠藤 エミ,A1,46.8,0.644,0.569,0.5,1.0,伸び寄り,まくり寄り,1,3,逃げ,0,1
2026-08-27,202608272212,22,12R,6,3日目以降,4カド,4,69.97,B,山田 哲也,A1,30.1,0.397,0.427,0.5,0.0,出足・回り足寄り,まくり差し寄り,1,5,逃げ,0,0
2026-08-28,202608280401,04,01R,2,2日目,4カド,4,66.83,B,有賀 達也,A2,14.6,0.351,0.972,1.0,0.8,出足・回り足寄り,まくり差し寄り,2,1,差し,0,0
2026-08-28,202608280504,05,04R,1,初日,3攻め,3,60.13,B,馬場 剛,A1,33.3,0.443,0.5,0.5,0.5,不明,両にらみ,1,2,逃げ,0,0
2026-08-28,202608280704,07,04R,2,2日目,3攻め,3,68.88,B,山田 晃大,A2,50.0,0.52,0.517,0.5,0.6,バランス,両にらみ,1,6,逃げ,0,0
2026-08-28,202608280709,07,09R,2,2日目,4カド,4,60.99,B,西野 雄貴,A1,33.3,0.26,0.655,0.6,1.0,伸び寄り,まくり寄り,1,2,逃げ,0,0
2026-08-28,202608280711,07,11R,2,2日目,4カド,4,62.5,B,上野 真之介,A1,30.0,0.412,0.545,0.6,0.2,出足・回り足寄り,まくり差し寄り,1,2,逃げ,0,0
2026-08-28,202608280903,09,03R,4,3日目以降,3攻め,3,61.57,B,井本 昌也,A1,21.4,0.371,0.828,0.8,1.0,伸び寄り,まくり寄り,3,5,まくり差し,1,1
2026-08-28,202608280912,09,12R,4,3日目以降,4カド,4,71.14,A,平田 さやか,A2,37.9,0.461,0.916,1.0,0.4,出足・回り足寄り,まくり差し寄り,2,4,抜き,0,1
2026-08-28,202608281003,10,03R,5,3日目以降,3攻め,3,60.87,B,大山 千広,A2,30.7,0.519,0.702,0.8,0.4,出足・回り足寄り,まくり差し寄り,3,4,まくり,1,1
2026-08-28,202608281004,10,04R,5,3日目以降,3攻め,3,62.55,B,関野 文,A2,42.9,0.612,0.347,0.2,0.8,伸び寄り,まくり寄り,1,2,逃げ,0,0
2026-08-28,202608281007,10,07R,5,3日目以降,3攻め,3,63.7,B,高憧 四季,A1,36.1,0.547,0.196,0.0,0.8,伸び寄り,まくり寄り,1,6,逃げ,0,0
2026-08-28,202608281103,11,03R,3,3日目以降,3攻め,3,64.34,B,秦 英悟,A1,30.0,0.331,0.944,1.0,0.6,出足・回り足寄り,まくり差し寄り,1,4,逃げ,0,0
2026-08-28,202608281301,13,01R,5,3日目以降,3攻め,3,67.5,B,前田 滉,A1,42.5,0.629,0.799,0.8,0.799,バランス,両にらみ,3,4,まくり,1,1
2026-08-28,202608281304,13,04R,5,3日目以降,4カド,4,66.59,B,砂長 知輝,A1,41.0,0.53,0.699,0.7,0.699,バランス,両にらみ,6,1,まくり差し,0,0
2026-08-28,202608281306,13,06R,5,3日目以降,4カド,4,71.09,A,湯川 浩司,A1,46.3,0.528,1.0,1.0,1.0,バランス,両にらみ,1,3,逃げ,0,0
2026-08-28,202608281307,13,07R,5,3日目以降,4カド,4,62.22,B,山崎 郡,A1,25.8,0.44,0.599,0.6,0.599,バランス,両にらみ,5,6,まくり差し,0,0
2026-08-28,202608281308,13,08R,5,3日目以降,4カド,4,64.78,B,木下 翔太,A1,45.2,0.607,0.499,0.5,0.499,バランス,両にらみ,1,2,逃げ,0,0
2026-08-28,202608281503,15,03R,5,3日目以降,4カド,4,62.49,B,飯島 昌弘,A2,30.9,0.499,0.712,0.7,0.8,バランス,両にらみ,1,4,逃げ,0,1
2026-08-28,202608281710,17,10R,4,3日目以降,4カド,4,60.16,B,山口 真喜子,A2,38.1,0.478,0.312,0.2,1.0,伸び寄り,まくり寄り,1,2,逃げ,0,0
2026-08-28,202608282303,23,03R,1,初日,3攻め,3,62.26,B,村上 遼,A1,23.8,0.481,0.5,0.5,0.5,不明,両にらみ,1,2,逃げ,0,0
2026-08-29,202608290109,01,09R,5,3日目以降,4→5展開,5,65.68,B,椎名 豊,A1,32.6,0.495,0.396,0.2,1.0,伸び寄り,4攻め→5展開,1,2,逃げ,0,0
2026-08-29,202608290408,04,08R,3,3日目以降,4カド,4,62.32,B,永井 彪也,A1,40.7,0.547,0.716,0.7,0.8,バランス,両にらみ,0,0,,0,0
2026-08-29,202608290409,04,09R,3,3日目以降,4カド,4,68.17,B,赤井 睦,B1,42.8,0.55,0.0,0.0,0.0,バランス,両にらみ,0,0,,0,0
2026-08-29,202608290503,05,03R,2,2日目,3攻め,3,64.11,B,佐々木 康幸,A1,39.8,0.645,0.545,0.6,0.2,出足・回り足寄り,まくり差し寄り,0,0,,0,0
2026-08-29,202608290511,05,11R,2,2日目,4カド,4,60.86,B,川原 正明,B1,52.6,0.464,0.602,0.7,0.0,出足・回り足寄り,まくり差し寄り,5,4,まくり差し,0,1
2026-08-29,202608290512,05,12R,2,2日目,4カド,4,61.1,B,馬場 剛,A1,33.3,0.443,0.112,0.0,0.8,伸び寄り,まくり寄り,1,3,逃げ,0,0
2026-08-29,202608290704,07,04R,3,3日目以降,4カド,4,60.57,B,伊倉 光,B1,71.4,0.6,0.543,0.6,0.2,出足・回り足寄り,まくり差し寄り,1,2,逃げ,0,0
2026-08-29,202608290902,09,02R,5,3日目以降,4カド,4,62.2,B,小林 愛実,B1,41.2,0.509,0.569,0.5,1.0,伸び寄り,まくり寄り,0,0,,0,0
2026-08-29,202608290902,09,02R,5,3日目以降,4→5展開,5,61.1,B,白石 有美,B2,35.0,0.487,0.888,1.0,0.2,出足・回り足寄り,4攻め→5展開,0,0,,0,0
2026-08-29,202608290909,09,09R,5,3日目以降,4カド,4,64.05,B,松田 淳平,A1,34.2,0.481,0.431,0.5,0.0,出足・回り足寄り,まくり差し寄り,0,0,,0,0
2026-08-29,202608291303,13,03R,7,3日目以降,3攻め,3,60.11,B,廣瀬 真也,B1,29.7,0.44,0.099,0.1,0.099,バランス,両にらみ,0,0,,0,0
2026-08-29,202608291310,13,10R,7,3日目以降,4カド,4,76.01,A,白神 優,A1,34.0,0.523,0.701,0.7,0.701,バランス,両にらみ,0,0,,0,0
2026-08-29,202608291312,13,12R,6,3日目以降,4カド,4,62.03,B,木下 翔太,A1,45.2,0.607,0.6,0.6,0.6,バランス,両にらみ,0,0,,0,0
2026-08-29,202608291403,14,03R,4,3日目以降,4カド,4,61.08,B,井手 良太,A2,26.5,0.436,0.198,0.1,0.8,伸び寄り,まくり寄り,0,0,,0,0
2026-08-29,202608291406,14,06R,4,3日目以降,4カド,4,61.46,B,上田 龍星,A1,39.0,0.554,0.827,0.8,1.0,伸び寄り,まくり寄り,0,0,,0,0
2026-08-29,202608291411,14,11R,4,3日目以降,4カド,4,60.13,B,豊田 健士郎,A1,30.3,0.478,1.0,1.0,1.0,バランス,両にらみ,0,0,,0,0
2026-08-29,202608291412,14,12R,4,3日目以降,3攻め,3,60.43,B,上田 龍星,A1,39.0,0.554,0.827,0.8,1.0,伸び寄り,まくり寄り,0,0,,0,0
2026-08-29,202608291601,16,01R,2,2日目,4カド,4,68.25,B,岡本 翔太郎,B1,48.9,0.55,0.5,0.5,0.5,不明,両にらみ,0,0,,0,0
2026-08-29,202608291905,19,05R,1,初日,4カド,4,61.65,B,金子 賢志,A1,41.1,0.452,0.5,0.5,0.5,不明,両にらみ,1,3,逃げ,0,0
2026-08-29,202608291911,19,11R,2,2日目,3攻め,3,63.8,B,小坂 尚哉,A1,43.0,0.622,0.5,0.5,0.5,不明,両にらみ,1,3,逃げ,0,1
2026-08-29,202608292309,23,09R,2,2日目,3攻め,3,61.05,B,森野 正弘,A1,34.8,0.535,0.657,0.7,0.4,出足・回り足寄り,まくり差し寄り,0,0,,0,0
2026-08-29,202608292312,23,12R,2,2日目,4→5展開,5,62.88,B,村上 遼,A1,23.8,0.481,0.886,0.9,0.8,バランス,4攻め→5展開,0,0,,0,0
2026-08-30,202608300110,01,10R,6,3日目以降,4→5展開,5,64.68,B,久田 敏之,A1,31.8,0.569,0.347,0.2,0.8,伸び寄り,4攻め→5展開,1,2,逃げ,0,0
2026-08-30,202608300506,05,06R,3,3日目以降,3攻め,3,61.39,B,秋元 哲,A1,39.1,0.481,0.859,1.0,0.0,出足・回り足寄り,まくり差し寄り,4,3,まくり差し,0,1
2026-08-30,202608300507,05,07R,3,3日目以降,4→5展開,5,64.65,B,川原 正明,B1,52.6,0.464,0.602,0.7,0.0,出足・回り足寄り,4攻め→5展開,1,3,逃げ,0,0
2026-08-30,202608300508,05,08R,3,3日目以降,4カド,4,62.91,B,松尾 拓,A2,41.3,0.501,0.226,0.1,1.0,伸び寄り,まくり寄り,6,3,まくり,0,0
2026-08-30,202608300508,05,08R,3,3日目以降,4→5展開,5,65.4,B,為本 智也,B1,29.7,0.344,0.371,0.4,0.2,出足・回り足寄り,4攻め→5展開,6,3,まくり,0,0
2026-08-30,202608300510,05,10R,3,3日目以降,4→5展開,5,60.59,B,中村 魁生,A1,29.8,0.361,0.627,0.6,0.8,伸び寄り,4攻め→5展開,1,3,逃げ,0,0
2026-08-30,202608300511,05,11R,3,3日目以降,4カド,4,67.74,B,三浦 敬太,A1,34.6,0.502,0.659,0.7,0.4,出足・回り足寄り,まくり差し寄り,1,2,逃げ,0,0
2026-08-30,202608300608,06,08R,1,初日,4カド,4,75.13,A,倉持 莉々,A1,44.9,0.502,0.5,0.5,0.5,不明,両にらみ,4,1,まくり差し,1,1
2026-08-30,202608300703,07,03R,4,3日目以降,4→5展開,5,64.2,B,中村 尊,B2,11.1,0.386,1.0,1.0,1.0,バランス,4攻め→5展開,3,4,まくり,0,0
2026-08-30,202608300705,07,05R,4,3日目以降,3攻め,3,60.11,B,畑田 汰一,A1,28.5,0.477,0.745,0.8,0.4,出足・回り足寄り,まくり差し寄り,5,2,恵まれ,0,0
2026-08-30,202608300707,07,07R,4,3日目以降,3攻め,3,63.99,B,小林 一樹,A2,70.0,0.626,0.199,0.1,0.8,伸び寄り,まくり寄り,1,3,逃げ,0,1
2026-08-30,202608300709,07,09R,4,3日目以降,3攻め,3,60.92,B,伏見 俊介,B2,55.5,0.531,0.311,0.2,1.0,伸び寄り,まくり寄り,1,2,逃げ,0,0
2026-08-30,202608300802,08,02R,1,初日,4カド,4,60.53,B,森 悠稀,A2,34.0,0.502,0.5,0.5,0.5,不明,両にらみ,2,4,まくり,0,1
2026-08-30,202608300810,08,10R,1,初日,3攻め,3,61.02,B,岡部 大輝,A2,35.0,0.527,0.5,0.5,0.5,不明,両にらみ,3,1,まくり差し,1,1
2026-08-30,202608300911,09,11R,6,3日目以降,3攻め,3,66.52,B,堀本 和也,A2,43.9,0.507,0.6,0.6,0.6,バランス,両にらみ,3,1,差し,0,1
2026-08-30,202608301606,16,06R,2,2日目,3攻め,3,64.38,B,岡本 翔太郎,B1,48.9,0.55,0.568,0.5,1.0,伸び寄り,まくり寄り,5,3,まくり差し,0,1
2026-08-30,202608301609,16,09R,2,2日目,4カド,4,61.73,B,山田 祐也,A1,22.2,0.305,0.143,0.1,0.4,伸び寄り,まくり寄り,1,6,逃げ,0,0
2026-08-30,202608301609,16,09R,2,2日目,4→5展開,5,66.56,B,島田 一生,B1,35.0,0.49,0.944,1.0,0.6,出足・回り足寄り,4攻め→5展開,1,6,逃げ,0,0
2026-08-30,202608301702,17,02R,6,3日目以降,4カド,4,60.24,B,北村 寧々,A2,32.2,0.619,0.686,0.7,0.6,バランス,両にらみ,1,4,逃げ,0,1
2026-08-30,202608301706,17,06R,6,3日目以降,4カド,4,63.62,B,井上 尚悟,B1,42.3,0.394,0.799,0.8,0.8,バランス,両にらみ,4,2,まくり,1,1
2026-08-30,202608301706,17,06R,6,3日目以降,4→5展開,5,60.88,B,出畑 孝成,B1,30.3,0.498,0.93,1.0,0.5,出足・回り足寄り,4攻め→5展開,4,2,まくり,0,0
2026-08-30,202608301709,17,09R,6,3日目以降,4→5展開,5,61.24,B,上野 俊樹,B1,32.5,0.499,0.655,0.6,1.0,伸び寄り,4攻め→5展開,1,2,逃げ,0,0
2026-08-30,202608302102,21,02R,1,初日,4カド,4,61.53,B,中野 次郎,A1,40.2,0.468,0.5,0.5,0.5,不明,両にらみ,4,3,まくり,1,1
2026-08-30,202608302103,21,03R,1,初日,3攻め,3,63.05,B,村岡 賢人,A1,28.4,0.506,0.5,0.5,0.5,不明,両にらみ,3,2,まくり,1,1
2026-08-30,202608302108,21,08R,1,初日,3攻め,3,60.58,B,植田 太一,A2,34.6,0.679,0.5,0.5,0.5,不明,両にらみ,3,6,まくり,1,1
2026-08-30,202608302109,21,09R,1,初日,3攻め,3,62.59,B,一宮 稔弘,B2,28.0,0.428,0.5,0.5,0.5,不明,両にらみ,2,3,まくり差し,0,1
2026-08-30,202608302111,21,11R,1,初日,3攻め,3,64.58,B,井内 将太郎,A1,39.5,0.541,0.5,0.5,0.5,不明,両にらみ,4,6,まくり,0,0
2026-08-31,202608310403,04,03R,5,3日目以降,3攻め,3,61.16,B,松下 一也,A1,38.8,0.476,0.459,0.5,0.2,出足・回り足寄り,まくり差し寄り,5,4,まくり,0,0
