date,race_code,venue,race,day_no,day_cat,model,target_boat,score,rank,target_name,target_grade,motor2,target_waku_st,winner,second,kimarite,head_hit,involved_hit
2026-09-02,202609020510,05,10R,0,不明,4カド,4,61.48,B,佐藤 悠,A2,36.6,0.11,2,5,まくり,0,0
2026-09-02,202609020604,06,04R,4,3日目以降,3攻め,3,60.63,B,谷川 里江,B1,41.1,0.16,5,1,まくり差し,0,0
2026-09-02,202609020607,06,07R,4,3日目以降,3攻め,3,61.21,B,堀之内紀代子,A2,41.4,0.14,2,5,まくり,0,0
2026-09-02,202609020608,06,08R,4,3日目以降,4カド,4,71.94,A,川野 芽唯,A1,43.5,0.16,1,5,逃げ,0,0
2026-09-02,202609020608,06,08R,4,3日目以降,4→5展開,5,64.08,B,池田 浩美,B1,44.5,0.19,1,5,逃げ,0,1
2026-09-02,202609020803,08,03R,4,3日目以降,4カド,4,62.34,B,森 悠稀,A2,34.0,0.12,5,4,まくり差し,0,1
2026-09-02,202609020803,08,03R,4,3日目以降,4→5展開,5,68.98,B,中澤 和志,A1,34.8,0.13,5,4,まくり差し,1,1
2026-09-02,202609020804,08,04R,4,3日目以降,4カド,4,61.15,B,河野 大,A1,29.6,0.12,4,2,まくり差し,1,1
2026-09-02,202609021204,12,04R,2,2日目,4カド,4,62.69,B,木谷 賢太,A1,12.6,0.13,4,5,差し,0,1
2026-09-02,202609021306,13,06R,2,2日目,4カド,4,63.65,B,小山 勉,A1,49.5,0.11,4,6,まくり,1,1
2026-09-02,202609021309,13,09R,2,2日目,3攻め,3,61.2,B,柳沢 一,A1,30.6,0.14,1,3,逃げ,0,1
2026-09-02,202609021603,16,03R,5,3日目以降,4→5展開,5,61.97,B,中村 日向,A1,39.8,0.15,5,4,まくり差し,1,1
2026-09-02,202609021711,17,11R,0,不明,4→5展開,5,60.56,B,亀山 雅幸,A2,35.7,0.15,1,2,逃げ,0,0
2026-09-02,202609021803,18,03R,3,3日目以降,4カド,4,62.59,B,稗田 聖也,A1,35.6,0.11,1,2,逃げ,0,0
2026-09-02,202609021810,18,10R,3,3日目以降,3攻め,3,63.6,B,稗田 聖也,A1,35.6,0.11,3,5,差し,0,1
2026-09-02,202609021904,19,04R,5,3日目以降,3攻め,3,61.82,B,辻 栄蔵,A1,32.4,0.14,1,3,逃げ,0,1
2026-09-02,202609021911,19,11R,5,3日目以降,4→5展開,5,68.24,B,内堀 学,A1,53.8,0.14,1,4,抜き,0,0
2026-09-02,202609022102,21,02R,0,不明,4カド,4,62.65,B,井内 将太郎,A1,39.5,0.14,1,4,逃げ,0,1
2026-09-02,202609022105,21,05R,0,不明,4→5展開,5,63.42,B,村田 浩司,B1,42.8,0.14,1,5,逃げ,0,1
2026-09-02,202609022110,21,10R,0,不明,3攻め,3,64.6,B,安達 裕樹,A2,40.4,0.13,1,2,逃げ,0,0
2026-09-02,202609022207,22,07R,0,不明,4カド,4,70.42,A,北山 康介,A2,26.8,0.14,1,4,逃げ,0,1
2026-09-02,202609022208,22,08R,0,不明,3攻め,3,62.44,B,大月 遊雅,B1,62.8,0.14,1,2,逃げ,0,0
2026-09-02,202609022403,24,03R,2,2日目,3攻め,3,65.46,B,荒木 颯斗,A2,24.5,0.13,1,3,逃げ,0,1
2026-09-02,202609022411,24,11R,2,2日目,3攻め,3,65.37,B,永田 啓二,A1,35.0,0.11,1,3,逃げ,0,1
