grade,model,tickets_n,candidate_races,head_hits,head_rate_pct,ticket_hits,overall_hit_rate_pct,coverage_given_head_pct,equal_stake_roi_pct,avg_hit_payout_yen,odds_races,odds_coverage_pct,avg_composite_odds,median_composite_odds,avg_odds_lead_min
S,5頭展開,2,350,46,13.142857142857142,16,4.571428571428571,34.78260869565217,99.84285714285714,4368.125,44,12.571428571428571,32.823273704644535,22.6908648922523,9.05391498939394
S,5頭展開,3,350,46,13.142857142857142,21,6.0,45.65217391304348,78.84761904761905,3942.3809523809523,44,12.571428571428571,22.019002857050122,13.733955130412518,9.05391498939394
S,5頭展開,4,350,46,13.142857142857142,23,6.571428571428571,50.0,81.02857142857142,4932.173913043478,44,12.571428571428571,17.73474030397704,11.644061944257743,9.05391498939394
S,5頭展開,5,350,46,13.142857142857142,26,7.428571428571429,56.52173913043478,77.57714285714286,5221.538461538462,44,12.571428571428571,15.072568372907881,10.587392031902905,9.05391498939394
S,5頭展開,6,350,46,13.142857142857142,30,8.571428571428571,65.21739130434783,109.47142857142858,7663,44,12.571428571428571,12.948936843408969,9.641796499983867,9.05391498939394
S,5頭展開,7,350,46,13.142857142857142,35,10.0,76.08695652173913,129.08163265306123,9035.714285714286,44,12.571428571428571,11.754718026134103,8.510925866256551,9.05391498939394
S,5頭展開,8,350,46,13.142857142857142,35,10.0,76.08695652173913,112.94642857142857,9035.714285714286,44,12.571428571428571,10.89071542586666,8.144828107216656,9.05391498939394
S,5頭展開,9,350,46,13.142857142857142,36,10.285714285714286,78.26086956521739,106.27619047619048,9299.166666666666,44,12.571428571428571,10.031200617134978,7.278827554829178,9.05391498939394
S,5頭展開,10,350,46,13.142857142857142,37,10.571428571428571,80.43478260869566,99.28571428571429,9391.891891891892,44,12.571428571428571,9.328724153988526,6.91516842753806,9.05391498939394
S,5頭展開,11,350,46,13.142857142857142,38,10.857142857142858,82.6086956521739,100.6051948051948,10192.894736842105,44,12.571428571428571,8.82604964991376,6.602898248208507,9.05391498939394
S,5頭展開,12,350,46,13.142857142857142,39,11.142857142857142,84.78260869565217,96.38333333333334,10379.74358974359,44,12.571428571428571,8.411193718754507,6.421906789206021,9.05391498939394
S,5頭展開,13,350,46,13.142857142857142,40,11.428571428571429,86.95652173913044,95.69450549450549,10885.25,44,12.571428571428571,8.13512085914736,6.255942410422584,9.05391498939394
S,5頭展開,14,350,46,13.142857142857142,40,11.428571428571429,86.95652173913044,88.85918367346939,10885.25,44,12.571428571428571,7.7748638800575005,6.09782922695962,9.05391498939394
S,5頭展開,15,350,46,13.142857142857142,43,12.285714285714286,93.47826086956522,99.24380952380952,12116.976744186046,44,12.571428571428571,7.487548033750878,6.018204803019472,9.05391498939394
S,5頭展開,16,350,46,13.142857142857142,44,12.571428571428571,95.65217391304348,97.15178571428571,12364.772727272728,44,12.571428571428571,7.29734582470274,5.932753567953525,9.05391498939394
S,5頭展開,17,350,46,13.142857142857142,45,12.857142857142858,97.82608695652173,94.89915966386555,12547.777777777777,44,12.571428571428571,7.088762895066562,5.824429976867785,9.05391498939394
S,5頭展開,18,350,46,13.142857142857142,45,12.857142857142858,97.82608695652173,89.62698412698413,12547.777777777777,44,12.571428571428571,6.9471564144574325,5.768257881477984,9.05391498939394
S,5頭展開,19,350,46,13.142857142857142,45,12.857142857142858,97.82608695652173,84.90977443609023,12547.777777777777,44,12.571428571428571,6.798866506430262,5.689837010548793,9.05391498939394
S,5頭展開,20,350,46,13.142857142857142,46,13.142857142857142,100.0,82.17857142857143,12505.434782608696,44,12.571428571428571,6.682157869563586,5.642464407225327,9.05391498939394
