date,month,race_code,p109,lead_min,min_preclose_odds_top7,replaced,removed_ticket,added_ticket,baseline_hit,replacement_hit,baseline_preclose_comp,replacement_preclose_comp,baseline_final_comp,replacement_final_comp
2026-07-20,2026-07,202607201805,0.78592945,9.649168,7.3,0,,,1,1,1.4431690967967348,1.4431690967967348,1.220318187850019,1.220318187850019
2026-07-20,2026-07,202607201806,0.74599909,8.553498066666666,8.4,0,,,1,1,1.9961620139810397,1.9961620139810397,1.7447097014207213,1.7447097014207213
2026-07-20,2026-07,202607201807,0.71883269,9.585511833333333,8.5,0,,,1,1,2.1762012634712575,2.1762012634712575,1.7968156770053731,1.7968156770053731
2026-07-20,2026-07,202607201808,0.68677056,8.630677483333333,9.2,0,,,0,0,2.053821619027946,2.053821619027946,1.7649232442500185,1.7649232442500185
2026-07-20,2026-07,202607201809,0.7913667,9.636926816666666,7.4,0,,,0,0,2.058285420079555,2.058285420079555,1.1753355948608548,1.1753355948608548
2026-07-20,2026-07,202607201810,0.64925501,9.5265825,6.2,0,,,1,1,1.729918659329614,1.729918659329614,0.8474461434487395,0.8474461434487395
2026-07-20,2026-07,202607201811,0.8666706,9.6133511,4.1,0,,,0,0,1.3628486996076132,1.3628486996076132,0.7610830535365911,0.7610830535365911
2026-07-20,2026-07,202607201812,0.83434581,9.638190266666667,4.9,0,,,1,1,1.855600920891477,1.855600920891477,1.1760705256672344,1.1760705256672344
2026-07-20,2026-07,202607201901,0.64983399,9.613401566666665,9.7,0,,,0,0,2.9434033578342516,2.9434033578342516,,
2026-07-20,2026-07,202607201902,0.44419049,9.584427683333333,9.5,0,,,0,0,3.0294569989371847,3.0294569989371847,,
2026-07-20,2026-07,202607201903,0.24035307,9.561829916666666,11.5,0,,,0,0,3.607993973900019,3.607993973900019,1.2567431585241695,1.2567431585241695
2026-07-20,2026-07,202607201905,0.72502341,8.583147833333333,8.0,0,,,0,0,2.279361313165348,2.279361313165348,1.016618706304721,1.016618706304721
2026-07-20,2026-07,202607201906,0.51025379,9.6533583,14.4,0,,,0,0,3.6376432128549268,3.6376432128549268,,
2026-07-20,2026-07,202607201907,0.44889212,8.686845866666665,17.2,0,,,0,0,4.336561836547454,4.336561836547454,,
2026-07-20,2026-07,202607201908,0.81557061,9.6641151,7.0,0,,,0,0,1.6842633339929511,1.6842633339929511,,
2026-07-20,2026-07,202607201909,0.46423383,9.57608595,14.4,0,,,0,0,4.383617113027561,4.383617113027561,,
2026-07-20,2026-07,202607201910,0.69207776,9.534109599999999,7.2,0,,,0,0,2.1752060884689906,2.1752060884689906,1.8528363476407228,1.8528363476407228
