month,date,race_code,p3head,actual_combo,y3head,hit,valid_payout,return_yen,cost_yen,top10,pair_train_3wins
2026-04,2026-04-13,202604131702,0.3027840124577077,3-5-4,1,0,1,0.0,1000,3-1-2;3-2-5;3-2-1;3-2-4;3-1-5;3-5-2;3-2-6;3-1-4;3-4-2;3-1-6,2634
2026-04,2026-04-14,202604141003,0.30481174759797774,3-1-4,1,1,1,1020.0,1000,3-1-5;3-1-6;3-1-2;3-1-4;3-5-1;3-5-6;3-2-5;3-2-1;3-2-6;3-4-6,2634
2026-04,2026-04-15,202604151408,0.3373081649413412,5-2-1,0,0,1,0.0,1000,3-4-5;3-5-4;3-1-4;3-1-5;3-4-1;3-2-4;3-4-2;3-5-1;3-2-5;3-4-6,2634
2026-04,2026-04-16,202604161409,0.3261553322126848,2-5-6,0,0,1,0.0,1000,3-1-6;3-4-6;3-2-6;3-5-6;3-6-4;3-1-4;3-2-4;3-1-5;3-6-5;3-2-5,2634
2026-04,2026-04-17,202604172103,0.34654692144062693,3-5-1,1,1,1,1160.0,1000,3-1-5;3-5-1;3-1-2;3-1-4;3-2-5;3-5-2;3-4-5;3-5-4;3-2-1;3-1-6,2634
2026-04,2026-04-18,202604180504,0.3403347232831628,4-5-3,0,0,1,0.0,1000,3-2-5;3-1-5;3-5-2;3-4-5;3-5-4;3-2-4;3-1-4;3-5-1;3-5-6;3-1-2,2634
2026-04,2026-04-18,202604180506,0.3492148580186317,4-2-6,0,0,1,0.0,1000,3-4-6;3-1-4;3-2-4;3-4-5;3-4-2;3-6-4;3-4-1;3-5-4;3-1-6;3-2-6,2634
2026-04,2026-04-20,202604200609,0.4563526811630027,3-4-6,1,1,1,1190.0,1000,3-2-6;3-2-4;3-4-6;3-1-6;3-1-2;3-2-5;3-6-2;3-1-4;3-4-2;3-6-4,2634
2026-04,2026-04-20,202604201805,0.3115200814164045,1-5-3,0,0,1,0.0,1000,3-1-5;3-5-1;3-5-4;3-1-4;3-4-5;3-5-6;3-5-2;3-2-5;3-1-2;3-1-6,2634
2026-04,2026-04-21,202604211105,0.33071431416128483,5-2-6,0,0,1,0.0,1000,3-1-4;3-4-6;3-4-1;3-4-5;3-1-5;3-5-4;3-1-6;3-6-4;3-5-1;3-5-6,2634
2026-04,2026-04-21,202604211301,0.3617710731180511,2-3-1,0,0,1,0.0,1000,3-2-4;3-4-6;3-2-5;3-2-6;3-5-6;3-4-2;3-1-4;3-5-2;3-4-5;3-1-2,2634
2026-04,2026-04-21,202604211809,0.419344884664999,3-2-4,1,1,1,2530.0,1000,3-2-4;3-2-5;3-1-4;3-1-2;3-1-5;3-4-5;3-4-2;3-5-2;3-5-4;3-2-1,2634
2026-04,2026-04-22,202604221108,0.33325990868448646,4-3-5,0,0,1,0.0,1000,3-1-4;3-2-4;3-4-2;3-4-1;3-1-2;3-4-6;3-2-1;3-4-5;3-1-6;3-6-4,2634
2026-04,2026-04-22,202604221408,0.3242285502628925,1-3-2,0,0,1,0.0,1000,3-1-6;3-1-5;3-1-4;3-5-6;3-4-6;3-6-1;3-6-4;3-6-5;3-5-1;3-1-2,2634
2026-04,2026-04-22,202604221808,0.3142047262750095,3-4-5,1,1,1,830.0,1000,3-1-5;3-5-4;3-5-1;3-4-5;3-1-4;3-5-6;3-5-2;3-2-5;3-1-6;3-1-2,2634
2026-04,2026-04-24,202604240402,0.37512523272007203,3-2-5,1,1,1,2390.0,1000,3-1-2;3-2-1;3-2-5;3-2-4;3-1-5;3-1-4;3-2-6;3-1-6;3-5-2;3-4-2,2634
2026-04,2026-04-24,202604240406,0.36843668189794704,4-6-3,0,0,1,0.0,1000,3-5-6;3-2-5;3-4-5;3-5-4;3-4-6;3-5-2;3-6-5;3-2-4;3-1-5;3-2-6,2634
2026-04,2026-04-24,202604240407,0.3513820973886635,2-5-1,0,0,1,0.0,1000,3-2-5;3-5-2;3-5-4;3-5-6;3-1-5;3-4-5;3-2-4;3-5-1;3-1-2;3-4-2,2634
2026-04,2026-04-24,202604241403,0.33140411479232657,3-6-2,1,1,1,11880.0,1000,3-2-5;3-2-6;3-2-4;3-1-2;3-5-2;3-4-2;3-6-2;3-2-1;3-5-6;3-1-5,2634
2026-04,2026-04-24,202604241406,0.3115818964636923,1-5-3,0,0,1,0.0,1000,3-4-5;3-5-4;3-2-5;3-1-5;3-5-2;3-2-4;3-1-4;3-5-1;3-4-2;3-1-2,2634
2026-04,2026-04-24,202604242203,0.3912005340761,3-1-4,1,1,1,770.0,1000,3-1-5;3-1-4;3-1-2;3-1-6;3-5-1;3-2-1;3-4-1;3-2-5;3-2-4;3-4-5,2634
2026-04,2026-04-24,202604242311,0.3027396905577933,3-5-4,1,1,1,1840.0,1000,3-1-5;3-1-2;3-2-5;3-1-4;3-5-1;3-5-2;3-2-4;3-4-5;3-2-1;3-5-4,2634
2026-04,2026-04-25,202604250904,0.35028689514653555,2-4-6,0,0,1,0.0,1000,3-4-6;3-2-4;3-4-2;3-6-4;3-1-4;3-2-6;3-4-1;3-4-5;3-1-6;3-1-2,2634
2026-04,2026-04-26,202604260403,0.33090853773425205,3-1-5,1,1,1,1390.0,1000,3-1-4;3-1-5;3-4-1;3-4-5;3-5-1;3-1-2;3-5-4;3-2-4;3-1-6;3-2-5,2634
2026-04,2026-04-26,202604261607,0.30072208536870365,4-2-1,0,0,1,0.0,1000,3-1-5;3-5-1;3-5-4;3-1-4;3-4-5;3-5-2;3-5-6;3-2-5;3-1-2;3-4-1,2634
2026-04,2026-04-27,202604271301,0.3230770794537985,3-1-4,1,1,1,630.0,1000,3-1-4;3-4-1;3-2-4;3-1-2;3-4-2;3-4-6;3-1-6;3-1-5;3-2-1;3-4-5,2634
2026-04,2026-04-28,202604280401,0.324795259269393,5-1-6,0,0,1,0.0,1000,3-1-5;3-5-6;3-5-1;3-1-6;3-1-4;3-5-4;3-4-5;3-6-5;3-5-2;3-2-5,2634
2026-04,2026-04-28,202604280403,0.3413603172701048,1-3-2,0,0,1,0.0,1000,3-1-4;3-4-1;3-2-4;3-4-2;3-1-2;3-4-5;3-4-6;3-1-5;3-2-1;3-5-4,2634
2026-04,2026-04-28,202604280605,0.3442011004311904,1-5-2,0,0,1,0.0,1000,3-4-6;3-6-4;3-1-4;3-1-6;3-5-6;3-4-5;3-1-5;3-4-1;3-6-5;3-5-4,2634
2026-04,2026-04-29,202604291408,0.42648213928083634,5-2-4,0,0,1,0.0,1000,3-5-6;3-2-6;3-4-6;3-2-5;3-2-4;3-6-5;3-6-4;3-4-5;3-5-2;3-6-2,2634
2026-04,2026-04-30,202604301704,0.33325267796122554,5-2-1,0,0,1,0.0,1000,3-1-5;3-5-1;3-5-6;3-5-2;3-2-5;3-5-4;3-1-2;3-1-6;3-4-5;3-1-4,2634
2026-05,2026-05-01,202605010205,0.3645606102641191,3-1-5,1,1,1,19280.0,1000,3-1-4;3-4-1;3-4-5;3-4-6;3-4-2;3-1-5;3-2-4;3-5-4;3-1-2;3-5-1,3142
2026-05,2026-05-01,202605010206,0.3008978660871094,4-2-5,0,0,1,0.0,1000,3-2-5;3-5-2;3-2-4;3-5-4;3-4-5;3-1-5;3-4-2;3-1-2;3-5-1;3-2-1,3142
2026-05,2026-05-01,202605011406,0.3424369337362765,3-5-2,1,1,1,2880.0,1000,3-1-5;3-1-2;3-2-5;3-1-4;3-5-1;3-5-2;3-2-4;3-2-1;3-4-5;3-5-4,3142
2026-05,2026-05-01,202605011706,0.3078791222588543,3-2-1,1,1,1,960.0,1000,3-1-2;3-2-5;3-2-1;3-2-4;3-1-5;3-5-2;3-1-4;3-2-6;3-5-1;3-4-2,3142
2026-05,2026-05-01,202605011806,0.3606688323895977,2-5-4,0,0,1,0.0,1000,3-4-6;3-1-4;3-1-6;3-5-6;3-4-5;3-1-5;3-6-4;3-5-4;3-2-4;3-1-2,3142
2026-05,2026-05-02,202605020209,0.3515069957307338,1-3-6,0,0,1,0.0,1000,3-1-5;3-5-6;3-5-1;3-1-6;3-1-4;3-5-4;3-6-5;3-4-5;3-4-6;3-5-2,3142
2026-05,2026-05-02,202605020903,0.35884070159619996,4-6-1,0,0,1,0.0,1000,3-4-6;3-6-4;3-4-2;3-2-4;3-4-5;3-4-1;3-2-6;3-1-4;3-5-4;3-6-2,3142
2026-05,2026-05-02,202605021407,0.4939433388979763,3-1-4,1,1,1,1910.0,1000,3-1-5;3-1-2;3-1-6;3-5-1;3-1-4;3-2-5;3-2-1;3-5-6;3-5-2;3-2-6,3142
2026-05,2026-05-02,202605021409,0.3082395535255811,1-4-5,0,0,1,0.0,1000,3-2-6;3-4-6;3-6-2;3-2-4;3-6-4;3-1-6;3-1-2;3-4-2;3-1-4;3-2-5,3142
2026-05,2026-05-02,202605021708,0.32445737606035546,4-1-2,0,0,1,0.0,1000,3-4-5;3-5-4;3-4-2;3-2-4;3-1-4;3-4-1;3-2-5;3-5-2;3-1-5;3-4-6,3142
2026-05,2026-05-02,202605021709,0.3072584668440958,3-4-6,1,1,1,5980.0,1000,3-1-4;3-4-1;3-4-2;3-2-4;3-4-6;3-4-5;3-1-2;3-5-4;3-1-5;3-2-1,3142
2026-05,2026-05-04,202605040808,0.34058092814767826,2-3-5,0,0,1,0.0,1000,3-4-5;3-5-4;3-5-6;3-2-5;3-1-5;3-5-2;3-4-6;3-2-4;3-1-4;3-4-2,3142
2026-05,2026-05-04,202605041009,0.39985374947994856,3-1-6,1,1,1,1280.0,1000,3-4-6;3-6-4;3-1-6;3-1-4;3-6-1;3-2-6;3-4-1;3-6-2;3-2-4;3-4-2,3142
2026-05,2026-05-04,202605041301,0.32468638805850547,1-3-2,0,0,1,0.0,1000,3-1-2;3-1-5;3-2-1;3-1-4;3-2-5;3-5-1;3-1-6;3-5-2;3-2-4;3-4-1,3142
2026-05,2026-05-05,202605050202,0.3211036423939784,1-6-4,0,0,1,0.0,1000,3-1-4;3-4-6;3-4-1;3-1-6;3-6-4;3-4-5;3-1-5;3-6-1;3-4-2;3-2-4,3142
2026-05,2026-05-05,202605050206,0.3266204137643745,1-3-2,0,0,1,0.0,1000,3-1-6;3-1-4;3-6-1;3-4-6;3-6-4;3-4-1;3-1-2;3-1-5;3-2-6;3-6-2,3142
2026-05,2026-05-06,202605060401,0.3097555882133468,1-3-4,0,0,1,0.0,1000,3-1-4;3-1-2;3-4-1;3-2-4;3-1-5;3-4-2;3-2-1;3-4-5;3-1-6;3-2-5,3142
2026-05,2026-05-06,202605061805,0.3960417477940982,3-4-6,1,1,1,1130.0,1000,3-4-6;3-1-4;3-1-6;3-6-4;3-1-5;3-4-5;3-5-6;3-2-4;3-4-1;3-1-2,3142
2026-05,2026-05-08,202605080404,0.40161496862179247,5-6-3,0,0,1,0.0,1000,3-1-5;3-5-1;3-5-6;3-5-4;3-5-2;3-2-5;3-4-5;3-1-4;3-1-6;3-6-5,3142
2026-05,2026-05-08,202605080507,0.3425684732199252,3-6-5,1,1,1,2220.0,1000,3-5-6;3-6-5;3-2-6;3-1-6;3-4-6;3-6-2;3-6-4;3-2-5;3-1-5;3-5-2,3142
2026-05,2026-05-08,202605081808,0.3381748597252337,1-5-3,0,0,1,0.0,1000,3-5-2;3-1-5;3-2-5;3-5-4;3-5-1;3-4-5;3-5-6;3-1-4;3-2-4;3-1-2,3142
2026-05,2026-05-09,202605091102,0.31349398033635306,1-4-5,0,0,1,0.0,1000,3-1-4;3-2-4;3-4-2;3-4-1;3-1-2;3-4-5;3-1-5;3-4-6;3-2-1;3-2-5,3142
2026-05,2026-05-09,202605092202,0.3178273503710371,3-6-1,1,1,1,1290.0,1000,3-4-6;3-1-6;3-6-4;3-1-4;3-6-1;3-5-6;3-2-6;3-1-5;3-4-1;3-6-5,3142
