racer_id,racer_name,n,mean_ex_st,mean_actual_st,mean_delta,median_delta,shrunk_delta,actual_3c_faster_rate,actual_3c_slower_rate,early_n,early_delta,late_n,late_delta
5266,石田 勇斗,58,0.11068965517241379,0.13913793103448277,0.028448275862068967,0.020000000000000004,0.03449875275392589,31.03448275862069,48.275862068965516,43,0.01604651162790698,15,0.064
5371,早川 颯太,51,0.14372549019607844,0.17137254901960786,0.02764705882352942,0.039999999999999994,0.034523199791261644,41.1764705882353,50.98039215686274,31,0.04354838709677421,20,0.003000000000000004
4998,中村 かなえ,56,0.09589285714285715,0.1242857142857143,0.02839285714285714,0.05,0.03463507859495395,32.142857142857146,58.92857142857143,37,0.027297297297297293,19,0.03052631578947369
4273,佐藤 旭,74,0.14756756756756756,0.17756756756756759,0.029999999999999995,0.03,0.03471327603889237,32.432432432432435,51.351351351351354,42,0.010476190476190472,32,0.055625
3898,平田 忠則,97,0.10690721649484537,0.13814432989690723,0.031237113402061853,0.03,0.03482163726417719,35.05154639175258,50.51546391752577,55,0.022181818181818178,42,0.04309523809523809
4123,細川 裕子,100,0.1457,0.17710000000000004,0.0314,0.03499999999999999,0.03487195624788144,28.0,51.0,63,0.03841269841269841,37,0.01945945945945945
4175,川尻 泰輔,68,0.0923529411764706,0.12235294117647057,0.030000000000000006,0.04,0.0350758357341918,26.470588235294116,55.88235294117647,37,0.014054054054054054,31,0.049032258064516124
4065,金田 幸子,59,0.14559322033898306,0.17491525423728815,0.029322033898305084,0.05000000000000002,0.03515819111981102,27.11864406779661,55.932203389830505,33,0.026666666666666672,26,0.032692307692307694
5076,石原 光,81,0.11555555555555555,0.14666666666666667,0.031111111111111117,0.039999999999999994,0.03533972733260396,33.333333333333336,53.08641975308642,42,0.05095238095238096,39,0.009743589743589746
5205,刑部 亜里紗,78,0.1275641025641026,0.1585897435897436,0.03102564102564103,0.06,0.03540812712803364,29.487179487179485,56.41025641025641,49,0.030000000000000002,29,0.03275862068965517
4427,秦 英悟,85,0.09917647058823531,0.1307058823529412,0.03152941176470588,0.04000000000000001,0.03553594933965221,22.352941176470587,60.0,48,0.043541666666666666,37,0.01594594594594595
5241,門田 栞,74,0.12391891891891892,0.15486486486486487,0.030945945945945942,0.05000000000000001,0.035546609372225715,32.432432432432435,59.45945945945946,43,0.04395348837209302,31,0.012903225806451611
4150,山田 雄太,71,0.09492957746478874,0.12577464788732393,0.030845070422535203,0.039999999999999994,0.03562858255885136,28.169014084507044,56.33802816901409,40,0.02075,31,0.04387096774193549
