pre_cut,post_cut,R,head4_rate_pct,hit_rate_pct,avg_comp_odds,profit_yen,roi_pct,R_feb_jun,roi_feb_jun_pct,hit_feb_jun_pct,profitable_months,months_present,min_month_roi_pct,median_month_roi_pct
0.24,0.19,188,40.95744680851064,10.638297872340425,10.689920681265418,-214720.0,88.57872340425531,151,81.01125827814569,9.933774834437086,2,7,0.0,70.9375
0.24,0.2,186,40.86021505376344,10.75268817204301,10.656947680364281,-194720.0,89.53118279569892,149,82.0986577181208,10.06711409395973,2,7,0.0,74.02173913043478
0.24,0.21,186,40.86021505376344,10.75268817204301,10.656947680364281,-194720.0,89.53118279569892,149,82.0986577181208,10.06711409395973,2,7,0.0,74.02173913043478
0.24,0.22,184,41.30434782608695,10.869565217391305,10.47649251314247,-174720.0,90.50434782608696,147,83.2156462585034,10.204081632653061,2,7,0.0,74.02173913043478
0.24,0.23,181,41.43646408839779,11.049723756906078,10.366969590203176,-144720.0,92.00441988950276,144,84.94930555555555,10.416666666666668,2,7,0.0,74.02173913043478
0.24,0.24,177,41.80790960451977,11.299435028248588,10.377146437468573,-104720.0,94.08361581920904,142,86.14577464788732,10.56338028169014,2,7,0.0,77.38636363636364
0.24,0.25,168,42.857142857142854,11.904761904761903,10.407323267616189,-14720.0,99.12380952380953,135,90.61259259259259,11.11111111111111,2,7,0.0,81.07142857142857
0.24,0.26,158,42.405063291139236,10.759493670886076,10.274689285129552,-166560.0,89.45822784810126,126,77.09761904761905,9.523809523809524,2,7,0.0,71.95185185185186
0.24,0.27,142,41.54929577464789,11.267605633802818,10.084711413350389,-112820.0,92.05492957746479,112,77.24732142857142,9.821428571428571,3,7,0.0,93.28666666666666
0.24,0.28,129,42.63565891472868,12.4031007751938,9.800883309466915,17180.0,101.33178294573644,100,86.517,11.0,4,7,0.0,106.40625
0.24,0.29,115,41.73913043478261,13.91304347826087,9.612655335082481,157180.0,113.66782608695652,87,99.4448275862069,12.643678160919542,4,7,0.0,113.5
0.24,0.3,106,41.509433962264154,14.150943396226415,9.399192785719777,163660.0,115.43962264150943,81,96.5,12.345679012345679,3,7,0.0,72.275
0.24,0.31,99,42.42424242424242,14.14141414141414,9.08100829258274,105350.0,110.64141414141415,76,85.96578947368421,11.842105263157894,2,7,0.0,72.45
0.24,0.32,90,44.44444444444444,15.555555555555555,9.171896652619427,195350.0,121.70555555555555,67,97.5134328358209,13.432835820895523,3,7,0.0,78.84545454545454
0.25,0.15,168,39.88095238095239,11.30952380952381,10.303897073340199,-51770.0,96.91845238095237,135,87.86814814814815,10.37037037037037,2,7,0.0,77.38636363636364
0.25,0.16,168,39.88095238095239,11.30952380952381,10.303897073340199,-51770.0,96.91845238095237,135,87.86814814814815,10.37037037037037,2,7,0.0,77.38636363636364
0.25,0.17,168,39.88095238095239,11.30952380952381,10.303897073340199,-51770.0,96.91845238095237,135,87.86814814814815,10.37037037037037,2,7,0.0,77.38636363636364
0.25,0.18,168,39.88095238095239,11.30952380952381,10.303897073340199,-51770.0,96.91845238095237,135,87.86814814814815,10.37037037037037,2,7,0.0,77.38636363636364
0.25,0.19,168,39.88095238095239,11.30952380952381,10.303897073340199,-51770.0,96.91845238095237,135,87.86814814814815,10.37037037037037,2,7,0.0,77.38636363636364
0.25,0.2,167,40.119760479041915,11.377245508982035,10.240651071495272,-41770.0,97.49880239520958,134,88.52388059701492,10.44776119402985,2,7,0.0,77.38636363636364
0.25,0.21,167,40.119760479041915,11.377245508982035,10.240651071495272,-41770.0,97.49880239520958,134,88.52388059701492,10.44776119402985,2,7,0.0,77.38636363636364
0.25,0.22,166,40.36144578313253,11.44578313253012,10.222020455460102,-31770.0,98.08614457831325,133,89.18947368421053,10.526315789473683,2,7,0.0,77.38636363636364
0.25,0.23,165,40.60606060606061,11.515151515151516,10.218361863836256,-21770.0,98.68060606060607,132,89.86515151515151,10.606060606060606,2,7,0.0,77.38636363636364
0.25,0.24,161,40.993788819875775,11.801242236024844,10.225857957379782,18230.0,101.13229813664596,130,91.2476923076923,10.76923076923077,2,7,0.0,81.07142857142857
0.25,0.25,156,41.66666666666667,12.179487179487179,10.27492828613055,68230.0,104.37371794871795,126,94.14444444444445,11.11111111111111,2,7,0.0,81.07142857142857
0.25,0.26,149,40.939597315436245,10.738255033557047,10.281483102374644,-113610.0,92.3751677852349,119,78.51932773109243,9.243697478991598,2,7,0.0,73.64736842105263
0.25,0.27,134,40.298507462686565,11.194029850746269,10.105002785607244,-69870.0,94.78582089552239,106,78.1245283018868,9.433962264150944,3,7,0.0,99.95
0.25,0.28,123,42.27642276422765,12.195121951219512,9.855886524245992,40130.0,103.26260162601626,96,86.2625,10.416666666666668,4,7,0.0,106.40625
0.25,0.29,111,42.34234234234234,13.513513513513514,9.667908897900348,160130.0,114.42612612612612,85,97.42588235294117,11.76470588235294,4,7,0.0,113.5
0.25,0.3,103,41.74757281553398,13.592233009708737,9.421193173968446,156610.0,115.20485436893203,79,94.25316455696202,11.39240506329114,3,7,0.0,72.275
0.25,0.31,96,42.70833333333333,13.541666666666666,9.09466961039734,98300.0,110.23958333333333,74,83.28243243243243,10.81081081081081,2,7,0.0,72.45
0.25,0.32,87,44.827586206896555,14.942528735632186,9.190105291588528,188300.0,121.64367816091954,65,94.81384615384616,12.307692307692308,3,7,0.0,78.84545454545454
0.26,0.15,155,40.0,10.967741935483872,9.970904027712974,-71190.0,95.40709677419355,124,87.97258064516129,10.483870967741936,2,7,0.0,73.64736842105263
0.26,0.16,155,40.0,10.967741935483872,9.970904027712974,-71190.0,95.40709677419355,124,87.97258064516129,10.483870967741936,2,7,0.0,73.64736842105263
0.26,0.17,155,40.0,10.967741935483872,9.970904027712974,-71190.0,95.40709677419355,124,87.97258064516129,10.483870967741936,2,7,0.0,73.64736842105263
0.26,0.18,155,40.0,10.967741935483872,9.970904027712974,-71190.0,95.40709677419355,124,87.97258064516129,10.483870967741936,2,7,0.0,73.64736842105263
0.26,0.19,155,40.0,10.967741935483872,9.970904027712974,-71190.0,95.40709677419355,124,87.97258064516129,10.483870967741936,2,7,0.0,73.64736842105263
0.26,0.2,155,40.0,10.967741935483872,9.970904027712974,-71190.0,95.40709677419355,124,87.97258064516129,10.483870967741936,2,7,0.0,73.64736842105263
0.26,0.21,155,40.0,10.967741935483872,9.970904027712974,-71190.0,95.40709677419355,124,87.97258064516129,10.483870967741936,2,7,0.0,73.64736842105263
0.26,0.22,154,40.25974025974026,11.03896103896104,9.949070071182971,-61190.0,96.02662337662338,123,88.68780487804878,10.569105691056912,2,7,0.0,73.64736842105263
0.26,0.23,153,40.52287581699346,11.11111111111111,9.943340541756752,-51190.0,96.65424836601308,122,89.41475409836066,10.655737704918032,2,7,0.0,77.38636363636364
0.26,0.24,149,40.939597315436245,11.409395973154362,9.944057224791582,-11190.0,99.2489932885906,120,90.905,10.833333333333334,2,7,0.0,77.7388888888889
0.26,0.25,145,41.37931034482759,11.724137931034482,9.9490529648433,28810.0,101.98689655172414,117,93.23589743589744,11.11111111111111,2,7,0.0,81.07142857142857
0.26,0.26,139,41.007194244604314,10.79136690647482,9.93670711606663,-67670.0,95.13165467625899,111,84.17837837837838,9.90990990990991,2,7,0.0,82.31176470588235
0.26,0.27,127,40.15748031496063,11.023622047244094,9.99223834407674,-53930.0,95.75354330708662,101,81.9920792079208,9.900990099009901,4,7,0.0,100.1470588235294
0.26,0.28,116,42.241379310344826,12.068965517241379,9.717396025074418,56070.0,104.83362068965518,91,91.0021978021978,10.989010989010989,4,7,0.0,106.40625
0.26,0.29,106,41.509433962264154,13.20754716981132,9.62693375913056,156070.0,114.72358490566037,82,100.99024390243902,12.195121951219512,4,7,0.0,113.5
0.26,0.3,99,41.41414141414141,13.131313131313133,9.420411286914737,142550.0,114.3989898989899,76,97.97368421052632,11.842105263157894,3,7,0.0,72.275
0.26,0.31,92,42.391304347826086,13.043478260869565,9.079631555260368,84240.0,109.15652173913044,71,86.80140845070423,11.267605633802818,2,7,0.0,72.45
0.26,0.32,83,44.57831325301205,14.457831325301203,9.178035913903749,174240.0,120.99277108433735,62,99.40161290322581,12.903225806451612,3,7,0.0,78.84545454545454
0.27,0.15,141,41.843971631205676,11.347517730496454,10.009453726469022,-25510.0,98.19078014184397,111,89.77837837837838,10.81081081081081,2,7,0.0,93.28666666666666
0.27,0.16,141,41.843971631205676,11.347517730496454,10.009453726469022,-25510.0,98.19078014184397,111,89.77837837837838,10.81081081081081,2,7,0.0,93.28666666666666
0.27,0.17,141,41.843971631205676,11.347517730496454,10.009453726469022,-25510.0,98.19078014184397,111,89.77837837837838,10.81081081081081,2,7,0.0,93.28666666666666
0.27,0.18,141,41.843971631205676,11.347517730496454,10.009453726469022,-25510.0,98.19078014184397,111,89.77837837837838,10.81081081081081,2,7,0.0,93.28666666666666
0.27,0.19,141,41.843971631205676,11.347517730496454,10.009453726469022,-25510.0,98.19078014184397,111,89.77837837837838,10.81081081081081,2,7,0.0,93.28666666666666
0.27,0.2,141,41.843971631205676,11.347517730496454,10.009453726469022,-25510.0,98.19078014184397,111,89.77837837837838,10.81081081081081,2,7,0.0,93.28666666666666
0.27,0.21,141,41.843971631205676,11.347517730496454,10.009453726469022,-25510.0,98.19078014184397,111,89.77837837837838,10.81081081081081,2,7,0.0,93.28666666666666
0.27,0.22,141,41.843971631205676,11.347517730496454,10.009453726469022,-25510.0,98.19078014184397,111,89.77837837837838,10.81081081081081,2,7,0.0,93.28666666666666
0.27,0.23,141,41.843971631205676,11.347517730496454,10.009453726469022,-25510.0,98.19078014184397,111,89.77837837837838,10.81081081081081,2,7,0.0,93.28666666666666
0.27,0.24,138,42.028985507246375,11.594202898550725,9.987098252815912,4490.0,100.32536231884058,110,90.59454545454545,10.909090909090908,2,7,0.0,93.28666666666666
0.27,0.25,135,42.22222222222222,11.851851851851853,9.994762903251754,34490.0,102.55481481481482,107,93.13457943925233,11.214953271028037,2,7,0.0,94.58333333333333
0.27,0.26,131,41.98473282442748,11.450381679389313,9.932798954078443,12330.0,100.9412213740458,103,90.71650485436894,10.679611650485436,3,7,0.0,99.95
0.27,0.27,120,40.833333333333336,11.666666666666666,9.975415619316596,16070.0,101.33916666666667,94,88.09787234042552,10.638297872340425,4,7,0.0,113.5
0.27,0.28,111,43.24324324324324,12.612612612612612,9.782626731329065,106070.0,109.55585585585585,86,96.29302325581395,11.627906976744185,4,7,0.0,121.60714285714286
0.27,0.29,102,42.15686274509804,13.725490196078432,9.689297401937282,196070.0,119.22254901960784,78,106.16923076923077,12.82051282051282,4,7,0.0,121.60714285714286
0.27,0.3,95,42.10526315789473,13.684210526315791,9.478674462466552,182550.0,119.21578947368421,72,103.41666666666667,12.5,3,7,0.0,78.84545454545454
0.27,0.31,89,42.69662921348314,13.48314606741573,9.123294688978648,114240.0,112.83595505617977,68,90.63088235294117,11.76470588235294,2,7,0.0,78.84545454545454
0.27,0.32,81,45.67901234567901,14.814814814814813,9.191843786726476,194240.0,123.98024691358025,60,102.715,13.333333333333334,3,7,0.0,86.73
0.28,0.15,127,43.30708661417323,12.598425196850393,9.629850239603519,114490.0,109.01496062992126,99,100.66060606060606,12.121212121212121,3,7,0.0,93.28666666666666
0.28,0.16,127,43.30708661417323,12.598425196850393,9.629850239603519,114490.0,109.01496062992126,99,100.66060606060606,12.121212121212121,3,7,0.0,93.28666666666666
0.28,0.17,127,43.30708661417323,12.598425196850393,9.629850239603519,114490.0,109.01496062992126,99,100.66060606060606,12.121212121212121,3,7,0.0,93.28666666666666
0.28,0.18,127,43.30708661417323,12.598425196850393,9.629850239603519,114490.0,109.01496062992126,99,100.66060606060606,12.121212121212121,3,7,0.0,93.28666666666666
0.28,0.19,127,43.30708661417323,12.598425196850393,9.629850239603519,114490.0,109.01496062992126,99,100.66060606060606,12.121212121212121,3,7,0.0,93.28666666666666
0.28,0.2,127,43.30708661417323,12.598425196850393,9.629850239603519,114490.0,109.01496062992126,99,100.66060606060606,12.121212121212121,3,7,0.0,93.28666666666666
0.28,0.21,127,43.30708661417323,12.598425196850393,9.629850239603519,114490.0,109.01496062992126,99,100.66060606060606,12.121212121212121,3,7,0.0,93.28666666666666
0.28,0.22,127,43.30708661417323,12.598425196850393,9.629850239603519,114490.0,109.01496062992126,99,100.66060606060606,12.121212121212121,3,7,0.0,93.28666666666666
0.28,0.23,127,43.30708661417323,12.598425196850393,9.629850239603519,114490.0,109.01496062992126,99,100.66060606060606,12.121212121212121,3,7,0.0,93.28666666666666
0.28,0.24,126,43.65079365079365,12.698412698412698,9.5749545543081,124490.0,109.88015873015873,99,100.66060606060606,12.121212121212121,3,7,0.0,93.28666666666666
0.28,0.25,123,43.90243902439025,13.008130081300814,9.573314690188717,154490.0,112.56016260162602,96,103.80625,12.5,3,7,0.0,99.95
0.28,0.26,120,43.333333333333336,12.5,9.571455927265287,122330.0,110.19416666666666,93,100.47096774193548,11.827956989247312,3,7,0.0,99.95
0.28,0.27,109,42.201834862385326,12.844036697247708,9.581907546839911,126070.0,111.56605504587156,84,98.58571428571429,11.904761904761903,4,7,0.0,121.60714285714286
0.28,0.28,102,44.11764705882353,13.725490196078432,9.3925249474443,196070.0,119.22254901960784,78,106.16923076923077,12.82051282051282,4,7,0.0,121.60714285714286
0.28,0.29,96,42.70833333333333,14.583333333333334,9.314368035084966,256070.0,126.67395833333333,73,113.44109589041096,13.698630136986301,4,7,0.0,121.60714285714286
0.28,0.3,90,42.22222222222222,14.444444444444443,9.23067592048066,232550.0,125.83888888888889,68,109.5,13.23529411764706,3,7,0.0,83.88947368421053
0.28,0.31,86,41.86046511627907,13.953488372093023,9.070847892255703,144240.0,116.77209302325582,65,94.81384615384616,12.307692307692308,2,7,0.0,88.55
0.28,0.32,78,44.871794871794876,15.384615384615385,9.136654335124815,224240.0,128.74871794871794,57,108.12105263157895,14.035087719298245,3,7,0.0,93.75882352941177
0.29,0.15,112,44.642857142857146,12.5,9.694905763257054,96070.0,108.57767857142858,85,97.42588235294117,11.76470588235294,4,7,0.0,107.63846153846154
0.29,0.16,112,44.642857142857146,12.5,9.694905763257054,96070.0,108.57767857142858,85,97.42588235294117,11.76470588235294,4,7,0.0,107.63846153846154
0.29,0.17,112,44.642857142857146,12.5,9.694905763257054,96070.0,108.57767857142858,85,97.42588235294117,11.76470588235294,4,7,0.0,107.63846153846154
0.29,0.18,112,44.642857142857146,12.5,9.694905763257054,96070.0,108.57767857142858,85,97.42588235294117,11.76470588235294,4,7,0.0,107.63846153846154
0.29,0.19,112,44.642857142857146,12.5,9.694905763257054,96070.0,108.57767857142858,85,97.42588235294117,11.76470588235294,4,7,0.0,107.63846153846154
0.29,0.2,112,44.642857142857146,12.5,9.694905763257054,96070.0,108.57767857142858,85,97.42588235294117,11.76470588235294,4,7,0.0,107.63846153846154
0.29,0.21,112,44.642857142857146,12.5,9.694905763257054,96070.0,108.57767857142858,85,97.42588235294117,11.76470588235294,4,7,0.0,107.63846153846154
0.29,0.22,112,44.642857142857146,12.5,9.694905763257054,96070.0,108.57767857142858,85,97.42588235294117,11.76470588235294,4,7,0.0,107.63846153846154
0.29,0.23,112,44.642857142857146,12.5,9.694905763257054,96070.0,108.57767857142858,85,97.42588235294117,11.76470588235294,4,7,0.0,107.63846153846154
0.29,0.24,111,45.04504504504504,12.612612612612612,9.63317782790958,106070.0,109.55585585585585,85,97.42588235294117,11.76470588235294,4,7,0.0,107.63846153846154
0.29,0.25,109,44.95412844036697,12.844036697247708,9.712693423081351,126070.0,111.56605504587156,83,99.77349397590362,12.048192771084338,4,7,0.0,116.60833333333333
0.29,0.26,107,44.85981308411215,13.084112149532709,9.6823254466225,146070.0,113.65140186915887,81,102.23703703703704,12.345679012345679,4,7,0.0,116.60833333333333
0.29,0.27,99,43.43434343434344,14.14141414141414,9.717318241449245,226070.0,122.83535353535353,75,110.416,13.333333333333334,4,7,0.0,153.795
0.29,0.28,93,45.16129032258064,15.053763440860216,9.552910462825915,286070.0,130.76021505376343,70,118.30285714285715,14.285714285714285,4,7,0.0,153.795
0.29,0.29,88,43.18181818181818,15.909090909090908,9.482514359084082,336070.0,138.18977272727273,66,125.47272727272727,15.151515151515152,4,7,0.0,154.77272727272728
0.29,0.3,84,44.047619047619044,15.476190476190476,9.306334477014762,292550.0,134.82738095238096,63,118.19047619047619,14.285714285714285,3,7,0.0,86.73
0.29,0.31,80,43.75,15.0,9.13830227449964,204240.0,125.53,60,102.715,13.333333333333334,3,7,0.0,88.55
0.29,0.32,74,45.94594594594595,16.216216216216218,9.189387661981504,264240.0,135.70810810810812,54,114.12777777777778,14.814814814814813,3,7,0.0,93.75882352941177
0.3,0.15,98,43.87755102040816,13.26530612244898,9.380797013376505,152550.0,115.56632653061224,76,97.97368421052632,11.842105263157894,3,7,0.0,78.84545454545454
0.3,0.16,98,43.87755102040816,13.26530612244898,9.380797013376505,152550.0,115.56632653061224,76,97.97368421052632,11.842105263157894,3,7,0.0,78.84545454545454
0.3,0.17,98,43.87755102040816,13.26530612244898,9.380797013376505,152550.0,115.56632653061224,76,97.97368421052632,11.842105263157894,3,7,0.0,78.84545454545454
0.3,0.18,98,43.87755102040816,13.26530612244898,9.380797013376505,152550.0,115.56632653061224,76,97.97368421052632,11.842105263157894,3,7,0.0,78.84545454545454
0.3,0.19,98,43.87755102040816,13.26530612244898,9.380797013376505,152550.0,115.56632653061224,76,97.97368421052632,11.842105263157894,3,7,0.0,78.84545454545454
0.3,0.2,98,43.87755102040816,13.26530612244898,9.380797013376505,152550.0,115.56632653061224,76,97.97368421052632,11.842105263157894,3,7,0.0,78.84545454545454
0.3,0.21,98,43.87755102040816,13.26530612244898,9.380797013376505,152550.0,115.56632653061224,76,97.97368421052632,11.842105263157894,3,7,0.0,78.84545454545454
0.3,0.22,98,43.87755102040816,13.26530612244898,9.380797013376505,152550.0,115.56632653061224,76,97.97368421052632,11.842105263157894,3,7,0.0,78.84545454545454
0.3,0.23,98,43.87755102040816,13.26530612244898,9.380797013376505,152550.0,115.56632653061224,76,97.97368421052632,11.842105263157894,3,7,0.0,78.84545454545454
0.3,0.24,98,43.87755102040816,13.26530612244898,9.380797013376505,152550.0,115.56632653061224,76,97.97368421052632,11.842105263157894,3,7,0.0,78.84545454545454
0.3,0.25,96,43.75,13.541666666666666,9.465822411758346,172550.0,117.97395833333333,74,100.62162162162163,12.162162162162163,3,7,0.0,78.84545454545454
0.3,0.26,95,43.15789473684211,13.684210526315791,9.386944299399167,182550.0,119.21578947368421,73,102.0,12.32876712328767,3,7,0.0,86.73
0.3,0.27,91,42.857142857142854,14.285714285714285,9.409544228434942,222550.0,124.45604395604396,70,106.37142857142857,12.857142857142856,3,7,0.0,86.73
0.3,0.28,86,45.348837209302324,15.11627906976744,9.301110064719571,272550.0,131.6918604651163,65,114.55384615384615,13.846153846153847,3,7,0.0,86.73
0.3,0.29,83,44.57831325301205,15.66265060240964,9.359335340230823,302550.0,136.45180722891567,63,118.19047619047619,14.285714285714285,3,7,0.0,88.55
0.3,0.3,80,46.25,16.25,9.1562825265648,332550.0,141.56875,61,122.06557377049181,14.754098360655737,3,7,0.0,88.55
0.3,0.31,76,46.05263157894737,15.789473684210526,8.971509052840991,244240.0,132.13684210526316,58,106.25689655172414,13.793103448275861,3,7,0.0,93.75882352941177
0.3,0.32,70,48.57142857142857,17.142857142857142,9.011217043465361,304240.0,143.46285714285713,52,118.5173076923077,15.384615384615385,3,7,0.0,99.61875
0.31,0.15,86,48.837209302325576,15.11627906976744,9.332444910668851,272550.0,131.6918604651163,67,111.13432835820896,13.432835820895523,3,7,0.0,79.695
0.31,0.16,86,48.837209302325576,15.11627906976744,9.332444910668851,272550.0,131.6918604651163,67,111.13432835820896,13.432835820895523,3,7,0.0,79.695
0.31,0.17,86,48.837209302325576,15.11627906976744,9.332444910668851,272550.0,131.6918604651163,67,111.13432835820896,13.432835820895523,3,7,0.0,79.695
0.31,0.18,86,48.837209302325576,15.11627906976744,9.332444910668851,272550.0,131.6918604651163,67,111.13432835820896,13.432835820895523,3,7,0.0,79.695
0.31,0.19,86,48.837209302325576,15.11627906976744,9.332444910668851,272550.0,131.6918604651163,67,111.13432835820896,13.432835820895523,3,7,0.0,79.695
0.31,0.2,86,48.837209302325576,15.11627906976744,9.332444910668851,272550.0,131.6918604651163,67,111.13432835820896,13.432835820895523,3,7,0.0,79.695
0.31,0.21,86,48.837209302325576,15.11627906976744,9.332444910668851,272550.0,131.6918604651163,67,111.13432835820896,13.432835820895523,3,7,0.0,79.695
0.31,0.22,86,48.837209302325576,15.11627906976744,9.332444910668851,272550.0,131.6918604651163,67,111.13432835820896,13.432835820895523,3,7,0.0,79.695
0.31,0.23,86,48.837209302325576,15.11627906976744,9.332444910668851,272550.0,131.6918604651163,67,111.13432835820896,13.432835820895523,3,7,0.0,79.695
0.31,0.24,86,48.837209302325576,15.11627906976744,9.332444910668851,272550.0,131.6918604651163,67,111.13432835820896,13.432835820895523,3,7,0.0,79.695
0.31,0.25,84,48.80952380952381,15.476190476190476,9.428465553993153,292550.0,134.82738095238096,65,114.55384615384615,13.846153846153847,3,7,0.0,83.88947368421053
0.31,0.26,83,48.19277108433735,15.66265060240964,9.33773329457282,302550.0,136.45180722891567,64,116.34375,14.0625,3,7,0.0,86.73
0.31,0.27,80,48.75,16.25,9.327153234269645,332550.0,141.56875,61,122.06557377049181,14.754098360655737,3,7,0.0,88.55
0.31,0.28,77,50.649350649350644,16.883116883116884,9.14217893889615,362550.0,147.08441558441558,58,128.3793103448276,15.517241379310345,3,7,0.0,99.61875
0.31,0.29,74,50.0,17.56756756756757,9.20104251308485,392550.0,153.0472972972973,56,132.96428571428572,16.071428571428573,4,7,0.0,106.26
0.31,0.3,73,50.68493150684932,17.80821917808219,9.196648783443507,402550.0,155.14383561643837,56,132.96428571428572,16.071428571428573,4,7,0.0,106.26
0.31,0.31,70,50.0,17.142857142857142,8.972264095515252,304240.0,143.46285714285713,53,116.2811320754717,15.09433962264151,4,7,0.0,113.85
0.31,0.32,64,53.125,18.75,9.015765495511369,364240.0,156.9125,47,131.12553191489363,17.02127659574468,4,7,0.0,122.6076923076923
0.32,0.15,75,52.0,16.0,9.323942460621424,254240.0,133.89866666666666,58,106.25689655172414,13.793103448275861,3,7,0.0,99.61875
0.32,0.16,75,52.0,16.0,9.323942460621424,254240.0,133.89866666666666,58,106.25689655172414,13.793103448275861,3,7,0.0,99.61875
0.32,0.17,75,52.0,16.0,9.323942460621424,254240.0,133.89866666666666,58,106.25689655172414,13.793103448275861,3,7,0.0,99.61875
0.32,0.18,75,52.0,16.0,9.323942460621424,254240.0,133.89866666666666,58,106.25689655172414,13.793103448275861,3,7,0.0,99.61875
0.32,0.19,75,52.0,16.0,9.323942460621424,254240.0,133.89866666666666,58,106.25689655172414,13.793103448275861,3,7,0.0,99.61875
0.32,0.2,75,52.0,16.0,9.323942460621424,254240.0,133.89866666666666,58,106.25689655172414,13.793103448275861,3,7,0.0,99.61875
0.32,0.21,75,52.0,16.0,9.323942460621424,254240.0,133.89866666666666,58,106.25689655172414,13.793103448275861,3,7,0.0,99.61875
0.32,0.22,75,52.0,16.0,9.323942460621424,254240.0,133.89866666666666,58,106.25689655172414,13.793103448275861,3,7,0.0,99.61875
0.32,0.23,75,52.0,16.0,9.323942460621424,254240.0,133.89866666666666,58,106.25689655172414,13.793103448275861,3,7,0.0,99.61875
0.32,0.24,75,52.0,16.0,9.323942460621424,254240.0,133.89866666666666,58,106.25689655172414,13.793103448275861,3,7,0.0,99.61875
0.32,0.25,74,51.35135135135135,16.216216216216218,9.383731637400153,264240.0,135.70810810810812,57,108.12105263157895,14.035087719298245,3,7,0.0,99.61875
0.32,0.26,73,50.68493150684932,16.43835616438356,9.279957507968914,274240.0,137.56712328767122,56,110.05178571428571,14.285714285714285,3,7,0.0,99.61875
0.32,0.27,70,51.42857142857142,17.142857142857142,9.265389905339404,304240.0,143.46285714285713,53,116.2811320754717,15.09433962264151,4,7,0.0,106.26
0.32,0.28,68,52.94117647058824,17.647058823529413,9.079155473926047,324240.0,147.68235294117648,51,120.84117647058824,15.686274509803921,4,7,0.0,113.85
0.32,0.29,66,53.03030303030303,18.181818181818183,9.16667411063812,344240.0,152.15757575757576,49,125.7734693877551,16.3265306122449,4,7,0.0,122.6076923076923
0.32,0.3,65,53.84615384615385,18.461538461538463,9.161210869618658,354240.0,154.49846153846153,49,125.7734693877551,16.3265306122449,4,7,0.0,122.6076923076923
0.32,0.31,64,53.125,18.75,9.060859096641202,364240.0,156.9125,48,128.39375,16.666666666666664,4,7,0.0,128.05714285714285
0.32,0.32,59,55.932203389830505,20.33898305084746,9.133092885062544,414240.0,170.21016949152542,43,143.3232558139535,18.6046511627907,4,7,0.0,144.9
