race_code,branch,confidence,status,points,rank,rank_col,actual_combo,hit,invest,return,payout100
202608260904,3まくり差し,0.3661256820630878,UNSETTLED,,,,3-4-2,,,,4720
202608260905,4カド,0.6116827498421978,UNSETTLED,,,,4-6-3,,,,3890
202608260906,1逃げ,0.41201281197131934,UNSETTLED,,,,5-1-3,,,,3340
202608260907,3まくり差し,0.24225399347375035,NO_SOURCE,,,,,,,,
202608260909,1逃げ,0.7766457380194531,SETTLED,7,3,v110_rank20,1-3-2,1,700,650,650
202608260910,1逃げ,0.4597507222830637,SETTLED,7,2,v110_rank20,1-3-2,1,700,400,400
202608260911,1逃げ,0.571955716523002,UNSETTLED,,,,5-4-3,,,,30710
202608260912,1逃げ,0.6511749796681359,SETTLED,7,11,v110_rank20,1-2-6,0,700,0,2390
202608261001,1逃げ,0.7635572746133724,SETTLED,7,3,v110_rank20,1-2-5,1,700,1080,1080
202608261002,1逃げ,0.650088736344853,SETTLED,7,3,v110_rank20,1-2-4,1,700,1410,1410
202608261003,1逃げ,0.47223113324018623,UNSETTLED,,,,3-2-4,,,,4690
202608261004,1逃げ,0.6974266225342632,UNSETTLED,,,,2-4-3,,,,4100
202608261005,1逃げ,0.708938335959662,SETTLED,7,1,v110_rank20,1-2-6,1,700,490,490
202608261006,4カド,0.19861604075358,NO_SOURCE,,,,,,,,
202608261007,1逃げ,0.42561985369293037,UNSETTLED,,,,3-4-1,,,,30720
202608261009,1逃げ,0.643777649290485,SETTLED,7,3,v110_rank20,1-5-3,1,700,1610,1610
202608261010,4カド,0.3805809601640658,UNSETTLED,,,,4-1-3,,,,19890
202608261011,5頭,0.2114031408036774,NO_SOURCE,,,,,,,,
202608261012,1逃げ,0.6803104264402827,UNSETTLED,,,,3-4-6,,,,19730
202608261101,1逃げ,0.6303023496608554,UNSETTLED,,,,5-2-3,,,,19630
202608261102,1逃げ,0.42472423329429543,UNSETTLED,,,,5-4-3,,,,5740
202608261103,1逃げ,0.4640189980897045,UNSETTLED,,,,4-1-2,,,,4560
202608261104,1逃げ,0.45037499244646895,UNSETTLED,,,,3-4-1,,,,6240
202608261105,1逃げ,0.8061889546598239,SETTLED,7,5,v110_rank20,1-3-2,1,700,1480,1480
202608261106,1逃げ,0.5412486308158886,UNSETTLED,,,,4-5-3,,,,4510
202608261107,1逃げ,0.7206766405901003,SETTLED,7,19,v110_rank20,1-5-4,0,700,0,25350
202608261108,1逃げ,0.5170385030769927,SETTLED,7,13,v110_rank20,1-3-6,0,700,0,5800
202608261109,1逃げ,0.7448320223427133,UNSETTLED,,,,6-5-3,,,,129720
202608261110,1逃げ,0.6498664723768691,UNSETTLED,,,,5-6-3,,,,20760
202608261111,1逃げ,0.67004308897706,SETTLED,7,2,v110_rank20,1-2-6,1,700,2390,2390
202608261112,1逃げ,0.7470561432875948,SETTLED,7,18,v110_rank20,1-4-3,0,700,0,2430
202608261301,3まくり,0.26863767732502414,UNSETTLED,,,,2-1-3,,,,7690
202608261304,1逃げ,0.6210526594964989,UNSETTLED,,,,2-1-3,,,,7440
202608261305,1逃げ,0.7920966479868399,UNSETTLED,,,,3-5-2,,,,168540
202608261306,1逃げ,0.6056461742695451,UNSETTLED,,,,3-1-4,,,,2450
202608261307,5頭,0.41685436891669,NO_SOURCE,,,,,,,,
202608261309,1逃げ,0.8091066257279752,SETTLED,7,7,v110_rank20,1-2-6,1,700,1990,1990
202608261310,1逃げ,0.6571038315805969,UNSETTLED,,,,5-4-3,,,,12580
202608261311,1逃げ,0.7774073238521917,SETTLED,7,1,v110_rank20,1-3-4,1,700,860,860
202608261312,1逃げ,0.7494900483968658,SETTLED,7,3,v110_rank20,1-2-4,1,700,910,910
202608261401,1逃げ,0.7760057284199801,SETTLED,7,12,v110_rank20,1-6-3,0,700,0,9440
202608261402,5頭,0.2883636919531653,NO_SOURCE,,,,,,,,
202608261403,1逃げ,0.7603559683639499,SETTLED,7,3,v110_rank20,1-5-4,1,700,620,620
202608261404,1逃げ,0.4784351761985374,UNSETTLED,,,,2-3-5,,,,29420
202608261405,1逃げ,0.50023374418045,UNSETTLED,,,,3-1-4,,,,6080
202608261408,1逃げ,0.45608098180585005,UNSETTLED,,,,3-1-2,,,,1270
202608261409,5頭,0.48805773339847197,NO_SOURCE,,,,,,,,
202608261410,1逃げ,0.4334987406206336,UNSETTLED,,,,3-5-2,,,,4520
202608261411,1逃げ,0.5319693884283951,SETTLED,7,5,v110_rank20,1-4-2,1,700,2770,2770
202608261412,1逃げ,0.6083147142911258,SETTLED,7,6,v110_rank20,1-2-3,1,700,1180,1180
202608261501,5頭,0.23491146465012475,NO_SOURCE,,,,,,,,
202608261503,3まくり差し,0.3453736986013789,NO_SOURCE,,,,,,,,
202608261504,5頭,0.27231450493810533,NO_SOURCE,,,,,,,,
202608261505,1逃げ,0.5194839201141784,UNSETTLED,,,,5-1-2,,,,3310
202608261507,1逃げ,0.5218003132287734,UNSETTLED,,,,3-2-5,,,,4000
202608261508,1逃げ,0.7969231636934313,SETTLED,7,5,v110_rank20,1-2-5,1,700,910,910
202608261509,1逃げ,0.5373740931631007,UNSETTLED,,,,2-1-6,,,,5620
202608261510,1逃げ,0.7188691043564107,SETTLED,7,11,v110_rank20,1-2-3,0,700,0,620
202608261511,1逃げ,0.821427881136228,SETTLED,7,4,v110_rank20,1-6-5,1,700,1790,1790
202608261512,1逃げ,0.5757318643446652,SETTLED,7,1,v110_rank20,1-2-4,1,700,1330,1330
202608261701,1逃げ,0.4142075573798814,SETTLED,7,2,v110_rank20,1-4-3,1,700,1340,1340
202608261702,1逃げ,0.7177697511720517,UNSETTLED,,,,4-6-2,,,,3920
202608261704,1逃げ,0.699896033170023,UNSETTLED,,,,2-3-6,,,,6700
202608261705,1逃げ,0.6408708023978545,UNSETTLED,,,,5-1-4,,,,2590
202608261706,5頭,0.24146061849308995,NO_SOURCE,,,,,,,,
202608261707,1逃げ,0.5680689886715021,SETTLED,7,3,v110_rank20,1-2-4,1,700,1050,1050
202608261708,1逃げ,0.8626066903399595,SETTLED,7,14,v110_rank20,1-6-5,0,700,0,2600
202608261709,1逃げ,0.4444888223408344,UNSETTLED,,,,2-3-5,,,,1400
202608261710,1逃げ,0.48340613657052106,SETTLED,7,4,v110_rank20,1-2-5,1,700,1150,1150
202608261711,1逃げ,0.5581442910992057,SETTLED,7,3,v110_rank20,1-3-5,1,700,1110,1110
202608261712,1逃げ,0.5731786500231747,SETTLED,7,9,v110_rank20,1-3-2,0,700,0,1390
202608261801,1逃げ,0.536128729114783,UNSETTLED,,,,4-1-2,,,,8880
202608261802,1逃げ,0.562001503425146,SETTLED,7,16,v110_rank20,1-4-3,0,700,0,7990
202608261803,1逃げ,0.7832146115014551,UNSETTLED,,,,3-1-4,,,,4050
202608261804,1逃げ,0.5858329850563544,UNSETTLED,,,,3-1-4,,,,3270
202608261805,1逃げ,0.4904049099788639,SETTLED,7,16,v110_rank20,1-2-3,0,700,0,2500
202608261806,1逃げ,0.5299294102683793,UNSETTLED,,,,3-2-4,,,,10940
202608261807,1逃げ,0.6193373048166235,SETTLED,7,11,v110_rank20,1-5-6,0,700,0,3300
202608261808,1逃げ,0.7338349925210921,SETTLED,7,8,v110_rank20,1-3-6,0,700,0,1120
202608261809,1逃げ,0.8219122812977596,SETTLED,7,10,v110_rank20,1-3-5,0,700,0,2210
202608261810,3まくり,0.21994898195710363,NO_SOURCE,,,,,,,,
202608261811,1逃げ,0.7122954752982317,SETTLED,7,4,v110_rank20,1-2-3,1,700,480,480
202608261812,1逃げ,0.6864491436789678,SETTLED,7,19,v110_rank20,1-6-3,0,700,0,17560
202608262001,1逃げ,0.4264168811214443,SETTLED,7,8,v110_rank20,1-3-2,0,700,0,1500
202608262002,1逃げ,0.4340710633645557,UNSETTLED,,,,2-1-6,,,,4570
202608262003,1逃げ,0.4386429385968811,UNSETTLED,,,,3-4-1,,,,3290
202608262004,1逃げ,0.7653922344059992,UNSETTLED,,,,3-2-1,,,,7440
202608262005,1逃げ,0.7835670163378985,SETTLED,7,1,v110_rank20,1-2-4,1,700,610,610
202608262006,1逃げ,0.7672836302952467,SETTLED,7,11,v110_rank20,1-3-6,0,700,0,1300
202608262007,1逃げ,0.7351661055382701,SETTLED,7,2,v110_rank20,1-4-3,1,700,830,830
202608262008,1逃げ,0.6383138401766824,SETTLED,7,1,v110_rank20,1-2-5,1,700,590,590
202608262009,1逃げ,0.4349367587476088,SETTLED,7,20,v110_rank20,1-2-3,0,700,0,2780
202608262010,1逃げ,0.5456571434331196,UNSETTLED,,,,2-3-1,,,,8180
202608262011,1逃げ,0.47493729473966273,SETTLED,7,3,v110_rank20,1-2-5,1,700,2240,2240
202608262012,1逃げ,0.8018036732230258,SETTLED,7,4,v110_rank20,1-2-3,1,700,700,700
202608262201,3まくり,0.20183379162630707,NO_SOURCE,,,,,,,,
202608262202,1逃げ,0.5476543796850892,SETTLED,7,5,v110_rank20,1-2-4,1,700,770,770
202608262203,1逃げ,0.40790784679773107,SETTLED,7,3,v110_rank20,1-4-3,1,700,3060,3060
202608262204,1逃げ,0.6934961562178024,SETTLED,7,1,v110_rank20,1-3-6,1,700,800,800
202608262205,1逃げ,0.550986306307561,SETTLED,7,8,v110_rank20,1-4-3,0,700,0,1770
202608262206,1逃げ,0.4126321848689762,UNSETTLED,,,,3-1-4,,,,11970
202608262207,1逃げ,0.5808787460458325,SETTLED,7,3,v110_rank20,1-6-4,1,700,3270,3270
202608262208,1逃げ,0.5363012585299616,UNSETTLED,,,,2-4-3,,,,11070
202608262209,1逃げ,0.44327296454609305,SETTLED,7,1,v110_rank20,1-3-6,1,700,3090,3090
202608262210,1逃げ,0.5877963143874008,UNSETTLED,,,,2-3-4,,,,23870
202608262211,1逃げ,0.7172984751218461,UNSETTLED,,,,3-1-4,,,,5120
202608262212,1逃げ,0.619780706402748,SETTLED,7,3,v110_rank20,1-2-3,1,700,610,610
202608270101,1逃げ,0.6381664427025266,SETTLED,7,4,v110_rank20,1-3-6,1,700,2450,2450
202608270102,1逃げ,0.5996758433913648,UNSETTLED,,,,2-3-4,,,,2990
202608270103,1逃げ,0.5911800432730676,SETTLED,7,16,v110_rank20,1-2-4,0,700,0,3000
202608270104,1逃げ,0.5487017104925892,SETTLED,7,7,v110_rank20,1-5-2,1,700,1480,1480
202608270105,1逃げ,0.7314246584885935,UNSETTLED,,,,2-3-4,,,,33480
202608270106,1逃げ,0.7390346505135934,SETTLED,7,5,v110_rank20,1-3-2,1,700,1470,1470
202608270107,1逃げ,0.5702435179143883,UNSETTLED,,,,5-1-3,,,,17890
202608270108,1逃げ,0.5898366043460066,UNSETTLED,,,,3-4-1,,,,5050
202608270109,1逃げ,0.7560044155714745,SETTLED,7,3,v110_rank20,1-3-5,1,700,910,910
202608270110,1逃げ,0.7587732158283327,UNSETTLED,,,,4-1-6,,,,11230
202608270111,1逃げ,0.6040732084684317,SETTLED,7,3,v110_rank20,1-3-4,1,700,970,970
202608270112,1逃げ,0.7661497271004042,SETTLED,7,6,v110_rank20,1-5-2,1,700,2850,2850
202608270401,1逃げ,0.5043713539967681,SETTLED,7,12,v110_rank20,1-5-3,0,700,0,4390
202608270402,1逃げ,0.7101081718435504,SETTLED,7,6,v110_rank20,1-4-6,1,700,1630,1630
202608270403,1逃げ,0.5571536263525115,UNSETTLED,,,,4-2-5,,,,5910
202608270404,3まくり,0.2676508062264382,NO_SOURCE,,,,,,,,
202608270405,3まくり,0.26144219538984803,NO_SOURCE,,,,,,,,
202608270406,1逃げ,0.5024917900969144,UNSETTLED,,,,4-6-1,,,,3140
202608270407,1逃げ,0.40390081821052254,UNSETTLED,,,,2-4-1,,,,6040
202608270408,1逃げ,0.6068105818718066,SETTLED,7,2,v110_rank20,1-4-2,1,700,880,880
202608270409,1逃げ,0.5110596472576283,SETTLED,7,8,v110_rank20,1-3-6,0,700,0,2950
202608270410,5頭,0.36581681741956196,NO_SOURCE,,,,,,,,
202608270411,1逃げ,0.46530353164199156,SETTLED,7,3,v110_rank20,1-3-5,1,700,2470,2470
202608270412,1逃げ,0.6782268714099613,SETTLED,7,1,v110_rank20,1-4-5,1,700,1730,1730
202608270701,3まくり,0.2951033497604117,NO_SOURCE,,,,,,,,
202608270702,4カド,0.43622175260713597,NO_SOURCE,,,,,,,,
202608270703,5頭,0.1805644834709203,NO_SOURCE,,,,,,,,
202608270704,1逃げ,0.41174514084465613,UNSETTLED,,,,3-1-2,,,,4000
202608270705,1逃げ,0.5638257049744466,SETTLED,7,2,v110_rank20,1-5-2,1,700,1270,1270
202608270706,1逃げ,0.6867434661883193,SETTLED,7,19,v110_rank20,1-5-4,0,700,0,29610
202608270707,1逃げ,0.4326052717854822,UNSETTLED,,,,3-1-5,,,,1540
202608270708,1逃げ,0.5082600020589503,UNSETTLED,,,,2-5-3,,,,2480
202608270709,1逃げ,0.5897151772037585,SETTLED,7,14,v110_rank20,1-2-4,0,700,0,1960
202608270710,1逃げ,0.5972391475055272,SETTLED,7,5,v110_rank20,1-3-5,1,700,570,570
202608270711,1逃げ,0.6239350668383062,SETTLED,7,6,v110_rank20,1-3-2,1,700,1430,1430
202608270712,1逃げ,0.7356358822059367,SETTLED,7,17,v110_rank20,1-3-5,0,700,0,2620
202608270801,1逃げ,0.8068444942104726,SETTLED,7,8,v110_rank20,1-2-4,0,700,0,770
202608270802,1逃げ,0.4850782432994022,UNSETTLED,,,,3-4-6,,,,3190
202608270803,1逃げ,0.811652383693785,SETTLED,7,15,v110_rank20,1-3-5,0,700,0,1660
202608270804,1逃げ,0.7446041770821383,SETTLED,7,15,v110_rank20,1-4-6,0,700,0,2090
202608270805,1逃げ,0.43991299446462234,UNSETTLED,,,,4-5-2,,,,13100
202608270806,1逃げ,0.7843656601528496,SETTLED,7,16,v110_rank20,1-4-2,0,700,0,1590
202608270807,1逃げ,0.688844338157564,UNSETTLED,,,,3-1-2,,,,4690
202608270808,1逃げ,0.5728983465182362,SETTLED,7,7,v110_rank20,1-4-3,1,700,1740,1740
202608270809,1逃げ,0.718917723402289,SETTLED,7,19,v110_rank20,1-2-5,0,700,0,3520
202608270810,1逃げ,0.6653888477927062,SETTLED,7,8,v110_rank20,1-3-2,0,700,0,910
202608270811,1逃げ,0.7058157432032266,SETTLED,7,2,v110_rank20,1-4-2,1,700,1150,1150
202608270812,1逃げ,0.6122424141809462,SETTLED,7,11,v110_rank20,1-2-5,0,700,0,2660
202608270903,1逃げ,0.432549978981332,SETTLED,7,1,v110_rank20,1-4-6,1,700,4090,4090
202608270904,5頭,0.2872467367902917,NO_SOURCE,,,,,,,,
202608270905,1逃げ,0.40602735482622654,SETTLED,7,6,v110_rank20,1-2-5,1,700,3680,3680
202608270906,5頭,0.24368649417935842,NO_SOURCE,,,,,,,,
202608270908,4カド,0.44748208520462796,NO_SOURCE,,,,,,,,
202608270909,1逃げ,0.5439017458334804,SETTLED,7,1,v110_rank20,1-3-6,1,700,790,790
202608270910,1逃げ,0.6493816875338069,UNSETTLED,,,,3-1-6,,,,600
202608270911,1逃げ,0.6773914678480218,SETTLED,7,17,v110_rank20,1-2-5,0,700,0,2520
202608270912,1逃げ,0.6252851799848943,UNSETTLED,,,,4-2-5,,,,1040
202608271001,1逃げ,0.6956372381788094,SETTLED,7,12,v110_rank20,1-4-2,0,700,0,960
202608271002,1逃げ,0.6229810744429165,SETTLED,7,5,v110_rank20,1-6-2,1,700,2040,2040
202608271003,1逃げ,0.7243135177254134,UNSETTLED,,,,4-1-5,,,,29050
202608271005,1逃げ,0.5945555180573607,SETTLED,7,7,v110_rank20,1-2-4,1,700,2660,2660
202608271007,5頭,0.36207739904930764,NO_SOURCE,,,,,,,,
202608271008,4カド,0.30627926602182703,NO_SOURCE,,,,,,,,
202608271009,5頭,0.3749117946066072,NO_SOURCE,,,,,,,,
202608271010,3まくり,0.2778816399991299,NO_SOURCE,,,,,,,,
202608271011,1逃げ,0.7597685665255908,SETTLED,7,4,v110_rank20,1-2-3,1,700,570,570
202608271012,1逃げ,0.7558258246903193,SETTLED,7,11,v110_rank20,1-4-2,0,700,0,2670
202608271101,4カド,0.20442803286014247,NO_SOURCE,,,,,,,,
202608271102,1逃げ,0.4372991204994417,UNSETTLED,,,,2-6-1,,,,2800
202608271103,5頭,0.21875844137464454,NO_SOURCE,,,,,,,,
202608271104,1逃げ,0.5224596808100778,UNSETTLED,,,,3-1-4,,,,1150
202608271105,4カド,0.1792015689017303,NO_SOURCE,,,,,,,,
202608271106,1逃げ,0.4390121818071056,SETTLED,7,8,v110_rank20,1-4-3,0,700,0,4600
202608271107,3まくり,0.26319084498741674,NO_SOURCE,,,,,,,,
202608271108,3まくり,0.2992431706574264,NO_SOURCE,,,,,,,,
202608271109,1逃げ,0.6501555537124771,SETTLED,7,8,v110_rank20,1-5-4,0,700,0,5160
202608271110,1逃げ,0.5340731248425069,UNSETTLED,,,,3-5-6,,,,45870
202608271111,1逃げ,0.6416329893864676,UNSETTLED,,,,4-1-2,,,,4010
202608271112,1逃げ,0.5635460394430439,UNSETTLED,,,,3-1-4,,,,7320
202608271301,3まくり差し,0.3399395789415992,NO_SOURCE,,,,,,,,
202608271302,1逃げ,0.5936634065651691,NO_SOURCE,,,,,,,,
202608271303,3まくり差し,0.29390662572848614,NO_SOURCE,,,,,,,,
202608271304,1逃げ,0.7115827946182829,UNSETTLED,,,,4-1-5,,,,930
202608271305,1逃げ,0.5621713159298064,UNSETTLED,,,,4-5-3,,,,2540
202608271306,1逃げ,0.6859927562949553,SETTLED,7,2,v110_rank20,1-2-4,1,700,680,680
202608271307,1逃げ,0.8051714922611107,SETTLED,7,4,v110_rank20,1-2-3,1,700,550,550
202608271309,1逃げ,0.8169330450995791,SETTLED,7,3,v110_rank20,1-3-4,1,700,340,340
202608271310,1逃げ,0.7650546384113565,UNSETTLED,,,,3-2-6,,,,15290
202608271311,1逃げ,0.7379767092310171,SETTLED,7,3,v110_rank20,1-4-3,1,700,1250,1250
202608271312,1逃げ,0.7915380818071852,SETTLED,7,1,v110_rank20,1-3-4,1,700,650,650
202608271401,1逃げ,0.6450849008119103,SETTLED,7,1,v110_rank20,1-3-4,1,700,650,650
202608271402,1逃げ,0.4542727060617909,UNSETTLED,,,,2-1-4,,,,1020
202608271403,1逃げ,0.6438683160669664,SETTLED,7,6,v110_rank20,1-3-4,1,700,900,900
202608271404,1逃げ,0.5683933352985703,SETTLED,7,2,v110_rank20,1-6-3,1,700,2290,2290
202608271405,3まくり,0.23877943272354235,NO_SOURCE,,,,,,,,
202608271406,5頭,0.3752156563443838,NO_SOURCE,,,,,,,,
202608271407,5頭,0.3034171209916825,NO_SOURCE,,,,,,,,
202608271409,5頭,0.47683871046064424,NO_SOURCE,,,,,,,,
202608271410,3まくり差し,0.23574413346293532,NO_SOURCE,,,,,,,,
202608271411,1逃げ,0.5590273679020722,UNSETTLED,,,,3-4-1,,,,4280
202608271412,1逃げ,0.7856572909695566,SETTLED,7,3,v110_rank20,1-5-3,1,700,1000,1000
202608271502,3まくり,0.1795472967299289,NO_SOURCE,,,,,,,,
202608271503,1逃げ,0.4914497334880971,UNSETTLED,,,,3-2-1,,,,10590
202608271504,1逃げ,0.5633650132636076,UNSETTLED,,,,5-1-2,,,,4670
202608271505,1逃げ,0.6357999580198525,SETTLED,7,4,v110_rank20,1-6-4,1,700,2360,2360
202608271507,5頭,0.28276380657327255,UNSETTLED,,,,4-2-3,,,,14960
202608271508,1逃げ,0.5261549357310611,SETTLED,7,1,v110_rank20,1-2-6,1,700,1110,1110
202608271510,1逃げ,0.6834497688223705,SETTLED,7,4,v110_rank20,1-2-6,1,700,2430,2430
202608271511,1逃げ,0.6837595214821883,SETTLED,7,1,v110_rank20,1-3-4,1,700,650,650
202608271512,1逃げ,0.5649670833133091,SETTLED,7,13,v110_rank20,1-4-5,0,700,0,3650
202608271701,1逃げ,0.5231960968350071,SETTLED,7,2,v110_rank20,1-5-4,1,700,3510,3510
202608271702,5頭,0.1989930859050276,NO_SOURCE,,,,,,,,
202608271703,5頭,0.2618655447738409,NO_SOURCE,,,,,,,,
202608271704,1逃げ,0.6990073832973446,UNSETTLED,,,,4-6-1,,,,1960
202608271705,1逃げ,0.5724961094758547,SETTLED,7,9,v110_rank20,1-5-2,0,700,0,2710
202608271706,4カド,0.1649856216328167,NO_SOURCE,,,,,,,,
202608271707,3まくり差し,0.19823153802544272,NO_SOURCE,,,,,,,,
202608271709,5頭,0.2501378453421904,NO_SOURCE,,,,,,,,
202608271710,1逃げ,0.4046998009150953,SETTLED,7,4,v110_rank20,1-2-3,1,700,1220,1220
202608271711,1逃げ,0.6274689431140165,SETTLED,7,3,v110_rank20,1-3-2,1,700,660,660
202608271712,1逃げ,0.6782190984273053,UNSETTLED,,,,3-2-1,,,,16800
202608271802,1逃げ,0.6658332836980737,UNSETTLED,,,,3-1-2,,,,5940
202608271805,1逃げ,0.7167734546909724,SETTLED,7,6,v110_rank20,1-6-4,1,700,7120,7120
202608271806,1逃げ,0.5627711532985703,UNSETTLED,,,,6-3-2,,,,146360
202608271807,1逃げ,0.6244406853215724,SETTLED,7,1,v110_rank20,1-4-5,1,700,780,780
202608271808,1逃げ,0.4159340534295525,UNSETTLED,,,,2-6-3,,,,4430
202608271809,1逃げ,0.779233849343579,UNSETTLED,,,,3-1-4,,,,19740
202608271811,1逃げ,0.6483742977761869,SETTLED,7,2,v110_rank20,1-2-6,1,700,1230,1230
202608271812,1逃げ,0.6528035337448141,SETTLED,7,17,v110_rank20,1-6-5,0,700,0,19440
202608272201,1逃げ,0.46430639982240446,UNSETTLED,,,,4-1-6,,,,8500
202608272203,1逃げ,0.5074079445075044,NO_SOURCE,,,,,,,,
202608272204,1逃げ,0.41562839829021325,SETTLED,7,6,v110_rank20,1-3-2,1,700,2020,2020
202608272205,1逃げ,0.5530511722897987,SETTLED,7,12,v110_rank20,1-3-4,0,700,0,3810
202608272206,3まくり,0.2391469569654031,NO_SOURCE,,,,,,,,
202608272208,1逃げ,0.4255126353498736,SETTLED,7,13,v110_rank20,1-3-2,0,700,0,3820
202608272209,1逃げ,0.4916765596851955,SETTLED,7,3,v110_rank20,1-3-2,1,700,870,870
202608272210,1逃げ,0.40518662277039286,SETTLED,7,5,v110_rank20,1-2-5,1,700,1730,1730
202608272211,1逃げ,0.576027694264806,SETTLED,7,2,v110_rank20,1-2-3,1,700,370,370
202608272212,1逃げ,0.7057274520745647,SETTLED,7,11,v110_rank20,1-5-4,0,700,0,7810
202608280101,1逃げ,0.7031742550136704,UNSETTLED,,,,4-5-6,,,,4370
202608280102,1逃げ,0.6564001308505033,UNSETTLED,,,,4-1-2,,,,4780
202608280103,1逃げ,0.7334500942010519,SETTLED,7,2,v110_rank20,1-2-3,1,700,770,770
202608280104,1逃げ,0.7026410497096071,SETTLED,7,6,v110_rank20,1-6-2,1,700,5440,5440
202608280105,1逃げ,0.6844634978373618,UNSETTLED,,,,5-1-4,,,,5590
202608280106,1逃げ,0.7227371732263782,SETTLED,7,5,v110_rank20,1-3-5,1,700,1100,1100
202608280107,1逃げ,0.6619689762704472,SETTLED,7,16,v110_rank20,1-2-6,0,700,0,1910
202608280108,1逃げ,0.6703088806061808,SETTLED,7,11,v110_rank20,1-5-2,0,700,0,8300
202608280109,1逃げ,0.783103486344198,SETTLED,7,2,v110_rank20,1-3-2,1,700,1300,1300
202608280110,1逃げ,0.6097560945468969,SETTLED,7,1,v110_rank20,1-2-4,1,700,630,630
202608280111,1逃げ,0.7608873857291308,NO_SOURCE,,,,,,,,
202608280112,1逃げ,0.500270517954349,SETTLED,7,4,v110_rank20,1-2-4,1,700,810,810
202608280401,4カド,0.3676761387325904,UNSETTLED,,,,2-1-4,,,,1110
202608280402,1逃げ,0.5575424217732493,UNSETTLED,,,,3-1-5,,,,3830
202608280403,1逃げ,0.5298159800745883,UNSETTLED,,,,2-1-6,,,,8200
202608280404,3まくり,0.2635988436618974,NO_SOURCE,,,,,,,,
202608280405,5頭,0.20571790905211954,NO_SOURCE,,,,,,,,
202608280406,5頭,0.43332336970491164,NO_SOURCE,,,,,,,,
202608280407,1逃げ,0.5602250549543405,SETTLED,7,2,v110_rank20,1-3-4,1,700,910,910
202608280408,1逃げ,0.6327991811455513,SETTLED,7,5,v110_rank20,1-6-4,1,700,4930,4930
202608280409,1逃げ,0.5859125018789078,SETTLED,7,2,v110_rank20,1-2-5,1,700,590,590
202608280410,1逃げ,0.6132301633923225,SETTLED,7,5,v110_rank20,1-6-2,1,700,1070,1070
202608280411,1逃げ,0.5978997403553974,UNSETTLED,,,,4-6-2,,,,7040
202608280412,1逃げ,0.4827989604312498,UNSETTLED,,,,2-5-3,,,,49540
202608280501,1逃げ,0.5177492900216115,UNSETTLED,,,,3-5-1,,,,8810
202608280503,1逃げ,0.5239717003957118,SETTLED,7,2,v110_rank20,1-2-3,1,700,1050,1050
202608280504,1逃げ,0.458968899861694,SETTLED,7,3,v110_rank20,1-2-6,1,700,1800,1800
202608280505,1逃げ,0.4652127556147172,SETTLED,7,1,v110_rank20,1-2-3,1,700,790,790
202608280506,1逃げ,0.49390585529620357,SETTLED,7,2,v110_rank20,1-4-3,1,700,1610,1610
202608280507,1逃げ,0.6061729326245949,SETTLED,7,3,v110_rank20,1-4-6,1,700,1950,1950
202608280508,1逃げ,0.724863060754408,UNSETTLED,,,,6-1-3,,,,35160
202608280509,1逃げ,0.7235644883985237,SETTLED,7,3,v110_rank20,1-4-2,1,700,1080,1080
202608280510,1逃げ,0.675166036465174,SETTLED,7,8,v110_rank20,1-3-5,0,700,0,1320
202608280511,1逃げ,0.6919008045536771,SETTLED,7,15,v110_rank20,1-2-6,0,700,0,2910
202608280512,1逃げ,0.7242643303667605,SETTLED,7,1,v110_rank20,1-2-6,1,700,2140,2140
202608280701,1逃げ,0.6608861582885108,UNSETTLED,,,,3-4-5,,,,32750
202608280702,1逃げ,0.505826438194848,UNSETTLED,,,,5-1-2,,,,2270
202608280703,5頭,0.3183725194364262,NO_SOURCE,,,,,,,,
202608280704,3まくり,0.25627414814788113,UNSETTLED,,,,1-6-3,,,,2900
202608280705,1逃げ,0.46146668726177736,SETTLED,7,15,v110_rank20,1-5-2,0,700,0,10840
202608280706,1逃げ,0.5790974289327333,SETTLED,7,2,v110_rank20,1-6-2,1,700,810,810
202608280707,1逃げ,0.6016820349161073,UNSETTLED,,,,4-1-5,,,,14030
202608280708,1逃げ,0.7373357584970968,SETTLED,7,1,v110_rank20,1-4-5,1,700,560,560
202608280709,1逃げ,0.6892403830206454,SETTLED,7,2,v110_rank20,1-2-4,1,700,530,530
202608280710,1逃げ,0.6641489231613878,SETTLED,7,7,v110_rank20,1-3-5,1,700,1630,1630
202608280711,1逃げ,0.7650376729564605,SETTLED,7,10,v110_rank20,1-2-4,0,700,0,1380
202608280712,1逃げ,0.6527261211191784,SETTLED,7,2,v110_rank20,1-4-5,1,700,1060,1060
202608280901,1逃げ,0.8732042728954678,SETTLED,7,5,v110_rank20,1-5-2,1,700,1450,1450
202608280903,5頭,0.2142650544258272,UNSETTLED,,,,3-5-6,,,,3510
202608280904,1逃げ,0.4538474240479537,SETTLED,7,2,v110_rank20,1-2-5,1,700,2220,2220
202608280905,1逃げ,0.4638146936981978,UNSETTLED,,,,2-4-6,,,,35980
202608280906,4カド,0.23133547278680008,NO_SOURCE,,,,,,,,
202608280907,4カド,0.2997375221594031,NO_SOURCE,,,,,,,,
202608280908,3まくり差し,0.3535209035187165,NO_SOURCE,,,,,,,,
202608280909,1逃げ,0.8011909084842523,SETTLED,7,8,v110_rank20,1-3-2,0,700,0,1120
202608280911,1逃げ,0.7461773691378653,UNSETTLED,,,,5-2-1,,,,3740
