gate,threshold,n,floor,base_R,base_roi_pct,added_R,added_roi_pct,added_profit_yen,R,roi_pct,profit_yen,head_rate_pct,hit_rate_pct,min_added_month_R,min_added_month_roi_pct,min_combined_month_roi_pct
MIN_RATIO,1.4,3,6.5,10,288.47,0,,0.0,10,288.47,188470.0,60.0,30.0,0,,0.0
MIN_RATIO,1.4,3,7.0,10,288.47,0,,0.0,10,288.47,188470.0,60.0,30.0,0,,0.0
MIN_RATIO,1.4,4,4.5,10,288.47,0,,0.0,10,288.47,188470.0,60.0,30.0,0,,0.0
MIN_RATIO,1.4,4,5.0,10,288.47,0,,0.0,10,288.47,188470.0,60.0,30.0,0,,0.0
MIN_RATIO,1.4,4,5.5,10,288.47,0,,0.0,10,288.47,188470.0,60.0,30.0,0,,0.0
MIN_RATIO,1.4,4,6.0,10,288.47,0,,0.0,10,288.47,188470.0,60.0,30.0,0,,0.0
MIN_RATIO,1.4,4,6.5,10,288.47,0,,0.0,10,288.47,188470.0,60.0,30.0,0,,0.0
MIN_RATIO,1.4,4,7.0,10,288.47,0,,0.0,10,288.47,188470.0,60.0,30.0,0,,0.0
MIN_RATIO,1.4,5,4.5,10,288.47,0,,0.0,10,288.47,188470.0,60.0,30.0,0,,0.0
MIN_RATIO,1.4,5,5.0,10,288.47,0,,0.0,10,288.47,188470.0,60.0,30.0,0,,0.0
MIN_RATIO,1.4,5,5.5,10,288.47,0,,0.0,10,288.47,188470.0,60.0,30.0,0,,0.0
MIN_RATIO,1.4,5,6.0,10,288.47,0,,0.0,10,288.47,188470.0,60.0,30.0,0,,0.0
MIN_RATIO,1.4,5,6.5,10,288.47,0,,0.0,10,288.47,188470.0,60.0,30.0,0,,0.0
MIN_RATIO,1.4,5,7.0,10,288.47,0,,0.0,10,288.47,188470.0,60.0,30.0,0,,0.0
MIN_RATIO,1.4,6,4.5,10,288.47,0,,0.0,10,288.47,188470.0,60.0,30.0,0,,0.0
MIN_RATIO,1.4,6,5.0,10,288.47,0,,0.0,10,288.47,188470.0,60.0,30.0,0,,0.0
MIN_RATIO,1.4,6,5.5,10,288.47,0,,0.0,10,288.47,188470.0,60.0,30.0,0,,0.0
MIN_RATIO,1.4,6,6.0,10,288.47,0,,0.0,10,288.47,188470.0,60.0,30.0,0,,0.0
MIN_RATIO,1.4,6,6.5,10,288.47,0,,0.0,10,288.47,188470.0,60.0,30.0,0,,0.0
MIN_RATIO,1.4,6,7.0,10,288.47,0,,0.0,10,288.47,188470.0,60.0,30.0,0,,0.0
MIN_RATIO,1.4,8,4.5,10,288.47,0,,0.0,10,288.47,188470.0,60.0,30.0,0,,0.0
