date,race_code,venue,race,day_cat,model,target_boat,score,rank,target_name,target_grade,motor2,motor_history,prior_expo,prior_display,prior_straight,prior_turn,stretch_score,turn_score,foot_type,winner,second,kimarite,head_hit,involved_hit
2026-09-02,202609021803,18,03R,3日目以降,4カド,4,64.83,B,稗田 聖也,A1,35.6,0.55,0.899,0.8,0.899,0.9,0.87,0.9,バランス,1,2,逃げ,0,0
2026-09-02,202609021803,18,03R,3日目以降,4→5展開,5,71.29,A,柘植 政浩,A2,37.7,0.56,0.501,0.4,0.501,0.5,0.47,0.5,バランス,1,2,逃げ,0,0
2026-09-02,202609021810,18,10R,3日目以降,3攻め,3,60.93,B,稗田 聖也,A1,35.6,0.55,0.899,0.8,0.899,0.9,0.87,0.9,バランス,3,5,差し,0,1
2026-09-02,202609022102,21,02R,3日目以降,4カド,4,60.79,B,井内 将太郎,A1,39.5,0.541,0.542,0.4,0.8,0.5,0.628,0.515,バランス,1,4,逃げ,0,1
2026-09-02,202609022102,21,02R,3日目以降,4→5展開,5,61.06,B,佐藤 旭,B1,29.4,0.442,0.772,0.6,0.6,0.8,0.634,0.79,出足・回り足寄り,1,4,逃げ,0,0
2026-09-02,202609022104,21,04R,3日目以降,4→5展開,5,66.11,B,長畑 友輔,B1,33.9,0.602,0.514,1.0,0.6,0.5,0.703,0.505,伸び寄り,1,4,逃げ,0,0
2026-09-02,202609022105,21,05R,3日目以降,4カド,4,61.43,B,一宮 稔弘,B2,28.0,0.428,0.944,0.6,0.6,1.0,0.669,0.98,出足・回り足寄り,1,5,逃げ,0,0
2026-09-02,202609022105,21,05R,3日目以降,4→5展開,5,68.68,B,村田 浩司,B1,42.8,0.582,0.712,1.0,0.8,0.7,0.842,0.704,バランス,1,5,逃げ,0,1
2026-09-02,202609022207,22,07R,初日,4カド,4,68.6,B,北山 康介,A2,26.8,0.523,0.5,0.5,0.5,0.5,0.5,0.5,バランス,1,4,逃げ,0,1
2026-09-02,202609022207,22,07R,初日,4→5展開,5,62.72,B,有山 望,B1,41.0,0.461,0.5,0.5,0.5,0.5,0.5,0.5,バランス,1,4,逃げ,0,0
2026-09-02,202609022210,22,10R,初日,4→5展開,5,60.79,B,松本 一毅,B1,36.5,0.538,0.5,0.5,0.5,0.5,0.5,0.5,バランス,1,2,逃げ,0,0
2026-09-02,202609022403,24,03R,2日目,3攻め,3,60.71,B,荒木 颯斗,A2,24.5,0.409,0.143,1.0,0.4,0.1,0.529,0.115,伸び寄り,1,3,逃げ,0,1
2026-09-02,202609022412,24,12R,2日目,4→5展開,5,61.0,B,青木 蓮,A2,18.6,0.22,0.484,1.0,1.0,0.4,0.897,0.43,伸び寄り,1,2,逃げ,0,0
