rule,head_q,guard_q,conf_cut,R,heads,head_rate,hit5,trifecta5_rate,months,worst_head_month,worst_tri5_month,min_month_R,head_wilson_lo,head_wilson_hi,tri5_wilson_lo,tri5_wilson_hi
HGB_q0.985_AND_LR_q0.900,0.985,0.9,0.6,70,65,0.9285714285714286,40,0.5714285714285714,5,0.8333333333333334,0.3,6,0.8434458778290468,0.969105782962153,0.45477836559850204,0.6806469112000313
HGB_q0.985_AND_LR_q0.900,0.985,0.9,0.65,34,30,0.8823529411764706,15,0.4411764705882353,5,0.7272727272727273,0.25,4,0.7337915722962817,0.9532855333511766,0.2888348224624216,0.6054610074379694
HGB_q0.985_AND_LR_q0.900,0.985,0.9,0.7,13,11,0.8461538461538461,5,0.38461538461538464,5,0.6666666666666666,0.0,1,0.5776536898051745,0.9567418216419186,0.17709707797762575,0.6447710848733431
HGB_q0.985_AND_LR_q0.900,0.985,0.9,0.75,1,0,0.0,0,0.0,1,0.0,0.0,1,0.0,0.7934506856227626,0.0,0.7934506856227626
HGB_q0.985_AND_LR_q0.950,0.985,0.95,0.0,128,113,0.8828125,58,0.453125,5,0.813953488372093,0.2727272727272727,6,0.8156338413466524,0.9276831765064426,0.36950795637281275,0.5394736332778287
HGB_q0.985_AND_LR_q0.950,0.985,0.95,0.45,128,113,0.8828125,58,0.453125,5,0.813953488372093,0.2727272727272727,6,0.8156338413466524,0.9276831765064426,0.36950795637281275,0.5394736332778287
HGB_q0.985_AND_LR_q0.950,0.985,0.95,0.5,119,105,0.8823529411764706,55,0.46218487394957986,5,0.8095238095238095,0.2727272727272727,6,0.8121796237448505,0.9286126207760194,0.3751937215788054,0.5515411113806692
HGB_q0.985_AND_LR_q0.950,0.985,0.95,0.55,102,92,0.9019607843137255,50,0.49019607843137253,5,0.8333333333333334,0.2,6,0.8288716882111405,0.945871979475036,0.3953140272637241,0.5857897857195398
HGB_q0.985_AND_LR_q0.950,0.985,0.95,0.6,65,60,0.9230769230769231,38,0.5846153846153846,5,0.8333333333333334,0.2222222222222222,6,0.8322406672989,0.9666964985048365,0.46338984873497363,0.6963975844257738
HGB_q0.985_AND_LR_q0.950,0.985,0.95,0.65,31,27,0.8709677419354839,14,0.45161290322580644,5,0.6666666666666666,0.25,4,0.7114759374369357,0.9486571562537085,0.2916173598052001,0.6222783236264549
HGB_q0.985_AND_LR_q0.950,0.985,0.95,0.7,13,11,0.8461538461538461,5,0.38461538461538464,5,0.6666666666666666,0.0,1,0.5776536898051745,0.9567418216419186,0.17709707797762575,0.6447710848733431
HGB_q0.985_AND_LR_q0.950,0.985,0.95,0.75,1,0,0.0,0,0.0,1,0.0,0.0,1,0.0,0.7934506856227626,0.0,0.7934506856227626
HGB_q0.985_AND_LR_q0.975,0.985,0.975,0.0,110,97,0.8818181818181818,49,0.44545454545454544,5,0.8,0.2727272727272727,5,0.8082495498597607,0.9296187177307321,0.3559771278523677,0.5386131196347046
HGB_q0.985_AND_LR_q0.975,0.985,0.975,0.45,110,97,0.8818181818181818,49,0.44545454545454544,5,0.8,0.2727272727272727,5,0.8082495498597607,0.9296187177307321,0.3559771278523677,0.5386131196347046
HGB_q0.985_AND_LR_q0.975,0.985,0.975,0.5,102,90,0.8823529411764706,47,0.46078431372549017,5,0.8,0.2727272727272727,5,0.8055457610425986,0.931405532610106,0.3672348657242559,0.5571803862087998
HGB_q0.985_AND_LR_q0.975,0.985,0.975,0.55,91,81,0.8901098901098901,44,0.4835164835164835,5,0.8,0.2,5,0.8094124853890531,0.9392052697873151,0.3836085805153106,0.5847596833504768
HGB_q0.985_AND_LR_q0.975,0.985,0.975,0.6,56,51,0.9107142857142857,32,0.5714285714285714,5,0.8,0.2222222222222222,5,0.8074399861448884,0.9612578515504131,0.4413762073081303,0.6923103731606176
HGB_q0.985_AND_LR_q0.975,0.985,0.975,0.65,27,23,0.8518518518518519,12,0.4444444444444444,5,0.625,0.25,2,0.6752131457218702,0.9408407222375568,0.27585858177023004,0.6268697548677552
HGB_q0.985_AND_LR_q0.975,0.985,0.975,0.7,13,11,0.8461538461538461,5,0.38461538461538464,5,0.6666666666666666,0.0,1,0.5776536898051745,0.9567418216419186,0.17709707797762575,0.6447710848733431
HGB_q0.985_AND_LR_q0.975,0.985,0.975,0.75,1,0,0.0,0,0.0,1,0.0,0.0,1,0.0,0.7934506856227626,0.0,0.7934506856227626
HGB_q0.990_AND_LR_q0.900,0.99,0.9,0.0,75,69,0.92,34,0.4533333333333333,5,0.8181818181818182,0.0,1,0.8362520966647771,0.9628198756496662,0.3456979638413221,0.5655162614570731
HGB_q0.990_AND_LR_q0.900,0.99,0.9,0.45,75,69,0.92,34,0.4533333333333333,5,0.8181818181818182,0.0,1,0.8362520966647771,0.9628198756496662,0.3456979638413221,0.5655162614570731
HGB_q0.990_AND_LR_q0.900,0.99,0.9,0.5,66,61,0.9242424242424242,31,0.4696969696969697,5,0.8095238095238095,0.0,1,0.8346080497938948,0.9672079624370398,0.35430428496377675,0.5884231427340136
HGB_q0.990_AND_LR_q0.900,0.99,0.9,0.55,59,55,0.9322033898305084,30,0.5084745762711864,5,0.8235294117647058,0.0,1,0.838244756312555,0.9733213810286956,0.3843514305938966,0.6315616309225984
HGB_q0.990_AND_LR_q0.900,0.99,0.9,0.6,38,37,0.9736842105263158,23,0.6052631578947368,5,0.9,0.0,1,0.8650512388404787,0.9953394123142312,0.4471786799604255,0.744019242518399
HGB_q0.990_AND_LR_q0.900,0.99,0.9,0.65,15,14,0.9333333333333333,7,0.4666666666666667,5,0.75,0.0,1,0.7018347012621998,0.9881331045067315,0.24809535365737387,0.698830199745016
HGB_q0.990_AND_LR_q0.900,0.99,0.9,0.7,4,4,1.0,1,0.25,4,1.0,0.0,1,0.5101091635454027,1.0,0.04558726080970055,0.6993581574175981
HGB_q0.990_AND_LR_q0.900,0.99,0.9,0.75,0,0,,0,,0,,,0,,,,
HGB_q0.990_AND_LR_q0.950,0.99,0.95,0.0,69,63,0.9130434782608695,31,0.4492753623188406,5,0.8095238095238095,0.0,1,0.8229850166105782,0.959536378798466,0.33768855629243716,0.5662123249731188
HGB_q0.990_AND_LR_q0.950,0.99,0.95,0.45,69,63,0.9130434782608695,31,0.4492753623188406,5,0.8095238095238095,0.0,1,0.8229850166105782,0.959536378798466,0.33768855629243716,0.5662123249731188
HGB_q0.990_AND_LR_q0.950,0.99,0.95,0.5,60,55,0.9166666666666666,28,0.4666666666666667,5,0.8,0.0,1,0.8193105798166558,0.9638795433982692,0.34627906041438494,0.5910657297284211
HGB_q0.990_AND_LR_q0.950,0.99,0.95,0.55,54,50,0.9259259259259259,27,0.5,5,0.8125,0.0,1,0.8244588416140005,0.9708184722344951,0.3711458304022563,0.6288541695977437
HGB_q0.990_AND_LR_q0.950,0.99,0.95,0.6,36,35,0.9722222222222222,22,0.6111111111111112,5,0.8888888888888888,0.0,1,0.8583028134672614,0.9950795928601897,0.44864459096605147,0.75215126934629
HGB_q0.990_AND_LR_q0.950,0.99,0.95,0.65,15,14,0.9333333333333333,7,0.4666666666666667,5,0.75,0.0,1,0.7018347012621998,0.9881331045067315,0.24809535365737387,0.698830199745016
HGB_q0.990_AND_LR_q0.950,0.99,0.95,0.7,4,4,1.0,1,0.25,4,1.0,0.0,1,0.5101091635454027,1.0,0.04558726080970055,0.6993581574175981
HGB_q0.990_AND_LR_q0.950,0.99,0.95,0.75,0,0,,0,,0,,,0,,,,
HGB_q0.990_AND_LR_q0.975,0.99,0.975,0.0,64,58,0.90625,28,0.4375,5,0.7894736842105263,0.0,1,0.810171204003544,0.9563217474148016,0.3229400970440308,0.5591379104300699
HGB_q0.990_AND_LR_q0.975,0.99,0.975,0.45,64,58,0.90625,28,0.4375,5,0.7894736842105263,0.0,1,0.810171204003544,0.9563217474148016,0.3229400970440308,0.5591379104300699
HGB_q0.990_AND_LR_q0.975,0.99,0.975,0.5,56,51,0.9107142857142857,26,0.4642857142857143,5,0.7777777777777778,0.0,1,0.8074399861448884,0.9612578515504131,0.3401985291222377,0.5929581806433883
HGB_q0.990_AND_LR_q0.975,0.99,0.975,0.55,51,47,0.9215686274509803,25,0.49019607843137253,5,0.8,0.0,1,0.8150005368740411,0.9690778032115107,0.35857485894370744,0.623190761054303
HGB_q0.990_AND_LR_q0.975,0.99,0.975,0.6,33,32,0.9696969696969697,20,0.6060606060606061,5,0.875,0.0,1,0.846812746178811,0.9946305894631283,0.43683440819940234,0.7531689256552291
HGB_q0.990_AND_LR_q0.975,0.99,0.975,0.65,13,12,0.9230769230769231,6,0.46153846153846156,5,0.6666666666666666,0.0,1,0.6668604907890041,0.9862895787574435,0.23206067809538303,0.7085620428549398
HGB_q0.990_AND_LR_q0.975,0.99,0.975,0.7,4,4,1.0,1,0.25,4,1.0,0.0,1,0.5101091635454027,1.0,0.04558726080970055,0.6993581574175981
HGB_q0.990_AND_LR_q0.975,0.99,0.975,0.75,0,0,,0,,0,,,0,,,,
HGB_q0.995_AND_LR_q0.900,0.995,0.9,0.0,21,20,0.9523809523809523,10,0.47619047619047616,4,0.8333333333333334,0.0,2,0.7733063992587743,0.9915440121901737,0.2834400610153417,0.6763046541715557
HGB_q0.995_AND_LR_q0.900,0.995,0.9,0.45,21,20,0.9523809523809523,10,0.47619047619047616,4,0.8333333333333334,0.0,2,0.7733063992587743,0.9915440121901737,0.2834400610153417,0.6763046541715557
HGB_q0.995_AND_LR_q0.900,0.995,0.9,0.5,17,17,1.0,9,0.5294117647058824,4,1.0,0.0,2,0.8156818649911483,1.0,0.30963235060004424,0.7383489355759056
HGB_q0.995_AND_LR_q0.900,0.995,0.9,0.55,13,13,1.0,8,0.6153846153846154,4,1.0,0.0,2,0.7719046276458016,0.9999999999999999,0.35522891512665694,0.8229029220223743
HGB_q0.995_AND_LR_q0.900,0.995,0.9,0.6,9,9,1.0,6,0.6666666666666666,4,1.0,0.0,2,0.7008549515804559,1.0,0.3542021355803963,0.879416181613089
HGB_q0.995_AND_LR_q0.900,0.995,0.9,0.65,6,6,1.0,3,0.5,3,1.0,0.0,2,0.6096657120978346,1.0,0.18761630648265054,0.8123836935173494
HGB_q0.995_AND_LR_q0.900,0.995,0.9,0.7,0,0,,0,,0,,,0,,,,
HGB_q0.995_AND_LR_q0.900,0.995,0.9,0.75,0,0,,0,,0,,,0,,,,
HGB_q0.995_AND_LR_q0.950,0.995,0.95,0.0,21,20,0.9523809523809523,10,0.47619047619047616,4,0.8333333333333334,0.0,2,0.7733063992587743,0.9915440121901737,0.2834400610153417,0.6763046541715557
HGB_q0.995_AND_LR_q0.950,0.995,0.95,0.45,21,20,0.9523809523809523,10,0.47619047619047616,4,0.8333333333333334,0.0,2,0.7733063992587743,0.9915440121901737,0.2834400610153417,0.6763046541715557
HGB_q0.995_AND_LR_q0.950,0.995,0.95,0.5,17,17,1.0,9,0.5294117647058824,4,1.0,0.0,2,0.8156818649911483,1.0,0.30963235060004424,0.7383489355759056
HGB_q0.995_AND_LR_q0.950,0.995,0.95,0.55,13,13,1.0,8,0.6153846153846154,4,1.0,0.0,2,0.7719046276458016,0.9999999999999999,0.35522891512665694,0.8229029220223743
HGB_q0.995_AND_LR_q0.950,0.995,0.95,0.6,9,9,1.0,6,0.6666666666666666,4,1.0,0.0,2,0.7008549515804559,1.0,0.3542021355803963,0.879416181613089
HGB_q0.995_AND_LR_q0.950,0.995,0.95,0.65,6,6,1.0,3,0.5,3,1.0,0.0,2,0.6096657120978346,1.0,0.18761630648265054,0.8123836935173494
HGB_q0.995_AND_LR_q0.950,0.995,0.95,0.7,0,0,,0,,0,,,0,,,,
HGB_q0.995_AND_LR_q0.950,0.995,0.95,0.75,0,0,,0,,0,,,0,,,,
HGB_q0.995_AND_LR_q0.975,0.995,0.975,0.0,19,18,0.9473684210526315,9,0.47368421052631576,4,0.8333333333333334,0.0,2,0.753612688331012,0.9906480059376995,0.2732980516117956,0.6829219075488682
HGB_q0.995_AND_LR_q0.975,0.995,0.975,0.45,19,18,0.9473684210526315,9,0.47368421052631576,4,0.8333333333333334,0.0,2,0.753612688331012,0.9906480059376995,0.2732980516117956,0.6829219075488682
HGB_q0.995_AND_LR_q0.975,0.995,0.975,0.5,15,15,1.0,8,0.5333333333333333,4,1.0,0.0,2,0.7961166989641515,1.0,0.30116980025498397,0.7519046463426261
HGB_q0.995_AND_LR_q0.975,0.995,0.975,0.55,12,12,1.0,7,0.5833333333333334,4,1.0,0.0,2,0.7575059933447592,1.0,0.31951131254954973,0.8067396863412435
HGB_q0.995_AND_LR_q0.975,0.995,0.975,0.6,8,8,1.0,5,0.625,4,1.0,0.0,2,0.6755924351161198,1.0,0.30574239460262737,0.8631557141764026
HGB_q0.995_AND_LR_q0.975,0.995,0.975,0.65,5,5,1.0,2,0.4,3,1.0,0.0,1,0.5655175352168251,1.0,0.11762077423264783,0.769275718723987
HGB_q0.995_AND_LR_q0.975,0.995,0.975,0.7,0,0,,0,,0,,,0,,,,
HGB_q0.995_AND_LR_q0.975,0.995,0.975,0.75,0,0,,0,,0,,,0,,,,
