combo,odds,pair_prob,combo_prob,market_share,train_pair_count,ev,stake,date,race_code,venue,race,score3,tickets,composite_odds,actual_combo,hit,payout100,return
3-4-1,65.8,0.05687151998849501,0.007680254432725153,0.03135569905802907,37,0.505360741673315,400,2026-08-26,202608261102,11,02R,60.12,10,5.13,5-4-3,0,0,0
3-2-4,69.9,0.05684905677651053,0.0076772208724571675,0.02951652357679989,37,0.5366377389847561,400,2026-08-26,202608261102,11,02R,60.12,10,5.13,5-4-3,0,0,0
3-4-2,97.6,0.05522002315079693,0.007457226880253754,0.021139395471499105,36,0.7278253435127664,400,2026-08-26,202608261102,11,02R,60.12,10,5.13,5-4-3,0,0,0
3-2-1,91.3,0.0491309689553631,0.006634926272057509,0.022598083220353917,32,0.6057687686388505,400,2026-08-26,202608261102,11,02R,60.12,10,5.13,5-4-3,0,0,0
3-4-6,63.6,0.04467102693322163,0.006032630263577718,0.03244033015752064,29,0.38367528476354285,300,2026-08-26,202608261102,11,02R,60.12,10,5.13,5-4-3,0,0,0
3-4-5,65.0,0.035502187668447364,0.004794417913697275,0.03174161535412789,23,0.3116371643903229,300,2026-08-26,202608261102,11,02R,60.12,10,5.13,5-4-3,0,0,0
3-1-5,34.0,0.1341412481220947,0.015488421371237782,0.10781468999650279,87,0.5266063266220846,700,2026-08-26,202608261106,11,06R,54.84,12,5.03,4-5-3,0,0,0
3-1-4,32.8,0.10823522601373342,0.012497220736950471,0.11175912987442364,70,0.40990884017197543,600,2026-08-26,202608261106,11,06R,54.84,12,5.03,4-5-3,0,0,0
3-1-2,69.7,0.10293242786816015,0.011884940970099778,0.052592531705611116,67,0.8283803856159546,600,2026-08-26,202608261106,11,06R,54.84,12,5.03,4-5-3,0,0,0
3-1-6,88.8,0.06767976060241813,0.007814543737960717,0.04128039932298531,44,0.6939314839309116,400,2026-08-26,202608261106,11,06R,54.84,12,5.03,4-5-3,0,0,0
3-4-1,40.8,0.05758590015263616,0.0066490710284299636,0.08984557499708568,37,0.2712820979599425,400,2026-08-26,202608261106,11,06R,54.84,12,5.03,4-5-3,0,0,0
3-2-4,75.5,0.0570815549401759,0.0065908375523254245,0.04855231072690192,37,0.49760823520056957,400,2026-08-26,202608261106,11,06R,54.84,12,5.03,4-5-3,0,0,0
3-4-2,98.4,0.055416831063101975,0.0063986226651386495,0.03725304329147454,36,0.6296244702496432,400,2026-08-26,202608261106,11,06R,54.84,12,5.03,4-5-3,0,0,0
3-2-1,196.9,0.049082345792447434,0.005667220666012353,0.01861706175663329,32,1.1158757491378322,300,2026-08-26,202608261106,11,06R,54.84,12,5.03,4-5-3,0,0,0
3-4-6,50.3,0.04516490661159907,0.005214899328775726,0.07287672882467386,29,0.262309436237419,300,2026-08-26,202608261106,11,06R,54.84,12,5.03,4-5-3,0,0,0
3-5-2,146.1,0.04152782101226336,0.0047949486043386115,0.025090345379062937,27,0.7005419910938712,300,2026-08-26,202608261106,11,06R,54.84,12,5.03,4-5-3,0,0,0
3-5-1,80.9,0.040248079254928786,0.004647185109802426,0.045311488997294126,26,0.37595727538301627,300,2026-08-26,202608261106,11,06R,54.84,12,5.03,4-5-3,0,0,0
3-4-5,47.1,0.03606507498027743,0.0041642006906883345,0.07782801401021433,23,0.19613385253142057,300,2026-08-26,202608261106,11,06R,54.84,12,5.03,4-5-3,0,0,0
3-1-5,9.7,0.13450767505054032,0.021740701013001292,0.13781589476298875,87,0.21088479982611252,2800,2026-08-26,202608261301,13,01R,70.08,2,5.02,2-1-3,0,0,0
3-1-4,10.4,0.10844018106776393,0.017527368259871712,0.12853982492317217,70,0.1822846299026658,2200,2026-08-26,202608261301,13,01R,70.08,2,5.02,2-1-3,0,0,0
3-1-5,57.1,0.13383872868713714,0.01126091328109422,0.0830459112593525,87,0.64299814835048,600,2026-08-26,202608261806,18,06R,47.96,17,5.07,3-2-4,0,0,0
3-1-4,34.0,0.10857365838631668,0.009135162622154858,0.1394682803796773,70,0.31059552915326516,500,2026-08-26,202608261806,18,06R,47.96,17,5.07,3-2-4,0,0,0
3-1-2,51.8,0.10340815739524513,0.008700548073104278,0.09154288673569551,67,0.4506883901868016,500,2026-08-26,202608261806,18,06R,47.96,17,5.07,3-2-4,0,0,0
3-1-6,44.0,0.06849185885715726,0.005762763070279512,0.10777094392975063,44,0.25356157509229854,300,2026-08-26,202608261806,18,06R,47.96,17,5.07,3-2-4,0,0,0
3-4-1,64.4,0.05738787568781168,0.004828496936916668,0.07363232193958116,37,0.31095520273743343,300,2026-08-26,202608261806,18,06R,47.96,17,5.07,3-2-4,0,0,0
3-2-4,90.8,0.05712639762355437,0.004806496714444494,0.05222380542851352,37,0.4364299016715601,300,2026-08-26,202608261806,18,06R,47.96,17,5.07,3-2-4,1,10940,32820
3-4-2,135.3,0.05538989265881611,0.004660390785227113,0.035047461440569305,36,0.6305508732412284,300,2026-08-26,202608261806,18,06R,47.96,17,5.07,3-2-4,0,0,0
3-2-1,106.1,0.049400829870470356,0.004156483453200344,0.044692945644759924,32,0.44100289438455653,300,2026-08-26,202608261806,18,06R,47.96,17,5.07,3-2-4,0,0,0
3-4-6,99.7,0.04485571787520228,0.0037740671486401088,0.04756190103218683,29,0.3762744947194189,300,2026-08-26,202608261806,18,06R,47.96,17,5.07,3-2-4,0,0,0
3-5-2,402.0,0.04136544518728219,0.003480402837483086,0.011795824708728924,27,1.3991219406682005,200,2026-08-26,202608261806,18,06R,47.96,17,5.07,3-2-4,0,0,0
3-5-1,99.0,0.040279672638804415,0.003389048185273393,0.047898197302111395,26,0.3355157703420659,200,2026-08-26,202608261806,18,06R,47.96,17,5.07,3-2-4,0,0,0
3-4-5,288.4,0.03531532420124336,0.0029713581952317933,0.01644216897679968,23,0.8569397035048492,200,2026-08-26,202608261806,18,06R,47.96,17,5.07,3-2-4,0,0,0
3-2-6,107.8,0.034125045989367817,0.002871210653068278,0.04398814037949005,22,0.3095165084007604,200,2026-08-26,202608261806,18,06R,47.96,17,5.07,3-2-4,0,0,0
3-5-4,145.7,0.03398529208572747,0.0028594520492244892,0.03254578951893636,22,0.41662216357200804,200,2026-08-26,202608261806,18,06R,47.96,17,5.07,3-2-4,0,0,0
3-2-5,232.7,0.03383667581207841,0.002846947783933435,0.020377832113919327,22,0.6624847493213103,200,2026-08-26,202608261806,18,06R,47.96,17,5.07,3-2-4,0,0,0
3-6-1,92.7,0.031159125674436492,0.0026216642639722556,0.051153414594487884,20,0.2430282772702281,200,2026-08-26,202608261806,18,06R,47.96,17,5.07,3-2-4,0,0,0
3-6-4,128.8,0.02182370883627225,0.0018362016367593477,0.03681616096979058,14,0.236502770814604,200,2026-08-26,202608261806,18,06R,47.96,17,5.07,3-2-4,0,0,0
3-1-5,32.7,0.1342523751224715,0.010373484967020237,0.11691321315235409,87,0.3392129584215618,800,2026-08-27,202608270809,08,09R,45.72,11,5.02,1-2-5,0,0,0
3-1-4,23.4,0.10886569430160213,0.008411893214043127,0.16337872094367434,70,0.19683830120860915,700,2026-08-27,202608270809,08,09R,45.72,11,5.02,1-2-5,0,0,0
3-1-2,32.4,0.10373124571485515,0.008015161869960985,0.1179957429037648,67,0.2596912445867359,600,2026-08-27,202608270809,08,09R,45.72,11,5.02,1-2-5,0,0,0
3-1-6,26.8,0.0689178817682953,0.005325184078345773,0.1426515697791783,44,0.14271493329966672,500,2026-08-27,202608270809,08,09R,45.72,11,5.02,1-2-5,0,0,0
3-4-1,49.5,0.05743186048456029,0.004437675987639704,0.07723357717337333,37,0.21966496138816535,400,2026-08-27,202608270809,08,09R,45.72,11,5.02,1-2-5,0,0,0
3-2-4,163.3,0.05677448891947716,0.004386881846814146,0.023411280282192158,37,0.7163778055847502,400,2026-08-27,202608270809,08,09R,45.72,11,5.02,1-2-5,0,0,0
3-4-2,202.5,0.055192419161705066,0.0042646376270448145,0.018879318864602368,36,0.8635891194765749,400,2026-08-27,202608270809,08,09R,45.72,11,5.02,1-2-5,0,0,0
3-2-1,85.6,0.04940045117644032,0.003817100719263512,0.04466194007105117,32,0.3267438215689566,400,2026-08-27,202608270809,08,09R,45.72,11,5.02,1-2-5,0,0,0
3-4-6,122.2,0.044656919535746124,0.0034505749567178804,0.031285286989214234,29,0.42166025971092497,300,2026-08-27,202608270809,08,09R,45.72,11,5.02,1-2-5,0,0,0
3-5-2,259.2,0.041401520218173685,0.0031990350055499466,0.0147494678629706,27,0.8291898734385461,300,2026-08-27,202608270809,08,09R,45.72,11,5.02,1-2-5,0,0,0
3-5-6,347.1,0.019981853994429994,0.0015439686771673176,0.011014295793955572,13,0.535911527844776,200,2026-08-27,202608270809,08,09R,45.72,11,5.02,1-2-5,0,0,0
3-1-5,28.9,0.13397765785856777,0.022695003180200145,0.09442073717023622,87,0.6558855919077842,900,2026-08-27,202608270909,09,09R,72.29,9,5.07,1-3-6,0,0,0
3-1-4,66.6,0.10737065480214011,0.018187938131946614,0.04097236192522262,70,1.2113166795876444,800,2026-08-27,202608270909,09,09R,72.29,9,5.07,1-3-6,0,0,0
3-1-2,27.8,0.10348893813135035,0.017530398855650213,0.0981568095043103,67,0.48734508818707595,700,2026-08-27,202608270909,09,09R,72.29,9,5.07,1-3-6,0,0,0
3-1-6,16.1,0.06924565686157684,0.011729794562818117,0.1694881555416041,44,0.1888496924613717,500,2026-08-27,202608270909,09,09R,72.29,9,5.07,1-3-6,0,0,0
3-4-1,125.5,0.05675411422321412,0.0096138029532132,0.021743102025655988,37,1.2065322706282566,500,2026-08-27,202608270909,09,09R,72.29,9,5.07,1-3-6,0,0,0
3-2-4,190.9,0.05666313504479592,0.009598391631829208,0.014294181792665409,37,1.832332962516196,400,2026-08-27,202608270909,09,09R,72.29,9,5.07,1-3-6,0,0,0
3-4-2,290.9,0.05507640187170513,0.009329608649763354,0.009380403245857087,36,2.7139831562161594,400,2026-08-27,202608270909,09,09R,72.29,9,5.07,1-3-6,0,0,0
3-2-1,41.2,0.04966390255813232,0.008412764072109688,0.06623202194708316,32,0.34660587977091917,400,2026-08-27,202608270909,09,09R,72.29,9,5.07,1-3-6,0,0,0
3-4-6,115.9,0.04456237048829616,0.007548595460720421,0.023544083729247857,29,0.8748822138974969,400,2026-08-27,202608270909,09,09R,72.29,9,5.07,1-3-6,0,0,0
3-1-5,12.2,0.1345301711220848,0.018372085012509736,0.1396577606206919,87,0.22413943715261878,1200,2026-08-27,202608270910,09,10R,62.08,7,5.02,3-1-6,0,0,0
3-1-4,17.4,0.10806621018132662,0.014758039656616102,0.09792095859611732,70,0.25678989002512015,1000,2026-08-27,202608270910,09,10R,62.08,7,5.02,3-1-6,0,0,0
3-1-2,29.4,0.1029979019284717,0.01406588718766136,0.057953220393620455,67,0.4135370833172439,900,2026-08-27,202608270910,09,10R,62.08,7,5.02,3-1-6,0,0,0
3-4-1,65.5,0.056806260647668076,0.007757735243751699,0.02601259052782353,37,0.5081316584657363,500,2026-08-27,202608270910,09,10R,62.08,7,5.02,3-1-6,0,0,0
3-2-4,250.7,0.0565715574859802,0.007725683054987876,0.006796269164628804,37,1.9368287418854604,500,2026-08-27,202608270910,09,10R,62.08,7,5.02,3-1-6,0,0,0
3-4-2,311.7,0.055028595206472165,0.007514968730210184,0.005466232529908377,36,2.3424157532065144,500,2026-08-27,202608270910,09,10R,62.08,7,5.02,3-1-6,0,0,0
3-2-5,298.0,0.0336576187173348,0.004596445743255301,0.0057175324817867156,22,1.3697408314900799,400,2026-08-27,202608270910,09,10R,62.08,7,5.02,3-1-6,0,0,0
3-1-5,17.9,0.13516988965410523,0.018356302587876377,0.19203471542986653,87,0.3285778163229871,700,2026-08-27,202608271412,14,12R,60.65,14,5.02,1-5-3,0,0,0
3-1-4,29.3,0.10830312228067408,0.01470774955045952,0.1173181367301915,70,0.430937061828464,600,2026-08-27,202608271412,14,12R,60.65,14,5.02,1-5-3,0,0,0
3-1-2,64.9,0.10293697576423051,0.013979017660252453,0.05296489069637304,67,0.9072382461503843,500,2026-08-27,202608271412,14,12R,60.65,14,5.02,1-5-3,0,0,0
3-1-6,51.4,0.06799237743931913,0.009233481340696912,0.06687590284425313,44,0.47460094091182126,400,2026-08-27,202608271412,14,12R,60.65,14,5.02,1-5-3,0,0,0
3-4-1,60.4,0.05718364519613662,0.007765636984569125,0.05691095043368562,37,0.46904447386797515,300,2026-08-27,202608271412,14,12R,60.65,14,5.02,1-5-3,0,0,0
3-2-4,255.2,0.05665306283501374,0.007693582990935747,0.013469519616750044,37,1.9634023792868025,300,2026-08-27,202608271412,14,12R,60.65,14,5.02,1-5-3,0,0,0
3-4-2,210.2,0.05516156456772944,0.007491034971005981,0.016353098982847813,36,1.5746155509054571,300,2026-08-27,202608271412,14,12R,60.65,14,5.02,1-5-3,0,0,0
3-2-1,164.2,0.04911064863413224,0.006669310220803528,0.020934356919577412,32,1.0951007382559392,300,2026-08-27,202608271412,14,12R,60.65,14,5.02,1-5-3,0,0,0
3-4-6,116.9,0.044633951785626874,0.006061367119306283,0.029404802448200262,29,0.7085738162469045,300,2026-08-27,202608271412,14,12R,60.65,14,5.02,1-5-3,0,0,0
3-5-2,115.9,0.04158361539955551,0.005647126212246146,0.029658510838607516,27,0.6545019279993283,300,2026-08-27,202608271412,14,12R,60.65,14,5.02,1-5-3,0,0,0
3-4-5,72.8,0.03569120399399289,0.0048469266485005056,0.04721732700816773,23,0.3528562600108368,300,2026-08-27,202608271412,14,12R,60.65,14,5.02,1-5-3,0,0,0
3-2-5,167.6,0.03383828609784799,0.004595297223787913,0.02050967426130436,22,0.7701718147068541,300,2026-08-27,202608271412,14,12R,60.65,14,5.02,1-5-3,0,0,0
3-2-6,317.0,0.03372022718351702,0.004579264620963415,0.010843600650456186,22,1.4516268848454026,200,2026-08-27,202608271412,14,12R,60.65,14,5.02,1-5-3,0,0,0
3-6-4,324.6,0.021503385828945346,0.002920196635138598,0.010589714744900218,14,0.9478958277659889,200,2026-08-27,202608271412,14,12R,60.65,14,5.02,1-5-3,0,0,0
3-1-5,33.7,0.13378700341903438,0.01178248970479799,0.07881090493343915,87,0.39706990305169226,1000,2026-08-28,202608280506,05,06R,49.17,8,5.01,1-4-3,0,0,0
3-1-4,21.5,0.10837901082691676,0.00954483280625341,0.12353151145380928,70,0.2052139053344483,900,2026-08-28,202608280506,05,06R,49.17,8,5.01,1-4-3,0,0,0
3-1-2,43.4,0.10303751433390985,0.009074412467740062,0.06119648608886866,67,0.3938295010999187,800,2026-08-28,202608280506,05,06R,49.17,8,5.01,1-4-3,0,0,0
3-1-6,58.6,0.06772913581455475,0.005964838325516446,0.045322994816670646,44,0.34953952587526377,600,2026-08-28,202608280506,05,06R,49.17,8,5.01,1-4-3,0,0,0
3-4-1,23.2,0.05788677414912182,0.005098031221461354,0.11447963345934913,37,0.1182743243379034,500,2026-08-28,202608280506,05,06R,49.17,8,5.01,1-4-3,0,0,0
3-2-4,79.3,0.05689761404599512,0.0050109168648075665,0.03349215001584993,37,0.39736570737924,500,2026-08-28,202608280506,05,06R,49.17,8,5.01,1-4-3,0,0,0
3-4-2,47.6,0.055643319647509626,0.004900452391732759,0.05579679613985083,36,0.23326153384647932,500,2026-08-28,202608280506,05,06R,49.17,8,5.01,1-4-3,0,0,0
3-5-6,150.1,0.0200634428952714,0.0017669676673743669,0.017694387050345768,13,0.26522184687289246,200,2026-08-28,202608280506,05,06R,49.17,8,5.01,1-4-3,0,0,0
3-1-5,64.0,0.1333765106330515,0.01823201580515668,0.04520180808109299,87,1.1668490115300276,700,2026-08-28,202608280903,09,03R,62.54,13,5.01,3-5-6,0,0,0
3-1-4,49.1,0.1075898485949385,0.014707086058459544,0.058918853710589636,70,0.7221179254703636,600,2026-08-28,202608280903,09,03R,62.54,13,5.01,3-5-6,0,0,0
3-1-2,64.4,0.10283873040011188,0.014057627907177088,0.044921051509160724,67,0.9053112372222045,600,2026-08-28,202608280903,09,03R,62.54,13,5.01,3-5-6,0,0,0
3-1-6,29.3,0.06838148793671779,0.009347465778831238,0.09873432481876966,44,0.2738807473197553,400,2026-08-28,202608280903,09,03R,62.54,13,5.01,3-5-6,0,0,0
3-4-1,64.8,0.05703381692907171,0.007796286218193873,0.04464376106774616,37,0.505199346938963,400,2026-08-28,202608280903,09,03R,62.54,13,5.01,3-5-6,0,0,0
3-2-4,164.2,0.05670373428175953,0.007751165289371851,0.017618244319061824,37,1.2727413405148578,300,2026-08-28,202608280903,09,03R,62.54,13,5.01,3-5-6,0,0,0
3-4-2,207.7,0.0551319491613897,0.007536308782623567,0.013928337588781663,36,1.5652913341509147,300,2026-08-28,202608280903,09,03R,62.54,13,5.01,3-5-6,0,0,0
3-2-1,104.9,0.049191790447281954,0.006724313724073025,0.027577842871210206,32,0.7053805096552603,300,2026-08-28,202608280903,09,03R,62.54,13,5.01,3-5-6,0,0,0
3-4-6,23.6,0.04577198381016429,0.006256840340922018,0.12258117445720132,29,0.14766143204575963,300,2026-08-28,202608280903,09,03R,62.54,13,5.01,3-5-6,0,0,0
3-5-2,145.4,0.0414643817606342,0.005668009007154195,0.019896256651925386,27,0.8241285096402199,300,2026-08-28,202608280903,09,03R,62.54,13,5.01,3-5-6,0,0,0
3-5-1,107.1,0.040024566121945236,0.005471192181189159,0.027011351234266585,26,0.5859646826053588,300,2026-08-28,202608280903,09,03R,62.54,13,5.01,3-5-6,0,0,0
3-4-5,70.2,0.03561782748825645,0.004868809287550173,0.041209625600996454,23,0.34179041198602217,300,2026-08-28,202608280903,09,03R,62.54,13,5.01,3-5-6,0,0,0
3-2-5,195.8,0.03376824244818688,0.004615978683994308,0.014774850445301078,22,0.9038086263260856,200,2026-08-28,202608280903,09,03R,62.54,13,5.01,3-5-6,0,0,0
3-1-5,74.0,0.13315270090490555,0.01811835947468802,0.026877386589142214,87,1.3407586011269135,1000,2026-08-28,202608281003,10,03R,60.96,8,5.01,3-4-6,0,0,0
3-1-4,21.5,0.10800010032741147,0.014695793834718385,0.09250821430681505,70,0.31595956744644527,900,2026-08-28,202608281003,10,03R,60.96,8,5.01,3-4-6,0,0,0
3-1-2,13.8,0.1040503831021985,0.01415834775947216,0.14412511649250173,67,0.19538519908071583,800,2026-08-28,202608281003,10,03R,60.96,8,5.01,3-4-6,0,0,0
3-4-1,64.5,0.056865173391579905,0.007737760076191972,0.030836071435605017,37,0.4990855249143822,500,2026-08-28,202608281003,10,03R,60.96,8,5.01,3-4-6,0,0,0
3-2-4,101.4,0.05672811799480212,0.007719110668933313,0.01961466082442331,37,0.782717821829838,500,2026-08-28,202608281003,10,03R,60.96,8,5.01,3-4-6,0,0,0
3-4-2,115.3,0.05517251925426232,0.007507437176860471,0.017250013942727873,36,0.8656075064920123,500,2026-08-28,202608281003,10,03R,60.96,8,5.01,3-4-6,0,0,0
3-2-1,31.5,0.049626143843972965,0.006752730567214143,0.06314052722528646,32,0.2127110128672455,500,2026-08-28,202608281003,10,03R,60.96,8,5.01,3-4-6,0,0,0
3-5-4,713.0,0.033621856713083674,0.004574994588875513,0.0027895183837258397,22,3.261971141868241,300,2026-08-28,202608281003,10,03R,60.96,8,5.01,3-4-6,0,0,0
3-1-5,20.7,0.1354600482444026,0.018403090028972877,0.21579145001046457,87,0.38094396359973853,700,2026-08-28,202608281004,10,04R,60.75,14,5.01,1-2-4,0,0,0
3-1-4,38.5,0.10828730302852119,0.014711503594277574,0.11602293546017187,70,0.5663928883796866,600,2026-08-28,202608281004,10,04R,60.75,14,5.01,1-2-4,0,0,0
3-1-2,64.5,0.10313592672043868,0.014011657084554532,0.06925400023591653,67,0.9037518819537673,500,2026-08-28,202608281004,10,04R,60.75,14,5.01,1-2-4,0,0,0
3-1-6,145.3,0.06755105324726134,0.009177230708041325,0.03074248461952248,44,1.3334516218784047,400,2026-08-28,202608281004,10,04R,60.75,14,5.01,1-2-4,0,0,0
3-4-1,72.1,0.057245239629474184,0.007777121832487395,0.06195399466319857,37,0.5607304841223412,300,2026-08-28,202608281004,10,04R,60.75,14,5.01,1-2-4,0,0,0
3-2-4,206.6,0.05675262197942502,0.007710196660961108,0.021620924565424086,37,1.5929266301545648,300,2026-08-28,202608281004,10,04R,60.75,14,5.01,1-2-4,0,0,0
3-4-2,179.2,0.055266281557743775,0.007508268070587734,0.024926802540271298,36,1.3454816382493218,300,2026-08-28,202608281004,10,04R,60.75,14,5.01,1-2-4,0,0,0
3-2-1,166.5,0.0491826336026567,0.006681766659484992,0.026828126217517217,32,1.1125141488042511,300,2026-08-28,202608281004,10,04R,60.75,14,5.01,1-2-4,0,0,0
3-4-6,277.2,0.044471624996539734,0.006041746840879774,0.016114296591690537,29,1.6747722242918734,300,2026-08-28,202608281004,10,04R,60.75,14,5.01,1-2-4,0,0,0
3-5-2,121.9,0.04166893228865774,0.0056609836055556695,0.03664383113385247,27,0.6900739015172361,300,2026-08-28,202608281004,10,04R,60.75,14,5.01,1-2-4,0,0,0
3-5-1,32.2,0.04138898412221957,0.005622950906046274,0.1387230750067272,26,0.18105901917469006,300,2026-08-28,202608281004,10,04R,60.75,14,5.01,1-2-4,0,0,0
3-4-5,70.4,0.0358894661719668,0.004875807189015772,0.06345004282978148,23,0.3432568261067104,300,2026-08-28,202608281004,10,04R,60.75,14,5.01,1-2-4,0,0,0
3-5-4,73.7,0.03432804880776685,0.004663678929070608,0.06060899613591066,22,0.34371313707250384,200,2026-08-28,202608281004,10,04R,60.75,14,5.01,1-2-4,0,0,0
3-6-1,469.8,0.030650480029253094,0.004164058338380872,0.009508052395097097,20,1.9562746073713337,200,2026-08-28,202608281004,10,04R,60.75,14,5.01,1-2-4,0,0,0
3-1-5,23.2,0.1339645468879181,0.018345704111022376,0.09334727644829398,87,0.42562033537571914,800,2026-08-28,202608281007,10,07R,62.86,12,5.07,1-6-3,0,0,0
3-1-4,50.5,0.1073940066361969,0.014707015511299657,0.04288429333862218,70,0.7427042833206327,600,2026-08-28,202608281007,10,07R,62.86,12,5.07,1-6-3,0,0,0
3-1-2,17.6,0.10379296100874423,0.014213872219986845,0.12304868259093296,67,0.2501641510717685,600,2026-08-28,202608281007,10,07R,62.86,12,5.07,1-6-3,0,0,0
3-4-1,132.1,0.05668878254975473,0.007763215382216048,0.016394071261168965,37,1.0255207519907399,400,2026-08-28,202608281007,10,07R,62.86,12,5.07,1-6-3,0,0,0
3-2-4,187.0,0.056629997587531566,0.0077551651066156985,0.01158105247914663,37,1.4502158749371357,400,2026-08-28,202608281007,10,07R,62.86,12,5.07,1-6-3,0,0,0
3-4-2,229.4,0.05507713620336359,0.007542509324610828,0.009440526650394158,36,1.7302516390657239,400,2026-08-28,202608281007,10,07R,62.86,12,5.07,1-6-3,0,0,0
3-2-1,48.2,0.04940373299891683,0.0067655681195740395,0.04493063928631577,32,0.32610038336346875,300,2026-08-28,202608281007,10,07R,62.86,12,5.07,1-6-3,0,0,0
3-4-6,138.5,0.04446578945086453,0.00608934404869884,0.01563651128953372,29,0.8433741507447894,300,2026-08-28,202608281007,10,07R,62.86,12,5.07,1-6-3,0,0,0
3-5-2,133.5,0.04141950715623185,0.00567217252896284,0.01622214841648255,27,0.7572350326165391,300,2026-08-28,202608281007,10,07R,62.86,12,5.07,1-6-3,0,0,0
3-5-1,66.7,0.040091219760550335,0.005490270913187127,0.032468617895058775,26,0.3662010699095814,300,2026-08-28,202608281007,10,07R,62.86,12,5.07,1-6-3,0,0,0
3-4-5,185.6,0.03525701874266915,0.004828253808307494,0.011668409556036747,23,0.8961239068218709,300,2026-08-28,202608281007,10,07R,62.86,12,5.07,1-6-3,0,0,0
3-5-4,221.3,0.033707310752277855,0.004616029866147691,0.0097860678427493,22,1.021527409378484,300,2026-08-28,202608281007,10,07R,62.86,12,5.07,1-6-3,0,0,0
3-1-5,13.2,0.1346813734138928,0.019041010942933947,0.1520374482624745,87,0.25134134444672807,1000,2026-08-28,202608281103,11,03R,65.04,10,5.04,1-4-5,0,0,0
3-1-2,19.3,0.10356011189625577,0.01464114282387221,0.1039841615059411,67,0.28257405650073364,800,2026-08-28,202608281103,11,03R,65.04,10,5.04,1-4-5,0,0,0
3-1-6,57.8,0.06759965013699562,0.009557117256603983,0.03472135496651667,44,0.5524013774317102,500,2026-08-28,202608281103,11,03R,65.04,10,5.04,1-4-5,0,0,0
3-2-4,104.2,0.05672378653113533,0.008019507172270813,0.019260022236705022,37,0.8356326473506187,500,2026-08-28,202608281103,11,03R,65.04,10,5.04,1-4-5,0,0,0
3-4-2,86.4,0.05524553213416238,0.007810514217746201,0.023227943484544714,36,0.6748284284132717,400,2026-08-28,202608281103,11,03R,65.04,10,5.04,1-4-5,0,0,0
3-2-1,80.2,0.04916059383100487,0.006950236557364483,0.02502361991352448,32,0.5574089719006315,400,2026-08-28,202608281103,11,03R,65.04,10,5.04,1-4-5,0,0,0
3-4-6,297.5,0.0443572013832139,0.006271141550807625,0.006745863250637524,29,1.8656646113652686,400,2026-08-28,202608281103,11,03R,65.04,10,5.04,1-4-5,0,0,0
3-5-2,117.6,0.041429806752564226,0.005857271749931829,0.01706542786619612,27,0.6888151577919831,400,2026-08-28,202608281103,11,03R,65.04,10,5.04,1-4-5,0,0,0
3-2-5,138.5,0.03376476594412894,0.004773602032197897,0.014490211675557136,22,0.6611438814594087,300,2026-08-28,202608281103,11,03R,65.04,10,5.04,1-4-5,0,0,0
3-6-1,1011.0,0.030558596136447954,0.004320319496940794,0.0019850586716762247,20,4.3678430114071425,300,2026-08-28,202608281103,11,03R,65.04,10,5.04,1-4-5,0,0,0
3-1-5,78.8,0.13393806302688382,0.013281435599449266,0.09117891032611183,87,1.046577125236602,500,2026-08-28,202608281111,11,11R,51.77,20,7.18,6-1-3,0,0,0
3-1-4,56.6,0.10842066153452865,0.010751103915333593,0.12694166313953378,70,0.6085124816078814,400,2026-08-28,202608281111,11,11R,51.77,20,7.18,6-1-3,0,0,0
3-1-2,133.6,0.10294692125370915,0.010208322219190777,0.05377917764743722,67,1.3638318484838878,400,2026-08-28,202608281111,11,11R,51.77,20,7.18,6-1-3,0,0,0
3-1-6,67.3,0.06847950240054401,0.00679049764093275,0.10675925904454105,44,0.45700049123477404,300,2026-08-28,202608281111,11,11R,51.77,20,7.18,6-1-3,0,0,0
3-4-1,96.1,0.057401707589415936,0.00569201215411203,0.07476480888342989,37,0.5470023680101661,300,2026-08-28,202608281111,11,11R,51.77,20,7.18,6-1-3,0,0,0
3-2-4,176.7,0.0569851793920742,0.005650708791174502,0.040661562726075906,37,0.9984802434005344,300,2026-08-28,202608281111,11,11R,51.77,20,7.18,6-1-3,0,0,0
3-4-2,190.2,0.05542321208747386,0.005495822512429894,0.037775489661922255,36,1.0453054418641656,300,2026-08-28,202608281111,11,11R,51.77,20,7.18,6-1-3,0,0,0
3-2-1,257.3,0.049196020833313536,0.004878327845577922,0.0279242057275461,32,1.2551937546671994,200,2026-08-28,202608281111,11,11R,51.77,20,7.18,6-1-3,0,0,0
3-4-6,93.5,0.04521335975947391,0.004483403091768264,0.07684383030692633,29,0.41919818908033274,200,2026-08-28,202608281111,11,11R,51.77,20,7.18,6-1-3,0,0,0
3-5-2,261.2,0.04155734066533545,0.0041208684914328065,0.027507266974340017,27,1.076370849962249,200,2026-08-28,202608281111,11,11R,51.77,20,7.18,6-1-3,0,0,0
3-5-1,246.5,0.040050658439958385,0.003971464337804246,0.029147659771592747,26,0.9789659592687465,200,2026-08-28,202608281111,11,11R,51.77,20,7.18,6-1-3,0,0,0
3-4-5,261.2,0.03545047043632782,0.003515304980748924,0.027507266974340017,23,0.9181976609716188,200,2026-08-28,202608281111,11,11R,51.77,20,7.18,6-1-3,0,0,0
3-2-6,169.9,0.034104292916529985,0.0033818166382227773,0.04228898254089236,22,0.5745706468340499,200,2026-08-28,202608281111,11,11R,51.77,20,7.18,6-1-3,0,0,0
