rule,head_q,guard_q,conf_cut,month,R,heads,head_rate,hit5,trifecta5_rate,head_wilson_lo,tri5_wilson_lo,avg_top5_mass
HGB_q0.975_AND_LR_q0.950,0.975,0.95,0.55,2026-06,0,0,,0,,,,
HGB_q0.975_AND_LR_q0.950,0.975,0.95,0.6,2026-02,0,0,,0,,,,
HGB_q0.975_AND_LR_q0.950,0.975,0.95,0.6,2026-03,0,0,,0,,,,
HGB_q0.975_AND_LR_q0.950,0.975,0.95,0.6,2026-04,0,0,,0,,,,
HGB_q0.975_AND_LR_q0.950,0.975,0.95,0.6,2026-05,0,0,,0,,,,
HGB_q0.975_AND_LR_q0.950,0.975,0.95,0.6,2026-06,0,0,,0,,,,
HGB_q0.975_AND_LR_q0.950,0.975,0.95,0.65,2026-02,0,0,,0,,,,
HGB_q0.975_AND_LR_q0.950,0.975,0.95,0.65,2026-03,0,0,,0,,,,
HGB_q0.975_AND_LR_q0.950,0.975,0.95,0.65,2026-04,0,0,,0,,,,
HGB_q0.975_AND_LR_q0.950,0.975,0.95,0.65,2026-05,0,0,,0,,,,
HGB_q0.975_AND_LR_q0.950,0.975,0.95,0.65,2026-06,0,0,,0,,,,
HGB_q0.975_AND_LR_q0.950,0.975,0.95,0.7,2026-02,0,0,,0,,,,
HGB_q0.975_AND_LR_q0.950,0.975,0.95,0.7,2026-03,0,0,,0,,,,
HGB_q0.975_AND_LR_q0.950,0.975,0.95,0.7,2026-04,0,0,,0,,,,
HGB_q0.975_AND_LR_q0.950,0.975,0.95,0.7,2026-05,0,0,,0,,,,
HGB_q0.975_AND_LR_q0.950,0.975,0.95,0.7,2026-06,0,0,,0,,,,
