month,date,race_code,actual2,actual3,cond_rank,cond,nfeat3,p2,pair_rank,second_rank,third_rank,selected_SA,v96_rank
2026-06,2026-06-10,202606100903,1,6,3,1>2:0.281331872563|1>3:0.157039173517|1>5:0.312609831018|1>6:0.249019122902|2>1:0.0575499179104|2>3:0.275493371748|2>5:0.371236602139|2>6:0.295720108202|3>1:0.0459895403047|3>2:0.394399586001|3>5:0.311486541854|3>6:0.24812433184|5>1:0.0538851976056|5>2:0.312818094017|5>3:0.183339088452|5>6:0.449957619926|6>1:0.0483317223077|6>2:0.280578673266|6>3:0.164443934604|6>5:0.506645669822,69,1:0.148694094857|2:0.295210706254|3:0.274783525161|5:0.130047505615|6:0.151264168113,13,4,3,1,12
2026-06,2026-06-12,202606122306,1,2,1,1>2:0.438418775491|1>3:0.0735190365371|1>5:0.291745356568|1>6:0.196316831403|2>1:0.581283908436|2>3:0.0762151645896|2>5:0.204734268558|2>6:0.137766658417|3>1:0.416573311157|3>2:0.325712083959|3>5:0.154052170293|3>6:0.103662434591|5>1:0.498103266725|5>2:0.263637280321|5>3:0.0464185556827|5>6:0.191840897271|6>1:0.45561581683|6>2:0.241149421906|6>3:0.042459123592|6>5:0.260775637672,69,1:0.177885142702|2:0.413699995149|3:0.0652581464777|5:0.227181910574|6:0.115974805097,6,3,1,1,4
2026-06,2026-06-13,202606130312,3,2,1,1>2:0.407412013524|1>3:0.0413929207526|1>5:0.0601581720197|1>6:0.491036893704|2>1:0.27241921821|2>3:0.0726553504318|2>5:0.0714794438663|2>6:0.583445987492|3>1:0.162620761836|3>2:0.426887668864|3>5:0.0448016028702|3>6:0.365689966429|5>1:0.155112366022|5>2:0.275631624641|5>3:0.0294032559256|5>6:0.539852753411|6>1:0.294730192251|6>2:0.52372975672|6>3:0.0558693513226|6>5:0.125670699707,69,1:0.685060840749|2:0.135920561298|3:0.0380333933096|5:0.0326274579445|6:0.108357746699,13,4,1,0,17
2026-06,2026-06-13,202606130702,5,2,3,1>2:0.148915380177|1>3:0.0382293500056|1>5:0.207943670384|1>6:0.604911599433|2>1:0.335008246356|2>3:0.0431999902956|2>5:0.159066030924|2>6:0.462725732425|3>1:0.289763325963|3>2:0.145550670449|3>5:0.144457303238|3>6:0.42022870035|5>1:0.272015796905|5>2:0.0924932249063|5>3:0.0249310987862|5>6:0.610559879403|6>1:0.453869934779|6>2:0.154328882489|6>3:0.0415985994519|6>5:0.35020258328,69,1:0.354429611342|2:0.236230739296|3:0.14355602266|5:0.145158758691|6:0.120624868012,17,3,3,0,12
2026-06,2026-06-13,202606132204,6,1,2,1>2:0.0988318725995|1>3:0.0187664418513|1>5:0.23987462374|1>6:0.642527061809|2>1:0.157591282474|2>3:0.0256601382702|2>5:0.222027293632|2>6:0.594721285623|3>1:0.137002029363|3>2:0.117481339435|3>5:0.202663395061|3>6:0.54285323614|5>1:0.127732734144|5>2:0.0741462346836|5>3:0.0147825090277|5>6:0.783338522144|6>1:0.250896520636|6>2:0.145640288881|6>3:0.0290362537541|6>5:0.574426936729,69,1:0.117215312382|2:0.0718961787728|3:0.111844818208|5:0.278986511874|6:0.420057178764,3,1,2,1,5
2026-06,2026-06-14,202606140105,2,5,3,1>2:0.40171995381|1>3:0.00849257948374|1>5:0.183926481142|1>6:0.405860985564|2>1:0.475644750937|2>3:0.0109215295298|2>5:0.160115402012|2>6:0.353318317521|3>1:0.310605545009|3>2:0.337360121533|3>5:0.109782658753|3>6:0.242251674705|5>1:0.337988805797|5>2:0.248503128395|5>3:0.00551597405402|5>6:0.407992091754|6>1:0.435047931607|6>2:0.319864948636|6>3:0.00709997805204|6>5:0.237987141705,69,1:0.169833652969|2:0.354556113995|3:0.150161459133|5:0.0955151675359|6:0.229933606367,5,1,3,0,10
2026-06,2026-06-16,202606161202,2,6,1,1>2:0.221776032028|1>3:0.0194311595921|1>5:0.159943775766|1>6:0.598849032614|2>1:0.182937988498|2>3:0.0297823881712|2>5:0.165948430387|2>6:0.621331192944|3>1:0.135562670095|3>2:0.251890405016|3>5:0.129117022353|3>6:0.483429902536|5>1:0.126697090857|5>2:0.159361407672|5>3:0.0146602509765|5>6:0.699281250494|6>1:0.25989866845|6>2:0.326904251519|6>3:0.0300731428178|6>5:0.383123937213,69,1:0.292778332251|2:0.502627501236|3:0.0707873681331|5:0.0713058286591|6:0.0625009697203,1,1,1,0,3
2026-06,2026-06-19,202606192007,1,6,1,1>2:0.0478042569386|1>3:0.113689896169|1>5:0.237840249173|1>6:0.600665597719|2>1:0.405163527894|2>3:0.0992613671029|2>5:0.140568735322|2>6:0.355006369681|3>1:0.41888772173|3>2:0.0431511367604|3>5:0.1525914368|3>6:0.38536970471|5>1:0.374849669048|5>2:0.0261394681002|5>3:0.0652718890773|5>6:0.533738973774|6>1:0.553201230443|6>2:0.0385764937525|6>3:0.0963279211173|6>5:0.311894354687,69,1:0.478784312569|2:0.132022277908|3:0.12053792122|5:0.0977413385532|6:0.17091414975,1,1,1,1,1
2026-06,2026-06-19,202606192105,2,1,1,1>2:0.185059922235|1>3:0.0462159294687|1>5:0.350009178773|1>6:0.418714969523|2>1:0.394329130864|2>3:0.049403712192|2>5:0.253275002759|2>6:0.302992154186|3>1:0.33525292474|3>2:0.168187602729|3>5:0.226089389253|3>6:0.270470083278|5>1:0.37351205671|5>2:0.126844322763|5>3:0.033260171833|5>6:0.466383448695|6>1:0.404464766806|6>2:0.137355832309|6>3:0.036016421432|6>5:0.422162979452,69,1:0.805513082032|2:0.0706480979515|3:0.0324095905545|5:0.0380874345856|6:0.0533417948761,3,2,1,0,4
2026-06,2026-06-20,202606200608,1,5,1,1>2:0.100891740218|1>3:0.0380797235906|1>5:0.819716497676|1>6:0.041312038515|2>1:0.121697975804|2>3:0.0538629115633|2>5:0.784882629958|2>6:0.0395564826748|3>1:0.107693709819|3>2:0.126286996426|3>5:0.729265786483|3>6:0.0367535072726|5>1:0.379278878119|5>2:0.301073102621|5>3:0.119312039784|5>6:0.200335979476|6>1:0.0794343699921|6>2:0.0630553231618|6>3:0.0249881479288|6>5:0.832522158917,69,1:0.72686769392|2:0.0401291316296|3:0.0216661324945|5:0.125066322844|6:0.0862707191123,1,1,1,0,1
2026-06,2026-06-20,202606201709,6,1,3,1>2:0.0498373456362|1>3:0.026535646586|1>5:0.492644441918|1>6:0.43098256586|2>1:0.039631608544|2>3:0.0390997806622|2>5:0.491386519449|2>6:0.429882091344|3>1:0.0366835605587|3>2:0.0679718879705|3>5:0.477559137151|3>6:0.41778541432|5>1:0.0485853724295|5>2:0.0609408336179|5>3:0.0340688363199|5>6:0.856404957633|6>1:0.0432820935714|6>2:0.0542889090085|6>3:0.0303500927899|6>5:0.87207890463,69,1:0.292849474641|2:0.426499272955|3:0.125649262843|5:0.0549432360089|6:0.100058753553,16,4,3,1,9
