approved,base_score,date,direct_comp,head,model,race_code,score,threshold,tickets6
1,65.3934537550592,2026-06-09,0.744,3,3まくり差し,202606091703,69.44639956528258,55,3-5-4;3-5-1;3-5-6;3-4-5;3-4-1;3-4-6
0,69.32948100401408,2026-06-09,0.43799999999999994,4,4カドまくり,202606091704,57.84121455220775,60,4-6-1;4-6-5;4-6-3;4-1-6;4-1-5;4-1-3
0,71.64237735471943,2026-06-09,0.15999999999999998,3,3まくり,202606091706,46.60330754509569,65,3-6-4;3-6-1;3-6-5;3-4-6;3-4-1;3-4-5
0,71.64237735471943,2026-06-09,0.252,3,3まくり差し,202606091706,50.74330754509569,55,3-6-4;3-6-1;3-6-5;3-4-6;3-4-1;3-4-5
1,66.87100732600733,2026-06-09,0.747,4,4カドまくり,202606091805,70.39405402930404,60,4-6-3;4-6-1;4-6-2;4-3-6;4-3-1;4-3-2
0,64.02595238095239,2026-06-09,0.39799999999999996,3,3まくり差し,202606091811,53.124273809523814,55,3-2-4;3-2-6;3-2-5;3-4-2;3-4-6;3-4-5
1,63.2849126984127,2026-06-09,0.682,3,3まくり差し,202606091812,65.49670198412699,55,3-1-6;3-1-2;3-1-5;3-6-1;3-6-2;3-6-5
0,61.45390476190477,2026-06-09,0.56,3,3まくり,202606092303,58.99964761904763,65,3-5-1;3-5-4;3-5-2;3-1-5;3-1-4;3-1-2
0,61.45390476190477,2026-06-09,0.42800000000000005,3,3まくり差し,202606092303,53.059647619047624,55,3-5-1;3-5-4;3-5-2;3-1-5;3-1-4;3-1-2
0,61.55069047619048,2026-06-09,0.33999999999999997,3,3まくり,202606092304,49.15287976190477,65,3-4-5;3-4-1;3-4-2;3-5-4;3-5-1;3-5-2
1,61.55069047619048,2026-06-09,0.472,3,3まくり差し,202606092304,55.09287976190477,55,3-4-5;3-4-1;3-4-2;3-5-4;3-5-1;3-5-2
1,68.26200000000001,2026-06-09,0.6699999999999999,3,3まくり,202606092306,67.69410000000002,65,3-5-4;3-5-1;3-5-2;3-4-5;3-4-1;3-4-2
1,68.26200000000001,2026-06-09,0.708,3,3まくり差し,202606092306,69.40410000000001,55,3-5-4;3-5-1;3-5-2;3-4-5;3-4-1;3-4-2
0,69.5657142857143,2026-06-09,0.38999999999999996,3,3まくり,202606092307,55.81114285714286,65,3-5-4;3-5-1;3-5-6;3-4-5;3-4-1;3-4-6
0,69.5657142857143,2026-06-09,0.324,3,3まくり差し,202606092307,52.84114285714286,55,3-5-4;3-5-1;3-5-6;3-4-5;3-4-1;3-4-6
0,58.779952380952395,2026-06-09,0.32466666666666666,4,4カドまくり,202606092308,46.938973809523816,60,4-5-2;4-5-1;4-5-6;4-2-5;4-2-1;4-2-6
0,64.72918735322042,2026-06-09,0.5186666666666666,4,4カドまくり,202606092403,58.941053044271236,60,4-5-1;4-5-6;4-5-3;4-1-5;4-1-6;4-1-3
0,63.49185304552041,2026-06-09,0.49266666666666664,4,4カドまくり,202606092405,57.09051917503623,60,4-5-1;4-5-6;4-5-3;4-1-5;4-1-6;4-1-3
