scope,family,nparam,floor,conf,base_R,base_roi_pct,added_R,added_roi_pct,added_profit_yen,R,roi_pct,profit_yen,head_rate_pct,hit_rate_pct,min_added_month_R,min_added_month_roi_pct,min_combined_month_roi_pct
S+A,JM4_FIXED,3,6.0,0.5,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,JM4_FIXED,3,6.0,0.55,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,ENT_FIXED,3,6.0,0.7,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,ENT_FIXED,3,6.0,0.75,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,ENT_FIXED,3,6.0,0.8,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,ENT_FIXED,3,6.0,0.85,28,310.98214285714283,0,,0.0,28,310.98214285714283,590750.0,64.28571428571429,32.142857142857146,0,,166.4625
S+A,ENT_FIXED,3,6.0,0.9,28,310.98214285714283,1,0.0,-10000.0,29,300.2586206896552,580750.0,62.06896551724138,31.03448275862069,0,0.0,166.4625
S+A,P2R_FIXED,3,6.5,1.25,28,310.98214285714283,16,85.175,-23720.0,44,228.87045454545455,567030.0,50.0,25.0,4,0.0,144.57142857142858
S+A,P2R_FIXED,3,6.5,1.5,28,310.98214285714283,12,57.69166666666667,-50770.0,40,234.995,539980.0,52.5,25.0,2,0.0,144.57142857142858
S+A,P2R_FIXED,3,6.5,1.75,28,310.98214285714283,9,76.92222222222222,-20770.0,37,254.04864864864865,569980.0,54.054054054054056,27.027027027027028,2,0.0,145.56363636363636
S+A,P2R_FIXED,3,6.5,2.0,28,310.98214285714283,8,86.5375,-10770.0,36,261.10555555555555,579980.0,55.55555555555556,27.77777777777778,2,0.0,145.56363636363636
S+A,JM4_FIXED,3,6.5,0.3,28,310.98214285714283,21,64.8952380952381,-73720.0,49,205.51632653061225,517030.0,44.89795918367347,22.448979591836736,4,0.0,119.05882352941177
