1ブロック力,1対3圧力,2壁弱さ,3スタート先行度,3伸び,3旋回足,3脅威度,bet_hit,composite_odds,date,head_hit,model,prob,race,race_code,return,score,tickets,venue,まくり差し指数,直まくり指数
0.868,0.786,0.375,0.574,0.914,0.524,0.755,0,5.07,2026-08-28,0,3まくり差し心理,0.0631,05R,202608281405,0,70.59,10,14,0.706,0.586
0.812,0.633,0.621,0.455,0.155,0.856,0.616,0,5.01,2026-08-28,0,3まくり差し心理,0.0633,05R,202608281505,0,70.55,7,15,0.706,0.508
0.933,0.611,0.15,0.375,0.854,0.524,0.727,0,7.27,2026-08-28,0,3まくり差し心理,0.0983,12R,202608281512,0,58.68,20,15,0.587,0.457
0.851,0.519,0.237,0.324,0.949,0.715,0.631,0,10.81,2026-08-28,0,3まくり差し心理,0.0961,10R,202608281710,0,59.03,20,17,0.59,0.486
0.72,0.538,0.3,0.591,0.332,0.685,0.831,0,5.09,2026-08-28,0,3まくり差し心理,0.0695,11R,202608281711,0,68.35,17,17,0.683,0.565
0.93,0.44,0.743,0.483,0.243,0.771,0.645,0,5.22,2026-08-28,0,3まくり差し心理,0.0703,02R,202608282302,0,67.74,20,23,0.677,0.552
0.598,0.638,0.67,0.749,0.5,0.5,0.799,0,5.02,2026-08-28,0,3まくり心理,0.0781,03R,202608282303,0,71.2,7,23,0.659,0.712
0.598,0.638,0.67,0.749,0.5,0.5,0.799,0,5.07,2026-08-28,0,3まくり差し心理,0.0724,03R,202608282303,0,65.9,5,23,0.659,0.712
0.764,0.995,0.15,0.459,0.5,0.5,0.651,0,5.01,2026-08-28,1,3まくり差し心理,0.0699,07R,202608282307,0,67.47,8,23,0.675,0.44
0.897,1.0,0.375,0.524,0.291,0.748,0.936,0,8.54,2026-08-29,0,3まくり差し心理,0.0461,04R,202608290104,0,85.38,20,01,0.854,0.578
0.868,0.805,0.0,0.275,0.291,0.748,0.732,0,8.29,2026-08-29,0,3まくり差し心理,0.0879,05R,202608290105,0,60.49,20,01,0.605,0.312
0.844,0.678,0.3,0.407,0.62,0.8,0.634,0,5.86,2026-08-29,0,3まくり差し心理,0.0796,07R,202608290107,0,62.1,20,01,0.621,0.403
0.423,0.542,0.262,0.449,0.645,0.609,0.785,0,5.21,2026-08-29,0,3まくり差し心理,0.0769,06R,202608290406,0,62.78,11,04,0.628,0.546
0.801,0.493,0.511,0.832,0.209,0.581,0.84,0,5.07,2026-08-29,0,3まくり心理,0.0913,03R,202608290503,0,66.94,5,05,0.605,0.669
0.801,0.493,0.511,0.832,0.209,0.581,0.84,0,5.02,2026-08-29,0,3まくり差し心理,0.0878,03R,202608290503,0,60.45,6,05,0.605,0.669
0.781,0.833,0.225,0.535,0.523,0.505,0.71,0,5.01,2026-08-29,0,3まくり差し心理,0.0679,08R,202608290508,0,68.95,13,05,0.69,0.506
0.793,1.0,0.15,0.35,0.649,0.781,0.843,0,5.03,2026-08-29,0,3まくり差し心理,0.0461,09R,202608290509,0,75.22,4,05,0.752,0.485
0.756,1.0,0.284,0.56,0.555,0.591,0.782,1,5.02,2026-08-29,1,3まくり差し心理,0.0461,07R,202608290707,18700,76.19,6,07,0.762,0.535
0.765,0.7,0.099,0.643,0.503,0.97,0.832,0,5.04,2026-08-29,1,3まくり差し心理,0.0574,08R,202608290708,0,72.09,9,07,0.721,0.526
0.817,0.714,0.45,0.748,0.666,0.875,0.795,0,5.04,2026-08-29,0,3まくり差し心理,0.0648,03R,202608290903,0,69.89,9,09,0.699,0.623
0.853,0.789,0.3,0.542,0.36,0.666,0.73,0,5.0,2026-08-29,0,3まくり差し心理,0.0461,08R,202608291008,0,73.95,9,10,0.74,0.534
0.718,0.784,0.375,0.584,0.834,0.99,0.728,0,5.03,2026-08-29,0,3まくり差し心理,0.0461,10R,202608291010,0,79.25,14,10,0.793,0.613
0.775,0.872,0.225,0.418,0.471,0.885,0.803,0,5.03,2026-08-29,0,3まくり差し心理,0.0461,07R,202608291107,0,75.7,7,11,0.757,0.493
0.785,0.874,0.768,0.734,0.665,0.144,0.576,0,5.07,2026-08-29,0,3まくり心理,0.0877,10R,202608291110,0,64.38,17,11,0.599,0.644
0.83,0.514,0.646,0.574,0.62,0.8,0.688,0,5.04,2026-08-29,0,3まくり差し心理,0.0653,09R,202608291309,0,69.53,6,13,0.695,0.587
0.728,0.706,0.483,0.367,0.749,0.515,0.661,0,5.03,2026-08-29,0,3まくり差し心理,0.0959,02R,202608291402,0,59.06,7,14,0.591,0.458
0.692,0.876,0.361,0.601,1.0,1.0,0.744,0,5.07,2026-08-29,0,3まくり差し心理,0.0461,07R,202608291407,0,78.95,3,14,0.79,0.597
0.694,0.143,0.523,0.882,0.826,0.611,0.563,0,5.01,2026-08-29,0,3まくり心理,0.0918,09R,202608291409,0,68.32,8,14,0.444,0.683
0.85,1.0,0.375,0.618,0.965,0.809,0.834,0,5.39,2026-08-29,0,3まくり差し心理,0.0461,12R,202608291412,0,82.9,20,14,0.829,0.652
0.819,0.795,0.162,0.275,0.5,0.5,0.694,0,5.02,2026-08-29,0,3まくり差し心理,0.0981,09R,202608291609,0,58.79,14,16,0.588,0.397
0.767,0.591,0.15,0.61,0.5,0.5,0.855,0,5.02,2026-08-29,0,3まくり差し心理,0.0727,10R,202608291610,0,64.99,7,16,0.65,0.563
0.874,0.953,0.15,0.3,0.5,0.5,0.817,1,6.5,2026-08-29,1,3まくり差し心理,0.0689,12R,202608291612,49700,66.97,20,16,0.67,0.441
0.846,1.0,0.511,0.625,0.5,0.5,0.908,0,5.03,2026-08-29,0,3まくり心理,0.0888,11R,202608291911,0,65.64,12,19,0.802,0.656
0.846,1.0,0.511,0.625,0.5,0.5,0.908,0,5.01,2026-08-29,0,3まくり差し心理,0.0461,11R,202608291911,0,80.18,12,19,0.802,0.656
0.849,0.966,0.075,0.243,0.5,0.5,0.775,0,10.65,2026-08-29,0,3まくり差し心理,0.0722,12R,202608291912,0,64.28,20,19,0.643,0.409
0.779,1.0,0.075,0.309,0.846,0.81,0.756,0,5.0,2026-08-29,0,3まくり差し心理,0.0644,07R,202608292307,0,70.09,7,23,0.701,0.429
0.731,0.41,0.497,0.833,0.391,0.685,0.841,0,5.02,2026-08-29,0,3まくり差し心理,0.0871,09R,202608292309,0,60.69,9,23,0.607,0.7
0.913,1.0,0.375,0.483,0.671,0.948,0.772,0,5.01,2026-08-30,0,3まくり差し心理,0.0461,03R,202608300103,0,81.29,18,01,0.813,0.513
0.918,0.731,0.15,0.225,0.301,0.731,0.77,0,15.4,2026-08-30,0,3まくり差し心理,0.0855,10R,202608300110,0,61.32,20,01,0.613,0.363
0.879,1.0,0.15,0.333,0.76,0.634,0.927,0,5.03,2026-08-30,0,3まくり差し心理,0.0461,11R,202608300111,0,74.41,14,01,0.744,0.506
0.577,0.778,0.197,0.399,0.466,0.675,0.722,1,5.04,2026-08-30,0,3まくり差し心理,0.0701,02R,202608300402,7170,66.78,12,04,0.668,0.483
0.789,1.0,0.075,0.344,0.469,0.781,0.736,0,8.54,2026-08-30,0,3まくり差し心理,0.0568,05R,202608300405,0,72.2,20,04,0.722,0.435
0.741,0.763,0.075,0.368,0.846,0.81,0.551,0,6.75,2026-08-30,0,3まくり差し心理,0.0803,09R,202608300409,0,62.09,20,04,0.621,0.415
0.812,0.582,0.375,0.432,0.817,0.895,0.511,0,11.03,2026-08-30,0,3まくり差し心理,0.0766,11R,202608300411,0,62.9,20,04,0.629,0.464
0.854,0.708,0.0,0.242,0.966,0.81,0.655,0,5.01,2026-08-30,0,3まくり差し心理,0.1017,12R,202608300412,0,56.53,6,04,0.565,0.347
0.847,1.0,0.0,0.384,0.789,0.98,0.822,1,5.06,2026-08-30,0,3まくり差し心理,0.0461,02R,202608300502,74610,77.67,8,05,0.777,0.466
0.889,1.0,0.462,0.564,0.292,0.951,0.866,0,5.06,2026-08-30,0,3まくり差し心理,0.0461,06R,202608300506,0,88.99,7,05,0.89,0.598
0.745,0.828,0.0,0.234,0.783,0.705,0.654,0,5.09,2026-08-30,0,3まくり差し心理,0.0993,10R,202608300510,0,58.3,4,05,0.583,0.359
0.45,0.327,0.271,0.603,0.794,0.524,0.808,0,5.04,2026-08-30,0,3まくり差し心理,0.1004,07R,202608300607,0,57.58,5,06,0.576,0.599
0.665,0.559,0.462,0.815,0.529,0.781,0.764,0,5.05,2026-08-30,0,3まくり差し心理,0.0781,05R,202608300705,0,62.4,7,07,0.624,0.653
0.885,0.806,0.536,0.817,0.68,0.135,0.683,0,5.01,2026-08-30,0,3まくり心理,0.0919,07R,202608300707,0,67.68,13,07,0.576,0.677
0.761,0.371,0.246,0.61,0.5,0.5,0.813,0,5.06,2026-08-30,0,3まくり差し心理,0.0901,05R,202608300805,0,60.06,11,08,0.601,0.578
0.82,0.761,0.15,0.399,0.5,0.5,0.592,0,5.95,2026-08-30,0,3まくり差し心理,0.1003,07R,202608300807,0,58.05,20,08,0.581,0.39
0.815,0.657,0.375,0.625,0.5,0.5,0.672,0,7.42,2026-08-30,0,3まくり差し心理,0.0727,12R,202608300812,0,65.02,20,08,0.65,0.577
0.828,0.688,0.45,0.8,0.54,0.6,0.86,1,6.66,2026-08-30,0,3まくり差し心理,0.0695,11R,202608300911,53700,67.11,20,09,0.671,0.693
0.842,0.942,0.15,0.284,0.811,0.62,0.763,0,7.91,2026-08-30,0,3まくり差し心理,0.0702,11R,202608301111,0,67.71,20,11,0.677,0.465
0.867,0.603,0.112,0.208,0.757,0.895,0.72,0,8.26,2026-08-30,0,3まくり差し心理,0.1002,12R,202608301412,0,57.81,20,14,0.578,0.363
0.804,0.964,0.075,0.333,0.409,0.781,0.734,0,7.0,2026-08-30,0,3まくり差し心理,0.0629,10R,202608301610,0,70.74,20,16,0.707,0.42
0.851,0.916,0.075,0.35,0.894,0.99,0.85,0,5.01,2026-08-30,0,3まくり差し心理,0.0461,11R,202608301611,0,76.74,11,16,0.767,0.494
0.764,0.775,0.3,0.458,1.0,1.0,0.544,1,5.2,2026-08-30,0,3まくり差し心理,0.0603,03R,202608301703,12480,71.45,20,17,0.714,0.509
0.805,0.0,0.571,0.959,0.776,0.429,0.535,1,5.02,2026-08-30,0,3まくり心理,0.0905,04R,202608301704,6600,68.87,14,17,0.347,0.689
0.838,0.859,0.485,0.492,0.508,0.515,0.559,0,9.98,2026-08-30,0,3まくり差し心理,0.0698,05R,202608301705,0,67.32,20,17,0.673,0.494
0.859,0.976,0.45,0.665,0.68,0.8,0.726,0,8.33,2026-08-30,0,3まくり差し心理,0.0461,11R,202608301711,0,77.41,20,17,0.774,0.605
0.847,1.0,0.3,0.601,0.794,0.524,0.844,0,5.27,2026-08-30,0,3まくり差し心理,0.0461,12R,202608301712,0,76.76,20,17,0.768,0.603
0.73,0.621,0.396,0.734,0.458,0.961,0.823,1,5.01,2026-08-30,1,3まくり差し心理,0.056,03R,202608301903,40880,72.33,6,19,0.723,0.65
0.875,0.811,0.45,0.641,0.94,1.0,0.567,0,5.23,2026-08-30,0,3まくり差し心理,0.0604,11R,202608301911,0,71.45,20,19,0.714,0.535
0.841,1.0,0.646,0.775,0.5,0.5,0.807,0,5.01,2026-08-30,1,3まくり心理,0.0771,03R,202608302103,0,71.77,14,21,0.751,0.718
0.841,1.0,0.646,0.775,0.5,0.5,0.807,0,5.03,2026-08-30,0,3まくり差し心理,0.0461,03R,202608302103,0,75.08,9,21,0.751,0.718
0.86,0.439,0.572,0.407,0.243,0.771,0.766,0,7.11,2026-08-30,0,3まくり差し心理,0.0696,05R,202608302105,0,67.21,20,21,0.672,0.544
0.815,0.912,0.743,0.775,0.5,0.5,0.685,0,5.85,2026-08-30,0,3まくり心理,0.0771,09R,202608302109,0,71.76,20,21,0.716,0.718
0.815,0.912,0.743,0.775,0.5,0.5,0.685,0,5.85,2026-08-30,0,3まくり差し心理,0.0598,09R,202608302109,0,71.59,20,21,0.716,0.718
0.638,0.432,0.15,0.509,0.5,0.5,0.754,0,8.26,2026-08-30,0,3まくり差し心理,0.0952,10R,202608302110,0,59.15,20,21,0.592,0.516
0.893,1.0,0.511,0.707,0.5,0.5,0.799,0,5.07,2026-08-30,0,3まくり心理,0.0903,11R,202608302111,0,66.31,10,21,0.757,0.663
0.893,1.0,0.511,0.707,0.5,0.5,0.799,0,5.08,2026-08-30,0,3まくり差し心理,0.0461,11R,202608302111,0,75.7,9,21,0.757,0.663
0.69,0.482,0.309,0.335,0.828,0.715,0.634,1,5.12,2026-08-30,0,3まくり差し心理,0.1017,07R,202608302307,154820,56.55,18,23,0.566,0.466
0.927,0.633,0.075,0.266,0.669,0.98,0.759,0,7.76,2026-08-30,0,3まくり差し心理,0.0728,11R,202608302311,0,64.06,12,23,0.641,0.398
0.42,0.076,0.743,0.891,0.492,0.486,0.603,0,5.03,2026-08-31,0,3まくり心理,0.0895,03R,202608310403,0,66.02,9,04,0.392,0.66
0.667,0.504,0.225,0.608,0.349,0.781,0.782,0,5.01,2026-08-31,0,3まくり差し心理,0.0721,07R,202608310407,0,65.55,8,04,0.655,0.53
0.61,0.757,0.41,0.408,0.138,0.761,0.702,0,5.06,2026-08-31,0,3まくり差し心理,0.068,03R,202608310503,0,68.86,4,05,0.689,0.472
0.712,0.696,0.558,0.607,0.403,0.571,0.733,0,5.01,2026-08-31,0,3まくり心理,0.0799,02R,202608310602,0,58.93,5,06,0.692,0.589
0.712,0.696,0.558,0.607,0.403,0.571,0.733,0,5.01,2026-08-31,0,3まくり差し心理,0.0677,02R,202608310602,0,69.17,6,06,0.692,0.589
0.783,1.0,0.67,0.684,0.309,0.38,0.911,0,5.07,2026-08-31,0,3まくり心理,0.088,09R,202608310609,0,69.32,6,06,0.777,0.693
0.813,1.0,0.15,0.385,0.948,0.714,0.79,0,5.05,2026-08-31,0,3まくり差し心理,0.0461,12R,202608310612,0,74.4,7,06,0.744,0.517
0.744,0.847,0.15,0.519,0.455,0.791,0.669,0,8.57,2026-08-31,0,3まくり差し心理,0.0505,07R,202608310707,0,73.25,20,07,0.733,0.493
0.825,0.753,0.462,0.55,0.651,0.885,0.507,0,10.6,2026-08-31,0,3まくり差し心理,0.0643,12R,202608310712,0,70.13,20,07,0.701,0.482
0.857,0.76,0.375,0.408,0.47,0.5,0.604,0,16.37,2026-08-31,0,3まくり差し心理,0.0831,11R,202608310811,0,61.61,20,08,0.616,0.444
0.725,0.784,0.45,0.548,0.76,1.0,0.902,0,5.07,2026-08-31,0,3まくり差し心理,0.0461,06R,202608311106,0,84.81,4,11,0.848,0.642
0.859,0.78,0.0,0.232,0.36,0.665,0.757,1,5.0,2026-08-31,0,3まくり差し心理,0.0918,12R,202608311112,28490,59.66,15,11,0.597,0.346
0.692,0.582,0.422,0.668,0.754,0.79,0.537,0,5.1,2026-08-31,0,3まくり差し心理,0.0861,08R,202608311608,0,61.05,19,16,0.611,0.546
0.823,0.575,0.347,0.349,0.5,0.5,0.776,0,5.02,2026-08-31,0,3まくり差し心理,0.0854,03R,202608311803,0,61.35,3,18,0.613,0.505
0.585,0.71,0.208,0.359,0.5,0.5,0.744,1,5.04,2026-08-31,0,3まくり差し心理,0.0868,04R,202608312004,22680,60.79,9,20,0.608,0.469
0.779,0.529,0.45,0.432,0.5,0.5,0.617,0,5.03,2026-08-31,0,3まくり差し心理,0.1016,08R,202608312008,0,56.99,6,20,0.57,0.465
0.786,1.0,0.436,0.526,0.5,0.5,0.766,0,6.35,2026-08-31,0,3まくり差し心理,0.0461,12R,202608312012,0,77.55,20,20,0.775,0.58
0.878,0.499,0.487,0.483,0.754,0.79,0.774,1,5.01,2026-08-31,1,3まくり差し心理,0.0652,03R,202608312103,123760,69.58,13,21,0.696,0.58
0.876,1.0,0.45,0.567,0.66,0.6,0.834,0,6.21,2026-08-31,0,3まくり差し心理,0.0461,05R,202608312105,0,81.72,20,21,0.817,0.624
0.853,0.716,0.112,0.352,0.366,0.875,0.813,0,5.05,2026-08-31,0,3まくり差し心理,0.065,10R,202608312110,0,69.65,13,21,0.697,0.448
0.897,1.0,0.15,0.534,0.425,0.5,0.775,0,7.64,2026-08-31,0,3まくり差し心理,0.0486,11R,202608312311,0,73.64,20,23,0.736,0.486
0.93,0.598,0.375,0.307,0.268,0.58,0.876,0,8.6,2026-08-31,0,3まくり差し心理,0.074,12R,202608312312,0,63.56,20,23,0.636,0.468
0.576,0.26,0.853,0.783,0.209,0.581,0.754,0,5.41,2026-09-01,0,3まくり心理,0.0762,05R,202609010505,0,72.77,20,05,0.584,0.728
0.654,0.889,0.075,0.293,0.38,0.866,0.742,0,5.0,2026-09-01,0,3まくり差し心理,0.0679,06R,202609010506,0,68.95,17,05,0.689,0.416
0.524,0.173,0.78,0.917,0.429,0.315,0.551,0,5.05,2026-09-01,0,3まくり心理,0.0783,01R,202609010601,0,71.07,7,06,0.405,0.711
0.282,0.0,0.548,1.0,0.56,0.865,0.548,0,5.02,2026-09-01,1,3まくり心理,0.0883,02R,202609010602,0,65.27,10,06,0.37,0.653
0.592,0.793,0.658,0.664,0.329,0.58,0.744,1,5.04,2026-09-01,0,3まくり心理,0.0882,05R,202609010605,10000,65.33,9,06,0.722,0.653
0.592,0.793,0.658,0.664,0.329,0.58,0.744,1,5.13,2026-09-01,0,3まくり差し心理,0.0566,05R,202609010605,20000,72.22,6,06,0.722,0.653
0.643,0.852,0.523,0.515,0.65,0.5,0.78,0,5.05,2026-09-01,0,3まくり差し心理,0.0461,07R,202609010807,0,74.4,9,08,0.744,0.617
0.85,1.0,0.375,0.474,0.59,0.5,0.822,0,5.06,2026-09-01,0,3まくり差し心理,0.0461,10R,202609010810,0,76.82,9,08,0.768,0.569
0.75,0.386,0.609,0.749,0.5,0.5,0.858,0,5.1,2026-09-01,1,3まくり心理,0.0784,03R,202609011203,0,71.1,5,12,0.613,0.711
0.75,0.386,0.609,0.749,0.5,0.5,0.858,0,5.03,2026-09-01,0,3まくり差し心理,0.0857,03R,202609011203,0,61.28,6,12,0.613,0.711
0.808,1.0,0.225,0.433,0.5,0.5,0.769,0,5.04,2026-09-01,0,3まくり差し心理,0.0615,07R,202609011207,0,71.2,5,12,0.712,0.484
0.793,0.263,0.633,0.816,0.41,0.5,0.553,0,9.25,2026-09-01,0,3まくり心理,0.0889,10R,202609011210,0,65.67,20,12,0.496,0.657
0.825,1.0,0.45,0.7,0.5,0.5,0.809,0,5.46,2026-09-01,0,3まくり差し心理,0.0486,12R,202609011212,0,73.63,20,12,0.736,0.626
0.737,0.721,0.225,0.35,0.88,1.0,0.698,0,5.04,2026-09-01,1,3まくり差し心理,0.0699,01R,202609011301,0,67.36,4,13,0.674,0.449
0.68,0.836,0.187,0.402,0.5,0.5,0.671,0,5.02,2026-09-01,0,3まくり差し心理,0.074,10R,202609011310,0,63.58,15,13,0.636,0.457
0.975,0.942,0.15,0.281,0.5,0.5,0.806,0,10.46,2026-09-01,0,3まくり差し心理,0.0694,12R,202609011312,0,66.54,20,13,0.665,0.431
0.857,1.0,0.536,0.682,1.0,1.0,0.892,0,5.01,2026-09-01,0,3まくり心理,0.077,12R,202609011612,0,71.95,13,16,0.873,0.72
0.857,1.0,0.536,0.682,1.0,1.0,0.892,0,5.01,2026-09-01,0,3まくり差し心理,0.0461,12R,202609011612,0,87.26,12,16,0.873,0.72
0.568,0.667,0.075,0.451,0.75,0.9,0.587,0,5.02,2026-09-01,0,3まくり差し心理,0.0727,06R,202609011806,0,65.01,9,18,0.65,0.465
0.932,0.485,0.15,0.3,0.632,0.685,0.867,0,5.35,2026-09-01,0,3まくり差し心理,0.0863,10R,202609011910,0,60.99,20,19,0.61,0.47
0.863,0.652,0.375,0.39,0.494,0.589,0.567,0,10.59,2026-09-01,0,3まくり差し心理,0.1013,12R,202609011912,0,57.13,20,19,0.571,0.395
0.825,1.0,0.682,0.684,0.251,0.485,0.74,0,5.05,2026-09-01,0,3まくり心理,0.0884,12R,202609012012,0,63.5,17,20,0.751,0.635
0.825,1.0,0.682,0.684,0.251,0.485,0.74,0,5.05,2026-09-01,0,3まくり差し心理,0.0461,12R,202609012012,0,75.15,17,20,0.751,0.635
0.85,1.0,0.45,0.667,0.871,0.619,0.828,0,9.79,2026-09-01,0,3まくり差し心理,0.0461,10R,202609012110,0,78.72,20,21,0.787,0.676
0.721,0.69,0.335,0.393,0.5,0.5,0.653,1,5.7,2026-09-01,1,3まくり差し心理,0.0878,04R,202609012404,31850,60.51,20,24,0.605,0.467
0.428,0.0,0.56,1.0,0.5,0.5,0.563,1,5.09,2026-09-01,0,3まくり心理,0.0904,05R,202609012405,16260,66.4,8,24,0.323,0.664
0.754,0.965,0.473,0.508,0.5,0.5,0.753,0,5.01,2026-09-01,0,3まくり差し心理,0.0461,10R,202609012410,0,76.24,6,24,0.762,0.581
0.916,1.0,0.0,0.419,0.5,0.5,0.951,0,6.8,2026-09-01,0,3まくり差し心理,0.0487,12R,202609012412,0,73.52,20,24,0.735,0.481
0.707,0.345,0.658,0.45,0.606,0.875,0.665,0,5.09,2026-09-02,1,3まくり差し心理,0.0721,06R,202609020506,0,65.44,5,05,0.654,0.579
0.638,0.575,0.0,0.358,0.338,0.961,0.644,0,6.53,2026-09-02,0,3まくり差し心理,0.0847,03R,202609020603,0,61.37,20,06,0.614,0.386
0.441,0.391,0.45,0.625,0.6,0.6,0.591,0,5.04,2026-09-02,0,3まくり差し心理,0.1012,06R,202609020606,0,56.75,17,06,0.567,0.576
0.862,1.0,0.225,0.468,0.662,0.704,0.774,0,5.02,2026-09-02,0,3まくり差し心理,0.0461,12R,202609020612,0,77.61,16,06,0.776,0.531
0.832,1.0,0.3,0.468,0.65,0.5,0.716,0,9.86,2026-09-02,0,3まくり差し心理,0.0573,12R,202609020812,0,72.11,20,08,0.721,0.513
0.639,0.472,0.298,0.399,0.82,1.0,0.584,0,5.03,2026-09-02,0,3まくり差し心理,0.0788,06R,202609021206,0,62.38,15,12,0.624,0.482
0.608,0.0,0.536,0.966,0.79,0.7,0.614,0,5.03,2026-09-02,1,3まくり心理,0.0902,08R,202609021308,0,66.22,7,13,0.374,0.662
0.73,0.64,0.312,0.766,0.7,1.0,0.798,0,5.02,2026-09-02,0,3まくり差し心理,0.062,09R,202609021309,0,70.99,5,13,0.71,0.659
0.845,1.0,0.0,0.468,0.479,0.6,0.697,1,5.69,2026-09-02,0,3まくり差し心理,0.0701,12R,202609021312,42810,68.16,20,13,0.682,0.396
0.597,0.482,0.225,0.635,0.72,0.599,0.637,1,5.06,2026-09-02,1,3まくり差し心理,0.1013,05R,202609021605,25270,57.11,12,16,0.571,0.537
0.767,0.535,0.473,0.717,0.292,0.951,0.551,0,5.13,2026-09-02,0,3まくり差し心理,0.0772,07R,202609021607,0,62.52,20,16,0.625,0.532
0.754,0.736,0.658,0.575,0.5,0.5,0.523,0,5.03,2026-09-02,0,3まくり差し心理,0.0731,04R,202609021704,0,65.15,14,17,0.652,0.538
0.818,1.0,0.3,0.458,0.5,0.5,0.697,0,12.87,2026-09-02,0,3まくり差し心理,0.0552,12R,202609021712,0,72.48,20,17,0.725,0.512
0.799,0.804,0.45,0.682,0.87,0.9,0.755,0,5.02,2026-09-02,0,3まくり差し心理,0.0461,10R,202609021810,0,75.47,10,18,0.755,0.644
0.811,0.867,0.309,0.542,0.431,0.485,0.572,0,5.04,2026-09-02,0,3まくり差し心理,0.0723,06R,202609021906,0,64.31,19,19,0.643,0.43
0.84,0.747,0.375,0.475,0.846,0.81,0.606,0,5.44,2026-09-02,0,3まくり差し心理,0.0641,12R,202609021912,0,70.24,20,19,0.702,0.523
0.783,0.664,0.3,0.631,0.8,0.8,0.772,1,5.0,2026-09-02,0,3まくり差し心理,0.0641,08R,202609022008,17280,70.23,6,20,0.702,0.589
0.629,0.882,0.375,0.584,0.206,0.476,0.794,0,5.01,2026-09-02,0,3まくり差し心理,0.0508,10R,202609022110,0,73.21,10,21,0.732,0.57
0.864,0.549,0.225,0.401,0.669,0.98,0.615,0,13.22,2026-09-02,0,3まくり差し心理,0.0725,11R,202609022111,0,64.83,20,21,0.648,0.452
0.494,0.412,0.075,0.603,0.5,0.5,0.927,0,5.02,2026-09-02,0,3まくり差し心理,0.0898,04R,202609022204,0,60.16,6,22,0.602,0.563
0.814,0.794,0.45,0.399,0.5,0.5,0.886,0,5.0,2026-09-02,0,3まくり差し心理,0.0604,11R,202609022211,0,71.43,11,22,0.714,0.563
0.815,0.406,0.511,0.816,0.434,0.59,0.831,0,5.07,2026-09-02,0,3まくり心理,0.0882,11R,202609022411,0,65.21,8,24,0.571,0.652
0.815,0.406,0.511,0.816,0.434,0.59,0.831,0,5.01,2026-09-02,0,3まくり差し心理,0.1013,11R,202609022411,0,57.09,6,24,0.571,0.652
