month,regime,feature,beta,fallback_global,train_races
2026-04,OUTER,pair_third_minus_second,0.07798816481695921,0,41
2026-04,OUTER,pair_second_is5,1.208337976018499e-15,0,41
2026-04,OUTER,pair_second_is6,-1.1292793233116061e-15,0,41
2026-04,OUTER,diff_v93_national,0.776295169896932,0,41
2026-04,OUTER,diff_v93_local,9.978863058920649e-05,0,41
2026-04,OUTER,diff_v93_motor,1.0823836610758315,0,41
2026-04,OUTER,diff_v93_grade,-0.889883789191942,0,41
2026-04,OUTER,diff_v93_nst,-0.7815770457942425,0,41
2026-04,OUTER,diff_pref_pl_all_p2,-0.2815990816541752,0,41
2026-04,OUTER,diff_pref_pl_all_win,0.47573978397490285,0,41
2026-04,OUTER,diff_pref_pl_frame_p2,-0.4537591320180332,0,41
2026-04,OUTER,diff_pref_pl_recent_p2,-0.17848231769456668,0,41
2026-04,OUTER,diff_pref_pl_frame_win,0.6779560745956841,0,41
2026-04,OUTER,diff_suf_st_raw,0.38271117806640087,0,41
2026-04,OUTER,diff_suf_st_raw_strength,0.09770010351085442,0,41
2026-04,OUTER,diff_suf_st_corr_strength,-2.065954648741513,0,41
2026-04,OUTER,diff_cur_ex,-0.5067289314914177,0,41
2026-04,OUTER,diff_cur_st,0.0973322336231801,0,41
2026-04,OUTER,diff_cur_orig_lap,0.10910550446270091,0,41
2026-04,OUTER,diff_cur_orig_turn,0.21811322668914812,0,41
2026-04,OUTER,diff_cur_orig_straight,0.4963957950703477,0,41
2026-04,OUTER,diff_cur_orig_avg,-0.603809394262666,0,41
2026-05,INNER,t_v93_national,0.5481315113757387,0,96
2026-05,INNER,t_v93_local,0.21851922423584247,0,96
2026-05,INNER,t_cur_st,-0.18869919690805417,0,96
2026-05,INNER,t_cur_orig_lap,0.2793944119971525,0,96
2026-05,INNER,t_cur_orig_turn,-0.1880042069792853,0,96
2026-05,INNER,t_cur_orig_straight,0.1887260297314683,0,96
2026-05,INNER,t_pref_pl_all_p2,0.2691396330640909,0,96
2026-05,INNER,t_pref_pl_all_win,-0.2108993415754623,0,96
2026-05,INNER,t_pref_pl_recent_p2,-0.06494372083485843,0,96
2026-05,INNER,t_is_boat1,0.2388865410811214,0,96
2026-05,INNER,t_is_boat2,-0.10058924947821497,0,96
2026-05,INNER,t_is_boat3,-0.1556789426412375,0,96
2026-05,INNER,t_is_boat5,0.1429967955728188,0,96
2026-05,INNER,t_is_boat6,-0.09502804434334791,0,96
2026-05,INNER,t_is_inner123,-0.04154215715253811,0,96
2026-05,INNER,t_is_outer56,0.04154215715253811,0,96
2026-05,INNER,t_is_inner_edge3,-0.1556789426412375,0,96
2026-05,INNER,t_is_outer_edge5,0.1429967955728188,0,96
2026-05,INNER,t_h4_attack,-8.097270795092114e-16,0,96
2026-05,INNER,t_cur_st__vs4,-0.1606823766044948,0,96
2026-05,INNER,t_cur_st__abs4,0.2652685617951445,0,96
2026-05,INNER,t_cur_orig_lap__vs4,0.1908658516061096,0,96
2026-05,INNER,t_cur_orig_lap__abs4,-0.29341145248867523,0,96
2026-05,INNER,t_cur_orig_turn__vs4,-0.13039682622498922,0,96
2026-05,INNER,t_cur_orig_turn__abs4,-0.0846067325945635,0,96
2026-05,INNER,t_cur_orig_straight__vs4,0.13115489875944897,0,96
2026-05,INNER,t_cur_orig_straight__abs4,0.21012283798827197,0,96
2026-05,INNER,t_h4_attack_x_is_inner123,0.17697327887207062,0,96
