date,race_code,venue,venue_name,race,boat1_name,p109,grade,top7,entry_course,winner,head_hit,actual_combo,payout100,ticket7_hit,invest7,return7
2026-09-01,202609011901,19,下関,01,岸蔭 亮,0.20746641648445724,B,1-5-4;1-4-5;1-5-2;1-2-5;1-4-2;1-2-4;1-5-3,1,4,0,4-2-5,2100,0,700,0
2026-09-01,202609011902,19,下関,02,永田 楽,0.5307124895529655,B,1-4-6;1-4-3;1-3-4;1-4-5;1-4-2;1-6-4;1-3-6,1,4,0,4-3-6,1960,0,700,0
2026-09-01,202609011903,19,下関,03,阪本 勇介,0.20752743428597362,B,1-2-3;1-3-2;1-2-5;1-2-4;1-3-5;1-5-2;1-3-4,1,2,0,2-3-5,860,0,700,0
2026-09-01,202609011904,19,下関,04,吉村 正明,0.7836267236091792,S,1-5-3;1-5-6;1-3-5;1-5-4;1-6-5;1-5-2;1-3-6,1,1,1,1-3-5,1210,1,700,1210
2026-09-01,202609011905,19,下関,05,藤原 啓史朗,0.8256517970166859,S,1-4-2;1-2-4;1-4-5;1-4-3;1-2-5;1-5-4;1-3-4,1,1,1,1-4-6,2440,0,700,0
2026-09-01,202609011906,19,下関,06,福田 宗平,0.6432308002909599,B,1-2-5;1-5-2;1-2-6;1-5-6;1-2-4;1-5-4;1-2-3,1,2,0,2-4-1,25440,0,700,0
2026-09-01,202609011907,19,下関,07,辻 栄蔵,0.7642470475228036,S,1-5-4;1-4-5;1-5-3;1-5-6;1-5-2;1-3-5;1-4-3,1,1,1,1-5-3,2910,1,700,2910
2026-09-01,202609011908,19,下関,08,田中 京介,0.5556675881823134,B,1-2-6;1-2-3;1-2-4;1-3-2;1-6-2;1-2-5;1-3-6,1,1,1,1-2-6,660,1,700,660
2026-09-01,202609011909,19,下関,09,櫻井 優,0.700999393441649,A,1-2-4;1-4-2;1-4-5;1-2-5;1-4-3;1-5-4;1-2-3,1,1,1,1-5-3,3220,0,700,0
2026-09-01,202609011910,19,下関,10,小坂 尚哉,0.8354569015959574,S,1-3-5;1-3-2;1-5-3;1-2-3;1-3-4;1-2-5;1-5-2,1,1,1,1-5-3,2100,1,700,2100
