actual_combo,actual_rank20,actual_second_rank,actual_second_rank_v97,actual_third_rank,actual_third_rank_v97,approved_A,approved_A_wind_v83,approved_S,approved_S_wind_v83,date,entry_confirmed_same,entry_course_preview,entry_gate_keep,entry_source_type,entry_status,grade,group_v97,has_orig,has_stt,has_tkz,head,head_hit,head_v97,history_adjust_online,history_pct_online,kimarite,model,opp_direct_b1_v97,opp_direct_b2_v97,opp_direct_b3_v97,opp_direct_b4_v97,opp_direct_b5_v97,opp_direct_b6_v97,opp_grade_b1_v97,opp_grade_b2_v97,opp_grade_b3_v97,opp_grade_b4_v97,opp_grade_b5_v97,opp_grade_b6_v97,opp_local_b1_v97,opp_local_b2_v97,opp_local_b3_v97,opp_local_b4_v97,opp_local_b5_v97,opp_local_b6_v97,opp_motor_b1_v97,opp_motor_b2_v97,opp_motor_b3_v97,opp_motor_b4_v97,opp_motor_b5_v97,opp_motor_b6_v97,opp_national_b1_v97,opp_national_b2_v97,opp_national_b3_v97,opp_national_b4_v97,opp_national_b5_v97,opp_national_b6_v97,opp_nst_b1_v97,opp_nst_b2_v97,opp_nst_b3_v97,opp_nst_b4_v97,opp_nst_b5_v97,opp_nst_b6_v97,opp_score_b1_v97,opp_score_b2_v97,opp_score_b3_v97,opp_score_b4_v97,opp_score_b5_v97,opp_score_b6_v97,opp_waku_b1_v97,opp_waku_b2_v97,opp_waku_b3_v97,opp_waku_b4_v97,opp_waku_b5_v97,opp_waku_b6_v97,payout100,period_v90,preview_comp,production_buy,race_code,rank2_v98,rank3_v98,ranked_others,ranked_others_v97,relative_deg,relative_wind,result_join_v97,route_hit,score,score_wind_v83,second,st5_combo_corr_v90,st5_combo_raw_v90,st_bias1_v90,st_bias2_v90,st_bias3_v90,st_bias4_v90,st_bias5_v90,st_bias6_v90,st_corr_rank_b1,st_corr_rank_b2,st_corr_rank_b3,st_corr_rank_b4,st_corr_rank_b5,st_corr_rank_b6,st_corr_strength_b1,st_corr_strength_b2,st_corr_strength_b3,st_corr_strength_b4,st_corr_strength_b5,st_corr_strength_b6,st_raw_b1,st_raw_b2,st_raw_b3,st_raw_b4,st_raw_b5,st_raw_b6,st_raw_rank_b1,st_raw_rank_b2,st_raw_rank_b3,st_raw_rank_b4,st_raw_rank_b5,st_raw_rank_b6,st_raw_strength_b1,st_raw_strength_b2,st_raw_strength_b3,st_raw_strength_b4,st_raw_strength_b5,st_raw_strength_b6,st_source_v90,third,ticket20_hit,ticket6_hit,tickets20_display,tickets4_v98,tickets6,tickets6_v98,tilt,tilt_bonus,v98_lambda,v98_parameter_test_pass,valid_payout,valid_result,venue_code_v83,venue_v83,wind_adjust_points,wind_bin,wind_cell,wind_class_old_only,wind_code,wind_old_head_rate,wind_old_lift_pt,wind_old_model_base,wind_old_n,wind_source_type,wind_speed,winner
3-6-1,1,1,1,2,2,0,0,0,0,2026-08-31,1,3,1,snapshot,same,B,3HEAD,1,1,1,3,1,3,-1.5853,0.1037,まくり,3まくり,0.34,0.46,,0.823333,0.253333,0.803333,0.72,0.38,,0.38,0.38,0.72,0.249091,0,,0,0,0.614545,0.679429,0.594114,,0.542743,0.698857,0.891943,0.514,0.006,,0,0,0.61,0.571429,0.142857,,0.357143,0.142857,0.714286,0.581169,0.315472,,0.401659,0.270563,0.720405,0.925,0.4375,,0.525,0.25,0.6125,2160,recent3,0.205,0,202608310610,6-1-4-2-5,6-1-4-2-5,6-1-4-2-5,6-1-4-2-5,90,右横,official_realtime,1,18.8647,18.8647,6,,,-0.005659,0.007967,0.003434,0.000758,-0.004757,-0.001742,5,4,6,2,1,3,0.2,0.4,0.0,0.8,1.0,0.6,0.11,0.09,0.12,0.01,-0.09,0.04,5,4,6,2,1,3,0.2,0.4,0.0,0.8,1.0,0.6,snapshot,1,1,1,3-6-1;3-1-6;3-6-4;3-4-6;3-6-2;3-1-4;3-4-1;3-6-5;3-2-6;3-1-2;3-2-1;3-1-5;3-5-6;3-4-2;3-2-4;3-5-1;3-4-5;3-5-4;3-2-5;3-5-2,1-6;6-1;6-4;1-4,3-6-1;3-6-4;3-6-2;3-1-6;3-1-4;3-1-2,1-6;6-1;6-4;6-2;1-4;1-2,-0.5,-0.05,0.2,1,1,1,6,浜名湖,0.0,5m+,右横_5m+,neutral,5,40.0,15.0522,24.9478,25,snapshot,5.0,3
4-1-3,0,2,2,0,0,0,0,0,0,2026-08-31,1,3,1,snapshot,same,B,3HEAD,1,1,1,3,0,3,-1.2165,0.1959,抜き,3まくり,0.406667,0.063333,,0.93,0.453333,0.83,1.0,0.38,,1.0,0.38,0.15,0.849091,0.052727,,0.770909,0.56,0,0.991143,0.398114,,0.38,0.0,0.303886,0.72,0.036,,0.926,0.278,0,0.714286,0.428571,,0.714286,0.571429,1,0.800707,0.236634,,0.812523,0.351574,0.345936,1,0.3625,,0.9125,0.4625,0.2375,1590,recent3,0.48167,0,202608310706,1-4-5-6-2,4-1-5-6-2,4-1-5-6-2,4-1-5-6-2,45,右横,official_realtime,0,46.7402,48.7402,1,,,-0.005659,0.007967,0.003434,0.000758,-0.004757,-0.001742,4,6,5,1,3,2,0.4,0.0,0.2,1.0,0.6,0.8,0.08,0.12,0.1,0.02,0.05,0.03,4,6,5,1,3,2,0.4,0.0,0.2,1.0,0.6,0.8,snapshot,3,0,0,3-4-1;3-1-4;3-4-5;3-5-4;3-4-6;3-1-5;3-5-1;3-4-2;3-6-4;3-1-6;3-6-1;3-1-2;3-2-4;3-5-6;3-6-5;3-2-1;3-5-2;3-2-5;3-6-2;3-2-6,1-4;4-1;1-5;4-5,3-4-1;3-4-5;3-4-6;3-1-4;3-1-5;3-1-6,1-4;4-1;1-5;4-5;1-6;4-6,0,-0.21,0.2,1,1,1,7,蒲郡,2.0,3-4m,右横_3-4m,favorable,4,30.7692,5.8214,24.9478,65,snapshot,4.0,4
1-3-2,0,0,0,3,3,0,0,0,0,2026-08-31,1,3,1,snapshot,same,B,3HEAD,1,1,1,3,0,3,-1.6426,0.0893,逃げ,3まくり,0.516667,0.533333,,0.733333,0.693333,0.19,1.0,0.38,,1.0,0.38,0.38,0.66,0.443636,,0.216364,0,0.381818,0.469257,0.728971,,0.429829,0.297314,0.5324,0.652,0.246,,0.622,0.004,0.312,0.5,0.5,,0.5,0.142857,0.428571,0.684454,0.458494,,0.64956,0.309886,0.37403,1,0.38875,,0.8,0.4625,0.4625,780,recent3,0.26033,0,202608311105,1-4-2-6-5,1-4-2-6-5,1-4-2-6-5,1-4-2-6-5,45,右横,official_realtime,0,24.1807,22.1807,3,,,-0.005659,0.007967,0.003434,0.000758,-0.004757,-0.001742,2,5,6,3,1,4,0.8,0.2,0.0,0.6,1.0,0.4,-0.01,0.13,0.18,0.03,-0.03,0.08,2,5,6,3,1,4,0.8,0.2,0.0,0.6,1.0,0.4,snapshot,2,0,0,3-1-4;3-4-1;3-1-2;3-2-1;3-1-6;3-4-2;3-2-4;3-1-5;3-6-1;3-4-6;3-6-4;3-4-5;3-5-1;3-2-6;3-6-2;3-5-4;3-2-5;3-5-2;3-6-5;3-5-6,1-4;4-1;1-2;4-2,3-1-4;3-1-2;3-1-6;3-4-1;3-4-2;3-4-6,1-4;4-1;1-2;4-2;1-6;4-6,0,-0.21,0.2,1,1,1,11,びわこ,-2.0,0-2m,右横_0-2m,unfavorable,2,17.7778,-7.17,24.9478,90,snapshot,2.0,1
1-3-2,0,0,0,4,4,0,0,0,0,2026-08-31,1,3,1,snapshot,same,B,3HEAD,1,1,1,3,0,3,-0.7537,0.3116,逃げ,3まくり,0.456667,0.373333,,0.28,0.483333,0.96,0.72,0.15,,0.38,0.15,1.0,0.296364,0.163636,,0.232727,0,0.881818,0.506914,0.852971,,0.648686,0.413829,0.730743,0.514,0.012,,0.108,0,0.834,0.571429,0.214286,,0.428571,1,0.785714,0.586373,0.327737,,0.344686,0.321726,0.823371,1,0.4375,,0.35,0.3875,0.5125,3860,recent3,0.22767,0,202608311609,6-1-4-2-5,6-1-4-2-5,6-1-4-2-5,6-1-4-2-5,180,向かい,official_realtime,0,21.9629,21.9629,3,,,-0.005659,0.007967,0.003434,0.000758,-0.004757,-0.001742,4,5,6,3,1,2,0.4,0.2,0.0,0.6,1.0,0.8,0.09,0.21,0.23,0.08,-0.03,0.04,4,5,6,3,1,2,0.4,0.2,0.0,0.6,1.0,0.8,snapshot,2,0,0,3-6-1;3-1-6;3-6-4;3-4-6;3-6-2;3-1-4;3-4-1;3-6-5;3-2-6;3-1-2;3-2-1;3-1-5;3-5-6;3-4-2;3-2-4;3-5-1;3-4-5;3-5-4;3-2-5;3-5-2,1-6;6-1;6-4;1-4,3-6-1;3-6-4;3-6-2;3-1-6;3-1-4;3-1-2,1-6;6-1;6-4;6-2;1-4;1-2,-0.5,-0.05,0.2,1,1,1,16,児島,0.0,0-2m,向かい_0-2m,neutral,5,22.807,-2.1408,24.9478,57,snapshot,2.0,1
4-5-1,0,0,0,3,4,0,0,0,0,2025-11-01,1,5,1,backfill,same,B,5HEAD,1,1,1,5,0,5,2.0,1.0,まくり,5頭展開,0.253333,0.593333,0.326667,0.396667,,0.843333,0.72,1.0,0.15,1.0,,0.38,0.794545,0.923636,0,0.703636,,0.5,0.796286,0.660857,0.510857,0.473543,,0.552229,0.48,0.752,0,0.704,,0.524,0.214286,0.571429,0,0.714286,,0.428571,0.470218,0.647345,0.169646,0.566239,,0.48461,0,0,0,0,,0,2550,prior7,0.50933,0,202511010110,2-4-1-6-3,2-4-6-1-3,2-4-1-6-3,2-4-6-1-3,315,追い,official_realtime,0,52.9333,52.9333,5,0.2106,0.2106,0.0,0.0,0.0,0.0,0.0,0.0,1,4,5,6,3,2,1.0,0.4,0.2,0.0,0.6,0.8,0.03,0.08,0.09,0.18,0.05,0.04,1,4,5,6,3,2,1.0,0.4,0.2,0.0,0.6,0.8,backfill,1,0,0,5-2-4;5-4-2;5-2-1;5-1-2;5-2-6;5-4-1;5-1-4;5-2-3;5-6-2;5-4-6;5-6-4;5-4-3;5-3-2;5-1-6;5-6-1;5-3-4;5-1-3;5-3-1;5-6-3;5-3-6,4-2;2-4;2-6;4-6,5-2-4;5-2-1;5-2-6;5-4-2;5-4-1;5-4-6,4-2;2-4;2-6;2-1;4-6;4-1,-0.5,0,0.4,0,1,1,1,桐生,0.0,0-2m,追い_0-2m,neutral,2,8.1818,-0.3961,8.5779,220,backfill,2.0,4
3-1-2,0,3,3,4,5,0,0,0,0,2025-11-01,1,5,1,backfill,same,B,5HEAD,1,1,1,5,0,5,2.0,1.0,まくり差し,5頭展開,0.27,0.476667,0.7,0.503333,,0.533333,0.72,0.38,1.0,1.0,,0.38,0.641818,0.605455,0.823636,0.836364,,0.614545,0.486,0.506457,0.657371,0.541086,,0.423657,0.56,0.398,0.646,0.774,,0.544,0.428571,0.428571,0.642857,0.785714,,0.428571,0.442737,0.395326,0.644241,0.627268,,0.419917,0,0,0,0,,0,2370,prior7,0.48177,0,202511010803,4-3-1-6-2,3-4-1-6-2,3-4-1-2-6,3-4-1-6-2,90,右横,official_realtime,0,50.1773,48.1773,1,0.1404,0.1404,0.0,0.0,0.0,0.0,0.0,0.0,2,3,5,6,4,1,0.8,0.6,0.2,0.0,0.4,1.0,-0.02,0.01,0.06,0.08,0.01,-0.13,2,3,5,6,4,1,0.8,0.6,0.2,0.0,0.4,1.0,backfill,2,0,0,5-3-4;5-4-3;5-3-1;5-1-3;5-3-2;5-4-1;5-1-4;5-3-6;5-2-3;5-4-2;5-2-4;5-4-6;5-6-3;5-1-2;5-2-1;5-6-4;5-1-6;5-6-1;5-2-6;5-6-2,4-3;3-4;4-1;3-1,5-3-4;5-3-1;5-3-2;5-4-3;5-4-1;5-4-2,4-3;3-4;4-1;3-1;4-6;3-6,0,0,0.4,0,1,1,8,常滑,-2.0,3-4m,右横_3-4m,unfavorable,1,3.7037,-4.8742,8.5779,81,backfill,3.0,3
1-5-4,0,0,0,2,2,1,1,0,0,2025-11-01,0,2,0,backfill,changed,A,5HEAD,1,1,1,5,0,5,2.0,1.0,逃げ,5頭展開,0.566667,0.253333,0.333333,0.553333,,0.526667,0.72,0.38,0.15,0.72,,0.38,0.605455,0.303636,0,0.712727,,0.385455,0.694686,0.8388,0.554686,0.600686,,0.493314,0.598,0.036,0,0.572,,0.282,0.785714,0.285714,0.071429,0.642857,,0.285714,0.568067,0.305841,0.184725,0.540472,,0.349594,0,0,0,0,,0,680,prior7,0.62321,1,202511010804,1-4-6-2-3,1-4-6-2-3,1-4-6-2-3,1-4-6-2-3,90,右横,official_realtime,0,64.3213,62.3213,5,0.2809,0.2809,0.0,0.0,0.0,0.0,0.0,0.0,3,1,4,6,2,5,0.6,1.0,0.4,0.0,0.8,0.2,-0.05,-0.18,0.01,0.14,-0.11,0.05,3,1,4,6,2,5,0.6,1.0,0.4,0.0,0.8,0.2,backfill,4,0,0,5-1-4;5-4-1;5-1-6;5-6-1;5-1-2;5-4-6;5-6-4;5-1-3;5-2-1;5-4-2;5-2-4;5-4-3;5-3-1;5-6-2;5-2-6;5-3-4;5-6-3;5-3-6;5-2-3;5-3-2,4-1;1-4;1-6;4-6,5-1-4;5-1-6;5-1-2;5-4-1;5-4-6;5-4-2,4-1;1-4;1-6;4-6;1-2;4-2,-0.5,0,0.4,0,1,1,8,常滑,-2.0,3-4m,右横_3-4m,unfavorable,1,3.7037,-4.8742,8.5779,81,backfill,3.0,1
2-4-3,0,3,3,1,1,0,0,0,0,2025-11-01,1,5,1,backfill,same,B,5HEAD,1,1,1,5,0,5,2.0,1.0,差し,5頭展開,0.14,0.433333,0.796667,0.666667,,0.446667,0.38,1.0,1.0,0.72,,0.38,0.261818,0.856364,0.603636,0.658182,,0.454545,0.456114,0.5396,0.736057,0.448743,,0.7148,0.278,0.702,0.612,0.67,,0.538,0.357143,0.642857,0.571429,0.571429,,0.571429,0.269448,0.589478,0.644529,0.542869,,0.452728,0,0,0,0,,0,1360,prior7,0.52613,0,202511011010,3-2-4-6-1,3-2-4-6-1,3-2-4-6-1,3-2-4-6-1,135,向かい,official_realtime,0,54.6133,52.6133,4,0.4106,0.4106,0.0,0.0,0.0,0.0,0.0,0.0,6,3,1,5,2,4,0.0,0.6,1.0,0.2,0.8,0.4,0.14,0.01,-0.04,0.11,-0.01,0.01,6,3,1,5,2,4,0.0,0.6,1.0,0.2,0.8,0.4,backfill,3,0,0,5-3-2;5-2-3;5-3-4;5-4-3;5-3-6;5-2-4;5-4-2;5-3-1;5-6-3;5-2-6;5-6-2;5-2-1;5-1-3;5-4-6;5-6-4;5-1-2;5-4-1;5-1-4;5-6-1;5-1-6,3-2;2-3;3-4;2-4,5-3-2;5-3-4;5-3-6;5-2-3;5-2-4;5-2-6,3-2;2-3;3-4;2-4;3-6;2-6,-0.5,0,0.4,0,1,1,10,三国,-2.0,0-2m,向かい_0-2m,unfavorable,2,3.7975,-4.7804,8.5779,79,backfill,2.0,2
1-2-3,0,3,3,5,4,0,0,0,0,2025-11-01,1,5,1,backfill,same,B,5HEAD,1,1,1,5,0,5,2.0,1.0,逃げ,5頭展開,0.58,0.37,0.51,0.04,,1.0,0.72,0.72,0.38,0.38,,0.38,0.687273,0.6,0.198182,0.330909,,0.150909,0.651029,0.537829,0.244,0.456514,,0.755543,0.622,0.57,0.284,0.44,,0.41,0.571429,0.571429,0.642857,0.571429,,0.714286,0.554865,0.480959,0.321752,0.307109,,0.523501,0,0,0,0,,0,690,prior7,0.3803,0,202511011210,1-2-6-4-3,1-6-2-3-4,1-6-2-4-3,1-6-2-3-4,0,追い,official_realtime,0,40.03,40.03,2,0.4106,0.4106,0.0,0.0,0.0,0.0,0.0,0.0,4,6,3,5,2,1,0.4,0.0,0.6,0.2,0.8,1.0,0.09,0.15,0.08,0.12,0.01,-0.05,4,6,3,5,2,1,0.4,0.0,0.6,0.2,0.8,1.0,backfill,3,0,0,5-1-6;5-6-1;5-1-2;5-2-1;5-1-4;5-6-2;5-2-6;5-1-3;5-4-1;5-6-4;5-4-6;5-6-3;5-3-1;5-2-4;5-4-2;5-3-6;5-2-3;5-3-2;5-4-3;5-3-4,1-6;1-2;2-1;2-6,5-1-6;5-1-2;5-1-4;5-6-1;5-6-2;5-6-4,1-6;1-2;2-1;2-6;1-3;2-3,-0.5,0,0.4,0,1,1,12,住之江,0.0,0-2m,追い_0-2m,neutral,1,8.1818,-0.3961,8.5779,220,backfill,0.0,1
1-3-4,0,1,1,3,3,0,0,0,0,2025-11-01,1,5,1,backfill,same,B,5HEAD,1,1,1,5,0,5,2.0,1.0,逃げ,5頭展開,0.33,0.373333,0.676667,0.343333,,0.786667,0.72,1.0,1.0,0.72,,0.72,0.594545,0.909091,1,0.847273,,0,0.847657,0.556971,0.750229,0.7024,,0.6952,0.53,0.862,0.846,0.722,,0.704,0.571429,0.785714,0.714286,0.785714,,0.5,0.518394,0.629107,0.714365,0.572084,,0.553744,0,0,0,0,,0,1290,prior7,0.51248,0,202511011904,3-2-4-1-6,3-2-4-6-1,3-2-4-1-6,3-2-4-6-1,0,追い,official_realtime,0,53.248,53.248,3,0.4596,0.4596,0.0,0.0,0.0,0.0,0.0,0.0,1,4,2,3,5,6,1.0,0.4,0.8,0.6,0.2,0.0,-0.04,0.21,0.01,0.14,0.23,0.23,1,4,2,3,5,6,1.0,0.4,0.8,0.6,0.2,0.0,backfill,4,0,0,5-3-2;5-2-3;5-3-4;5-4-3;5-3-1;5-2-4;5-4-2;5-3-6;5-1-3;5-2-1;5-1-2;5-2-6;5-6-3;5-4-1;5-1-4;5-6-2;5-4-6;5-6-4;5-1-6;5-6-1,3-2;2-3;3-4;2-4,5-3-2;5-3-4;5-3-1;5-2-3;5-2-4;5-2-1,3-2;2-3;3-4;3-6;2-4;2-6,-0.5,0,0.4,0,1,1,19,下関,0.0,3-4m,追い_3-4m,neutral,1,6.2992,-2.2787,8.5779,127,backfill,3.0,1
1-2-3,0,5,4,1,1,1,1,0,0,2025-11-01,1,5,1,backfill,same,A,5HEAD,1,1,1,5,0,5,2.0,1.0,逃げ,5頭展開,0.22,0.146667,0.703333,0.373333,,0.733333,1.0,1.0,0.72,1.0,,0.72,0.523636,0.614545,0.870909,0.758182,,0.745455,0.720114,0.538743,0.7396,0.665371,,0.7396,0.63,0.83,0.714,0.782,,0.708,0.714286,0.785714,0.642857,0.857143,,0.642857,0.547896,0.555564,0.630722,0.626691,,0.624946,0,0,0,0,,0,840,prior7,0.54327,1,202511011910,3-4-6-1-2,4-3-6-2-1,3-4-6-1-2,3-4-6-2-1,0,追い,official_realtime,0,56.3267,56.3267,2,0.4702,0.4702,0.0,0.0,0.0,0.0,0.0,0.0,5,6,2,4,3,1,0.2,0.0,0.8,0.4,0.6,1.0,0.16,0.17,0.08,0.12,0.09,0.02,5,6,2,4,3,1,0.2,0.0,0.8,0.4,0.6,1.0,backfill,3,0,0,5-3-4;5-4-3;5-3-6;5-6-3;5-3-1;5-4-6;5-6-4;5-3-2;5-1-3;5-4-1;5-1-4;5-4-2;5-2-3;5-6-1;5-1-6;5-2-4;5-6-2;5-2-6;5-1-2;5-2-1,3-4;4-3;3-6;4-6,5-3-4;5-3-6;5-3-1;5-4-3;5-4-6;5-4-1,3-4;4-3;3-6;4-6;3-2;4-2,-0.5,0,0.4,0,1,1,19,下関,0.0,0-2m,追い_0-2m,neutral,1,8.1818,-0.3961,8.5779,220,backfill,1.0,1
2-4-6,0,2,3,3,2,1,1,1,1,2025-11-02,1,5,1,backfill,same,S,5HEAD,1,1,1,5,0,5,2.0,1.0,抜き,5頭展開,0.483333,0.38,0.383333,0.623333,,0.426667,1.0,0.38,0.38,0.72,,1.0,0.794545,0.412727,0.401818,0.409091,,0.625455,0.465943,0.607029,0.817543,0.8636,,0.656343,0.788,0.32,0.348,0.498,,0.564,0.571429,0.428571,0.357143,0.642857,,0.714286,0.590922,0.364784,0.399191,0.559416,,0.56986,0,0,0,0,,0,55740,prior7,0.66471,1,202511020511,1-6-4-3-2,1-6-4-3-2,1-4-6-3-2,1-6-4-3-2,,missing,official_realtime,0,68.4707,68.4707,4,0.7894,0.6489,-0.02203,-0.00094,0.00438,0.006111,0.009444,0.003034,6,5,3,1,4,2,0.0,0.2,0.6,1.0,0.4,0.8,0.08,0.08,0.07,-0.02,0.09,0.05,4,5,3,1,6,2,0.4,0.2,0.6,1.0,0.0,0.8,backfill,6,0,0,5-1-4;5-4-1;5-1-6;5-6-1;5-1-3;5-4-6;5-6-4;5-1-2;5-3-1;5-4-3;5-3-4;5-4-2;5-2-1;5-6-3;5-3-6;5-2-4;5-6-2;5-2-6;5-3-2;5-2-3,1-6;1-4;6-1;6-4,5-1-4;5-1-6;5-1-3;5-4-1;5-4-6;5-4-3,1-6;1-4;6-1;6-4;1-3;6-3,0,0,0.4,0,1,1,5,多摩川,0.0,0-2m,missing,neutral,0,0,0,0,0,backfill,1.0,2
2-1-3,0,4,5,5,4,1,1,0,0,2025-11-02,1,5,1,backfill,same,A,5HEAD,1,1,1,5,0,5,2.0,1.0,抜き,5頭展開,0.383333,0.186667,0.37,0.326667,,0.923333,0.38,1.0,0.38,0.72,,0.38,0,0.749091,0.605455,0.478182,,0.729091,0.7024,0.466686,0.506457,0.529486,,0.794514,0.314,0.838,0.398,0.414,,0.474,0.357143,0.571429,0.428571,0.642857,,0.5,0.341011,0.543512,0.376126,0.438784,,0.555455,0,0,0,0,,0,2280,prior7,0.59932,1,202511020805,2-6-4-3-1,2-6-4-3-1,2-6-4-1-3,6-2-4-3-1,90,右横,official_realtime,0,61.932,59.932,1,0.7298,0.7298,-0.02203,-0.00094,0.00438,0.006111,0.009444,0.003034,4,5,6,2,3,1,0.4,0.2,0.0,0.8,0.6,1.0,-0.01,0.02,0.14,-0.03,-0.02,-0.12,4,5,6,2,3,1,0.4,0.2,0.0,0.8,0.6,1.0,backfill,3,0,0,5-2-6;5-6-2;5-2-4;5-4-2;5-2-1;5-6-4;5-4-6;5-2-3;5-1-2;5-6-1;5-1-6;5-6-3;5-3-2;5-4-1;5-1-4;5-3-6;5-4-3;5-3-4;5-1-3;5-3-1,2-6;6-2;2-4;6-4,5-2-6;5-2-4;5-2-1;5-6-2;5-6-4;5-6-1,2-6;6-2;2-4;6-4;2-3;6-3,0,0,0.4,0,1,1,8,常滑,-2.0,3-4m,右横_3-4m,unfavorable,1,3.7037,-4.8742,8.5779,81,backfill,3.0,2
3-1-5,0,1,1,0,0,1,1,1,1,2025-11-02,1,5,1,backfill,same,S,5HEAD,1,1,1,5,0,5,2.0,1.0,まくり差し,5頭展開,0.696667,0.526667,0.18,0.45,,0.503333,1.0,1.0,0.72,0.72,,0.38,0.818182,0.587273,0.687273,0.567273,,0,0.471543,0.842343,0.527429,0.6788,,0.5892,0.908,0.684,0.54,0.616,,0.38,0.642857,0.642857,0.5,0.642857,,0.5,0.661394,0.632797,0.439845,0.531875,,0.368764,0,0,0,0,,0,16030,prior7,0.66739,1,202511020912,1-2-4-3-6,1-2-4-3-6,1-2-4-3-6,1-2-4-3-6,270,左横,official_realtime,0,68.7387,70.7387,1,0.6596,0.5894,-0.02203,-0.00094,0.00438,0.006111,0.009444,0.003034,5,1,6,2,4,3,0.2,1.0,0.0,0.8,0.4,0.6,0.05,0.0,0.09,0.02,0.06,0.04,4,1,6,2,5,3,0.4,1.0,0.0,0.8,0.2,0.6,backfill,5,0,0,5-1-2;5-2-1;5-1-4;5-4-1;5-1-3;5-2-4;5-4-2;5-1-6;5-3-1;5-2-3;5-3-2;5-2-6;5-6-1;5-4-3;5-3-4;5-6-2;5-4-6;5-6-4;5-3-6;5-6-3,1-2;2-1;1-4;2-4,5-1-2;5-1-4;5-1-3;5-2-1;5-2-4;5-2-3,1-2;2-1;1-4;2-4;1-3;2-3,0,0,0.4,0,1,1,9,津,2.0,3-4m,左横_3-4m,favorable,1,12.3288,3.7509,8.5779,73,backfill,3.0,3
1-2-5,0,3,4,0,0,0,0,0,0,2025-11-02,1,5,1,backfill,same,B,5HEAD,1,1,1,5,0,5,-2.0,0.0,逃げ,5頭展開,0.706667,0.506667,0.406667,0.37,,0.546667,0.72,0.72,0.72,0.72,,0.72,0.745455,0,0.934545,0.576364,,0.847273,0.7396,0.6952,0.682914,0.452114,,0.7024,0.708,0.704,0.564,0.592,,0.722,0.642857,0.5,0.285714,0.785714,,0.785714,0.620146,0.503344,0.512133,0.487963,,0.608684,0,0,0,0,,0,910,prior7,0.49551,0,202511021901,1-6-3-4-2,1-6-2-4-3,1-6-2-3-4,1-6-3-2-4,0,追い,official_realtime,0,47.5507,47.5507,2,0.5894,0.4596,-0.02203,-0.00094,0.00438,0.006111,0.009444,0.003034,1,3,6,2,5,4,1.0,0.6,0.0,0.8,0.2,0.4,-0.02,0.08,0.18,0.08,0.16,0.09,1,2,6,3,5,4,1.0,0.8,0.0,0.6,0.2,0.4,backfill,5,0,0,5-1-6;5-6-1;5-1-2;5-2-1;5-1-3;5-6-2;5-2-6;5-1-4;5-3-1;5-6-3;5-3-6;5-6-4;5-4-1;5-2-3;5-3-2;5-4-6;5-2-4;5-4-2;5-3-4;5-4-3,1-6;6-1;1-2;6-2,5-1-6;5-1-2;5-1-3;5-6-1;5-6-2;5-6-3,1-6;6-1;1-2;1-4;6-2;6-4,0,0,0.4,0,1,1,19,下関,0.0,5m+,追い_5m+,neutral,1,9.4118,0.8339,8.5779,85,backfill,5.0,1
1-5-4,0,0,0,2,1,1,1,1,1,2025-11-02,1,5,1,backfill,same,S,5HEAD,1,1,1,5,0,5,2.0,1.0,逃げ,5頭展開,0.38,0.26,0.533333,0.59,,0.443333,1.0,1.0,0.72,1.0,,1.0,0.710909,0.696364,0.483636,0.909091,,0.556364,0.911429,0.484914,0.6776,0.556971,,0.277314,0.716,0.612,0.648,0.862,,0.74,0.571429,0.571429,0.642857,0.785714,,0.857143,0.627684,0.512653,0.54606,0.668107,,0.549195,0,0,0,0,,0,2100,prior7,0.67347,1,202511021905,4-1-3-6-2,4-1-6-3-2,1-4-3-2-6,4-1-6-3-2,0,追い,official_realtime,0,69.3467,69.3467,5,0.6106,0.5404,-0.02203,-0.00094,0.00438,0.006111,0.009444,0.003034,2,3,6,4,1,5,0.8,0.6,0.0,0.4,1.0,0.2,-0.01,0.09,0.18,0.11,0.02,0.11,1,3,6,4,2,5,1.0,0.6,0.0,0.4,0.8,0.2,backfill,4,0,0,5-1-4;5-4-1;5-1-3;5-3-1;5-1-2;5-4-3;5-3-4;5-1-6;5-2-1;5-4-2;5-2-4;5-4-6;5-6-1;5-3-2;5-2-3;5-6-4;5-3-6;5-6-3;5-2-6;5-6-2,1-4;4-1;4-6;1-6,5-1-4;5-1-3;5-1-2;5-4-1;5-4-3;5-4-2,1-4;4-1;4-6;4-3;1-6;1-3,0,0,0.4,0,1,1,19,下関,0.0,5m+,追い_5m+,neutral,1,9.4118,0.8339,8.5779,85,backfill,6.0,1
