actual_combo,actual_rank20,actual_second_rank,actual_second_rank_v97,actual_third_rank,actual_third_rank_v97,approved_A,approved_A_wind_v83,approved_S,approved_S_wind_v83,date,entry_confirmed_same,entry_course_preview,entry_gate_keep,entry_source_type,entry_status,grade,group_v97,has_orig,has_stt,has_tkz,head,head_hit,head_v97,history_adjust_online,history_pct_online,kimarite,model,opp_direct_b1_v97,opp_direct_b2_v97,opp_direct_b3_v97,opp_direct_b4_v97,opp_direct_b5_v97,opp_direct_b6_v97,opp_grade_b1_v97,opp_grade_b2_v97,opp_grade_b3_v97,opp_grade_b4_v97,opp_grade_b5_v97,opp_grade_b6_v97,opp_local_b1_v97,opp_local_b2_v97,opp_local_b3_v97,opp_local_b4_v97,opp_local_b5_v97,opp_local_b6_v97,opp_motor_b1_v97,opp_motor_b2_v97,opp_motor_b3_v97,opp_motor_b4_v97,opp_motor_b5_v97,opp_motor_b6_v97,opp_national_b1_v97,opp_national_b2_v97,opp_national_b3_v97,opp_national_b4_v97,opp_national_b5_v97,opp_national_b6_v97,opp_nst_b1_v97,opp_nst_b2_v97,opp_nst_b3_v97,opp_nst_b4_v97,opp_nst_b5_v97,opp_nst_b6_v97,opp_score_b1_v97,opp_score_b2_v97,opp_score_b3_v97,opp_score_b4_v97,opp_score_b5_v97,opp_score_b6_v97,opp_waku_b1_v97,opp_waku_b2_v97,opp_waku_b3_v97,opp_waku_b4_v97,opp_waku_b5_v97,opp_waku_b6_v97,payout100,period_v90,preview_comp,production_buy,race_code,rank2_v98,rank3_v98,ranked_others,ranked_others_v97,relative_deg,relative_wind,result_join_v97,route_hit,score,score_wind_v83,second,st5_combo_corr_v90,st5_combo_raw_v90,st_bias1_v90,st_bias2_v90,st_bias3_v90,st_bias4_v90,st_bias5_v90,st_bias6_v90,st_corr_rank_b1,st_corr_rank_b2,st_corr_rank_b3,st_corr_rank_b4,st_corr_rank_b5,st_corr_rank_b6,st_corr_strength_b1,st_corr_strength_b2,st_corr_strength_b3,st_corr_strength_b4,st_corr_strength_b5,st_corr_strength_b6,st_raw_b1,st_raw_b2,st_raw_b3,st_raw_b4,st_raw_b5,st_raw_b6,st_raw_rank_b1,st_raw_rank_b2,st_raw_rank_b3,st_raw_rank_b4,st_raw_rank_b5,st_raw_rank_b6,st_raw_strength_b1,st_raw_strength_b2,st_raw_strength_b3,st_raw_strength_b4,st_raw_strength_b5,st_raw_strength_b6,st_source_v90,third,ticket20_hit,ticket6_hit,tickets20_display,tickets4_v98,tickets6,tickets6_v98,tilt,tilt_bonus,v98_lambda,v98_parameter_test_pass,valid_payout,valid_result,venue_code_v83,venue_v83,wind_adjust_points,wind_bin,wind_cell,wind_class_old_only,wind_code,wind_old_head_rate,wind_old_lift_pt,wind_old_model_base,wind_old_n,wind_source_type,wind_speed,winner
1-4-2,0,2,2,5,5,1,1,0,0,2025-11-02,1,5,1,backfill,same,A,5HEAD,1,1,1,5,0,5,2.0,1.0,逃げ,5頭展開,0.53,0.283333,0.143333,0.823333,,0.633333,1.0,0.38,0.72,0.72,,0.72,0.845455,0,0.507273,0.492727,,0.618182,0.384343,0.548229,0.653429,0.860057,,0.482286,0.826,0.468,0.642,0.518,,0.702,0.642857,0.5,0.428571,0.571429,,0.642857,0.603172,0.338919,0.453216,0.598876,,0.55188,0,0,0,0,,0,1840,prior7,0.62173,1,202511021908,1-4-6-3-2,1-4-6-3-2,1-4-6-3-2,1-4-6-3-2,0,追い,official_realtime,0,64.1733,64.1733,4,0.7894,0.7894,-0.02203,-0.00094,0.00438,0.006111,0.009444,0.003034,6,3,5,1,4,2,0.0,0.6,0.2,1.0,0.4,0.8,0.05,-0.04,0.03,-0.07,0.01,-0.04,6,2,5,1,4,3,0.0,0.8,0.2,1.0,0.4,0.6,backfill,2,0,0,5-1-4;5-4-1;5-1-6;5-6-1;5-1-3;5-4-6;5-6-4;5-1-2;5-3-1;5-4-3;5-3-4;5-4-2;5-2-1;5-6-3;5-3-6;5-2-4;5-6-2;5-2-6;5-3-2;5-2-3,1-4;4-1;1-6;4-6,5-1-4;5-1-6;5-1-3;5-4-1;5-4-6;5-4-3,1-4;4-1;1-6;4-6;1-3;4-3,0.5,0,0.4,0,1,1,19,下関,0.0,5m+,追い_5m+,neutral,1,9.4118,0.8339,8.5779,85,backfill,5.0,1
4-1-6,0,1,1,4,2,0,0,0,0,2025-11-02,1,5,1,backfill,same,B,5HEAD,1,1,1,5,0,5,-2.0,0.0,まくり差し,5頭展開,0.546667,0.353333,0.673333,0.45,,0.43,1.0,0.72,0.72,1.0,,1.0,0.789091,0.847273,0.507273,0.725455,,0.776364,0.449086,0.7024,0.382629,0.658057,,0.653657,0.9,0.722,0.764,0.79,,0.864,0.785714,0.785714,0.428571,0.642857,,0.5,0.639586,0.573884,0.52576,0.618863,,0.619791,0,0,0,0,,0,6580,prior7,0.40129,0,202511021909,1-4-6-2-3,1-4-6-2-3,1-2-4-6-3,1-6-4-2-3,0,追い,official_realtime,0,38.1293,38.1293,1,0.1404,0.1404,-0.02203,-0.00094,0.00438,0.006111,0.009444,0.003034,2,1,3,6,4,5,0.8,1.0,0.6,0.0,0.4,0.2,-0.14,-0.12,-0.1,0.17,0.03,0.05,1,2,3,6,4,5,1.0,0.8,0.6,0.0,0.4,0.2,backfill,6,0,0,5-1-2;5-2-1;5-1-4;5-4-1;5-1-6;5-2-4;5-4-2;5-1-3;5-6-1;5-2-6;5-6-2;5-2-3;5-3-1;5-4-6;5-6-4;5-3-2;5-4-3;5-3-4;5-6-3;5-3-6,1-4;1-6;4-1;4-6,5-1-2;5-1-4;5-1-6;5-2-1;5-2-4;5-2-6,1-4;1-6;4-1;1-2;4-6;4-2,0,0,0.4,0,1,1,19,下関,0.0,5m+,追い_5m+,neutral,1,9.4118,0.8339,8.5779,85,backfill,5.0,4
1-2-3,0,3,4,5,5,0,0,0,0,2025-11-02,1,5,1,backfill,same,B,5HEAD,1,1,1,5,0,5,2.0,1.0,逃げ,5頭展開,0.77,0.303333,0.19,0.616667,,0.66,1.0,0.72,0.72,0.72,,0.72,0.92,0.745455,0.581818,0.594545,,0.78,1.0,0.705943,0.513829,0.684686,,0.240114,0.75,0.576,0.534,0.674,,0.582,0.5,0.428571,0.285714,0.785714,,0.642857,0.7297,0.497458,0.410471,0.588934,,0.505657,0,0,0,0,,0,2170,prior7,0.5036,0,202511022112,1-4-6-2-3,1-4-6-2-3,1-4-2-6-3,1-4-6-2-3,135,向かい,official_realtime,0,52.36,52.36,2,0.1298,0.1298,-0.02203,-0.00094,0.00438,0.006111,0.009444,0.003034,2,1,3,5,6,4,0.8,1.0,0.6,0.2,0.0,0.4,-0.01,-0.01,0.03,0.18,0.21,0.14,1,2,3,5,6,4,1.0,0.8,0.6,0.2,0.0,0.4,backfill,3,0,0,5-1-4;5-4-1;5-1-2;5-2-1;5-1-6;5-4-2;5-2-4;5-1-3;5-6-1;5-4-6;5-6-4;5-4-3;5-3-1;5-2-6;5-6-2;5-3-4;5-2-3;5-3-2;5-6-3;5-3-6,1-4;4-1;1-6;4-6,5-1-4;5-1-2;5-1-6;5-4-1;5-4-2;5-4-6,1-4;4-1;1-6;1-2;4-6;4-2,-0.5,0,0.4,0,1,1,21,芦屋,0.0,5m+,向かい_5m+,neutral,4,9.3023,0.7244,8.5779,43,backfill,6.0,1
1-4-5,0,2,2,0,0,1,1,1,1,2025-11-02,1,5,1,backfill,same,S,5HEAD,1,1,1,5,0,5,2.0,1.0,逃げ,5頭展開,0.623333,0.123333,0.563333,0.703333,,0.316667,1.0,0.38,0.38,0.72,,0.38,0.74,0.434545,0,0,,0.425455,0.611371,0.699371,0.819314,0.592571,,0.436514,0.676,0.198,0.246,0.496,,0.366,0.714286,0.5,0.5,0.571429,,0.428571,0.628059,0.319277,0.393223,0.488206,,0.334155,0,0,0,0,,0,710,prior7,0.72784,1,202511022206,1-4-3-6-2,1-4-3-6-2,1-4-3-6-2,1-4-3-6-2,,missing,official_realtime,0,74.784,74.784,4,0.7298,0.7298,-0.02203,-0.00094,0.00438,0.006111,0.009444,0.003034,4,5,6,2,3,1,0.4,0.2,0.0,0.8,0.6,1.0,0.03,0.1,0.13,-0.04,0.01,-0.09,4,5,6,2,3,1,0.4,0.2,0.0,0.8,0.6,1.0,backfill,5,0,0,5-1-4;5-4-1;5-1-3;5-3-1;5-1-6;5-4-3;5-3-4;5-1-2;5-6-1;5-4-6;5-6-4;5-4-2;5-2-1;5-3-6;5-6-3;5-2-4;5-3-2;5-2-3;5-6-2;5-2-6,1-4;4-1;1-3;4-3,5-1-4;5-1-3;5-1-6;5-4-1;5-4-3;5-4-6,1-4;4-1;1-3;1-6;4-3;4-6,-0.5,0,0.4,0,1,1,22,福岡,0.0,3-4m,missing,neutral,0,0,0,0,0,backfill,4.0,1
5-1-4,4,3,3,1,1,1,1,0,0,2025-11-03,1,5,1,backfill,same,A,5HEAD,1,1,1,5,1,5,1.9502,0.9876,まくり差し,5頭展開,0.46,0.32,0.65,0.776667,,0.413333,0.72,1.0,0.38,1.0,,0.15,0.387273,0.689091,0,0.923636,,0,0.666971,0.7396,0.664286,0.660857,,0.518343,0.68,0.674,0.334,0.752,,0,0.428571,0.785714,0.5,0.571429,,0.357143,0.510138,0.597234,0.399189,0.680345,,0.218661,0,0,0,0,,0,10530,prior7,0.60208,1,202511030104,4-2-1-3-6,4-2-1-3-6,4-2-1-3-6,4-2-1-3-6,315,追い,official_realtime,1,62.1582,62.1582,1,0.6489,0.5191,-0.014263,0.000563,0.005903,0.003875,0.004936,-0.000962,2,5,3,1,6,4,0.8,0.2,0.6,1.0,0.0,0.4,0.02,0.12,0.08,0.03,0.14,0.09,1,5,3,2,6,4,1.0,0.2,0.6,0.8,0.0,0.4,backfill,4,1,0,5-4-2;5-2-4;5-4-1;5-1-4;5-4-3;5-2-1;5-1-2;5-4-6;5-3-4;5-2-3;5-3-2;5-2-6;5-6-4;5-1-3;5-3-1;5-6-2;5-1-6;5-6-1;5-3-6;5-6-3,4-2;2-4;4-1;2-1,5-4-2;5-4-1;5-4-3;5-2-4;5-2-1;5-2-3,4-2;2-4;4-1;2-1;4-3;2-3,-0.5,0,0.4,0,1,1,1,桐生,0.0,5m+,追い_5m+,neutral,2,9.4118,0.8339,8.5779,85,backfill,5.0,5
2-6-4,0,2,1,1,2,1,1,1,1,2025-11-03,1,5,1,backfill,same,S,5HEAD,1,1,1,5,0,5,1.9004,0.9751,まくり,5頭展開,0.29,0.44,0.493333,0.456667,,0.596667,1.0,1.0,1.0,1.0,,1.0,0.676364,0.918182,0.92,0.890909,,0.921818,0.7396,0.6316,0.572171,0.634229,,0.817543,0.706,0.756,0.804,0.814,,0.76,0.857143,0.5,0.714286,0.928571,,0.5,0.603324,0.608667,0.636715,0.659523,,0.669528,0,0,0,0,,0,29680,prior7,0.66023,1,202511030605,4-3-6-1-2,4-6-3-1-2,4-6-1-3-2,6-4-3-2-1,315,追い,official_realtime,0,67.9231,67.9231,6,0.9298,0.9298,-0.014263,0.000563,0.005903,0.003875,0.004936,-0.000962,4,6,3,1,2,5,0.4,0.0,0.6,1.0,0.8,0.2,0.06,0.13,0.05,-0.03,0.04,0.11,4,6,3,1,2,5,0.4,0.0,0.6,1.0,0.8,0.2,backfill,4,0,0,5-4-6;5-6-4;5-4-1;5-1-4;5-4-3;5-6-1;5-1-6;5-4-2;5-3-4;5-6-3;5-3-6;5-6-2;5-2-4;5-1-3;5-3-1;5-2-6;5-1-2;5-2-1;5-3-2;5-2-3,3-4;4-6;4-3;3-6,5-4-6;5-4-1;5-4-3;5-6-4;5-6-1;5-6-3,3-4;4-6;4-3;3-6;4-1;3-1,-0.5,0,0.4,0,1,1,6,浜名湖,0.0,5m+,追い_5m+,neutral,2,9.4118,0.8339,8.5779,85,backfill,6.0,2
4-2-1,0,1,1,5,5,0,0,0,0,2025-11-03,1,5,1,backfill,same,B,5HEAD,1,1,1,5,0,5,1.9004,0.9751,まくり,5頭展開,0.253333,0.64,0.686667,0.333333,,0.656667,1.0,1.0,1.0,1.0,,1.0,0.818182,0.896364,0.9,0.689091,,0.676364,0.540057,0.603486,0.387771,0.452914,,0.498343,0.728,0.794,0.774,0.968,,0.742,0.857143,0.5,0.642857,0.714286,,0.928571,0.578327,0.645362,0.626438,0.600328,,0.641579,0,0,0,0,,0,13280,prior7,0.28588,0,202511030608,2-3-4-6-1,6-2-3-4-1,2-6-3-4-1,2-6-3-4-1,315,追い,official_realtime,0,30.4884,30.4884,2,0.0702,0.0702,-0.014263,0.000563,0.005903,0.003875,0.004936,-0.000962,3,2,1,6,5,4,0.6,0.8,1.0,0.0,0.2,0.4,0.08,0.03,-0.01,0.63,0.33,0.22,3,2,1,6,5,4,0.6,0.8,1.0,0.0,0.2,0.4,backfill,1,0,0,5-2-6;5-6-2;5-2-3;5-3-2;5-2-4;5-6-3;5-3-6;5-2-1;5-4-2;5-6-4;5-4-6;5-6-1;5-1-2;5-3-4;5-4-3;5-1-6;5-3-1;5-1-3;5-4-1;5-1-4,2-6;3-6;3-2;2-3,5-2-6;5-2-3;5-2-4;5-6-2;5-6-3;5-6-4,2-6;3-6;3-2;2-3;2-4;3-4,-0.5,0,0.4,0,1,1,6,浜名湖,0.0,5m+,追い_5m+,neutral,2,9.4118,0.8339,8.5779,85,backfill,6.0,4
1-5-4,0,0,0,3,2,1,1,1,1,2025-11-03,1,5,1,backfill,same,S,5HEAD,1,1,1,5,0,5,1.9004,0.9751,逃げ,5頭展開,0.47,0.57,0.22,0.883333,,0.326667,1.0,0.72,0.38,0.72,,0.72,0.656364,0.378182,0.272727,0.650909,,0.563636,0.69,0.489314,0.794514,0.046686,,0.228971,0.758,0.44,0.326,0.522,,0.388,0.714286,0.571429,0.357143,0.428571,,0.285714,0.622715,0.466267,0.351368,0.471961,,0.35745,0,0,0,0,,0,2780,prior7,0.67868,1,202511030711,1-4-2-6-3,1-2-4-3-6,1-2-4-3-6,1-4-2-6-3,270,左横,official_realtime,0,69.7684,71.7684,5,0.7298,0.7298,-0.014263,0.000563,0.005903,0.003875,0.004936,-0.000962,4,1,6,2,3,5,0.4,1.0,0.0,0.8,0.6,0.2,-0.05,-0.09,0.11,-0.08,-0.07,0.06,4,1,6,2,3,5,0.4,1.0,0.0,0.8,0.6,0.2,backfill,4,0,0,5-1-2;5-2-1;5-1-4;5-4-1;5-1-3;5-2-4;5-4-2;5-1-6;5-3-1;5-2-3;5-3-2;5-2-6;5-6-1;5-4-3;5-3-4;5-6-2;5-4-6;5-6-4;5-3-6;5-6-3,4-1;1-2;1-4;4-2,5-1-2;5-1-4;5-1-3;5-2-1;5-2-4;5-2-3,4-1;1-2;1-4;1-3;4-2;4-3,-0.5,0,0.4,0,1,1,7,蒲郡,2.0,3-4m,左横_3-4m,favorable,1,12.3288,3.7509,8.5779,73,backfill,4.0,1
1-5-2,0,0,0,3,3,0,0,0,0,2025-11-03,0,2,0,backfill,changed,B,5HEAD,1,1,1,5,0,5,-1.9834,0.0041,逃げ,5頭展開,0.413333,0.526667,0.49,0.59,,0.67,1.0,0.38,0.38,0.72,,0.15,0.843636,0.556364,0,0.641818,,0,0.5008,0.523714,0.7024,0.486,,0.730743,0.678,0.41,0.314,0.56,,0,0.642857,0.285714,0.357143,0.428571,,0.571429,0.573704,0.392755,0.360211,0.500337,,0.320255,0,0,0,0,,0,580,prior7,0.38904,0,202511030805,1-4-2-3-6,1-4-2-3-6,1-4-2-3-6,1-4-2-3-6,,missing,official_realtime,0,36.9206,36.9206,5,0.5298,0.5298,-0.014263,0.000563,0.005903,0.003875,0.004936,-0.000962,2,5,6,3,4,1,0.8,0.2,0.0,0.6,0.4,1.0,-0.16,0.01,0.04,-0.1,-0.06,-0.16,1,5,6,3,4,2,1.0,0.2,0.0,0.6,0.4,0.8,backfill,2,0,0,5-1-4;5-4-1;5-1-2;5-2-1;5-1-3;5-4-2;5-2-4;5-1-6;5-3-1;5-4-3;5-3-4;5-4-6;5-6-1;5-2-3;5-3-2;5-6-4;5-2-6;5-6-2;5-3-6;5-6-3,4-1;1-4;1-2;4-2,5-1-4;5-1-2;5-1-3;5-4-1;5-4-2;5-4-3,4-1;1-4;1-2;1-3;4-2;4-3,-0.5,0,0.4,0,1,1,8,常滑,0.0,3-4m,missing,neutral,0,0,0,0,0,backfill,4.0,1
1-5-2,0,0,0,4,4,1,1,1,1,2025-11-03,1,5,1,backfill,same,S,5HEAD,1,1,1,5,0,5,2.0,1.0,逃げ,5頭展開,0.133333,0.383333,0.553333,0.806667,,0.696667,0.72,0.38,0.38,1.0,,0.15,0.681818,0.347273,0.407273,0.738182,,0,0.528114,0.569543,0.3852,0.7272,,0.554686,0.632,0.168,0.4,0.574,,0,0.571429,0.428571,0.5,0.785714,,0.071429,0.455033,0.324896,0.379466,0.667653,,0.250125,0,0,0,0,,0,3010,prior7,0.65949,1,202511030807,4-1-3-2-6,4-1-3-2-6,4-1-3-2-6,4-1-3-2-6,,missing,official_realtime,0,67.9493,67.9493,5,0.9298,0.8596,-0.014263,0.000563,0.005903,0.003875,0.004936,-0.000962,3,5,4,1,2,6,0.6,0.2,0.4,1.0,0.8,0.0,0.0,0.07,0.03,-0.02,0.01,0.08,2,5,4,1,3,6,0.8,0.2,0.4,1.0,0.6,0.0,backfill,2,0,0,5-4-1;5-1-4;5-4-3;5-3-4;5-4-2;5-1-3;5-3-1;5-4-6;5-2-4;5-1-2;5-2-1;5-1-6;5-6-4;5-3-2;5-2-3;5-6-1;5-3-6;5-6-3;5-2-6;5-6-2,1-4;4-1;4-3;1-3,5-4-1;5-4-3;5-4-2;5-1-4;5-1-3;5-1-2,1-4;4-1;4-3;4-2;1-3;1-2,0,0,0.4,0,1,1,8,常滑,0.0,3-4m,missing,neutral,0,0,0,0,0,backfill,3.0,1
2-1-5,0,3,4,0,0,1,1,1,1,2025-11-03,1,5,1,backfill,same,S,5HEAD,1,1,1,5,0,5,-1.9668,0.0083,差し,5頭展開,0.22,0.66,0.13,0.45,,0.74,0.38,0.72,0.38,1.0,,0.38,0.42,0.976364,0.418182,0.834545,,0,0.341771,0.7892,0.495771,0.883086,,0.4088,0.494,0.638,0.214,0.67,,0.204,0.428571,0.642857,0.428571,0.642857,,0.428571,0.324533,0.62535,0.281167,0.643045,,0.340827,0,0,0,0,,0,2000,prior7,0.7001,1,202511031204,4-2-1-6-3,4-2-1-6-3,4-2-1-6-3,4-2-6-1-3,135,向かい,official_realtime,0,68.0432,68.0432,1,0.9298,0.9298,-0.014263,0.000563,0.005903,0.003875,0.004936,-0.000962,4,6,5,1,2,3,0.4,0.0,0.2,1.0,0.8,0.6,-0.01,0.02,0.02,-0.09,-0.06,-0.06,4,5,6,1,2,3,0.4,0.2,0.0,1.0,0.8,0.6,backfill,5,0,0,5-4-2;5-2-4;5-4-1;5-1-4;5-4-6;5-2-1;5-1-2;5-4-3;5-6-4;5-2-6;5-6-2;5-2-3;5-3-4;5-1-6;5-6-1;5-3-2;5-1-3;5-3-1;5-6-3;5-3-6,4-2;2-4;4-1;2-1,5-4-2;5-4-1;5-4-6;5-2-4;5-2-1;5-2-6,4-2;2-4;4-1;4-6;2-1;2-6,-0.5,0,0.4,0,1,1,12,住之江,0.0,5m+,向かい_5m+,neutral,4,9.3023,0.7244,8.5779,43,backfill,6.0,2
5-1-4,2,2,2,1,1,1,1,1,1,2025-11-04,1,5,1,backfill,same,S,5HEAD,1,1,1,5,1,5,1.9355,0.9839,まくり差し,5頭展開,0.236667,0.43,0.486667,0.316667,,0.693333,1.0,0.15,0.72,1.0,,0.72,0.692727,0.232727,0.563636,0,,0.378182,0.817543,0.771486,0.228971,0.938,,0.489314,0.614,0.028,0.388,0.95,,0.44,0.714286,0.285714,0.285714,0.857143,,0.571429,0.577946,0.282205,0.38625,0.634103,,0.488467,0,0,0,0,,0,4020,prior7,0.67993,1,202511040710,4-1-6-3-2,4-1-6-3-2,4-1-6-3-2,4-1-6-3-2,270,左横,official_realtime,1,69.9288,71.9288,1,0.6702,0.7298,-0.013031,0.002012,0.003865,-0.0009,0.005217,0.00287,6,5,4,3,2,1,0.0,0.2,0.4,0.6,0.8,1.0,0.09,0.03,0.01,-0.04,-0.04,-0.11,6,5,4,2,3,1,0.0,0.2,0.4,0.8,0.6,1.0,backfill,4,1,1,5-4-1;5-1-4;5-4-6;5-6-4;5-4-3;5-1-6;5-6-1;5-4-2;5-3-4;5-1-3;5-3-1;5-1-2;5-2-4;5-6-3;5-3-6;5-2-1;5-6-2;5-2-6;5-3-2;5-2-3,1-4;4-1;4-6;1-6,5-4-1;5-4-6;5-4-3;5-1-4;5-1-6;5-1-3,1-4;4-1;4-6;1-6;4-3;1-3,-0.5,0,0.4,0,1,1,7,蒲郡,2.0,0-2m,左横_0-2m,favorable,1,11.6279,3.05,8.5779,86,backfill,1.0,5
3-1-5,0,2,2,0,0,0,0,0,0,2025-11-04,0,4,0,backfill,changed,B,5HEAD,1,1,1,5,0,5,1.871,0.9677,まくり差し,5頭展開,0.57,0.26,0.91,0.17,,0.73,0.38,0.38,1.0,0.38,,0.72,0.552727,0.090909,0.794545,0.607273,,0,0.893714,0.651029,0.152,0.584343,,0.5072,0.52,0.362,0.738,0.476,,0.536,0.357143,0.571429,0.571429,0.857143,,0.357143,0.490492,0.345756,0.604852,0.406903,,0.466807,0,0,0,0,,0,1420,prior7,0.34322,0,202511041810,3-1-6-4-2,3-1-6-4-2,3-1-6-4-2,3-1-6-4-2,45,右横,official_realtime,0,36.193,36.193,1,0.3298,0.3298,-0.013031,0.002012,0.003865,-0.0009,0.005217,0.00287,2,3,1,4,5,6,0.8,0.6,1.0,0.4,0.2,0.0,0.01,0.06,0.02,0.08,0.12,0.21,1,3,2,4,5,6,1.0,0.6,0.8,0.4,0.2,0.0,backfill,5,0,0,5-3-1;5-1-3;5-3-6;5-6-3;5-3-4;5-1-6;5-6-1;5-3-2;5-4-3;5-1-4;5-4-1;5-1-2;5-2-3;5-6-4;5-4-6;5-2-1;5-6-2;5-2-6;5-4-2;5-2-4,1-3;3-1;3-6;1-6,5-3-1;5-3-6;5-3-4;5-1-3;5-1-6;5-1-4,1-3;3-1;3-6;3-4;1-6;1-4,0,0,0.4,0,1,1,18,徳山,0.0,0-2m,右横_0-2m,neutral,2,9.9174,1.3395,8.5779,121,backfill,2.0,3
2-1-4,0,1,2,4,4,1,1,0,0,2025-11-04,1,5,1,backfill,same,A,5HEAD,1,1,1,5,0,5,-2.0,0.0,差し,5頭展開,0.343333,0.38,0.32,0.543333,,0.676667,1.0,1.0,0.38,0.72,,1.0,0.689091,0.636364,0.54,0.694545,,0.485455,0.413371,0.691771,0.874229,0.415029,,0.566457,0.872,0.746,0.388,0.8,,0.562,0.714286,0.5,0.571429,0.5,,0.428571,0.577166,0.58365,0.435367,0.536118,,0.562286,0,0,0,0,,0,2530,prior7,0.60197,1,202511042010,1-2-4-6-3,1-2-6-4-3,1-2-6-4-3,2-1-6-4-3,90,右横,official_realtime,0,58.1973,58.1973,1,0.3511,0.2809,-0.013031,0.002012,0.003865,-0.0009,0.005217,0.00287,2,4,5,6,1,3,0.8,0.4,0.2,0.0,1.0,0.6,-0.08,-0.05,0.09,0.12,-0.07,-0.05,1,3,5,6,2,4,1.0,0.6,0.2,0.0,0.8,0.4,backfill,4,0,0,5-1-2;5-2-1;5-1-6;5-6-1;5-1-4;5-2-6;5-6-2;5-1-3;5-4-1;5-2-4;5-4-2;5-2-3;5-3-1;5-6-4;5-4-6;5-3-2;5-6-3;5-3-6;5-4-3;5-3-4,1-2;2-1;1-6;2-6,5-1-2;5-1-6;5-1-4;5-2-1;5-2-6;5-2-4,1-2;2-1;1-6;1-4;2-6;2-4,0,0,0.4,0,1,1,20,若松,0.0,0-2m,右横_0-2m,neutral,3,9.9174,1.3395,8.5779,121,backfill,2.0,2
5-6-3,15,4,3,3,4,1,1,0,0,2025-11-05,1,5,1,backfill,same,A,5HEAD,1,1,1,5,1,5,1.9044,0.9761,恵まれ,5頭展開,0.68,0.066667,0.466667,0.823333,,0.52,1.0,1.0,1.0,1.0,,1.0,0.601818,0.778182,0,0.676364,,0.932727,0.432971,0.558286,0.568114,0.498343,,0.366743,0.756,0.666,0.882,0.742,,0.608,0.714286,0.714286,0.642857,0.928571,,0.857143,0.612076,0.519989,0.566017,0.671579,,0.583227,0,0,0,0,,0,4760,prior7,0.55759,1,202511050601,4-1-6-3-2,4-1-3-6-2,4-1-3-6-2,4-1-6-3-2,,missing,official_realtime,1,57.663,57.663,6,0.4596,0.3894,-0.012499,0.003419,0.001885,-0.001998,0.005764,0.003455,1,6,2,3,5,4,1.0,0.0,0.8,0.6,0.2,0.4,-0.02,0.08,0.03,0.05,0.08,0.07,1,5,2,3,6,4,1.0,0.2,0.8,0.6,0.0,0.4,backfill,3,1,0,5-4-1;5-1-4;5-4-3;5-3-4;5-4-6;5-1-3;5-3-1;5-4-2;5-6-4;5-1-6;5-6-1;5-1-2;5-2-4;5-3-6;5-6-3;5-2-1;5-3-2;5-2-3;5-6-2;5-2-6,1-4;4-1;4-3;1-3,5-4-1;5-4-3;5-4-6;5-1-4;5-1-3;5-1-6,1-4;4-1;4-3;4-6;1-3;1-6,-0.5,0,0.4,0,1,1,6,浜名湖,0.0,0-2m,missing,neutral,0,0,0,0,0,backfill,1.0,5
1-4-2,0,3,2,4,5,0,0,0,0,2025-11-05,1,5,1,backfill,same,B,5HEAD,1,1,1,5,0,5,-1.9522,0.012,逃げ,5頭展開,0.52,0.343333,0.536667,0.606667,,0.53,1.0,1.0,1.0,1.0,,1.0,0.523636,0.818182,0.816364,0.674545,,0.778182,0.884857,0.540057,0.697086,0.656343,,0.558286,0.652,0.728,0.726,0.732,,0.666,0.785714,0.857143,0.642857,0.714286,,0.714286,0.640511,0.594527,0.636211,0.638108,,0.603389,0,0,0,0,,0,2080,prior7,0.54363,0,202511050608,3-4-1-2-6,1-4-3-2-6,1-3-4-2-6,1-4-3-6-2,,missing,official_realtime,0,52.4105,52.4105,4,0.7404,0.7404,-0.012499,0.003419,0.001885,-0.001998,0.005764,0.003455,6,4,5,3,1,2,0.0,0.4,0.2,0.6,1.0,0.8,0.05,0.01,0.06,-0.01,-0.09,-0.08,5,4,6,3,1,2,0.2,0.4,0.0,0.6,1.0,0.8,backfill,2,0,0,5-1-3;5-3-1;5-1-4;5-4-1;5-1-2;5-3-4;5-4-3;5-1-6;5-2-1;5-3-2;5-2-3;5-3-6;5-6-1;5-4-2;5-2-4;5-6-3;5-4-6;5-6-4;5-2-6;5-6-2,3-1;4-1;3-4;4-3,5-1-3;5-1-4;5-1-2;5-3-1;5-3-4;5-3-2,3-1;4-1;3-4;4-3;3-2;4-2,-0.5,0,0.4,0,1,1,6,浜名湖,0.0,0-2m,missing,neutral,0,0,0,0,0,backfill,1.0,1
