date,race_code,venue,boat,racer_id,racer_name,ex_course,actual_course,course_same,ex_st,actual_st,delta_actual_minus_ex,inside_ex_st,outside_ex_st,inside_bucket,outside_bucket,own_bucket
2026-08-21,202608211606,16,1,3618,海野 ゆかり,1,1,1,0.26,0.13,-0.13,,0.01,missing,<=.05,>.20
2026-08-21,202608211606,16,2,5193,米丸 乃絵,2,2,1,0.01,0.12,0.11,0.26,0.17,>.20,.16-.20,<=.05
2026-08-21,202608211606,16,3,5317,長尾 萌加,3,3,1,0.17,0.11,-0.06000000000000001,0.01,0.08,<=.05,.06-.10,.16-.20
2026-08-21,202608211606,16,4,5297,南 彩寧,4,4,1,0.08,0.15,0.06999999999999999,0.17,-0.05,.16-.20,F,.06-.10
2026-08-21,202608211606,16,5,4882,瀧川 千依,5,5,1,-0.05,0.16,0.21000000000000002,0.08,-0.03,.06-.10,F,F
2026-08-21,202608211606,16,6,4994,山本 梨菜,6,6,1,-0.03,0.17,0.2,-0.05,,F,missing,F
2026-08-21,202608210206,02,1,5098,大江 純,1,1,1,-0.01,0.08,0.09,,0.09,missing,.06-.10,F
2026-08-21,202608210206,02,2,5142,常住 蓮,2,2,1,0.09,0.1,0.010000000000000009,-0.01,0.14,F,.11-.15,.06-.10
2026-08-21,202608210206,02,3,4379,桑島 和宏,3,3,1,0.14,0.05,-0.09000000000000001,0.09,0.27,.06-.10,>.20,.11-.15
2026-08-21,202608210206,02,4,4581,吉村 誠,4,4,1,0.27,0.11,-0.16000000000000003,0.14,0.05,.11-.15,<=.05,>.20
2026-08-21,202608210206,02,5,5374,木山 大聖,5,5,1,0.05,0.04,-0.010000000000000002,0.27,0.15,>.20,.11-.15,<=.05
2026-08-21,202608210206,02,6,3313,本吉 正樹,6,6,1,0.15,0.21,0.06,0.05,,<=.05,missing,.11-.15
2026-08-21,202608211307,13,1,4695,尾崎 雄二,1,1,1,0.08,0.12,0.039999999999999994,,0.03,missing,<=.05,.06-.10
2026-08-21,202608211307,13,2,3564,桑原 啓,2,2,1,0.03,0.11,0.08,0.08,0.12,.06-.10,.11-.15,<=.05
2026-08-21,202608211307,13,3,3550,都築 正治,3,3,1,0.12,0.13,0.010000000000000009,0.03,0.25,<=.05,>.20,.11-.15
2026-08-21,202608211307,13,4,4368,山口 隆史,4,4,1,0.25,0.23,-0.01999999999999999,0.12,0.13,.11-.15,.11-.15,>.20
2026-08-21,202608211307,13,5,4951,新田 洋一,5,5,1,0.13,0.15,0.01999999999999999,0.25,0.14,>.20,.11-.15,.11-.15
2026-08-21,202608211307,13,6,5396,近藤 来希,6,6,1,0.14,0.17,0.03,0.13,,.11-.15,missing,.11-.15
2026-08-21,202608210404,04,1,5178,成貞 琳平,1,1,1,0.26,0.2,-0.06,,0.07,missing,.06-.10,>.20
2026-08-21,202608210404,04,2,3940,飯山 泰,2,2,1,0.07,0.17,0.1,0.26,0.12,>.20,.11-.15,.06-.10
2026-08-21,202608210404,04,3,5125,高井 雄基,4,4,1,0.18,0.14,-0.03999999999999998,0.12,0.01,.11-.15,<=.05,.16-.20
2026-08-21,202608210404,04,4,4779,伊倉 光,5,5,1,0.01,0.1,0.09000000000000001,0.18,0.16,.16-.20,.16-.20,<=.05
2026-08-21,202608210404,04,5,3685,荒井 輝年,6,6,1,0.16,0.21,0.04999999999999999,0.01,,<=.05,missing,.16-.20
2026-08-21,202608210404,04,6,3933,山地 正樹,3,3,1,0.12,0.18,0.06,0.07,0.18,.06-.10,.16-.20,.11-.15
2026-08-21,202608210306,03,1,5199,垂水 悠,1,1,1,0.18,0.19,0.010000000000000009,,0.06,missing,.06-.10,.16-.20
2026-08-21,202608210306,03,2,3652,森下 勇,2,2,1,0.06,0.29,0.22999999999999998,0.18,0.04,.16-.20,<=.05,.06-.10
2026-08-21,202608210306,03,3,5253,藤井 太雅,3,3,1,0.04,0.39,0.35000000000000003,0.06,0.09,.06-.10,.06-.10,<=.05
2026-08-21,202608210306,03,4,5137,川原 涼,4,4,1,0.09,0.51,0.42000000000000004,0.04,0.28,<=.05,>.20,.06-.10
2026-08-21,202608210306,03,5,4041,小林 基樹,5,5,1,0.28,0.47,0.18999999999999995,0.09,0.03,.06-.10,<=.05,>.20
2026-08-21,202608210306,03,6,5028,原田 才一郎,6,6,1,0.03,0.38,0.35,0.28,,>.20,missing,<=.05
2026-08-21,202608212111,21,1,3439,大平 誉史明,1,1,1,0.15,0.15,0.0,,0.05,missing,<=.05,.11-.15
2026-08-21,202608212111,21,2,3773,津留 浩一郎,2,2,1,0.05,0.14,0.09000000000000001,0.15,-0.06,.11-.15,F,<=.05
2026-08-21,202608212111,21,3,3853,岩崎 正哉,3,3,1,-0.06,0.14,0.2,0.05,0.04,<=.05,<=.05,F
2026-08-21,202608212111,21,4,3804,中渡 修作,4,4,1,0.04,0.2,0.16,-0.06,0.2,F,.16-.20,<=.05
2026-08-21,202608212111,21,5,4364,池永 太,5,5,1,0.2,0.21,0.009999999999999981,0.04,0.08,<=.05,.06-.10,.16-.20
2026-08-21,202608212111,21,6,3841,佐々木 和伸,6,6,1,0.08,0.26,0.18,0.2,,.16-.20,missing,.06-.10
2026-08-21,202608210605,06,1,5258,仲本 舜,1,1,1,0.03,0.44,0.41000000000000003,,0.21,missing,>.20,<=.05
2026-08-21,202608210605,06,2,3583,齋藤 智裕,2,2,1,0.21,0.32,0.11000000000000001,0.03,0.19,<=.05,.16-.20,>.20
2026-08-21,202608210605,06,3,4980,佐々木 完太,3,3,1,0.19,0.25,0.06,0.21,0.31,>.20,>.20,.16-.20
2026-08-21,202608210605,06,4,3800,牧 宏次,4,4,1,0.31,0.15,-0.16,0.19,0.24,.16-.20,>.20,>.20
2026-08-21,202608210605,06,5,4365,盛本 真輔,5,5,1,0.24,0.18,-0.06,0.31,0.23,>.20,>.20,>.20
2026-08-21,202608210605,06,6,4785,木幡 純也,6,6,1,0.23,0.24,0.009999999999999981,0.24,,>.20,missing,>.20
2026-08-21,202608212311,23,1,4910,中村 泰平,1,1,1,0.06,0.15,0.09,,0.07,missing,.06-.10,.06-.10
2026-08-21,202608212311,23,2,5135,仲 航太,2,2,1,0.07,0.17,0.1,0.06,-0.06,.06-.10,F,.06-.10
2026-08-21,202608212311,23,3,4925,森 悠稀,3,3,1,-0.06,0.19,0.25,0.07,0.39,.06-.10,>.20,F
2026-08-21,202608212311,23,4,4812,西野 雄貴,4,4,1,0.39,0.17,-0.22,-0.06,0.24,F,>.20,>.20
2026-08-21,202608212311,23,5,5273,山下 拓巳,5,5,1,0.24,0.19,-0.04999999999999999,0.39,0.11,>.20,.11-.15,>.20
2026-08-21,202608212311,23,6,4402,乙藤 智史,6,6,1,0.11,0.19,0.08,0.24,,>.20,missing,.11-.15
2026-08-21,202608210207,02,1,4191,赤羽 克也,1,1,1,0.05,0.05,0.0,,0.13,missing,.11-.15,<=.05
2026-08-21,202608210207,02,2,3286,坂東 満,2,2,1,0.13,0.04,-0.09,0.05,0.07,<=.05,.06-.10,.11-.15
2026-08-21,202608210207,02,3,3294,野中 義生,3,3,1,0.07,0.09,0.01999999999999999,0.13,0.15,.11-.15,.11-.15,.06-.10
2026-08-21,202608210207,02,4,5131,江藤 敦宏,4,4,1,0.15,0.05,-0.09999999999999999,0.07,0.14,.06-.10,.11-.15,.11-.15
2026-08-21,202608210207,02,5,3503,堂原 洋史,5,5,1,0.14,0.06,-0.08000000000000002,0.15,-0.02,.11-.15,F,.11-.15
2026-08-21,202608210207,02,6,5430,鳥本 智史,6,6,1,-0.02,0.07,0.09000000000000001,0.14,,.11-.15,missing,F
2026-08-21,202608211607,16,1,4373,若狭 奈美子,1,1,1,0.23,0.24,0.009999999999999981,,0.34,missing,>.20,>.20
2026-08-21,202608211607,16,2,4893,渡邉 真奈美,2,2,1,0.34,0.12,-0.22000000000000003,0.23,0.21,>.20,>.20,>.20
2026-08-21,202608211607,16,3,5188,武井 莉里佳,3,3,1,0.21,0.13,-0.07999999999999999,0.34,0.23,>.20,>.20,>.20
2026-08-21,202608211607,16,4,3551,藤田 美代,4,4,1,0.23,0.12,-0.11000000000000001,0.21,0.26,>.20,>.20,>.20
2026-08-21,202608211607,16,5,4208,三浦 永理,5,5,1,0.26,0.09,-0.17,0.23,0.27,>.20,>.20,>.20
2026-08-21,202608211607,16,6,5438,星田 夢結,6,6,1,0.27,0.17,-0.1,0.26,,>.20,missing,>.20
2026-08-21,202608210405,04,1,5167,小川 竜太朗,1,1,1,0.27,0.13,-0.14,,0.02,missing,<=.05,>.20
2026-08-21,202608210405,04,2,4503,上野 真之介,2,2,1,0.02,0.13,0.11,0.27,0.01,>.20,<=.05,<=.05
2026-08-21,202608210405,04,3,4944,田代 達也,3,3,1,0.01,0.18,0.16999999999999998,0.02,0.06,<=.05,.06-.10,<=.05
2026-08-21,202608210405,04,4,4917,岩橋 裕馬,4,4,1,0.06,0.14,0.08000000000000002,0.01,0.1,<=.05,.06-.10,.06-.10
2026-08-21,202608210405,04,5,4886,入海 馨,5,5,1,0.1,0.14,0.04000000000000001,0.06,0.2,.06-.10,.16-.20,.06-.10
2026-08-21,202608210405,04,6,4095,福来 剛,6,6,1,0.2,0.15,-0.05000000000000002,0.1,,.06-.10,missing,.16-.20
2026-08-21,202608210307,03,1,5312,川辺 郭人,1,1,1,0.23,0.08,-0.15000000000000002,,0.04,missing,<=.05,>.20
2026-08-21,202608210307,03,2,5132,中野 希一,2,2,1,0.04,0.12,0.07999999999999999,0.23,0.11,>.20,.11-.15,<=.05
2026-08-21,202608210307,03,3,5276,大島 隆乃介,3,3,1,0.11,0.06,-0.05,0.04,-0.01,<=.05,F,.11-.15
2026-08-21,202608210307,03,4,4167,片岡 秀樹,4,4,1,-0.01,0.09,0.09999999999999999,0.11,0.29,.11-.15,>.20,F
2026-08-21,202608210307,03,5,3935,岩津 徹郎,5,5,1,0.29,0.06,-0.22999999999999998,-0.01,0.17,F,.16-.20,>.20
2026-08-21,202608210307,03,6,5252,荒木 颯斗,6,6,1,0.17,0.07,-0.1,0.29,,>.20,missing,.16-.20
2026-08-21,202608211308,13,1,5350,網代 良芽,1,1,1,0.21,0.15,-0.06,,0.18,missing,.16-.20,>.20
2026-08-21,202608211308,13,2,4383,竹田 吉行,2,2,1,0.18,0.21,0.03,0.21,0.22,>.20,>.20,.16-.20
2026-08-21,202608211308,13,3,5133,堀越 雄貴,3,3,1,0.22,0.12,-0.1,0.18,0.05,.16-.20,<=.05,>.20
2026-08-21,202608211308,13,4,4327,加藤 翔,4,4,1,0.05,0.11,0.06,0.22,0.11,>.20,.11-.15,<=.05
2026-08-21,202608211308,13,5,5011,高木 圭大,5,5,1,0.11,0.13,0.020000000000000004,0.05,-0.05,<=.05,F,.11-.15
2026-08-21,202608211308,13,6,5441,鈴木 雄登,6,6,1,-0.05,0.12,0.16999999999999998,0.11,,.11-.15,missing,F
2026-08-21,202608210606,06,1,5263,花田 凱成,1,1,1,0.24,0.19,-0.04999999999999999,,0.12,missing,.11-.15,>.20
2026-08-21,202608210606,06,2,3976,内田 圭,3,3,1,0.48,0.17,-0.30999999999999994,0.12,0.49,.11-.15,>.20,>.20
2026-08-21,202608210606,06,3,4258,関根 彰人,4,4,1,0.49,0.15,-0.33999999999999997,0.48,0.31,>.20,>.20,>.20
2026-08-21,202608210606,06,4,3930,岸本 隆,5,5,1,0.31,0.06,-0.25,0.49,0.21,>.20,>.20,>.20
2026-08-21,202608210606,06,5,4465,大西 賢,6,6,1,0.21,0.18,-0.03,0.31,,>.20,missing,>.20
2026-08-21,202608210606,06,6,4199,北川 潤二,2,2,1,0.12,0.18,0.06,0.24,0.48,>.20,>.20,.11-.15
2026-08-21,202608212112,21,1,3743,林 美憲,1,1,1,0.09,0.12,0.03,,0.05,missing,<=.05,.06-.10
2026-08-21,202608212112,21,2,4257,古川 健,2,2,1,0.05,0.12,0.06999999999999999,0.09,-0.05,.06-.10,F,<=.05
2026-08-21,202608212112,21,3,4578,藤山 雅弘,3,3,1,-0.05,0.12,0.16999999999999998,0.05,0.03,<=.05,<=.05,F
2026-08-21,202608212112,21,4,4025,山本 隆幸,4,4,1,0.03,0.19,0.16,-0.05,0.06,F,.06-.10,<=.05
2026-08-21,202608212112,21,5,4523,中村 辰也,5,5,1,0.06,0.21,0.15,0.03,0.12,<=.05,.11-.15,.06-.10
2026-08-21,202608212112,21,6,3629,浅見 昌克,6,6,1,0.12,0.22,0.1,0.06,,.06-.10,missing,.11-.15
2026-08-21,202608210208,02,1,4234,野相 弘司,1,1,1,0.08,0.14,0.06000000000000001,,0.01,missing,<=.05,.06-.10
2026-08-21,202608210208,02,2,4394,永嶋 裕一,2,2,1,0.01,0.13,0.12000000000000001,0.08,0.12,.06-.10,.11-.15,<=.05
2026-08-21,202608210208,02,3,4496,内堀 学,3,3,1,0.12,0.14,0.020000000000000018,0.01,0.33,<=.05,>.20,.11-.15
2026-08-21,202608210208,02,4,5405,竹内 来,4,4,1,0.33,0.31,-0.020000000000000018,0.12,0.04,.11-.15,<=.05,>.20
2026-08-21,202608210208,02,5,4540,相原 利章,5,5,1,0.04,0.06,0.019999999999999997,0.33,0.13,>.20,.11-.15,<=.05
2026-08-21,202608210208,02,6,4457,神田 達也,6,6,1,0.13,0.11,-0.020000000000000004,0.04,,<=.05,missing,.11-.15
2026-08-21,202608212312,23,1,4624,高田 明,1,1,1,0.06,0.15,0.09,,0.38,missing,>.20,.06-.10
2026-08-21,202608212312,23,2,4375,照屋 厚仁,2,2,1,0.38,0.19,-0.19,0.06,0.07,.06-.10,.06-.10,>.20
2026-08-21,202608212312,23,3,4704,河野 大,3,3,1,0.07,0.17,0.1,0.38,0.07,>.20,.06-.10,.06-.10
2026-08-21,202608212312,23,4,4441,末永 由楽,4,4,1,0.07,0.19,0.12,0.07,0.01,.06-.10,<=.05,.06-.10
2026-08-21,202608212312,23,5,4610,佐藤 大佑,5,5,1,0.01,0.38,0.37,0.07,0.09,.06-.10,.06-.10,<=.05
2026-08-21,202608212312,23,6,4430,永田 秀二,6,6,1,0.09,0.21,0.12,0.01,,<=.05,missing,.06-.10
2026-08-21,202608210308,03,1,5210,藤井 公人,1,1,1,0.1,0.04,-0.060000000000000005,,0.27,missing,>.20,.06-.10
2026-08-21,202608210308,03,2,5329,金子 龍斗,2,2,1,0.27,0.11,-0.16000000000000003,0.1,-0.03,.06-.10,F,>.20
2026-08-21,202608210308,03,3,4118,宇佐見 淳,3,3,1,-0.03,0.12,0.15,0.27,-0.03,>.20,F,F
2026-08-21,202608210308,03,4,4705,吉川 勇作,4,4,1,-0.03,0.15,0.18,-0.03,0.07,F,.06-.10,F
2026-08-21,202608210308,03,5,4169,多田 有佑,5,5,1,0.07,0.14,0.07,-0.03,0.05,F,<=.05,.06-.10
2026-08-21,202608210308,03,6,5249,三木 晴斗,6,6,1,0.05,0.08,0.03,0.07,,.06-.10,missing,<=.05
2026-08-21,202608210406,04,1,4815,伏島 祐介,1,1,1,0.04,0.18,0.13999999999999999,,-0.01,missing,F,<=.05
2026-08-21,202608210406,04,2,4632,長尾 京志郎,2,2,1,-0.01,0.16,0.17,0.04,0.27,<=.05,>.20,F
2026-08-21,202608210406,04,3,3960,菊地 孝平,3,3,1,0.27,0.11,-0.16000000000000003,-0.01,0.23,F,>.20,>.20
2026-08-21,202608210406,04,4,3544,豊田 訓靖,4,4,1,0.23,0.16,-0.07,0.27,0.23,>.20,>.20,>.20
2026-08-21,202608210406,04,5,4413,水摩 敦,5,5,1,0.23,0.15,-0.08000000000000002,0.23,0.22,>.20,>.20,>.20
2026-08-21,202608210406,04,6,3412,鈴木 博,6,6,1,0.22,0.13,-0.09,0.23,,>.20,missing,>.20
2026-08-21,202608211608,16,1,4525,真子 奈津実,1,1,1,-0.03,0.17,0.2,,0.01,missing,<=.05,F
2026-08-21,202608211608,16,2,5003,来田 衣織,2,2,1,0.01,0.25,0.24,-0.03,0.09,F,.06-.10,<=.05
2026-08-21,202608211608,16,3,4482,守屋 美穂,3,3,1,0.09,0.19,0.1,0.01,0.01,<=.05,<=.05,.06-.10
2026-08-21,202608211608,16,4,5189,藤原 早菜,4,4,1,0.01,0.16,0.15,0.09,0.04,.06-.10,<=.05,<=.05
2026-08-21,202608211608,16,5,4190,長嶋 万記,5,5,1,0.04,0.17,0.13,0.01,0.07,<=.05,.06-.10,<=.05
2026-08-21,202608211608,16,6,4878,西岡 育未,6,6,1,0.07,0.25,0.18,0.04,,<=.05,missing,.06-.10
2026-08-21,202608210607,06,1,4966,田川 大貴,1,1,1,0.01,0.23,0.22,,0.07,missing,.06-.10,<=.05
2026-08-21,202608210607,06,2,4979,中野 夢斗,2,2,1,0.07,0.23,0.16,0.01,0.09,<=.05,.06-.10,.06-.10
2026-08-21,202608210607,06,3,4057,松井 賢治,3,3,1,0.09,0.22,0.13,0.07,-0.01,.06-.10,F,.06-.10
2026-08-21,202608210607,06,4,4214,林 祐介,4,4,1,-0.01,0.15,0.16,0.09,0.05,.06-.10,<=.05,F
2026-08-21,202608210607,06,5,3876,中辻 崇人,6,5,0,0.17,0.13,-0.04000000000000001,0.05,,<=.05,missing,.16-.20
2026-08-21,202608210607,06,6,4700,金子 和之,5,6,0,0.05,0.15,0.09999999999999999,-0.01,0.17,F,.16-.20,<=.05
2026-08-21,202608211309,13,1,4259,真庭 明志,1,1,1,0.41,0.13,-0.27999999999999997,,0.29,missing,>.20,>.20
2026-08-21,202608211309,13,2,3596,河上 年昭,2,2,1,0.29,0.17,-0.11999999999999997,0.41,0.23,>.20,>.20,>.20
2026-08-21,202608211309,13,3,3964,宮地 博士,3,3,1,0.23,0.17,-0.06,0.29,0.02,>.20,<=.05,>.20
2026-08-21,202608211309,13,4,4329,小松 卓司,4,4,1,0.02,0.13,0.11,0.23,0.1,>.20,.06-.10,<=.05
2026-08-21,202608211309,13,5,5345,牧村 俊輝,5,5,1,0.1,0.16,0.06,0.02,0.06,<=.05,.06-.10,.06-.10
2026-08-21,202608211309,13,6,4233,亀山 雅幸,6,6,1,0.06,0.18,0.12,0.1,,.06-.10,missing,.06-.10
2026-08-21,202608210209,02,1,3888,山本 英志,1,1,1,0.17,0.12,-0.05000000000000002,,-0.02,missing,F,.16-.20
2026-08-21,202608210209,02,2,4287,今井 貴士,2,2,1,-0.02,0.11,0.13,0.17,-0.11,.16-.20,F,F
2026-08-21,202608210209,02,3,4439,近藤 友宝,3,3,1,-0.11,0.14,0.25,-0.02,-0.09,F,F,F
2026-08-21,202608210209,02,4,4201,佐竹 友樹,4,4,1,-0.09,0.11,0.2,-0.11,0.02,F,<=.05,F
2026-08-21,202608210209,02,5,4618,乃村 康友,5,5,1,0.02,0.13,0.11,-0.09,-0.08,F,F,<=.05
2026-08-21,202608210209,02,6,5034,若林 義人,6,6,1,-0.08,0.13,0.21000000000000002,0.02,,<=.05,missing,F
2026-08-21,202608210309,03,1,4790,柳内 敬太,1,1,1,0.19,0.11,-0.08,,0.18,missing,.16-.20,.16-.20
2026-08-21,202608210309,03,3,4129,宇野 博之,2,2,1,0.18,0.16,-0.01999999999999999,0.19,0.04,.16-.20,<=.05,.16-.20
2026-08-21,202608210309,03,4,5065,伊久間 陽優,3,3,1,0.04,0.22,0.18,0.18,0.09,.16-.20,.06-.10,<=.05
2026-08-21,202608210309,03,5,5101,表 健太,4,4,1,0.09,0.21,0.12,0.04,0.38,<=.05,>.20,.06-.10
2026-08-21,202608210309,03,6,5261,岡 暢祐,5,5,1,0.38,0.16,-0.22,0.09,,.06-.10,missing,>.20
2026-08-21,202608210407,04,1,3202,三品 隆浩,1,1,1,0.01,0.08,0.07,,0.05,missing,<=.05,<=.05
2026-08-21,202608210407,04,2,4545,岡村 慶太,2,2,1,0.05,0.07,0.020000000000000004,0.01,0.01,<=.05,<=.05,<=.05
2026-08-21,202608210407,04,3,4105,松下 直也,3,3,1,0.01,0.11,0.1,0.05,0.23,<=.05,>.20,<=.05
2026-08-21,202608210407,04,4,3461,渡邊 哲也,4,4,1,0.23,0.2,-0.03,0.01,0.16,<=.05,.16-.20,>.20
2026-08-21,202608210407,04,5,4661,中島 昂章,5,5,1,0.16,0.15,-0.010000000000000009,0.23,0.01,>.20,<=.05,.16-.20
2026-08-21,202608210407,04,6,4306,畔柳 俊吾,6,6,1,0.01,0.17,0.16,0.16,,.16-.20,missing,<=.05
2026-08-21,202608211609,16,1,4825,倉持 莉々,1,1,1,0.0,0.11,0.11,,0.11,missing,.11-.15,<=.05
2026-08-21,202608211609,16,2,5314,中曽 瑠華,2,2,1,0.11,0.19,0.08,0.0,0.08,<=.05,.06-.10,.11-.15
2026-08-21,202608211609,16,3,4974,安井 瑞紀,3,3,1,0.08,0.15,0.06999999999999999,0.11,0.06,.11-.15,.06-.10,.06-.10
2026-08-21,202608211609,16,4,5389,恵良 琴美,4,4,1,0.06,0.21,0.15,0.08,0.1,.06-.10,.06-.10,.06-.10
2026-08-21,202608211609,16,5,4011,堀之内紀代子,5,5,1,0.1,0.18,0.07999999999999999,0.06,0.21,.06-.10,>.20,.06-.10
2026-08-21,202608211609,16,6,5435,中西 月輝,6,6,1,0.21,0.33,0.12000000000000002,0.1,,.06-.10,missing,>.20
2026-08-21,202608210608,06,1,4133,高橋 正男,1,1,1,-0.04,0.14,0.18000000000000002,,0.03,missing,<=.05,F
2026-08-21,202608210608,06,2,5071,野見山 拓己,2,2,1,0.03,0.04,0.010000000000000002,-0.04,0.25,F,>.20,<=.05
2026-08-21,202608210608,06,3,5315,浅井 翼,3,3,1,0.25,0.09,-0.16,0.03,0.21,<=.05,>.20,>.20
2026-08-21,202608210608,06,4,4074,柳沢 一,4,4,1,0.21,0.09,-0.12,0.25,0.15,>.20,.11-.15,>.20
2026-08-21,202608210608,06,5,3981,今坂 晃広,5,5,1,0.15,0.14,-0.009999999999999981,0.21,0.38,>.20,>.20,.11-.15
2026-08-21,202608210608,06,6,5466,成田 華音,6,6,1,0.38,0.14,-0.24,0.15,,.11-.15,missing,>.20
2026-08-21,202608211310,13,1,4715,村上 遼,1,1,1,0.02,0.13,0.11,,0.17,missing,.16-.20,<=.05
2026-08-21,202608211310,13,2,4352,下條 雄太郎,2,2,1,0.17,0.14,-0.03,0.02,0.03,<=.05,<=.05,.16-.20
2026-08-21,202608211310,13,3,4549,小林 文彦,3,3,1,0.03,0.21,0.18,0.17,0.14,.16-.20,.11-.15,<=.05
2026-08-21,202608211310,13,4,4839,四宮 与寛,4,4,1,0.14,0.28,0.14,0.03,-0.03,<=.05,F,.11-.15
2026-08-21,202608211310,13,5,4301,関 裕也,5,5,1,-0.03,0.18,0.21,0.14,0.1,.11-.15,.06-.10,F
2026-08-21,202608211310,13,6,5154,村松 栄太,6,6,1,0.1,0.19,0.09,-0.03,,F,missing,.06-.10
2026-08-21,202608211501,15,1,5326,三嶌 さらら,1,1,1,0.09,0.08,-0.009999999999999995,,0.15,missing,.11-.15,.06-.10
2026-08-21,202608211501,15,2,4154,森安 弘雅,2,2,1,0.15,0.09,-0.06,0.09,0.16,.06-.10,.16-.20,.11-.15
2026-08-21,202608211501,15,3,3701,大西 隆洋,3,3,1,0.16,0.08,-0.08,0.15,0.06,.11-.15,.06-.10,.16-.20
2026-08-21,202608211501,15,4,4010,越智 照浩,4,4,1,0.06,0.11,0.05,0.16,0.04,.16-.20,<=.05,.06-.10
2026-08-21,202608211501,15,5,3543,福田 雅一,5,5,1,0.04,0.14,0.1,0.06,0.12,.06-.10,.11-.15,<=.05
2026-08-21,202608211501,15,6,3832,下田 哲也,6,6,1,0.12,0.16,0.04000000000000001,0.04,,<=.05,missing,.11-.15
2026-08-21,202608210210,02,2,3105,内山 文典,1,1,1,-0.05,0.15,0.2,,-0.11,missing,F,F
2026-08-21,202608210210,02,3,4189,川上 剛,2,2,1,-0.11,0.15,0.26,-0.05,-0.04,F,F,F
2026-08-21,202608210210,02,4,4782,浜崎 準也,3,3,1,-0.04,0.17,0.21000000000000002,-0.11,0.16,F,.16-.20,F
2026-08-21,202608210210,02,5,3664,鈴木 賢一,4,4,1,0.16,0.16,0.0,-0.04,0.08,F,.06-.10,.16-.20
2026-08-21,202608210210,02,6,4472,尾嶋 一広,5,5,1,0.08,0.12,0.039999999999999994,0.16,,.16-.20,missing,.06-.10
2026-08-21,202608210310,03,1,4933,板橋 侑我,1,1,1,-0.06,0.15,0.21,,0.38,missing,>.20,F
2026-08-21,202608210310,03,2,5181,森 智哉,2,2,1,0.38,0.19,-0.19,-0.06,-0.02,F,F,>.20
2026-08-21,202608210310,03,3,5063,大塚 雅治,3,3,1,-0.02,0.15,0.16999999999999998,0.38,0.17,>.20,.16-.20,F
2026-08-21,202608210310,03,4,4403,木下 大將,4,4,1,0.17,0.21,0.03999999999999998,-0.02,0.01,F,<=.05,.16-.20
2026-08-21,202608210310,03,5,4161,黒柳 浩孝,5,5,1,0.01,0.16,0.15,0.17,0.02,.16-.20,<=.05,<=.05
2026-08-21,202608210310,03,6,5103,芝田 京介,6,6,1,0.02,0.19,0.17,0.01,,<=.05,missing,<=.05
2026-08-21,202608210701,07,1,4752,西尾 亮輔,1,1,1,0.14,0.18,0.03999999999999998,,0.3,missing,>.20,.11-.15
2026-08-21,202608210701,07,2,4718,北川 太一,2,2,1,0.3,0.16,-0.13999999999999999,0.14,0.24,.11-.15,>.20,>.20
2026-08-21,202608210701,07,3,3659,藤生 雄人,3,3,1,0.24,0.12,-0.12,0.3,0.33,>.20,>.20,>.20
2026-08-21,202608210701,07,4,3535,渡 修平,4,5,0,0.33,0.2,-0.13,0.24,0.15,>.20,.11-.15,>.20
2026-08-21,202608210701,07,5,3391,鈴木 茂正,5,4,0,0.15,0.16,0.010000000000000009,0.33,0.37,>.20,>.20,.11-.15
2026-08-21,202608210701,07,6,5402,塚越 陸斗,6,6,1,0.37,0.31,-0.06,0.15,,.11-.15,missing,>.20
2026-08-21,202608211901,19,1,4272,大場 広孝,1,1,1,0.11,0.12,0.009999999999999995,,0.01,missing,<=.05,.11-.15
2026-08-21,202608211901,19,2,3896,上田 洋平,2,2,1,0.01,0.13,0.12000000000000001,0.11,0.0,.11-.15,<=.05,<=.05
2026-08-21,202608211901,19,3,4992,廣瀬 篤哉,3,3,1,0.0,0.1,0.1,0.01,0.11,<=.05,.11-.15,<=.05
2026-08-21,202608211901,19,4,4896,花本 剛,4,4,1,0.11,0.22,0.11,0.0,0.23,<=.05,>.20,.11-.15
2026-08-21,202608211901,19,5,3945,橋口 真樹,5,5,1,0.23,0.13,-0.1,0.11,0.15,.11-.15,.11-.15,>.20
2026-08-21,202608211901,19,6,5404,内田 壮,6,6,1,0.15,0.17,0.020000000000000018,0.23,,>.20,missing,.11-.15
2026-08-21,202608210408,04,1,4345,西舘 健,1,1,1,0.21,0.21,0.0,,0.36,missing,>.20,>.20
2026-08-21,202608210408,04,2,5349,宮崎 奏磨,2,2,1,0.36,0.19,-0.16999999999999998,0.21,0.09,>.20,.06-.10,>.20
2026-08-21,202608210408,04,3,5178,成貞 琳平,3,3,1,0.09,0.11,0.020000000000000004,0.36,-0.1,>.20,F,.06-.10
2026-08-21,202608210408,04,4,4075,中野 次郎,4,4,1,-0.1,0.08,0.18,0.09,-0.02,.06-.10,F,F
2026-08-21,202608210408,04,5,3982,福田 理,5,5,1,-0.02,0.12,0.13999999999999999,-0.1,0.12,F,.11-.15,F
2026-08-21,202608210408,04,6,3790,佐口 達也,6,6,1,0.12,0.16,0.04000000000000001,-0.02,,F,missing,.11-.15
2026-08-21,202608210609,06,1,4323,山田 佑樹,1,1,1,0.17,0.11,-0.06000000000000001,,0.14,missing,.11-.15,.16-.20
2026-08-21,202608210609,06,2,4608,荒井 翔伍,2,2,1,0.14,0.19,0.04999999999999999,0.17,0.1,.16-.20,.06-.10,.11-.15
