rule,head_q,guard_q,conf_cut,month,R,heads,head_rate,hit5,trifecta5_rate,head_wilson_lo,tri5_wilson_lo,avg_top5_mass
HGB_q0.975,0.975,,0.45,2026-02,14,12,0.8571428571428571,3,0.21428571428571427,0.6005862050302965,0.07571386712693184,0.6963457909184181
HGB_q0.975,0.975,,0.45,2026-03,47,40,0.851063829787234,26,0.5531914893617021,0.7231437757640644,0.41245459838218734,0.6753047900949795
HGB_q0.975,0.975,,0.45,2026-04,69,63,0.9130434782608695,40,0.5797101449275363,0.8229850166105782,0.46207405427966053,0.5947350283059765
HGB_q0.975,0.975,,0.45,2026-05,86,73,0.8488372093023255,41,0.47674418604651164,0.7583643480040613,0.3744553933952738,0.5961735980902024
HGB_q0.975,0.975,,0.45,2026-06,97,77,0.7938144329896907,30,0.30927835051546393,0.7028707214143316,0.22604158272349342,0.5980790656135608
HGB_q0.975,0.975,,0.5,2026-02,14,12,0.8571428571428571,3,0.21428571428571427,0.6005862050302965,0.07571386712693184,0.6963457909184181
HGB_q0.975,0.975,,0.5,2026-03,46,40,0.8695652173913043,26,0.5652173913043478,0.74334142220927,0.4224743369429499,0.6799468612197945
HGB_q0.975,0.975,,0.5,2026-04,66,60,0.9090909090909091,40,0.6060606060606061,0.8155127011503411,0.4854840080039292,0.6002540973048922
HGB_q0.975,0.975,,0.5,2026-05,77,65,0.8441558441558441,37,0.4805194805194805,0.7470629230044414,0.3725303790298501,0.6103320041242222
HGB_q0.975,0.975,,0.5,2026-06,91,71,0.7802197802197802,29,0.31868131868131866,0.6847607621793044,0.23196000154381546,0.6057706392100366
HGB_q0.975,0.975,,0.55,2026-02,13,11,0.8461538461538461,3,0.23076923076923078,0.5776536898051745,0.08179528718498569,0.7077894051503383
HGB_q0.975,0.975,,0.55,2026-03,45,39,0.8666666666666667,25,0.5555555555555556,0.7382269817382293,0.41176134493521055,0.6831024198780765
HGB_q0.975,0.975,,0.55,2026-04,54,51,0.9444444444444444,36,0.6666666666666666,0.8489278568183386,0.5336096360112935,0.616191373695971
HGB_q0.975,0.975,,0.55,2026-05,64,55,0.859375,31,0.484375,0.7538371825842297,0.3663355166543264,0.6278298011788099
HGB_q0.975,0.975,,0.55,2026-06,73,59,0.8082191780821918,26,0.3561643835616438,0.7034449738686679,0.25604500466575497,0.6243639451143321
HGB_q0.975,0.975,,0.6,2026-02,13,11,0.8461538461538461,3,0.23076923076923078,0.5776536898051745,0.08179528718498569,0.7077894051503383
HGB_q0.975,0.975,,0.6,2026-03,41,37,0.9024390243902439,23,0.5609756097560976,0.7745231869447661,0.4104052722210608,0.6938603239998681
HGB_q0.975,0.975,,0.6,2026-04,29,27,0.9310344827586207,22,0.7586206896551724,0.7803541984972431,0.5789239838218867,0.6485474421498295
HGB_q0.975,0.975,,0.6,2026-05,45,39,0.8666666666666667,25,0.5555555555555556,0.7382269817382293,0.41176134493521055,0.6496925549244162
HGB_q0.975,0.975,,0.6,2026-06,42,34,0.8095238095238095,17,0.40476190476190477,0.6669922598996131,0.27042861147481323,0.6565927682198618
