bet_hit,bonus,date,model,period,race_code,return,score,st4,stage1,stage2,straight4,target_hit,tilt4,variant
1,0,2026-08-21,5頭展開,latest_month,202608210310,52470,65.33,0.5,0,0,0.5,1,,v36
0,0,2026-08-21,3まくり,latest_month,202608210605,0,65.89,0.5,0,0,0.5,1,,baseline
0,0,2026-08-21,3まくり,latest_month,202608210605,0,65.89,0.5,0,0,0.5,1,,v36
0,0.0,2026-08-21,4カドまくり,latest_month,202608210608,0,65.22,0.4,0,0,0.0,0,0.0,baseline
0,0.0,2026-08-21,4カドまくり,latest_month,202608210608,0,65.22,0.4,0,0,0.0,0,0.0,v36
0,5.0,2026-08-21,4カドまくり,latest_month,202608210706,0,75.37,0.8,1,1,0.8,1,0.5,baseline
0,5.0,2026-08-21,4カドまくり,latest_month,202608210706,0,80.37,0.8,1,1,0.8,1,0.5,v36
0,0,2026-08-21,3まくり,latest_month,202608210707,0,56.47,0.5,0,0,0.5,0,,baseline
0,0,2026-08-21,3まくり,latest_month,202608210707,0,56.47,0.5,0,0,0.5,0,,v36
1,0,2026-08-21,3まくり,latest_month,202608211301,30100,70.75,0.5,0,0,0.5,0,,baseline
1,0,2026-08-21,3まくり,latest_month,202608211301,30100,70.75,0.5,0,0,0.5,0,,v36
0,0,2026-08-21,5頭展開,latest_month,202608211311,0,60.53,0.5,0,0,0.5,0,,baseline
0,0,2026-08-21,5頭展開,latest_month,202608211311,0,60.53,0.5,0,0,0.5,0,,v36
0,0.0,2026-08-21,4カドまくり,latest_month,202608211601,0,54.46,0.8,0,0,0.0,0,-0.5,baseline
0,0.0,2026-08-21,4カドまくり,latest_month,202608211601,0,54.46,0.8,0,0,0.0,0,-0.5,v36
0,0,2026-08-21,4刺され,latest_month,202608211904,0,72.91,0.5,0,0,0.5,0,,baseline
0,0,2026-08-21,4刺され,latest_month,202608211904,0,72.91,0.5,0,0,0.5,0,,v36
0,0.0,2026-08-21,4カドまくり,latest_month,202608212106,0,57.84,1.0,0,0,0.4,0,0.0,baseline
0,0.0,2026-08-21,4カドまくり,latest_month,202608212106,0,57.84,1.0,0,0,0.4,0,0.0,v36
0,0,2026-08-21,5頭展開,latest_month,202608212106,0,65.22,0.5,0,0,0.5,0,,baseline
0,0,2026-08-21,5頭展開,latest_month,202608212106,0,65.22,0.5,0,0,0.5,0,,v36
0,0,2026-08-21,3まくり,latest_month,202608212303,0,62.86,0.5,0,0,0.5,0,,baseline
0,0,2026-08-21,3まくり,latest_month,202608212303,0,62.86,0.5,0,0,0.5,0,,v36
0,0,2026-08-21,4刺され,latest_month,202608212303,0,69.05,0.5,0,0,0.5,0,,baseline
0,0,2026-08-21,4刺され,latest_month,202608212303,0,69.05,0.5,0,0,0.5,0,,v36
0,0,2026-08-21,5頭展開,latest_month,202608212308,0,57.76,0.5,0,0,0.5,1,,baseline
0,0,2026-08-21,5頭展開,latest_month,202608212308,0,57.76,0.5,0,0,0.5,1,,v36
0,0,2026-08-21,3まくり,latest_month,202608212310,0,64.01,0.5,0,0,0.5,1,,baseline
0,0,2026-08-21,3まくり,latest_month,202608212310,0,64.01,0.5,0,0,0.5,1,,v36
0,0,2026-08-21,3まくり差し,latest_month,202608212409,0,75.53,0.5,0,0,0.5,0,,baseline
0,0,2026-08-21,3まくり差し,latest_month,202608212409,0,75.53,0.5,0,0,0.5,0,,v36
0,0,2026-08-22,5頭展開,latest_month,202608220205,0,62.7,0.5,0,0,0.5,0,,baseline
0,0,2026-08-22,5頭展開,latest_month,202608220205,0,62.7,0.5,0,0,0.5,0,,v36
0,0,2026-08-22,5頭展開,latest_month,202608220206,0,66.32,0.5,0,0,0.5,0,,baseline
0,0,2026-08-22,5頭展開,latest_month,202608220206,0,66.32,0.5,0,0,0.5,0,,v36
0,0.0,2026-08-22,4カドまくり,latest_month,202608220306,0,68.89,0.0,0,0,0.5,0,1.0,baseline
0,0.0,2026-08-22,4カドまくり,latest_month,202608220306,0,68.89,0.0,0,0,0.5,0,1.0,v36
0,5.0,2026-08-22,4カドまくり,latest_month,202608220309,0,53.81,0.6,1,0,0.5,0,0.5,baseline
0,5.0,2026-08-22,4カドまくり,latest_month,202608220309,0,58.81,0.6,1,0,0.5,0,0.5,v36
0,0.0,2026-08-22,4カドまくり,latest_month,202608220312,0,62.49,1.0,0,0,0.5,0,0.0,baseline
0,0.0,2026-08-22,4カドまくり,latest_month,202608220312,0,62.49,1.0,0,0,0.5,0,0.0,v36
0,0,2026-08-22,5頭展開,latest_month,202608220401,0,70.32,0.5,0,0,0.5,1,,baseline
0,0,2026-08-22,5頭展開,latest_month,202608220401,0,70.32,0.5,0,0,0.5,1,,v36
0,0.0,2026-08-22,4カドまくり,latest_month,202608220404,0,64.53,0.6,0,0,0.8,0,-0.5,baseline
0,0.0,2026-08-22,4カドまくり,latest_month,202608220404,0,64.53,0.6,0,0,0.8,0,-0.5,v36
0,0,2026-08-22,4刺され,latest_month,202608220405,0,68.55,0.5,0,0,0.5,0,,baseline
0,0,2026-08-22,4刺され,latest_month,202608220405,0,68.55,0.5,0,0,0.5,0,,v36
0,0,2026-08-22,3まくり,latest_month,202608220406,0,58.64,0.5,0,0,0.5,1,,baseline
0,0,2026-08-22,3まくり,latest_month,202608220406,0,58.64,0.5,0,0,0.5,1,,v36
0,0,2026-08-22,3まくり,latest_month,202608220407,0,69.36,0.5,0,0,0.5,0,,baseline
0,0,2026-08-22,3まくり,latest_month,202608220407,0,69.36,0.5,0,0,0.5,0,,v36
0,0.0,2026-08-22,4カドまくり,latest_month,202608220711,0,61.2,0.6,0,0,0.6,0,0.0,baseline
0,0.0,2026-08-22,4カドまくり,latest_month,202608220711,0,61.2,0.6,0,0,0.6,0,0.0,v36
0,0.0,2026-08-22,4カドまくり,latest_month,202608220807,0,56.25,0.4,0,0,0.5,0,-0.5,baseline
0,0.0,2026-08-22,4カドまくり,latest_month,202608220807,0,56.25,0.4,0,0,0.5,0,-0.5,v36
0,0,2026-08-22,5頭展開,latest_month,202608220807,0,63.62,0.5,0,0,0.5,0,,baseline
0,0,2026-08-22,5頭展開,latest_month,202608220807,0,63.62,0.5,0,0,0.5,0,,v36
0,0,2026-08-22,5頭展開,latest_month,202608221605,0,56.99,0.5,0,0,0.5,0,,baseline
0,0,2026-08-22,5頭展開,latest_month,202608221605,0,56.99,0.5,0,0,0.5,0,,v36
0,0,2026-08-22,5頭展開,latest_month,202608222012,0,58.5,0.5,0,0,0.5,0,,baseline
0,0,2026-08-22,5頭展開,latest_month,202608222012,0,58.5,0.5,0,0,0.5,0,,v36
0,0.0,2026-08-22,4カドまくり,latest_month,202608222102,0,67.54,0.4,0,0,0.8,0,0.0,baseline
0,0.0,2026-08-22,4カドまくり,latest_month,202608222102,0,67.54,0.4,0,0,0.8,0,0.0,v36
0,0,2026-08-22,3まくり,latest_month,202608222202,0,70.23,0.5,0,0,0.5,0,,baseline
0,0,2026-08-22,3まくり,latest_month,202608222202,0,70.23,0.5,0,0,0.5,0,,v36
0,0,2026-08-22,5頭展開,latest_month,202608222212,0,68.3,0.5,0,0,0.5,0,,baseline
0,0,2026-08-22,5頭展開,latest_month,202608222212,0,68.3,0.5,0,0,0.5,0,,v36
0,0.0,2026-08-22,4カドまくり,latest_month,202608222306,0,74.8,0.4,0,0,0.2,0,0.0,baseline
0,0.0,2026-08-22,4カドまくり,latest_month,202608222306,0,74.8,0.4,0,0,0.2,0,0.0,v36
0,0,2026-08-22,5頭展開,latest_month,202608222306,0,66.94,0.5,0,0,0.5,0,,baseline
0,0,2026-08-22,5頭展開,latest_month,202608222306,0,66.94,0.5,0,0,0.5,0,,v36
0,0,2026-08-22,3まくり,latest_month,202608222406,0,66.24,0.5,0,0,0.5,0,,baseline
0,0,2026-08-22,3まくり,latest_month,202608222406,0,66.24,0.5,0,0,0.5,0,,v36
1,0,2026-08-23,3まくり,latest_month,202608230303,8900,65.7,0.5,0,0,0.5,0,,baseline
1,0,2026-08-23,3まくり,latest_month,202608230303,8900,65.7,0.5,0,0,0.5,0,,v36
0,0.0,2026-08-23,4カドまくり,latest_month,202608230405,0,66.63,0.6,0,0,0.6,0,0.0,baseline
0,0.0,2026-08-23,4カドまくり,latest_month,202608230405,0,66.63,0.6,0,0,0.6,0,0.0,v36
0,0.0,2026-08-23,4カドまくり,latest_month,202608230604,0,54.88,0.0,0,0,0.6,0,-0.5,baseline
0,0.0,2026-08-23,4カドまくり,latest_month,202608230604,0,54.88,0.0,0,0,0.6,0,-0.5,v36
0,0,2026-08-23,3まくり,latest_month,202608231610,0,52.62,0.5,0,0,0.5,0,,baseline
0,0,2026-08-23,3まくり,latest_month,202608231610,0,52.62,0.5,0,0,0.5,0,,v36
0,0,2026-08-23,5頭展開,latest_month,202608231804,0,62.53,0.5,0,0,0.5,0,,baseline
0,0,2026-08-23,5頭展開,latest_month,202608231804,0,62.53,0.5,0,0,0.5,0,,v36
0,0,2026-08-23,3まくり,latest_month,202608231811,0,50.29,0.5,0,0,0.5,1,,baseline
0,0,2026-08-23,3まくり,latest_month,202608231811,0,50.29,0.5,0,0,0.5,1,,v36
0,0,2026-08-23,5頭展開,latest_month,202608231911,0,67.79,0.5,0,0,0.5,0,,baseline
0,0,2026-08-23,5頭展開,latest_month,202608231911,0,67.79,0.5,0,0,0.5,0,,v36
1,0,2026-08-23,3まくり,latest_month,202608232101,21240,64.47,0.5,0,0,0.5,1,,baseline
1,0,2026-08-23,3まくり,latest_month,202608232101,21240,64.47,0.5,0,0,0.5,1,,v36
1,0,2026-08-23,3まくり,latest_month,202608232112,14250,61.26,0.5,0,0,0.5,0,,baseline
1,0,2026-08-23,3まくり,latest_month,202608232112,14250,61.26,0.5,0,0,0.5,0,,v36
0,0,2026-08-23,3まくり,latest_month,202608232207,0,66.88,0.5,0,0,0.5,0,,baseline
0,0,2026-08-23,3まくり,latest_month,202608232207,0,66.88,0.5,0,0,0.5,0,,v36
0,0.0,2026-08-23,4カドまくり,latest_month,202608232403,0,59.88,1.0,0,0,0.2,0,0.0,baseline
0,0.0,2026-08-23,4カドまくり,latest_month,202608232403,0,59.88,1.0,0,0,0.2,0,0.0,v36
1,0.0,2026-08-23,4カドまくり,latest_month,202608232408,49950,47.68,0.2,0,0,0.0,0,0.0,baseline
1,0.0,2026-08-23,4カドまくり,latest_month,202608232408,49950,47.68,0.2,0,0,0.0,0,0.0,v36
1,0.0,2026-08-24,4カドまくり,latest_month,202608240706,19050,58.18,1.0,0,0,0.4,1,0.0,baseline
1,0.0,2026-08-24,4カドまくり,latest_month,202608240706,19050,58.18,1.0,0,0,0.4,1,0.0,v36
0,0,2026-08-24,3まくり,latest_month,202608240711,0,51.92,0.5,0,0,0.5,0,,baseline
0,0,2026-08-24,3まくり,latest_month,202608240711,0,51.92,0.5,0,0,0.5,0,,v36
0,0,2026-08-24,5頭展開,latest_month,202608240712,0,60.26,0.5,0,0,0.5,0,,baseline
0,0,2026-08-24,5頭展開,latest_month,202608240712,0,60.26,0.5,0,0,0.5,0,,v36
0,0,2026-08-24,5頭展開,latest_month,202608241001,0,69.27,0.5,0,0,0.5,0,,baseline
0,0,2026-08-24,5頭展開,latest_month,202608241001,0,69.27,0.5,0,0,0.5,0,,v36
0,0.0,2026-08-24,4カドまくり,latest_month,202608241311,0,57.22,0.4,0,0,0.5,0,0.5,baseline
0,0.0,2026-08-24,4カドまくり,latest_month,202608241311,0,57.22,0.4,0,0,0.5,0,0.5,v36
0,0,2026-08-24,5頭展開,latest_month,202608241311,0,71.4,0.5,0,0,0.5,0,,baseline
0,0,2026-08-24,5頭展開,latest_month,202608241311,0,71.4,0.5,0,0,0.5,0,,v36
0,0,2026-08-24,5頭展開,latest_month,202608241502,0,56.44,0.5,0,0,0.5,0,,baseline
0,0,2026-08-24,5頭展開,latest_month,202608241502,0,56.44,0.5,0,0,0.5,0,,v36
0,0,2026-08-24,3まくり,latest_month,202608241504,0,48.6,0.5,0,0,0.5,0,,baseline
0,0,2026-08-24,3まくり,latest_month,202608241504,0,48.6,0.5,0,0,0.5,0,,v36
0,0,2026-08-24,5頭展開,latest_month,202608241505,0,59.06,0.5,0,0,0.5,0,,baseline
0,0,2026-08-24,5頭展開,latest_month,202608241505,0,59.06,0.5,0,0,0.5,0,,v36
1,0,2026-08-24,3まくり,latest_month,202608241803,14820,50.72,0.5,0,0,0.5,1,,baseline
1,0,2026-08-24,3まくり,latest_month,202608241803,14820,50.72,0.5,0,0,0.5,1,,v36
0,0,2026-08-24,5頭展開,latest_month,202608241806,0,66.3,0.5,0,0,0.5,0,,baseline
0,0,2026-08-24,5頭展開,latest_month,202608241806,0,66.3,0.5,0,0,0.5,0,,v36
1,0.0,2026-08-24,4カドまくり,latest_month,202608241808,21160,57.88,1.0,0,0,0.5,1,0.0,baseline
1,0.0,2026-08-24,4カドまくり,latest_month,202608241808,21160,57.88,1.0,0,0,0.5,1,0.0,v36
1,0,2026-08-24,3まくり,latest_month,202608241810,28720,54.9,0.5,0,0,0.5,0,,baseline
1,0,2026-08-24,3まくり,latest_month,202608241810,28720,54.9,0.5,0,0,0.5,0,,v36
0,0,2026-08-24,5頭展開,latest_month,202608241911,0,63.63,0.5,0,0,0.5,0,,baseline
0,0,2026-08-24,5頭展開,latest_month,202608241911,0,63.63,0.5,0,0,0.5,0,,v36
0,0,2026-08-24,4刺され,latest_month,202608242004,0,66.91,0.5,0,0,0.5,0,,baseline
0,0,2026-08-24,4刺され,latest_month,202608242004,0,66.91,0.5,0,0,0.5,0,,v36
0,0.0,2026-08-24,4カドまくり,latest_month,202608242007,0,58.67,0.2,0,0,0.2,0,0.0,baseline
0,0.0,2026-08-24,4カドまくり,latest_month,202608242007,0,58.67,0.2,0,0,0.2,0,0.0,v36
0,0.0,2026-08-24,4カドまくり,latest_month,202608242009,0,53.11,0.6,0,0,0.4,0,0.0,baseline
0,0.0,2026-08-24,4カドまくり,latest_month,202608242009,0,53.11,0.6,0,0,0.4,0,0.0,v36
0,0,2026-08-24,5頭展開,latest_month,202608242009,0,53.52,0.5,0,0,0.5,0,,baseline
0,0,2026-08-24,5頭展開,latest_month,202608242009,0,53.52,0.5,0,0,0.5,0,,v36
0,0,2026-08-24,5頭展開,latest_month,202608242109,0,57.54,0.5,0,0,0.5,0,,baseline
0,0,2026-08-24,5頭展開,latest_month,202608242109,0,57.54,0.5,0,0,0.5,0,,v36
0,0,2026-08-24,3まくり,latest_month,202608242111,0,56.64,0.5,0,0,0.5,0,,baseline
0,0,2026-08-24,3まくり,latest_month,202608242111,0,56.64,0.5,0,0,0.5,0,,v36
0,0,2026-08-24,5頭展開,latest_month,202608242205,0,53.94,0.5,0,0,0.5,0,,baseline
0,0,2026-08-24,5頭展開,latest_month,202608242205,0,53.94,0.5,0,0,0.5,0,,v36
0,0,2026-08-25,5頭展開,latest_month,202608250107,0,59.64,0.5,0,0,0.5,0,,baseline
0,0,2026-08-25,5頭展開,latest_month,202608250107,0,59.64,0.5,0,0,0.5,0,,v36
0,0,2026-08-25,5頭展開,latest_month,202608250605,0,60.86,0.5,0,0,0.5,0,,baseline
0,0,2026-08-25,5頭展開,latest_month,202608250605,0,60.86,0.5,0,0,0.5,0,,v36
0,0,2026-08-25,5頭展開,latest_month,202608250903,0,59.52,0.5,0,0,0.5,0,,baseline
0,0,2026-08-25,5頭展開,latest_month,202608250903,0,59.52,0.5,0,0,0.5,0,,v36
0,0,2026-08-25,3まくり,latest_month,202608251009,0,51.84,0.5,0,0,0.5,0,,baseline
0,0,2026-08-25,3まくり,latest_month,202608251009,0,51.84,0.5,0,0,0.5,0,,v36
0,0,2026-08-25,3まくり,latest_month,202608251301,0,59.5,0.5,0,0,0.5,0,,baseline
0,0,2026-08-25,3まくり,latest_month,202608251301,0,59.5,0.5,0,0,0.5,0,,v36
0,0,2026-08-25,4刺され,latest_month,202608251301,0,64.18,0.5,0,0,0.5,0,,baseline
0,0,2026-08-25,4刺され,latest_month,202608251301,0,64.18,0.5,0,0,0.5,0,,v36
0,0,2026-08-25,3まくり,latest_month,202608251304,0,51.95,0.5,0,0,0.5,0,,baseline
0,0,2026-08-25,3まくり,latest_month,202608251304,0,51.95,0.5,0,0,0.5,0,,v36
0,0.0,2026-08-25,4カドまくり,latest_month,202608251305,0,64.87,0.2,0,0,0.5,0,0.0,baseline
0,0.0,2026-08-25,4カドまくり,latest_month,202608251305,0,64.87,0.2,0,0,0.5,0,0.0,v36
0,0.0,2026-08-25,4カドまくり,latest_month,202608251306,0,64.54,1.0,0,0,0.5,0,-0.5,baseline
0,0.0,2026-08-25,4カドまくり,latest_month,202608251306,0,64.54,1.0,0,0,0.5,0,-0.5,v36
0,0,2026-08-25,5頭展開,latest_month,202608251311,0,55.02,0.5,0,0,0.5,0,,baseline
0,0,2026-08-25,5頭展開,latest_month,202608251311,0,55.02,0.5,0,0,0.5,0,,v36
0,0.0,2026-08-25,4カドまくり,latest_month,202608251505,0,59.59,1.0,0,0,0.4,0,0.0,baseline
0,0.0,2026-08-25,4カドまくり,latest_month,202608251505,0,59.59,1.0,0,0,0.4,0,0.0,v36
1,0,2026-08-25,5頭展開,latest_month,202608251505,22050,67.88,0.5,0,0,0.5,1,,baseline
1,0,2026-08-25,5頭展開,latest_month,202608251505,22050,67.88,0.5,0,0,0.5,1,,v36
0,0,2026-08-25,5頭展開,latest_month,202608251511,0,68.08,0.5,0,0,0.5,0,,baseline
0,0,2026-08-25,5頭展開,latest_month,202608251511,0,68.08,0.5,0,0,0.5,0,,v36
0,0.0,2026-08-25,4カドまくり,latest_month,202608251707,0,50.32,0.0,0,0,0.6,0,0.0,baseline
0,0.0,2026-08-25,4カドまくり,latest_month,202608251707,0,50.32,0.0,0,0,0.6,0,0.0,v36
0,0.0,2026-08-25,4カドまくり,latest_month,202608251708,0,60.84,0.4,0,0,0.6,0,0.0,baseline
0,0.0,2026-08-25,4カドまくり,latest_month,202608251708,0,60.84,0.4,0,0,0.6,0,0.0,v36
0,0,2026-08-25,3まくり,latest_month,202608251810,0,49.17,0.5,0,0,0.5,0,,baseline
0,0,2026-08-25,3まくり,latest_month,202608251810,0,49.17,0.5,0,0,0.5,0,,v36
0,0.0,2026-08-25,4カドまくり,latest_month,202608252005,0,52.53,0.6,0,0,0.2,0,0.0,baseline
0,0.0,2026-08-25,4カドまくり,latest_month,202608252005,0,52.53,0.6,0,0,0.2,0,0.0,v36
0,0,2026-08-26,3まくり,latest_month,202608260606,0,69.82,0.5,0,0,0.5,0,,baseline
0,0,2026-08-26,3まくり,latest_month,202608260606,0,69.82,0.5,0,0,0.5,0,,v36
0,0.0,2026-08-26,4カドまくり,latest_month,202608260902,0,57.66,1.0,0,0,0.0,0,-0.5,baseline
0,0.0,2026-08-26,4カドまくり,latest_month,202608260902,0,57.66,1.0,0,0,0.0,0,-0.5,v36
1,0,2026-08-26,3まくり,latest_month,202608260904,37760,73.97,0.5,0,0,0.5,0,,baseline
1,0,2026-08-26,3まくり,latest_month,202608260904,37760,73.97,0.5,0,0,0.5,0,,v36
0,0,2026-08-26,3まくり差し,latest_month,202608260904,0,73.97,0.5,0,0,0.5,0,,baseline
0,0,2026-08-26,3まくり差し,latest_month,202608260904,0,73.97,0.5,0,0,0.5,0,,v36
0,0.0,2026-08-26,4カドまくり,latest_month,202608260905,0,86.84,0.8,0,0,0.8,1,-0.5,baseline
0,0.0,2026-08-26,4カドまくり,latest_month,202608260905,0,86.84,0.8,0,0,0.8,1,-0.5,v36
0,0.0,2026-08-26,4カドまくり,latest_month,202608261010,0,64.83,0.4,0,0,0.6,0,-0.5,baseline
0,0.0,2026-08-26,4カドまくり,latest_month,202608261010,0,64.83,0.4,0,0,0.6,0,-0.5,v36
0,0,2026-08-26,3まくり,latest_month,202608261102,0,60.12,0.5,0,0,0.5,0,,baseline
0,0,2026-08-26,3まくり,latest_month,202608261102,0,60.12,0.5,0,0,0.5,0,,v36
0,0,2026-08-26,3まくり,latest_month,202608261106,0,54.84,0.5,0,0,0.5,0,,baseline
0,0,2026-08-26,3まくり,latest_month,202608261106,0,54.84,0.5,0,0,0.5,0,,v36
0,0,2026-08-26,3まくり,latest_month,202608261301,0,70.08,0.5,0,0,0.5,0,,baseline
0,0,2026-08-26,3まくり,latest_month,202608261301,0,70.08,0.5,0,0,0.5,0,,v36
0,0.0,2026-08-26,4カドまくり,latest_month,202608261403,0,50.27,0.8,0,0,0.6,0,0.0,baseline
0,0.0,2026-08-26,4カドまくり,latest_month,202608261403,0,50.27,0.8,0,0,0.6,0,0.0,v36
0,0,2026-08-26,5頭展開,latest_month,202608261403,0,65.73,0.5,0,0,0.5,0,,baseline
0,0,2026-08-26,5頭展開,latest_month,202608261403,0,65.73,0.5,0,0,0.5,0,,v36
0,0,2026-08-26,5頭展開,latest_month,202608261512,0,58.31,0.5,0,0,0.5,0,,baseline
0,0,2026-08-26,5頭展開,latest_month,202608261512,0,58.31,0.5,0,0,0.5,0,,v36
1,0,2026-08-26,3まくり,latest_month,202608261806,21880,47.96,0.5,0,0,0.5,1,,baseline
1,0,2026-08-26,3まくり,latest_month,202608261806,21880,47.96,0.5,0,0,0.5,1,,v36
0,0,2026-08-26,5頭展開,latest_month,202608261809,0,71.41,0.5,0,0,0.5,0,,baseline
0,0,2026-08-26,5頭展開,latest_month,202608261809,0,71.41,0.5,0,0,0.5,0,,v36
0,0,2026-08-26,4刺され,latest_month,202608262212,0,61.27,0.5,0,0,0.5,0,,baseline
0,0,2026-08-26,4刺され,latest_month,202608262212,0,61.27,0.5,0,0,0.5,0,,v36
0,0,2026-08-27,5頭展開,latest_month,202608270412,0,63.32,0.5,0,0,0.5,0,,baseline
0,0,2026-08-27,5頭展開,latest_month,202608270412,0,63.32,0.5,0,0,0.5,0,,v36
0,0,2026-08-27,3まくり,latest_month,202608270809,0,45.72,0.5,0,0,0.5,0,,baseline
0,0,2026-08-27,3まくり,latest_month,202608270809,0,45.72,0.5,0,0,0.5,0,,v36
0,0,2026-08-27,3まくり,latest_month,202608270909,0,72.29,0.5,0,0,0.5,0,,baseline
0,0,2026-08-27,3まくり,latest_month,202608270909,0,72.29,0.5,0,0,0.5,0,,v36
0,0,2026-08-27,3まくり,latest_month,202608270910,0,62.08,0.5,0,0,0.5,0,,baseline
0,0,2026-08-27,3まくり,latest_month,202608270910,0,62.08,0.5,0,0,0.5,0,,v36
1,0,2026-08-27,4刺され,latest_month,202608271305,15240,78.11,0.5,0,0,0.5,0,,baseline
1,0,2026-08-27,4刺され,latest_month,202608271305,15240,78.11,0.5,0,0,0.5,0,,v36
1,0,2026-08-27,4刺され,latest_month,202608271410,17450,70.84,0.5,0,0,0.5,0,,baseline
1,0,2026-08-27,4刺され,latest_month,202608271410,17450,70.84,0.5,0,0,0.5,0,,v36
0,0,2026-08-27,3まくり,latest_month,202608271412,0,60.65,0.5,0,0,0.5,0,,baseline
0,0,2026-08-27,3まくり,latest_month,202608271412,0,60.65,0.5,0,0,0.5,0,,v36
0,0.0,2026-08-27,4カドまくり,latest_month,202608271505,0,67.22,0.8,0,0,0.0,0,-0.5,baseline
0,0.0,2026-08-27,4カドまくり,latest_month,202608271505,0,67.22,0.8,0,0,0.0,0,-0.5,v36
0,0.0,2026-08-27,4カドまくり,latest_month,202608271506,0,58.83,0.8,0,0,0.6,0,-0.5,baseline
0,0.0,2026-08-27,4カドまくり,latest_month,202608271506,0,58.83,0.8,0,0,0.6,0,-0.5,v36
0,0,2026-08-27,5頭展開,latest_month,202608271507,0,53.72,0.5,0,0,0.5,0,,baseline
0,0,2026-08-27,5頭展開,latest_month,202608271507,0,53.72,0.5,0,0,0.5,0,,v36
0,0,2026-08-27,5頭展開,latest_month,202608271704,0,65.91,0.5,0,0,0.5,0,,baseline
0,0,2026-08-27,5頭展開,latest_month,202608271704,0,65.91,0.5,0,0,0.5,0,,v36
0,0,2026-08-27,5頭展開,latest_month,202608272212,0,63.84,0.5,0,0,0.5,0,,baseline
0,0,2026-08-27,5頭展開,latest_month,202608272212,0,63.84,0.5,0,0,0.5,0,,v36
0,0.0,2026-08-28,4カドまくり,latest_month,202608280401,0,68.52,0.8,0,0,0.8,0,0.0,baseline
0,0.0,2026-08-28,4カドまくり,latest_month,202608280401,0,68.52,0.8,0,0,0.8,0,0.0,v36
0,0,2026-08-28,3まくり,latest_month,202608280506,0,49.17,0.5,0,0,0.5,0,,baseline
0,0,2026-08-28,3まくり,latest_month,202608280506,0,49.17,0.5,0,0,0.5,0,,v36
0,0.0,2026-08-28,4カドまくり,latest_month,202608280509,0,55.65,0.4,0,0,0.4,0,0.0,baseline
0,0.0,2026-08-28,4カドまくり,latest_month,202608280509,0,55.65,0.4,0,0,0.4,0,0.0,v36
0,0,2026-08-28,3まくり差し,latest_month,202608280704,0,68.56,0.5,0,0,0.5,0,,baseline
0,0,2026-08-28,3まくり差し,latest_month,202608280704,0,68.56,0.5,0,0,0.5,0,,v36
0,0.0,2026-08-28,4カドまくり,latest_month,202608280708,0,49.29,1.0,0,0,0.4,0,0.0,baseline
0,0.0,2026-08-28,4カドまくり,latest_month,202608280708,0,49.29,1.0,0,0,0.4,0,0.0,v36
0,0,2026-08-28,5頭展開,latest_month,202608280709,0,69.37,0.5,0,0,0.5,0,,baseline
0,0,2026-08-28,5頭展開,latest_month,202608280709,0,69.37,0.5,0,0,0.5,0,,v36
0,0,2026-08-28,5頭展開,latest_month,202608280711,0,61.57,0.5,0,0,0.5,0,,baseline
0,0,2026-08-28,5頭展開,latest_month,202608280711,0,61.57,0.5,0,0,0.5,0,,v36
0,0.0,2026-08-28,4カドまくり,latest_month,202608280901,0,47.92,0.4,0,0,0.2,0,-0.5,baseline
0,0.0,2026-08-28,4カドまくり,latest_month,202608280901,0,47.92,0.4,0,0,0.2,0,-0.5,v36
1,0,2026-08-28,3まくり,latest_month,202608280903,14040,62.54,0.5,0,0,0.5,0,,baseline
1,0,2026-08-28,3まくり,latest_month,202608280903,14040,62.54,0.5,0,0,0.5,0,,v36
0,0.0,2026-08-28,4カドまくり,latest_month,202608280912,0,71.63,0.6,0,0,0.8,0,-0.5,baseline
0,0.0,2026-08-28,4カドまくり,latest_month,202608280912,0,71.63,0.6,0,0,0.8,0,-0.5,v36
0,0,2026-08-28,5頭展開,latest_month,202608281001,0,63.05,0.5,0,0,0.5,0,,baseline
0,0,2026-08-28,5頭展開,latest_month,202608281001,0,63.05,0.5,0,0,0.5,0,,v36
1,0,2026-08-28,3まくり,latest_month,202608281003,46380,60.96,0.5,0,0,0.5,1,,baseline
1,0,2026-08-28,3まくり,latest_month,202608281003,46380,60.96,0.5,0,0,0.5,1,,v36
0,0,2026-08-28,3まくり,latest_month,202608281004,0,60.75,0.5,0,0,0.5,0,,baseline
0,0,2026-08-28,3まくり,latest_month,202608281004,0,60.75,0.5,0,0,0.5,0,,v36
0,0,2026-08-28,3まくり,latest_month,202608281007,0,62.86,0.5,0,0,0.5,0,,baseline
0,0,2026-08-28,3まくり,latest_month,202608281007,0,62.86,0.5,0,0,0.5,0,,v36
0,0,2026-08-28,3まくり,latest_month,202608281103,0,65.04,0.5,0,0,0.5,0,,baseline
0,0,2026-08-28,3まくり,latest_month,202608281103,0,65.04,0.5,0,0,0.5,0,,v36
0,0,2026-08-28,5頭展開,latest_month,202608281106,0,62.13,0.5,0,0,0.5,0,,baseline
0,0,2026-08-28,5頭展開,latest_month,202608281106,0,62.13,0.5,0,0,0.5,0,,v36
0,0,2026-08-28,3まくり,latest_month,202608281111,0,51.77,0.5,0,0,0.5,0,,baseline
0,0,2026-08-28,3まくり,latest_month,202608281111,0,51.77,0.5,0,0,0.5,0,,v36
0,0,2026-08-28,3まくり,latest_month,202608281302,0,55.1,0.5,0,0,0.5,0,,baseline
