selector,policy,selected_R,settled_R,coverage_pct,head4_rate_pct,trifecta_hits,trifecta_hit_rate_pct,avg_n,avg_comp_odds,cost_yen,return_yen,profit_yen,new_roi_pct,min_month_roi_pct,month_roi,robust_roi
V265_200_SIMPLE,FIXED_N=15,205,198,96.58536585365853,32.82828282828283,60,30.303030303030305,15.0,3.38599042343602,1980000,1902660.0,-77340.0,96.0939393939394,76.2875,2026-04:64R/76.29%;2026-05:75R/122.93%;2026-06:59R/83.47%,76.2875
V265_200_TOP,FIXED_N=18,207,199,96.13526570048309,33.66834170854271,65,32.663316582914575,18.0,2.993660193141976,1990000,1807090.0,-182910.0,90.80854271356785,75.6910447761194,2026-04:67R/75.69%;2026-05:72R/105.88%;2026-06:60R/89.60%,75.6910447761194
V265_150_TOP,FIXED_N=18,149,143,95.97315436241611,37.76223776223776,53,37.06293706293706,18.0,2.7166131718096107,1430000,1446100.0,16100.0,101.12587412587412,74.95416666666667,2026-04:48R/74.95%;2026-05:48R/124.39%;2026-06:47R/104.09%,74.95416666666667
V265_150_FLOOR,FIXED_N=12,155,152,98.06451612903226,36.18421052631579,44,28.947368421052634,12.0,3.201584483734577,1520000,1439080.0,-80920.0,94.67631578947369,74.88571428571429,2026-04:49R/74.89%;2026-05:57R/115.84%;2026-06:46R/89.53%,74.88571428571429
V265_200_TOP,FIXED_N=14,207,199,96.13526570048309,33.66834170854271,61,30.65326633165829,14.0,3.3041663679317987,1990000,1817120.0,-172880.0,91.31256281407035,74.87164179104478,2026-04:67R/74.87%;2026-05:72R/115.62%;2026-06:60R/80.50%,74.87164179104478
V265_200_TOP,FIXED_N=11,207,199,96.13526570048309,33.66834170854271,52,26.13065326633166,11.0,3.7177593278390844,1990000,1716450.0,-273550.0,86.2537688442211,74.7134328358209,2026-04:67R/74.71%;2026-05:72R/105.47%;2026-06:60R/76.08%,74.7134328358209
V265_200_SIMPLE,FIXED_N=14,205,198,96.58536585365853,32.82828282828283,59,29.797979797979796,14.0,3.4840233914491248,1980000,1920940.0,-59060.0,97.01717171717172,74.6890625,2026-04:64R/74.69%;2026-05:75R/127.16%;2026-06:59R/82.92%,74.6890625
V265_200_SIMPLE,FIXED_N=18,205,198,96.58536585365853,32.82828282828283,63,31.818181818181817,18.0,3.1451494076152566,1980000,1879410.0,-100590.0,94.91969696969697,74.4125,2026-04:64R/74.41%;2026-05:75R/114.61%;2026-06:59R/92.13%,74.4125
V265_150_TOP,FIXED_N=19,149,143,95.97315436241611,37.76223776223776,53,37.06293706293706,19.0,2.680618537940645,1430000,1425090.0,-4910.0,99.65664335664336,74.3,2026-04:48R/74.30%;2026-05:48R/124.09%;2026-06:47R/100.60%,74.3
V265_200_TOP,FIXED_N=19,207,199,96.13526570048309,33.66834170854271,65,32.663316582914575,19.0,2.956384547925485,1990000,1779300.0,-210700.0,89.41206030150754,74.21044776119403,2026-04:67R/74.21%;2026-05:72R/105.68%;2026-06:60R/86.87%,74.21044776119403
V265_150_TOP,FIXED_N=20,149,143,95.97315436241611,37.76223776223776,54,37.76223776223776,20.0,2.6423186762422195,1430000,1427520.0,-2480.0,99.82657342657343,73.83125,2026-04:48R/73.83%;2026-05:48R/124.00%;2026-06:47R/101.68%,73.83125
V265_150_TOP,FIXED_N=15,149,143,95.97315436241611,37.76223776223776,50,34.96503496503497,15.0,2.9367704465528024,1430000,1418500.0,-11500.0,99.1958041958042,73.61041666666667,2026-04:48R/73.61%;2026-05:48R/130.97%;2026-06:47R/92.88%,73.61041666666667
