date,month,race_code,layer,model,n,winner,head4_win,hit,return_yen,profit_yen,comp_odds,p2_concentration,tickets,policy
2026-05-11,2026-05,202605111606,S,v284,10,4,1,1,21250.0,11250.0,2.155766486559499,0.2223385322694461,4-5-6|4-2-5|4-2-1|4-5-1|4-1-5|4-2-3|4-2-6|4-1-2|4-5-2|4-1-6,FIXED_v284_N10
2026-05-11,2026-05,202605112308,S,v284,10,4,1,1,23400.0,13400.0,2.2999671912840287,0.07833631248913386,4-1-2|4-1-5|4-2-1|4-2-3|4-1-3|4-2-5|4-6-1|4-5-6|4-3-2|4-6-2,FIXED_v284_N10
2026-05-13,2026-05,202605130408,S,v284,10,4,1,0,0.0,-10000.0,1.567502159102327,0.3218705055708243,4-1-2|4-1-5|4-2-1|4-2-5|4-1-3|4-3-2|4-3-1|4-2-3|4-5-2|4-1-6,FIXED_v284_N10
2026-05-16,2026-05,202605161910,S,v284,10,1,0,0,0.0,-10000.0,,0.21306024446253857,,FIXED_v284_N10
2026-05-17,2026-05,202605170608,S,v284,10,1,0,0,0.0,-10000.0,,0.43273343871433345,,FIXED_v284_N10
2026-05-17,2026-05,202605171007,S,v284,10,2,0,0,0.0,-10000.0,,0.10232290467742844,,FIXED_v284_N10
2026-05-18,2026-05,202605181406,A,v284,10,4,1,1,37070.0,27070.0,3.641043651829369,0.07926224980478613,4-6-3|4-6-1|4-5-3|4-5-1|4-1-5|4-6-5|4-1-3|4-1-2|4-2-1|4-2-5,FIXED_v284_N10
2026-05-19,2026-05,202605191406,A,v284,10,4,1,1,38880.0,28880.0,3.845279856267834,0.12809319800704833,4-6-5|4-2-5|4-2-3|4-6-2|4-1-5|4-3-5|4-1-3|4-2-1|4-3-2|4-1-2,FIXED_v284_N10
2026-05-19,2026-05,202605191811,A,v284,10,1,0,0,0.0,-10000.0,,0.16058422400674044,,FIXED_v284_N10
2026-05-20,2026-05,202605201505,S,v284,10,4,1,0,0.0,-10000.0,4.7674606471215215,0.1704397304552563,4-5-6|4-5-2|4-3-1|4-3-6|4-6-5|4-5-1|4-2-1|4-2-6|4-1-6|4-5-3,FIXED_v284_N10
2026-05-20,2026-05,202605202002,A,v284,10,2,0,0,0.0,-10000.0,,0.27158064783833313,,FIXED_v284_N10
2026-05-25,2026-05,202605251307,A,v284,10,5,0,0,0.0,-10000.0,,0.35421453701645966,,FIXED_v284_N10
2026-05-26,2026-05,202605261206,A,v284,10,4,1,1,22400.0,12400.0,2.252433039407321,0.25175212423300186,4-5-2|4-5-3|4-1-5|4-1-3|4-5-6|4-5-1|4-1-2|4-2-5|4-3-5|4-6-5,FIXED_v284_N10
2026-05-28,2026-05,202605280204,A,v284,10,1,0,0,0.0,-10000.0,,0.022625504035105104,,FIXED_v284_N10
2026-05-28,2026-05,202605281008,A,v284,10,4,1,1,30300.0,20300.0,2.8505241008987015,0.08506601190529561,4-6-1|4-2-5|4-2-1|4-6-5|4-2-6|4-5-6|4-1-5|4-1-2|4-1-6|4-6-2,FIXED_v284_N10
2026-05-30,2026-05,202605301108,A,v284,10,4,1,1,28420.0,18420.0,2.897120295921873,0.1821867268531735,4-2-5|4-2-1|4-5-2|4-5-1|4-2-3|4-3-5|4-1-5|4-6-2|4-5-6|4-6-1,FIXED_v284_N10
2026-05-31,2026-05,202605312304,S,v284,10,2,0,0,0.0,-10000.0,,0.08327490838605622,,FIXED_v284_N10
2026-06-01,2026-06,202606010506,S,v284,10,2,0,0,0.0,-10000.0,,0.28765035055966537,,FIXED_v284_N10
2026-06-01,2026-06,202606012402,S,v284,10,3,0,0,0.0,-10000.0,,0.13655175432015287,,FIXED_v284_N10
2026-06-02,2026-06,202606020906,S,v284,10,1,0,0,0.0,-10000.0,,0.2310146019578576,,FIXED_v284_N10
2026-06-02,2026-06,202606021007,A,v284,10,4,1,1,19180.0,9180.0,1.857791234692782,0.27342616844870316,4-2-5|4-2-3|4-1-5|4-1-3|4-2-1|4-2-6|4-6-2|4-5-2|4-3-5|4-1-2,FIXED_v284_N10
2026-06-02,2026-06,202606022307,S,v284,10,1,0,0,0.0,-10000.0,,0.0666903023634331,,FIXED_v284_N10
2026-06-03,2026-06,202606032109,A,v284,10,1,0,0,0.0,-10000.0,,0.39606855744497604,,FIXED_v284_N10
2026-06-04,2026-06,202606040305,A,v284,10,4,1,1,29640.0,19640.0,2.990330529257994,0.07324631920759939,4-5-6|4-5-1|4-1-5|4-1-6|4-3-5|4-6-1|4-6-5|4-3-6|4-3-1|4-1-3,FIXED_v284_N10
2026-06-04,2026-06,202606040506,S,v284,10,4,1,1,32340.000000000004,22340.000000000004,3.200154868549618,0.29585924501681926,4-6-1|4-2-6|4-2-1|4-6-2|4-2-5|4-2-3|4-6-5|4-6-3|4-5-6|4-3-2,FIXED_v284_N10
2026-06-05,2026-06,202606050305,S,v284,10,2,0,0,0.0,-10000.0,,0.1680573273590168,,FIXED_v284_N10
2026-06-06,2026-06,202606060703,A,v284,10,1,0,0,0.0,-10000.0,,0.10793668071353624,,FIXED_v284_N10
2026-06-06,2026-06,202606060802,A,v284,10,1,0,0,0.0,-10000.0,,0.04999208019621404,,FIXED_v284_N10
2026-06-07,2026-06,202606071005,A,v284,10,1,0,0,0.0,-10000.0,,0.12625028743724576,,FIXED_v284_N10
2026-06-08,2026-06,202606080510,A,v284,10,1,0,0,0.0,-10000.0,,0.2832200383769473,,FIXED_v284_N10
2026-06-08,2026-06,202606080910,S,v284,10,4,1,1,23220.0,13220.0,2.334478000559503,0.2485475027385361,4-1-6|4-1-5|4-5-6|4-5-1|4-1-2|4-6-5|4-1-3|4-3-1|4-2-1|4-5-2,FIXED_v284_N10
2026-06-10,2026-06,202606100903,A,v284,10,4,1,1,55550.0,45550.0,4.999147970051667,0.03724167430864256,4-2-5|4-3-5|4-2-3|4-3-2|4-6-2|4-5-2|4-2-6|4-3-6|4-1-5|4-1-6,FIXED_v284_N10
2026-06-12,2026-06,202606122306,A,v284,10,4,1,1,38200.0,28200.0,3.8684603276185263,0.10718423958072787,4-2-1|4-5-6|4-2-5|4-5-1|4-1-5|4-1-2|4-2-3|4-6-1|4-2-6|4-6-2,FIXED_v284_N10
2026-06-13,2026-06,202606132204,A,v284,10,4,1,1,69480.0,59480.0,7.096761880314659,0.12636884461871367,4-6-5|4-5-6|4-6-1|4-5-1|4-6-2|4-1-5|4-3-5|4-6-3|4-1-6|4-3-6,FIXED_v284_N10
2026-06-15,2026-06,202606150310,S,v284,10,3,0,0,0.0,-10000.0,,0.048838572012404824,,FIXED_v284_N10
2026-06-18,2026-06,202606180205,S,v284,10,2,0,0,0.0,-10000.0,,0.20224931759469034,,FIXED_v284_N10
2026-06-19,2026-06,202606190903,S,v284,10,3,0,0,0.0,-10000.0,,0.12286784460496425,,FIXED_v284_N10
2026-06-19,2026-06,202606192007,S,v284,10,4,1,1,32200.000000000004,22200.000000000004,3.2329498788172795,0.1275193816907555,4-1-6|4-1-5|4-6-1|4-6-5|4-1-3|4-1-2|4-5-6|4-2-6|4-2-5|4-3-6,FIXED_v284_N10
2026-06-20,2026-06,202606200903,A,v284,10,1,0,0,0.0,-10000.0,,0.30499741029245286,,FIXED_v284_N10
2026-06-20,2026-06,202606201709,A,v284,10,4,1,0,0.0,-10000.0,4.358304631005072,0.14661748668018448,4-2-5|4-2-6|4-1-5|4-1-6|4-2-1|4-3-5|4-3-6|4-6-2|4-2-3|4-6-5,FIXED_v284_N10
2026-06-21,2026-06,202606210906,A,v284,10,4,1,1,20700.0,10700.0,2.098496719071335,0.45826482042107275,4-1-2|4-1-5|4-2-1|4-2-5|4-1-6|4-1-3|4-6-2|4-6-1|4-3-1|4-2-6,FIXED_v284_N10
2026-06-22,2026-06,202606221310,A,v284,10,1,0,0,0.0,-10000.0,,0.3085505572423526,,FIXED_v284_N10
2026-06-24,2026-06,202606240605,A,v284,10,4,1,1,35200.0,25200.0,3.600974092895958,0.15148527089848052,4-6-2|4-1-6|4-1-2|4-6-3|4-1-5|4-1-3|4-2-3|4-2-6|4-2-1|4-2-5,FIXED_v284_N10
2026-06-24,2026-06,202606241207,A,v284,10,4,1,0,0.0,-10000.0,2.450877664940226,0.0639906753058932,4-2-5|4-1-5|4-2-1|4-1-2|4-6-5|4-5-6|4-2-6|4-2-3|4-3-5|4-1-6,FIXED_v284_N10
2026-06-25,2026-06,202606252102,S,v284,10,1,0,0,0.0,-10000.0,,0.3424740637333552,,FIXED_v284_N10
2026-06-26,2026-06,202606260410,A,v284,10,1,0,0,0.0,-10000.0,,0.1313477903710204,,FIXED_v284_N10
2026-06-26,2026-06,202606260705,S,v284,10,4,1,0,0.0,-10000.0,2.3568006439768343,0.2305782515874616,4-2-1|4-2-5|4-6-2|4-6-1|4-2-6|4-5-2|4-2-3|4-1-5|4-1-6|4-3-1,FIXED_v284_N10
2026-06-28,2026-06,202606280205,A,v284,10,2,0,0,0.0,-10000.0,,0.22875394291985807,,FIXED_v284_N10
2026-06-28,2026-06,202606280508,A,v284,10,1,0,0,0.0,-10000.0,,0.27462677917362066,,FIXED_v284_N10
2026-06-28,2026-06,202606281008,A,v284,10,2,0,0,0.0,-10000.0,,0.1972883859413478,,FIXED_v284_N10
2026-06-29,2026-06,202606290806,S,v284,10,4,1,0,0.0,-10000.0,2.6166381929562945,0.3002324510173012,4-5-1|4-1-5|4-5-6|4-1-2|4-5-2|4-1-3|4-1-6|4-5-3|4-6-5|4-3-5,FIXED_v284_N10
2026-06-30,2026-06,202606302304,A,v284,10,1,0,0,0.0,-10000.0,,0.08722305481685633,,FIXED_v284_N10
