actual_combo,approved_A,approved_S,date,grade,head,head_hit,history_adjust_online,history_pct_online,invest6,kimarite,model,payout100,preview_comp,production_buy,race_code,ranked_others,return6,route_hit,score,ticket6_hit,tickets6,tilt,tilt_bonus,winner
3-6-2,1,1,2026-07-08,S,3,1,0.2314,0.5579,600,逃げ,3まくり,3880,0.74567,1,202607082007,6-1-2-5-4,3880,0,74.7481,1,3-6-1;3-6-2;3-6-5;3-1-6;3-1-2;3-1-5,-0.5,-0.05,3
1-3-2,0,0,2026-07-08,B,3,0,-1.7235,0.0691,0,逃げ,3まくり差し,3210,0.405,0,202607082009,6-4-1-5-2,0,0,38.5465,0,3-6-4;3-6-1;3-6-5;3-4-6;3-4-1;3-4-5,-0.5,-0.23,1
1-5-3,0,0,2026-07-08,B,3,0,-0.867,0.2832,0,逃げ,3まくり,1980,0.33767,0,202607082411,1-4-6-2-5,0,0,32.8497,0,3-1-4;3-1-6;3-1-2;3-4-1;3-4-6;3-4-2,-0.5,-0.05,1
1-4-5,0,0,2026-07-08,B,3,0,1.1152,0.7788,0,逃げ,3まくり差し,4990,0.525,0,202607080111,2-1-6-4-5,0,0,53.5652,0,3-2-1;3-2-6;3-2-4;3-1-2;3-1-6;3-1-4,0,-0.05,1
5-1-3,0,0,2026-07-08,B,3,0,0.3502,0.5876,0,まくり差し,3まくり差し,12270,0.403,0,202607080203,5-4-2-6-1,0,0,40.4202,0,3-5-4;3-5-2;3-5-6;3-4-5;3-4-2;3-4-6,-0.5,-0.23,5
3-4-5,0,0,2026-07-08,B,3,1,-1.6682,0.0829,0,まくり,3まくり差し,10760,0.539,0,202607080208,6-2-5-1-4,0,0,52.0018,0,3-6-2;3-6-5;3-6-1;3-2-6;3-2-5;3-2-1,-0.5,-0.23,3
1-4-3,0,0,2026-07-08,B,3,0,-1.6728,0.0818,0,逃げ,3まくり差し,1180,0.455,0,202607080211,2-1-4-6-5,0,0,43.7772,0,3-2-1;3-2-4;3-2-6;3-1-2;3-1-4;3-1-6,0,-0.05,1
4-2-5,1,0,2026-07-08,A,3,0,1.9355,0.9839,600,まくり,3まくり差し,70440,0.587,1,202607080505,6-1-5-2-4,0,0,60.5855,0,3-6-1;3-6-5;3-6-2;3-1-6;3-1-5;3-1-2,0,-0.05,4
1-2-3,0,0,2026-07-08,B,3,0,0.2442,0.5611,0,逃げ,3まくり差し,2920,0.473,0,202607080807,5-6-2-4-1,0,0,47.4942,0,3-5-6;3-5-2;3-5-4;3-6-5;3-6-2;3-6-4,0,-0.05,1
3-1-6,1,0,2026-07-08,A,3,1,1.5023,0.8756,600,まくり差し,3まくり差し,1610,0.643,1,202607081006,6-2-5-1-4,0,1,65.5723,0,3-6-2;3-6-5;3-6-1;3-2-6;3-2-5;3-2-1,-0.5,-0.23,3
1-6-2,0,0,2026-07-08,B,3,0,-1.9309,0.0173,0,逃げ,3まくり差し,1510,0.11,0,202607081205,6-1-5-2-4,0,0,8.8391,0,3-6-1;3-6-5;3-6-2;3-1-6;3-1-5;3-1-2,-0.5,-0.23,1
1-6-3,0,0,2026-07-08,B,3,0,1.6682,0.9171,0,逃げ,3まくり差し,3790,0.459,0,202607081207,6-1-2-5-4,0,0,47.3382,0,3-6-1;3-6-2;3-6-5;3-1-6;3-1-2;3-1-5,-0.5,-0.23,1
1-4-3,1,1,2026-07-08,S,3,0,0.1659,0.5415,600,逃げ,3まくり差し,1030,0.675,1,202607081302,4-1-5-6-2,0,0,67.6159,0,3-4-1;3-4-5;3-4-6;3-1-4;3-1-5;3-1-6,0,-0.05,1
5-4-3,1,1,2026-07-08,S,3,0,-1.2673,0.1832,600,まくり差し,3まくり差し,16420,0.725,1,202607082403,5-2-1-6-4,0,0,71.1827,0,3-5-2;3-5-1;3-5-6;3-2-5;3-2-1;3-2-6,0,-0.05,5
3-1-4,1,1,2026-07-08,S,4,0,1.2122,0.8031,600,まくり差し,4カドまくり,6400,0.809,0,202607080509,5-1-3-6-2,0,0,82.0722,0,4-5-1;4-5-3;4-5-6;4-1-5;4-1-3;4-1-6,0,-0.04,3
6-3-1,0,0,2026-07-08,B,4,0,1.3548,0.8387,0,差し,4カドまくり,148390,0.253,0,202607080511,6-3-1-2-5,0,0,26.6148,0,4-6-3;4-6-1;4-6-2;4-3-6;4-3-1;4-3-2,0,-0.04,6
3-6-4,0,0,2026-07-08,B,4,0,0.3837,0.5959,0,差し,4カドまくり,23650,0.239,0,202607081110,6-1-3-5-2,0,0,23.0937,0,4-6-1;4-6-3;4-6-5;4-1-6;4-1-3;4-1-5,-0.5,-1.19,3
1-2-3,0,0,2026-07-08,B,4,0,-0.8591,0.2852,0,逃げ,4カドまくり,1310,0.39,0,202607081209,1-6-5-2-3,0,0,36.9509,0,4-1-6;4-1-5;4-1-2;4-6-1;4-6-5;4-6-2,-0.5,-1.19,1
4-1-6,0,0,2026-07-08,B,4,1,-1.9525,0.0119,0,抜き,4カドまくり,3030,0.371,0,202607081303,6-2-1-3-5,0,0,35.1075,0,4-6-2;4-6-1;4-6-3;4-2-6;4-2-1;4-2-3,0,-0.04,4
4-5-6,0,0,2026-07-08,B,4,1,-1.0153,0.2462,0,まくり,4カドまくり,2060,0.449,0,202607081308,6-1-5-3-2,0,1,43.8447,0,4-6-1;4-6-5;4-6-3;4-1-6;4-1-5;4-1-3,0,-0.04,4
4-1-3,1,1,2026-07-08,S,4,1,1.9864,0.9966,600,まくり,4カドまくり,3960,0.775,0,202607081312,5-1-3-6-2,3960,1,78.2964,1,4-5-1;4-5-3;4-5-6;4-1-5;4-1-3;4-1-6,-0.5,-1.19,4
2-1-3,0,0,2026-07-08,B,4,0,-1.5586,0.1104,0,差し,4カドまくり,2800,0.427,0,202607081803,6-1-2-5-3,0,0,41.1014,0,4-6-1;4-6-2;4-6-5;4-1-6;4-1-2;4-1-5,0,-0.04,2
1-3-4,0,0,2026-07-08,B,4,0,-1.7759,0.056,0,逃げ,4カドまくり,1170,0.18,0,202607081811,1-3-2-5-6,0,0,16.1841,0,4-1-3;4-1-2;4-1-5;4-3-1;4-3-2;4-3-5,0,-0.04,1
4-3-5,0,0,2026-07-08,B,4,1,0.9745,0.7436,0,まくり,4カドまくり,36280,0.369,0,202607082005,1-2-6-3-5,0,1,37.8345,0,4-1-2;4-1-6;4-1-3;4-2-1;4-2-6;4-2-3,0,-0.04,4
3-5-6,1,1,2026-07-09,S,3,1,1.4132,0.8533,600,まくり,3まくり,5640,0.75033,1,202607090105,6-5-1-4-2,5640,1,76.2365,1,3-6-5;3-6-1;3-6-4;3-5-6;3-5-1;3-5-4,0,-0.21,3
4-6-5,1,1,2026-07-09,S,3,0,1.6155,0.9039,600,まくり,3まくり,5860,0.80767,1,202607090206,4-6-5-1-2,0,0,82.3322,0,3-4-6;3-4-5;3-4-1;3-6-4;3-6-5;3-6-1,-0.5,-0.05,4
1-5-6,0,0,2026-07-09,B,3,0,-1.7268,0.0683,0,逃げ,3まくり差し,920,0.405,0,202607090207,5-6-1-2-4,0,0,38.7232,0,3-5-6;3-5-1;3-5-2;3-6-5;3-6-1;3-6-2,0,-0.05,1
3-1-6,0,0,2026-07-09,B,3,1,-1.252,0.187,0,まくり,3まくり差し,2150,0.437,0,202607090209,6-1-5-2-4,0,0,42.218,1,3-6-1;3-6-5;3-6-2;3-1-6;3-1-5;3-1-2,-0.5,-0.23,3
5-3-6,1,0,2026-07-09,A,3,0,-1.4806,0.1298,600,まくり差し,3まくり,25340,0.65033,1,202607090504,4-6-5-1-2,0,0,63.3427,0,3-4-6;3-4-5;3-4-1;3-6-4;3-6-5;3-6-1,0,-0.21,5
5-1-2,0,0,2026-07-09,B,3,0,-1.7178,0.0705,0,抜き,3まくり差し,11730,0.365,0,202607090511,1-2-5-6-4,0,0,34.5522,0,3-1-2;3-1-5;3-1-6;3-2-1;3-2-5;3-2-6,-0.5,-0.23,5
1-3-4,0,0,2026-07-09,B,3,0,-1.4804,0.1299,0,逃げ,3まくり差し,480,0.547,0,202607090801,1-5-4-6-2,0,0,53.1696,0,3-1-5;3-1-4;3-1-6;3-5-1;3-5-4;3-5-6,0,-0.05,1
3-4-2,1,0,2026-07-09,A,3,1,1.4604,0.8651,600,まくり,3まくり,1920,0.53767,1,202607090803,4-5-2-6-1,1920,1,55.177,1,3-4-5;3-4-2;3-4-6;3-5-4;3-5-2;3-5-6,-0.5,-0.05,3
1-2-3,1,1,2026-07-09,S,3,0,0.5622,0.6405,600,逃げ,3まくり差し,1000,0.677,1,202607090809,1-5-6-4-2,0,0,68.2122,0,3-1-5;3-1-6;3-1-4;3-5-1;3-5-6;3-5-4,0,-0.05,1
1-3-2,0,0,2026-07-09,B,3,0,-0.6981,0.3255,0,逃げ,3まくり,720,0.505,0,202607090812,6-1-4-2-5,0,0,49.5919,0,3-6-1;3-6-4;3-6-2;3-1-6;3-1-4;3-1-2,0,-0.21,1
1-3-2,0,0,2026-07-09,B,3,0,-0.7189,0.3203,0,逃げ,3まくり差し,3700,0.525,0,202607091103,5-6-2-1-4,0,0,51.7311,0,3-5-6;3-5-2;3-5-1;3-6-5;3-6-2;3-6-1,0,-0.05,1
4-3-5,1,0,2026-07-09,A,3,0,0.1321,0.533,600,まくり,3まくり差し,26970,0.623,1,202607091406,2-6-4-1-5,0,0,62.3821,0,3-2-6;3-2-4;3-2-1;3-6-2;3-6-4;3-6-1,0,-0.05,4
1-5-3,0,0,2026-07-09,B,3,0,0.199,0.5497,0,逃げ,3まくり,2100,0.443,0,202607091505,5-6-2-1-4,0,0,44.289,0,3-5-6;3-5-2;3-5-1;3-6-5;3-6-2;3-6-1,0,-0.21,1
1-2-5,1,0,2026-07-09,A,3,0,0.199,0.5497,600,逃げ,3まくり,4650,0.58433,1,202607091604,4-5-2-1-6,0,0,58.5823,0,3-4-5;3-4-2;3-4-1;3-5-4;3-5-2;3-5-1,-0.5,-0.05,1
2-1-4,1,1,2026-07-09,S,3,0,0.1321,0.533,600,まくり,3まくり差し,4620,0.761,1,202607091607,4-2-6-5-1,0,0,76.1821,0,3-4-2;3-4-6;3-4-5;3-2-4;3-2-6;3-2-5,0,-0.05,2
1-3-5,1,1,2026-07-09,S,3,0,1.9373,0.9843,600,逃げ,3まくり差し,1590,0.691,1,202607092012,1-4-5-6-2,0,0,70.8073,0,3-1-4;3-1-5;3-1-6;3-4-1;3-4-5;3-4-6,-0.5,-0.23,1
1-3-2,0,0,2026-07-09,B,3,0,0.271,0.5677,0,逃げ,3まくり差し,500,0.361,0,202607090107,1-6-2-4-5,0,0,36.141,0,3-1-6;3-1-2;3-1-4;3-6-1;3-6-2;3-6-4,-0.5,-0.23,1
1-5-3,1,1,2026-07-09,S,3,0,1.2251,0.8063,600,逃げ,3まくり差し,3970,0.819,1,202607090502,4-1-2-6-5,0,0,83.0751,0,3-4-1;3-4-2;3-4-6;3-1-4;3-1-2;3-1-6,0,-0.05,1
3-1-4,1,1,2026-07-09,S,3,1,0.1635,0.5409,600,差し,3まくり差し,1080,0.923,1,202607091010,5-4-6-1-2,0,0,92.4135,0,3-5-4;3-5-6;3-5-1;3-4-5;3-4-6;3-4-1,0,-0.05,3
4-3-5,1,0,2026-07-09,A,3,0,0.1321,0.533,600,まくり,3まくり差し,1870,0.565,1,202607091504,4-5-2-1-6,0,0,56.5821,0,3-4-5;3-4-2;3-4-1;3-5-4;3-5-2;3-5-1,0,-0.05,4
5-3-1,0,0,2026-07-09,B,3,0,0.1321,0.533,0,まくり差し,3まくり差し,4360,0.549,0,202607091603,5-4-6-1-2,0,0,54.8021,0,3-5-4;3-5-6;3-5-1;3-4-5;3-4-6;3-4-1,-0.5,-0.23,5
1-2-4,1,0,2026-07-09,A,3,0,1.1041,0.776,600,逃げ,3まくり差し,710,0.619,1,202607092410,1-5-6-4-2,0,0,62.7741,0,3-1-5;3-1-6;3-1-4;3-5-1;3-5-6;3-5-4,-0.5,-0.23,1
1-4-5,0,0,2026-07-09,B,4,0,0.6711,0.6678,0,逃げ,4カドまくり,6750,0.511,0,202607090204,6-1-2-3-5,0,0,50.5811,0,4-6-1;4-6-2;4-6-3;4-1-6;4-1-2;4-1-3,-0.5,-1.19,1
1-5-3,1,1,2026-07-09,S,4,0,1.7663,0.9416,600,逃げ,4カドまくり,9180,0.855,0,202607090211,3-6-2-1-5,0,0,86.0763,0,4-3-6;4-3-2;4-3-1;4-6-3;4-6-2;4-6-1,-0.5,-1.19,1
6-4-3,1,1,2026-07-09,S,4,0,0.8581,0.7145,600,まくり,4カドまくり,23220,0.745,0,202607090503,6-1-2-5-3,0,0,75.3181,0,4-6-1;4-6-2;4-6-5;4-1-6;4-1-2;4-1-5,0,-0.04,6
6-2-4,0,0,2026-07-09,B,4,0,-1.8464,0.0384,0,まくり,4カドまくり,13440,0.295,0,202607090507,3-6-2-5-1,0,0,26.4636,0,4-3-6;4-3-2;4-3-5;4-6-3;4-6-2;4-6-5,-0.5,-1.19,6
1-3-4,1,1,2026-07-09,S,4,0,1.7195,0.9299,600,逃げ,4カドまくり,1880,0.659,0,202607090509,6-1-2-5-3,0,0,67.5795,0,4-6-1;4-6-2;4-6-5;4-1-6;4-1-2;4-1-5,0,-0.04,1
1-4-2,0,0,2026-07-09,B,4,0,-1.2521,0.187,0,逃げ,4カドまくり,570,0.373,0,202607090510,2-1-6-5-3,0,0,36.0079,0,4-2-1;4-2-6;4-2-5;4-1-2;4-1-6;4-1-5,0,-0.04,1
4-1-2,1,1,2026-07-09,S,4,1,0.5309,0.6327,600,差し,4カドまくり,6610,0.707,0,202607090802,3-5-2-6-1,0,0,71.1909,0,4-3-5;4-3-2;4-3-6;4-5-3;4-5-2;4-5-6,0,-0.04,4
1-3-4,1,1,2026-07-09,S,4,0,1.0317,0.7579,600,逃げ,4カドまくり,2010,0.745,0,202607090804,3-5-6-2-1,0,0,75.4917,0,4-3-5;4-3-6;4-3-2;4-5-3;4-5-6;4-5-2,0,-0.04,1
1-4-2,0,0,2026-07-09,B,4,0,1.1519,0.788,0,逃げ,4カドまくり,740,0.517,0,202607091003,1-6-3-5-2,0,0,51.6619,0,4-1-6;4-1-3;4-1-5;4-6-1;4-6-3;4-6-5,-0.5,-1.19,1
5-1-4,0,0,2026-07-09,B,4,0,1.2387,0.8097,0,抜き,4カドまくり,9980,0.509,0,202607091101,1-5-6-2-3,0,0,52.0987,0,4-1-5;4-1-6;4-1-2;4-5-1;4-5-6;4-5-2,0,-0.04,5
1-4-6,1,1,2026-07-09,S,4,0,0.2905,0.5726,600,逃げ,4カドまくり,1910,0.699,0,202607091112,1-2-5-6-3,0,0,70.1505,0,4-1-2;4-1-5;4-1-6;4-2-1;4-2-5;4-2-6,0,-0.04,1
4-5-2,0,0,2026-07-09,B,4,1,0.0768,0.5192,0,まくり差し,4カドまくり,2320,0.269,0,202607091407,1-2-5-6-3,0,0,25.7868,0,4-1-2;4-1-5;4-1-6;4-2-1;4-2-5;4-2-6,-0.5,-1.19,4
4-3-5,0,0,2026-07-09,B,4,1,0.0768,0.5192,0,まくり,4カドまくり,1870,0.463,0,202607091504,3-5-2-1-6,0,1,49.3768,1,4-3-5;4-3-2;4-3-1;4-5-3;4-5-2;4-5-1,0.5,3.0,4
4-1-6,1,0,2026-07-09,A,4,1,-1.6795,0.0801,600,差し,4カドまくり,3020,0.589,0,202607092006,2-6-3-5-1,0,0,56.0305,0,4-2-6;4-2-3;4-2-5;4-6-2;4-6-3;4-6-5,-0.5,-1.19,4
1-3-4,1,1,2026-07-09,S,4,0,1.2988,0.8247,600,逃げ,4カドまくり,1950,0.743,0,202607092409,1-5-3-2-6,0,0,78.5988,0,4-1-5;4-1-3;4-1-2;4-5-1;4-5-3;4-5-2,0.5,3.0,1
1-3-2,0,0,2026-07-10,B,3,0,-1.3617,0.1596,0,逃げ,3まくり差し,1490,0.341,0,202607100212,5-4-6-1-2,0,0,32.6883,0,3-5-4;3-5-6;3-5-1;3-4-5;3-4-6;3-4-1,0,-0.05,1
6-5-1,0,0,2026-07-10,B,3,0,0.1333,0.5333,0,まくり差し,3まくり差し,18190,0.539,0,202607100610,5-6-1-4-2,0,0,53.9833,0,3-5-6;3-5-1;3-5-4;3-6-5;3-6-1;3-6-4,0,-0.05,6
1-2-4,0,0,2026-07-10,B,3,0,0.1333,0.5333,0,逃げ,3まくり差し,1230,0.513,0,202607100611,6-5-4-2-1,0,0,51.3833,0,3-6-5;3-6-4;3-6-2;3-5-6;3-5-4;3-5-2,0,-0.05,1
3-5-4,1,0,2026-07-10,A,3,1,-1.4798,0.1301,600,まくり,3まくり差し,1710,0.585,1,202607100804,5-4-1-6-2,1710,0,56.9702,1,3-5-4;3-5-1;3-5-6;3-4-5;3-4-1;3-4-6,0,-0.05,3
1-3-4,0,0,2026-07-10,B,3,0,1.6782,0.9195,0,逃げ,3まくり,640,0.44833,0,202607100806,1-4-5-2-6,0,0,46.3015,0,3-1-4;3-1-5;3-1-2;3-4-1;3-4-5;3-4-2,0,-0.21,1
5-6-3,1,1,2026-07-10,S,3,0,0.2135,0.5534,600,まくり差し,3まくり,55990,0.69433,1,202607100908,4-6-1-5-2,0,0,69.5968,0,3-4-6;3-4-1;3-4-5;3-6-4;3-6-1;3-6-5,-0.5,-0.05,5
1-6-2,0,0,2026-07-10,B,3,0,0.1333,0.5333,0,逃げ,3まくり差し,5840,0.233,0,202607100911,6-1-4-5-2,0,0,23.2033,0,3-6-1;3-6-4;3-6-5;3-1-6;3-1-4;3-1-5,-0.5,-0.23,1
3-4-1,1,1,2026-07-10,S,3,1,0.9508,0.7377,600,まくり差し,3まくり差し,820,0.813,1,202607101107,4-1-5-2-6,820,1,82.0208,1,3-4-1;3-4-5;3-4-2;3-1-4;3-1-5;3-1-2,-0.5,-0.23,3
1-3-4,1,1,2026-07-10,S,3,0,0.4874,0.6219,600,逃げ,3まくり差し,1160,0.673,1,202607101505,4-6-2-1-5,0,0,67.7374,0,3-4-6;3-4-2;3-4-1;3-6-4;3-6-2;3-6-1,0,-0.05,1
1-3-2,1,0,2026-07-10,A,3,0,-1.3967,0.1508,600,逃げ,3まくり差し,480,0.647,1,202607101510,1-2-5-4-6,0,0,63.2533,0,3-1-2;3-1-5;3-1-4;3-2-1;3-2-5;3-2-4,0,-0.05,1
5-1-3,0,0,2026-07-10,B,3,0,0.1333,0.5333,0,まくり差し,3まくり差し,2670,0.399,0,202607101904,5-6-1-4-2,0,0,39.9833,0,3-5-6;3-5-1;3-5-4;3-6-5;3-6-1;3-6-4,0,-0.05,5
1-4-2,0,0,2026-07-10,B,3,0,0.9377,0.7344,0,逃げ,3まくり差し,1410,0.273,0,202607102011,6-1-5-2-4,0,0,28.1877,0,3-6-1;3-6-5;3-6-2;3-1-6;3-1-5;3-1-2,0,-0.05,1
1-3-4,0,0,2026-07-10,B,3,0,0.1333,0.5333,0,逃げ,3まくり差し,1310,0.457,0,202607102203,4-2-6-5-1,0,0,45.7833,0,3-4-2;3-4-6;3-4-5;3-2-4;3-2-6;3-2-5,0,-0.05,1
4-5-3,1,1,2026-07-10,S,3,0,0.1333,0.5333,600,まくり,3まくり差し,17040,0.793,1,202607102303,1-4-2-5-6,0,0,79.2033,0,3-1-4;3-1-2;3-1-5;3-4-1;3-4-2;3-4-5,-0.5,-0.23,4
3-4-2,1,0,2026-07-10,A,3,1,0.1333,0.5333,600,まくり,3まくり差し,5530,0.567,1,202607102310,5-2-4-1-6,0,0,56.7833,0,3-5-2;3-5-4;3-5-1;3-2-5;3-2-4;3-2-1,0,-0.05,3
4-5-2,0,0,2026-07-10,B,3,0,0.1333,0.5333,0,まくり,3まくり差し,17800,0.333,0,202607102311,6-4-1-5-2,0,0,33.2033,0,3-6-4;3-6-1;3-6-5;3-4-6;3-4-1;3-4-5,-0.5,-0.23,4
5-2-3,1,1,2026-07-10,S,3,0,0.1333,0.5333,600,まくり,3まくり差し,31710,0.683,1,202607100612,6-5-4-1-2,0,0,68.3833,0,3-6-5;3-6-4;3-6-1;3-5-6;3-5-4;3-5-1,0,-0.05,5
1-2-3,0,0,2026-07-10,B,3,0,-1.5191,0.1202,0,逃げ,3まくり差し,690,0.471,0,202607101012,5-1-2-6-4,0,0,45.3509,0,3-5-1;3-5-2;3-5-6;3-1-5;3-1-2;3-1-6,-0.5,-0.23,1
3-2-4,1,0,2026-07-10,A,3,1,-1.1169,0.2208,600,まくり差し,3まくり差し,8160,0.599,1,202607101402,6-1-2-4-5,0,1,58.7331,0,3-6-1;3-6-2;3-6-4;3-1-6;3-1-2;3-1-4,0,-0.05,3
1-4-3,0,0,2026-07-10,B,3,0,1.235,0.8087,0,逃げ,3まくり差し,2990,0.239,0,202607101409,1-2-4-6-5,0,0,25.085,0,3-1-2;3-1-4;3-1-6;3-2-1;3-2-4;3-2-6,0,-0.05,1
1-4-3,1,0,2026-07-10,A,3,0,0.9902,0.7475,600,逃げ,3まくり差し,6020,0.589,1,202607101509,1-2-4-5-6,0,0,59.8402,0,3-1-2;3-1-4;3-1-5;3-2-1;3-2-4;3-2-5,0,-0.05,1
2-3-6,1,0,2026-07-10,A,3,0,-0.7847,0.3038,600,まくり,3まくり差し,9180,0.645,1,202607102002,6-5-4-2-1,0,0,63.6653,0,3-6-5;3-6-4;3-6-2;3-5-6;3-5-4;3-5-2,0,-0.05,2
1-3-4,1,1,2026-07-10,S,3,0,1.2437,0.8109,600,逃げ,3まくり差し,770,0.803,1,202607102008,2-1-6-5-4,0,0,81.4937,0,3-2-1;3-2-6;3-2-5;3-1-2;3-1-6;3-1-5,0,-0.05,1
2-1-4,0,0,2026-07-10,B,4,0,1.6026,0.9007,0,差し,4カドまくり,1940,0.511,0,202607100202,2-1-6-5-3,0,0,51.5126,0,4-2-1;4-2-6;4-2-5;4-1-2;4-1-6;4-1-5,-0.5,-1.19,2
1-2-3,0,0,2026-07-10,B,4,0,0.0586,0.5147,0,逃げ,4カドまくり,840,0.359,0,202607100603,1-5-6-2-3,0,0,35.9186,0,4-1-5;4-1-6;4-1-2;4-5-1;4-5-6;4-5-2,0,-0.04,1
2-1-5,1,0,2026-07-10,A,4,0,0.3518,0.5879,600,差し,4カドまくり,2060,0.549,0,202607100802,5-3-2-6-1,0,0,55.2118,0,4-5-3;4-5-2;4-5-6;4-3-5;4-3-2;4-3-6,0,-0.04,2
1-4-2,1,1,2026-07-10,S,4,0,1.4528,0.8632,600,逃げ,4カドまくり,1680,0.681,0,202607100811,5-1-2-6-3,0,0,68.3628,0,4-5-1;4-5-2;4-5-6;4-1-5;4-1-2;4-1-6,-0.5,-1.19,1
5-3-4,0,0,2026-07-10,B,4,0,-1.7394,0.0651,0,まくり差し,4カドまくり,4000,0.297,0,202607101006,5-6-3-2-1,0,0,26.7706,0,4-5-6;4-5-3;4-5-2;4-6-5;4-6-3;4-6-2,-0.5,-1.19,5
4-3-5,0,0,2026-07-10,B,4,1,0.5798,0.645,0,差し,4カドまくり,2800,0.391,0,202607101103,5-1-3-6-2,0,0,39.6398,0,4-5-1;4-5-3;4-5-6;4-1-5;4-1-3;4-1-6,0,-0.04,4
5-3-2,0,0,2026-07-10,B,4,0,-1.8827,0.0293,0,差し,4カドまくり,141260,0.503,0,202607101112,1-2-5-6-3,0,0,48.3773,0,4-1-2;4-1-5;4-1-6;4-2-1;4-2-5;4-2-6,0,-0.04,5
4-1-2,0,0,2026-07-10,B,4,1,-1.3029,0.1743,0,まくり,4カドまくり,2240,0.543,0,202607101407,5-1-2-6-3,0,1,52.9571,1,4-5-1;4-5-2;4-5-6;4-1-5;4-1-2;4-1-6,0,-0.04,4
1-2-6,1,1,2026-07-10,S,4,0,1.355,0.8388,600,逃げ,4カドまくり,2320,0.837,0,202607101511,1-2-3-6-5,0,0,83.865,0,4-1-2;4-1-3;4-1-6;4-2-1;4-2-3;4-2-6,-0.5,-1.19,1
1-2-3,1,1,2026-07-10,S,4,0,0.456,0.614,600,逃げ,4カドまくり,1750,0.855,0,202607101603,2-6-3-1-5,0,0,84.766,0,4-2-6;4-2-3;4-2-1;4-6-2;4-6-3;4-6-1,-0.5,-1.19,1
1-4-5,0,0,2026-07-10,B,4,0,-0.7818,0.3046,0,逃げ,4カドまくり,1290,0.507,0,202607101610,5-1-2-3-6,0,0,49.8782,0,4-5-1;4-5-2;4-5-3;4-1-5;4-1-2;4-1-3,0,-0.04,1
2-5-4,1,1,2026-07-10,S,4,0,-1.2378,0.1906,600,抜き,4カドまくり,6050,0.835,0,202607101612,2-5-1-3-6,0,0,81.0722,0,4-2-5;4-2-1;4-2-3;4-5-2;4-5-1;4-5-3,-0.5,-1.19,2
1-4-2,1,0,2026-07-10,A,4,0,0.0586,0.5147,600,逃げ,4カドまくり,790,0.645,0,202607101911,1-2-6-3-5,0,0,64.5186,0,4-1-2;4-1-6;4-1-3;4-2-1;4-2-6;4-2-3,0,-0.04,1
4-1-3,1,1,2026-07-10,S,4,1,0.9316,0.7329,600,差し,4カドまくり,9890,0.855,0,202607102003,5-6-2-1-3,0,0,85.2416,0,4-5-6;4-5-2;4-5-1;4-6-5;4-6-2;4-6-1,-0.5,-1.19,4
4-1-2,1,0,2026-07-10,A,4,1,0.0586,0.5147,600,差し,4カドまくり,4180,0.577,0,202607102205,5-2-3-1-6,0,0,57.7186,0,4-5-2;4-5-3;4-5-1;4-2-5;4-2-3;4-2-1,0,-0.04,4
4-6-2,0,0,2026-07-10,B,4,1,0.0586,0.5147,0,まくり,4カドまくり,9380,0.439,0,202607102307,2-3-6-1-5,0,1,43.9186,0,4-2-3;4-2-6;4-2-1;4-3-2;4-3-6;4-3-1,0,-0.04,4
1-3-4,1,1,2026-07-11,S,3,0,1.4542,0.8635,600,逃げ,3まくり差し,460,0.899,1,202607110201,1-4-5-6-2,0,0,91.1242,0,3-1-4;3-1-5;3-1-6;3-4-1;3-4-5;3-4-6,-0.5,-0.23,1
1-3-2,0,0,2026-07-11,B,3,0,-1.2239,0.194,0,逃げ,3まくり差し,1310,0.519,0,202607110206,6-1-2-5-4,0,0,50.6261,0,3-6-1;3-6-2;3-6-5;3-1-6;3-1-2;3-1-5,0,-0.05,1
1-5-6,1,0,2026-07-11,A,3,0,-0.9248,0.2688,600,逃げ,3まくり,8200,0.59433,1,202607110207,6-4-1-5-2,0,0,58.4585,0,3-6-4;3-6-1;3-6-5;3-4-6;3-4-1;3-4-5,-0.5,-0.05,1
3-1-2,0,0,2026-07-11,B,3,1,0.1493,0.5373,0,まくり,3まくり差し,1730,0.437,0,202607110306,4-1-5-2-6,0,0,44.7793,1,3-4-1;3-4-5;3-4-2;3-1-4;3-1-5;3-1-2,1.0,0.93,3
2-1-3,0,0,2026-07-11,B,3,0,0.1493,0.5373,0,差し,3まくり差し,6860,0.515,0,202607110308,1-5-4-6-2,0,0,51.5993,0,3-1-5;3-1-4;3-1-6;3-5-1;3-5-4;3-5-6,0,-0.05,2
1-2-5,1,1,2026-07-11,S,3,0,0.24,0.56,600,抜き,3まくり,2810,0.668,1,202607110310,1-5-6-2-4,0,0,67.14,0,3-1-5;3-1-6;3-1-2;3-5-1;3-5-6;3-5-2,0.5,0.1,1
3-1-6,1,1,2026-07-11,S,3,1,0.24,0.56,600,まくり差し,3まくり,6050,0.739,1,202607110401,6-5-2-4-1,0,0,73.93,0,3-6-5;3-6-2;3-6-4;3-5-6;3-5-2;3-5-4,0,-0.21,3
1-3-4,1,1,2026-07-11,S,3,0,-1.1258,0.2186,600,逃げ,3まくり差し,2480,0.771,1,202607111010,2-1-6-5-4,0,0,75.7442,0,3-2-1;3-2-6;3-2-5;3-1-2;3-1-6;3-1-5,-0.5,-0.23,1
