month,date,race_code,actual2,actual3,p2,p3,prior,second_rank,third_rank,nfeat2,nfeat3,pair_rank,selected_SA,v96_rank
2026-05,2026-05-25,202605252408,1,6,1:0.605302628301|2:0.0602188053049|3:0.178027430732|5:0.0866072756776|6:0.069843859985,1:0.70810122368|2:0.0686439228021|3:0.0564506237831|5:0.0486267774591|6:0.118177452275,1>2:0.254901960784|1>3:0.137254901961|1>5:0.352941176471|1>6:0.254901960784|2>1:0.351351351351|2>3:0.162162162162|2>5:0.324324324324|2>6:0.162162162162|3>1:0.25|3>2:0.25|3>5:0.3|3>6:0.2|5>1:0.34375|5>2:0.1875|5>3:0.0625|5>6:0.40625|6>1:0.304347826087|6>2:0.260869565217|6>3:0.173913043478|6>5:0.260869565217,1,2,25,56,2,0,5
2026-05,2026-05-26,202605261206,2,5,1:0.231375615208|2:0.0859608442994|3:0.0691126763428|5:0.564781341597|6:0.0487695225535,1:0.0631848621425|2:0.180690005864|3:0.311626060685|5:0.405428122539|6:0.0390709487699,1>2:0.254901960784|1>3:0.137254901961|1>5:0.352941176471|1>6:0.254901960784|2>1:0.351351351351|2>3:0.162162162162|2>5:0.324324324324|2>6:0.162162162162|3>1:0.25|3>2:0.25|3>5:0.3|3>6:0.2|5>1:0.34375|5>2:0.1875|5>3:0.0625|5>6:0.40625|6>1:0.304347826087|6>2:0.260869565217|6>3:0.173913043478|6>5:0.260869565217,3,1,25,56,6,1,2
2026-05,2026-05-27,202605270807,1,5,1:0.256231332115|2:0.271555016197|3:0.0814767126374|5:0.315506591089|6:0.0752303479615,1:0.16243884628|2:0.405802826263|3:0.0296536428806|5:0.10090746482|6:0.301197219756,1>2:0.254901960784|1>3:0.137254901961|1>5:0.352941176471|1>6:0.254901960784|2>1:0.351351351351|2>3:0.162162162162|2>5:0.324324324324|2>6:0.162162162162|3>1:0.25|3>2:0.25|3>5:0.3|3>6:0.2|5>1:0.34375|5>2:0.1875|5>3:0.0625|5>6:0.40625|6>1:0.304347826087|6>2:0.260869565217|6>3:0.173913043478|6>5:0.260869565217,3,4,25,56,7,0,10
2026-05,2026-05-27,202605270810,6,5,1:0.548930607085|2:0.183026342035|3:0.0537114001722|5:0.145613852792|6:0.0687177979158,1:0.0641441196711|2:0.243563829123|3:0.122528032042|5:0.431212413345|6:0.138551605819,1>2:0.254901960784|1>3:0.137254901961|1>5:0.352941176471|1>6:0.254901960784|2>1:0.351351351351|2>3:0.162162162162|2>5:0.324324324324|2>6:0.162162162162|3>1:0.25|3>2:0.25|3>5:0.3|3>6:0.2|5>1:0.34375|5>2:0.1875|5>3:0.0625|5>6:0.40625|6>1:0.304347826087|6>2:0.260869565217|6>3:0.173913043478|6>5:0.260869565217,4,1,25,56,7,0,2
2026-05,2026-05-28,202605281008,6,1,1:0.169427359264|2:0.3620067178|3:0.078553281606|5:0.115368748428|6:0.274643892902,1:0.256957307711|2:0.127260725142|3:0.0226854986827|5:0.266358881034|6:0.326737587431,1>2:0.254901960784|1>3:0.137254901961|1>5:0.352941176471|1>6:0.254901960784|2>1:0.351351351351|2>3:0.162162162162|2>5:0.324324324324|2>6:0.162162162162|3>1:0.25|3>2:0.25|3>5:0.3|3>6:0.2|5>1:0.34375|5>2:0.1875|5>3:0.0625|5>6:0.40625|6>1:0.304347826087|6>2:0.260869565217|6>3:0.173913043478|6>5:0.260869565217,2,3,25,56,3,1,3
2026-05,2026-05-30,202605301108,2,1,1:0.0755274511524|2:0.519477063253|3:0.0994177261134|5:0.210935475029|6:0.0946422844518,1:0.28026647097|2:0.257135920797|3:0.0929286408304|5:0.34130900196|6:0.028359965442,1>2:0.254901960784|1>3:0.137254901961|1>5:0.352941176471|1>6:0.254901960784|2>1:0.351351351351|2>3:0.162162162162|2>5:0.324324324324|2>6:0.162162162162|3>1:0.25|3>2:0.25|3>5:0.3|3>6:0.2|5>1:0.34375|5>2:0.1875|5>3:0.0625|5>6:0.40625|6>1:0.304347826087|6>2:0.260869565217|6>3:0.173913043478|6>5:0.260869565217,1,2,25,56,2,1,13
2026-05,2026-05-31,202605311208,1,2,1:0.75687082143|2:0.0501295842578|3:0.0369762684898|5:0.0421892221125|6:0.11383410371,1:0.190475093863|2:0.097140365484|3:0.0868248529037|5:0.22670201057|6:0.398857677179,1>2:0.254901960784|1>3:0.137254901961|1>5:0.352941176471|1>6:0.254901960784|2>1:0.351351351351|2>3:0.162162162162|2>5:0.324324324324|2>6:0.162162162162|3>1:0.25|3>2:0.25|3>5:0.3|3>6:0.2|5>1:0.34375|5>2:0.1875|5>3:0.0625|5>6:0.40625|6>1:0.304347826087|6>2:0.260869565217|6>3:0.173913043478|6>5:0.260869565217,1,4,25,56,3,0,3
2026-06,2026-06-02,202606021007,5,2,1:0.133396820222|2:0.62394389627|3:0.0953076066644|5:0.0615849909297|6:0.0857666859138,1:0.226596633494|2:0.18429719689|3:0.148921500024|5:0.327862579391|6:0.112322090201,1>2:0.272727272727|1>3:0.121212121212|1>5:0.318181818182|1>6:0.287878787879|2>1:0.36170212766|2>3:0.127659574468|2>5:0.340425531915|2>6:0.170212765957|3>1:0.227272727273|3>2:0.272727272727|3>5:0.318181818182|3>6:0.181818181818|5>1:0.351351351351|5>2:0.189189189189|5>3:0.0540540540541|5>6:0.405405405405|6>1:0.333333333333|6>2:0.259259259259|6>3:0.148148148148|6>5:0.259259259259,5,3,25,56,16,1,3
2026-06,2026-06-04,202606040305,3,5,1:0.198598376359|2:0.0844352078876|3:0.168997909359|5:0.387050110705|6:0.160918395689,1:0.197099633737|2:0.0536626998892|3:0.0914305183195|5:0.353196344139|6:0.304610803915,1>2:0.272727272727|1>3:0.121212121212|1>5:0.318181818182|1>6:0.287878787879|2>1:0.36170212766|2>3:0.127659574468|2>5:0.340425531915|2>6:0.170212765957|3>1:0.227272727273|3>2:0.272727272727|3>5:0.318181818182|3>6:0.181818181818|5>1:0.351351351351|5>2:0.189189189189|5>3:0.0540540540541|5>6:0.405405405405|6>1:0.333333333333|6>2:0.259259259259|6>3:0.148148148148|6>5:0.259259259259,3,1,25,56,4,1,5
2026-06,2026-06-04,202606040506,2,6,1:0.0420872570452|2:0.429431173811|3:0.0424515670475|5:0.0459805303357|6:0.440049471761,1:0.325113167342|2:0.275631974489|3:0.0820236875072|5:0.0967990605047|6:0.220432110157,1>2:0.272727272727|1>3:0.121212121212|1>5:0.318181818182|1>6:0.287878787879|2>1:0.36170212766|2>3:0.127659574468|2>5:0.340425531915|2>6:0.170212765957|3>1:0.227272727273|3>2:0.272727272727|3>5:0.318181818182|3>6:0.181818181818|5>1:0.351351351351|5>2:0.189189189189|5>3:0.0540540540541|5>6:0.405405405405|6>1:0.333333333333|6>2:0.259259259259|6>3:0.148148148148|6>5:0.259259259259,2,3,25,56,5,1,2
2026-06,2026-06-04,202606041307,2,1,1:0.510506475407|2:0.0911527674726|3:0.109222854335|5:0.194177728348|6:0.0949401744376,1:0.189292643881|2:0.0787960000275|3:0.0637463030891|5:0.533491171318|6:0.134673881685,1>2:0.272727272727|1>3:0.121212121212|1>5:0.318181818182|1>6:0.287878787879|2>1:0.36170212766|2>3:0.127659574468|2>5:0.340425531915|2>6:0.170212765957|3>1:0.227272727273|3>2:0.272727272727|3>5:0.318181818182|3>6:0.181818181818|5>1:0.351351351351|5>2:0.189189189189|5>3:0.0540540540541|5>6:0.405405405405|6>1:0.333333333333|6>2:0.259259259259|6>3:0.148148148148|6>5:0.259259259259,5,2,25,56,9,0,8
2026-06,2026-06-06,202606060702,1,5,1:0.337244546634|2:0.168041783326|3:0.0740656460674|5:0.37993555037|6:0.0407124736028,1:0.453875179548|2:0.0707776251765|3:0.0783742424573|5:0.128151893795|6:0.268821059023,1>2:0.272727272727|1>3:0.121212121212|1>5:0.318181818182|1>6:0.287878787879|2>1:0.36170212766|2>3:0.127659574468|2>5:0.340425531915|2>6:0.170212765957|3>1:0.227272727273|3>2:0.272727272727|3>5:0.318181818182|3>6:0.181818181818|5>1:0.351351351351|5>2:0.189189189189|5>3:0.0540540540541|5>6:0.405405405405|6>1:0.333333333333|6>2:0.259259259259|6>3:0.148148148148|6>5:0.259259259259,2,3,25,56,5,0,7
2026-06,2026-06-07,202606070908,5,1,1:0.278824609063|2:0.296696986448|3:0.0884475372837|5:0.2428860888|6:0.0931447784051,1:0.250571456588|2:0.0780588873998|3:0.0411873400093|5:0.52373191451|6:0.106450401492,1>2:0.272727272727|1>3:0.121212121212|1>5:0.318181818182|1>6:0.287878787879|2>1:0.36170212766|2>3:0.127659574468|2>5:0.340425531915|2>6:0.170212765957|3>1:0.227272727273|3>2:0.272727272727|3>5:0.318181818182|3>6:0.181818181818|5>1:0.351351351351|5>2:0.189189189189|5>3:0.0540540540541|5>6:0.405405405405|6>1:0.333333333333|6>2:0.259259259259|6>3:0.148148148148|6>5:0.259259259259,3,2,25,56,4,0,4
2026-06,2026-06-08,202606080910,6,5,1:0.5631911445|2:0.0565003586981|3:0.0700255427189|5:0.232780587993|6:0.0775023660899,1:0.153479409933|2:0.146738320032|3:0.0401066200794|5:0.308272588675|6:0.351403061281,1>2:0.272727272727|1>3:0.121212121212|1>5:0.318181818182|1>6:0.287878787879|2>1:0.36170212766|2>3:0.127659574468|2>5:0.340425531915|2>6:0.170212765957|3>1:0.227272727273|3>2:0.272727272727|3>5:0.318181818182|3>6:0.181818181818|5>1:0.351351351351|5>2:0.189189189189|5>3:0.0540540540541|5>6:0.405405405405|6>1:0.333333333333|6>2:0.259259259259|6>3:0.148148148148|6>5:0.259259259259,3,2,25,56,9,1,6
2026-06,2026-06-10,202606100903,1,6,1:0.148694094857|2:0.295210706254|3:0.274783525161|5:0.130047505615|6:0.151264168113,1:0.0497130965108|2:0.283061027274|3:0.167270619876|5:0.264999345274|6:0.234955911065,1>2:0.272727272727|1>3:0.121212121212|1>5:0.318181818182|1>6:0.287878787879|2>1:0.36170212766|2>3:0.127659574468|2>5:0.340425531915|2>6:0.170212765957|3>1:0.227272727273|3>2:0.272727272727|3>5:0.318181818182|3>6:0.181818181818|5>1:0.351351351351|5>2:0.189189189189|5>3:0.0540540540541|5>6:0.405405405405|6>1:0.333333333333|6>2:0.259259259259|6>3:0.148148148148|6>5:0.259259259259,4,3,25,56,8,1,12
2026-06,2026-06-12,202606122306,1,2,1:0.177885142702|2:0.413699995149|3:0.0652581464777|5:0.227181910574|6:0.115974805097,1:0.389121589469|2:0.181883492295|3:0.079175190784|5:0.155048260975|6:0.194771466477,1>2:0.272727272727|1>3:0.121212121212|1>5:0.318181818182|1>6:0.287878787879|2>1:0.36170212766|2>3:0.127659574468|2>5:0.340425531915|2>6:0.170212765957|3>1:0.227272727273|3>2:0.272727272727|3>5:0.318181818182|3>6:0.181818181818|5>1:0.351351351351|5>2:0.189189189189|5>3:0.0540540540541|5>6:0.405405405405|6>1:0.333333333333|6>2:0.259259259259|6>3:0.148148148148|6>5:0.259259259259,3,3,25,56,9,1,4
2026-06,2026-06-13,202606130312,3,2,1:0.685060840749|2:0.135920561298|3:0.0380333933096|5:0.0326274579445|6:0.108357746699,1:0.0667035808823|2:0.343762568297|3:0.0584068241416|5:0.0622289953639|6:0.468898031315,1>2:0.272727272727|1>3:0.121212121212|1>5:0.318181818182|1>6:0.287878787879|2>1:0.36170212766|2>3:0.127659574468|2>5:0.340425531915|2>6:0.170212765957|3>1:0.227272727273|3>2:0.272727272727|3>5:0.318181818182|3>6:0.181818181818|5>1:0.351351351351|5>2:0.189189189189|5>3:0.0540540540541|5>6:0.405405405405|6>1:0.333333333333|6>2:0.259259259259|6>3:0.148148148148|6>5:0.259259259259,4,2,25,56,10,0,17
2026-06,2026-06-13,202606130702,5,2,1:0.354429611342|2:0.236230739296|3:0.14355602266|5:0.145158758691|6:0.120624868012,1:0.194974260781|2:0.0924904086169|3:0.0280079547936|5:0.180109464328|6:0.504417911481,1>2:0.272727272727|1>3:0.121212121212|1>5:0.318181818182|1>6:0.287878787879|2>1:0.36170212766|2>3:0.127659574468|2>5:0.340425531915|2>6:0.170212765957|3>1:0.227272727273|3>2:0.272727272727|3>5:0.318181818182|3>6:0.181818181818|5>1:0.351351351351|5>2:0.189189189189|5>3:0.0540540540541|5>6:0.405405405405|6>1:0.333333333333|6>2:0.259259259259|6>3:0.148148148148|6>5:0.259259259259,3,4,25,56,16,0,12
2026-06,2026-06-13,202606132204,6,1,1:0.117215312382|2:0.0718961787728|3:0.111844818208|5:0.278986511874|6:0.420057178764,1:0.172343002148|2:0.148635973614|3:0.0184010155921|5:0.182941718733|6:0.477678289912,1>2:0.272727272727|1>3:0.121212121212|1>5:0.318181818182|1>6:0.287878787879|2>1:0.36170212766|2>3:0.127659574468|2>5:0.340425531915|2>6:0.170212765957|3>1:0.227272727273|3>2:0.272727272727|3>5:0.318181818182|3>6:0.181818181818|5>1:0.351351351351|5>2:0.189189189189|5>3:0.0540540540541|5>6:0.405405405405|6>1:0.333333333333|6>2:0.259259259259|6>3:0.148148148148|6>5:0.259259259259,1,3,25,56,2,1,5
2026-06,2026-06-14,202606140105,2,5,1:0.169833652969|2:0.354556113995|3:0.150161459133|5:0.0955151675359|6:0.229933606367,1:0.411385978552|2:0.198560995168|3:0.011636187804|5:0.133349721139|6:0.245067117337,1>2:0.272727272727|1>3:0.121212121212|1>5:0.318181818182|1>6:0.287878787879|2>1:0.36170212766|2>3:0.127659574468|2>5:0.340425531915|2>6:0.170212765957|3>1:0.227272727273|3>2:0.272727272727|3>5:0.318181818182|3>6:0.181818181818|5>1:0.351351351351|5>2:0.189189189189|5>3:0.0540540540541|5>6:0.405405405405|6>1:0.333333333333|6>2:0.259259259259|6>3:0.148148148148|6>5:0.259259259259,1,4,25,56,3,0,10
2026-06,2026-06-16,202606161202,2,6,1:0.292778332251|2:0.502627501236|3:0.0707873681331|5:0.0713058286591|6:0.0625009697203,1:0.124996966468|2:0.14058865329|3:0.0278037589165|5:0.162560948728|6:0.544049672598,1>2:0.272727272727|1>3:0.121212121212|1>5:0.318181818182|1>6:0.287878787879|2>1:0.36170212766|2>3:0.127659574468|2>5:0.340425531915|2>6:0.170212765957|3>1:0.227272727273|3>2:0.272727272727|3>5:0.318181818182|3>6:0.181818181818|5>1:0.351351351351|5>2:0.189189189189|5>3:0.0540540540541|5>6:0.405405405405|6>1:0.333333333333|6>2:0.259259259259|6>3:0.148148148148|6>5:0.259259259259,1,1,25,56,2,0,3
2026-06,2026-06-19,202606192007,1,6,1:0.478784312569|2:0.132022277908|3:0.12053792122|5:0.0977413385532|6:0.17091414975,1:0.257288286504|2:0.047569704561|3:0.101962236753|5:0.188579632172|6:0.404600140011,1>2:0.272727272727|1>3:0.121212121212|1>5:0.318181818182|1>6:0.287878787879|2>1:0.36170212766|2>3:0.127659574468|2>5:0.340425531915|2>6:0.170212765957|3>1:0.227272727273|3>2:0.272727272727|3>5:0.318181818182|3>6:0.181818181818|5>1:0.351351351351|5>2:0.189189189189|5>3:0.0540540540541|5>6:0.405405405405|6>1:0.333333333333|6>2:0.259259259259|6>3:0.148148148148|6>5:0.259259259259,1,1,25,56,1,1,1
2026-06,2026-06-19,202606192105,2,1,1:0.805513082032|2:0.0706480979515|3:0.0324095905545|5:0.0380874345856|6:0.0533417948761,1:0.107213231569|2:0.147390617038|3:0.0566499441114|5:0.358153783194|6:0.330592424087,1>2:0.272727272727|1>3:0.121212121212|1>5:0.318181818182|1>6:0.287878787879|2>1:0.36170212766|2>3:0.127659574468|2>5:0.340425531915|2>6:0.170212765957|3>1:0.227272727273|3>2:0.272727272727|3>5:0.318181818182|3>6:0.181818181818|5>1:0.351351351351|5>2:0.189189189189|5>3:0.0540540540541|5>6:0.405405405405|6>1:0.333333333333|6>2:0.259259259259|6>3:0.148148148148|6>5:0.259259259259,2,4,25,56,9,0,4
2026-06,2026-06-20,202606200608,1,5,1:0.72686769392|2:0.0401291316296|3:0.0216661324945|5:0.125066322844|6:0.0862707191123,1:0.0490977475591|2:0.105199283732|3:0.0691373953628|5:0.720675819183|6:0.0558897541637,1>2:0.272727272727|1>3:0.121212121212|1>5:0.318181818182|1>6:0.287878787879|2>1:0.36170212766|2>3:0.127659574468|2>5:0.340425531915|2>6:0.170212765957|3>1:0.227272727273|3>2:0.272727272727|3>5:0.318181818182|3>6:0.181818181818|5>1:0.351351351351|5>2:0.189189189189|5>3:0.0540540540541|5>6:0.405405405405|6>1:0.333333333333|6>2:0.259259259259|6>3:0.148148148148|6>5:0.259259259259,1,1,25,56,1,0,1
2026-06,2026-06-20,202606201709,6,1,1:0.292849474641|2:0.426499272955|3:0.125649262843|5:0.0549432360089|6:0.100058753553,1:0.0143739460074|2:0.0234418992965|3:0.0230971300208|5:0.492279447378|6:0.446807577298,1>2:0.272727272727|1>3:0.121212121212|1>5:0.318181818182|1>6:0.287878787879|2>1:0.36170212766|2>3:0.127659574468|2>5:0.340425531915|2>6:0.170212765957|3>1:0.227272727273|3>2:0.272727272727|3>5:0.318181818182|3>6:0.181818181818|5>1:0.351351351351|5>2:0.189189189189|5>3:0.0540540540541|5>6:0.405405405405|6>1:0.333333333333|6>2:0.259259259259|6>3:0.148148148148|6>5:0.259259259259,4,5,25,56,15,1,9
2026-06,2026-06-21,202606210906,1,6,1:0.749927451409|2:0.115949008652|3:0.0391935392264|5:0.026039536768|6:0.0688904639446,1:0.161528520451|2:0.28159893958|3:0.0788186758684|5:0.349463529981|6:0.128590334119,1>2:0.272727272727|1>3:0.121212121212|1>5:0.318181818182|1>6:0.287878787879|2>1:0.36170212766|2>3:0.127659574468|2>5:0.340425531915|2>6:0.170212765957|3>1:0.227272727273|3>2:0.272727272727|3>5:0.318181818182|3>6:0.181818181818|5>1:0.351351351351|5>2:0.189189189189|5>3:0.0540540540541|5>6:0.405405405405|6>1:0.333333333333|6>2:0.259259259259|6>3:0.148148148148|6>5:0.259259259259,1,4,25,56,3,1,1
2026-06,2026-06-23,202606231004,5,2,1:0.385794219448|2:0.0710179496512|3:0.0931588115094|5:0.106511903558|6:0.343517115833,1:0.0883854125287|2:0.0362347842456|3:0.0453513065875|5:0.578295357644|6:0.251733138994,1>2:0.272727272727|1>3:0.121212121212|1>5:0.318181818182|1>6:0.287878787879|2>1:0.36170212766|2>3:0.127659574468|2>5:0.340425531915|2>6:0.170212765957|3>1:0.227272727273|3>2:0.272727272727|3>5:0.318181818182|3>6:0.181818181818|5>1:0.351351351351|5>2:0.189189189189|5>3:0.0540540540541|5>6:0.405405405405|6>1:0.333333333333|6>2:0.259259259259|6>3:0.148148148148|6>5:0.259259259259,3,5,25,56,18,0,17
2026-06,2026-06-24,202606240605,6,2,1:0.363023011413|2:0.224213417391|3:0.0416773227381|5:0.0588251679264|6:0.312261080532,1:0.065078373246|2:0.195437394925|3:0.301968757978|5:0.169681296537|6:0.267834177314,1>2:0.272727272727|1>3:0.121212121212|1>5:0.318181818182|1>6:0.287878787879|2>1:0.36170212766|2>3:0.127659574468|2>5:0.340425531915|2>6:0.170212765957|3>1:0.227272727273|3>2:0.272727272727|3>5:0.318181818182|3>6:0.181818181818|5>1:0.351351351351|5>2:0.189189189189|5>3:0.0540540540541|5>6:0.405405405405|6>1:0.333333333333|6>2:0.259259259259|6>3:0.148148148148|6>5:0.259259259259,2,3,25,56,4,1,2
2026-06,2026-06-24,202606241207,3,1,1:0.24189639566|2:0.363320058892|3:0.110690261682|5:0.122205779613|6:0.161887504153,1:0.08744058449|2:0.0587921123844|3:0.0583041832809|5:0.551808315462|6:0.243654804383,1>2:0.272727272727|1>3:0.121212121212|1>5:0.318181818182|1>6:0.287878787879|2>1:0.36170212766|2>3:0.127659574468|2>5:0.340425531915|2>6:0.170212765957|3>1:0.227272727273|3>2:0.272727272727|3>5:0.318181818182|3>6:0.181818181818|5>1:0.351351351351|5>2:0.189189189189|5>3:0.0540540540541|5>6:0.405405405405|6>1:0.333333333333|6>2:0.259259259259|6>3:0.148148148148|6>5:0.259259259259,5,3,25,56,15,1,20
2026-06,2026-06-24,202606242309,5,2,1:0.0796207364324|2:0.718645117029|3:0.0551550226643|5:0.126600603235|6:0.01997852064,1:0.219540565039|2:0.0449882605622|3:0.0599496838736|5:0.650280121145|6:0.0252413693798,1>2:0.272727272727|1>3:0.121212121212|1>5:0.318181818182|1>6:0.287878787879|2>1:0.36170212766|2>3:0.127659574468|2>5:0.340425531915|2>6:0.170212765957|3>1:0.227272727273|3>2:0.272727272727|3>5:0.318181818182|3>6:0.181818181818|5>1:0.351351351351|5>2:0.189189189189|5>3:0.0540540540541|5>6:0.405405405405|6>1:0.333333333333|6>2:0.259259259259|6>3:0.148148148148|6>5:0.259259259259,2,4,25,56,13,0,2
2026-06,2026-06-25,202606252106,2,6,1:0.313784426929|2:0.109992690921|3:0.0511988478593|5:0.184819073316|6:0.340204960974,1:0.0849571740769|2:0.0570569296533|3:0.106561230252|5:0.482369828151|6:0.269054837867,1>2:0.272727272727|1>3:0.121212121212|1>5:0.318181818182|1>6:0.287878787879|2>1:0.36170212766|2>3:0.127659574468|2>5:0.340425531915|2>6:0.170212765957|3>1:0.227272727273|3>2:0.272727272727|3>5:0.318181818182|3>6:0.181818181818|5>1:0.351351351351|5>2:0.189189189189|5>3:0.0540540540541|5>6:0.405405405405|6>1:0.333333333333|6>2:0.259259259259|6>3:0.148148148148|6>5:0.259259259259,4,2,25,56,13,0,5
2026-06,2026-06-26,202606260705,5,6,1:0.0988477343319|2:0.583730464419|3:0.0588890672176|5:0.122517579383|6:0.136015154649,1:0.480789087299|2:0.0736347628083|3:0.0481398519494|5:0.189687075015|6:0.207749222928,1>2:0.272727272727|1>3:0.121212121212|1>5:0.318181818182|1>6:0.287878787879|2>1:0.36170212766|2>3:0.127659574468|2>5:0.340425531915|2>6:0.170212765957|3>1:0.227272727273|3>2:0.272727272727|3>5:0.318181818182|3>6:0.181818181818|5>1:0.351351351351|5>2:0.189189189189|5>3:0.0540540540541|5>6:0.405405405405|6>1:0.333333333333|6>2:0.259259259259|6>3:0.148148148148|6>5:0.259259259259,3,2,25,56,6,1,10
2026-06,2026-06-28,202606282005,2,1,1:0.639367857849|2:0.204669201947|3:0.0951955444861|5:0.0516017786412|6:0.00916561707615,1:0.229899518187|2:0.154820859098|3:0.150171209961|5:0.0702604178672|6:0.394847994887,1>2:0.272727272727|1>3:0.121212121212|1>5:0.318181818182|1>6:0.287878787879|2>1:0.36170212766|2>3:0.127659574468|2>5:0.340425531915|2>6:0.170212765957|3>1:0.227272727273|3>2:0.272727272727|3>5:0.318181818182|3>6:0.181818181818|5>1:0.351351351351|5>2:0.189189189189|5>3:0.0540540540541|5>6:0.405405405405|6>1:0.333333333333|6>2:0.259259259259|6>3:0.148148148148|6>5:0.259259259259,2,2,25,56,3,0,1
2026-06,2026-06-29,202606290310,1,5,1:0.258722351474|2:0.224524658904|3:0.248763098412|5:0.205243466923|6:0.0627464242866,1:0.427088522651|2:0.160427066993|3:0.0543039262376|5:0.203206209173|6:0.154974274946,1>2:0.272727272727|1>3:0.121212121212|1>5:0.318181818182|1>6:0.287878787879|2>1:0.36170212766|2>3:0.127659574468|2>5:0.340425531915|2>6:0.170212765957|3>1:0.227272727273|3>2:0.272727272727|3>5:0.318181818182|3>6:0.181818181818|5>1:0.351351351351|5>2:0.189189189189|5>3:0.0540540540541|5>6:0.405405405405|6>1:0.333333333333|6>2:0.259259259259|6>3:0.148148148148|6>5:0.259259259259,1,2,25,56,4,0,18
2026-06,2026-06-29,202606290806,6,1,1:0.315096857438|2:0.0431230214233|3:0.0454366543377|5:0.543698608506|6:0.0526448582947,1:0.22546902105|2:0.245045393523|3:0.18520162233|5:0.25542891698|6:0.0888550461179,1>2:0.272727272727|1>3:0.121212121212|1>5:0.318181818182|1>6:0.287878787879|2>1:0.36170212766|2>3:0.127659574468|2>5:0.340425531915|2>6:0.170212765957|3>1:0.227272727273|3>2:0.272727272727|3>5:0.318181818182|3>6:0.181818181818|5>1:0.351351351351|5>2:0.189189189189|5>3:0.0540540540541|5>6:0.405405405405|6>1:0.333333333333|6>2:0.259259259259|6>3:0.148148148148|6>5:0.259259259259,3,3,25,56,8,1,10
