combo,odds,pair_prob,combo_prob,market_share,train_pair_count,ev,stake,date,race_code,venue,race,day_cat,score3,p3,composite_odds,tickets,actual_combo,hit,payout100,return
3-1-4,39.1,0.10738460457361362,0.017362569490897695,0.04211449946461437,70,0.6788764670940999,900,2026-08-14,202608140403,04,03R,3日目以降,70.09,0.1617,5.03,8,2-3-1,0,0,0
3-1-2,26.2,0.10305771315380988,0.01666297243735161,0.06285026446818404,67,0.43656987785861223,900,2026-08-14,202608140403,04,03R,3日目以降,70.09,0.1617,5.03,8,2-3-1,0,0,0
3-1-6,246.1,0.06725729573984715,0.010874552043002016,0.006691088699985461,44,2.676227257782796,600,2026-08-14,202608140403,04,03R,3日目以降,70.09,0.1617,5.03,8,2-3-1,0,0,0
3-2-4,11.1,0.05830044913452051,0.00942635681779459,0.14834927288886685,37,0.10463256067751994,500,2026-08-14,202608140403,04,03R,3日目以降,70.09,0.1617,5.03,8,2-3-1,0,0,0
3-4-6,110.3,0.0444571490028241,0.007188091272428025,0.014929074606223225,29,0.7928464673488111,400,2026-08-14,202608140403,04,03R,3日目以降,70.09,0.1617,5.03,8,2-3-1,0,0,0
3-2-6,136.1,0.03373556057717474,0.005454562291879142,0.012099022256182378,22,0.7423659279247512,300,2026-08-14,202608140403,04,03R,3日目以降,70.09,0.1617,5.03,8,2-3-1,0,0,0
3-6-1,319.9,0.03059722105635364,0.004947137244940187,0.005147473988954116,20,1.5825892046563657,300,2026-08-14,202608140403,04,03R,3日目以降,70.09,0.1617,5.03,8,2-3-1,0,0,0
3-1-5,93.4,0.13311896301142395,0.019130317719177618,0.024115096560334927,87,1.7867716749711895,1300,2026-08-14,202608142408,24,08R,3日目以降,65.84,0.1437,5.01,6,3-1-2,0,0,0
3-1-4,9.5,0.10976597832862713,0.015774296859590146,0.23708947565634547,70,0.14985582016610638,1100,2026-08-14,202608142408,24,08R,3日目以降,65.84,0.1437,5.01,6,3-1-2,0,0,0
3-1-2,26.5,0.10332817514906421,0.014849130245814758,0.0849943403296333,67,0.39350195151409106,1000,2026-08-14,202608142408,24,08R,3日目以降,65.84,0.1437,5.01,6,3-1-2,1,2780,27800
3-1-6,39.4,0.06787378618785145,0.009754035527347805,0.057166244130337114,44,0.38430899977750355,700,2026-08-14,202608142408,24,08R,3日目以降,65.84,0.1437,5.01,6,3-1-2,0,0,0
3-2-4,53.2,0.05700564771135517,0.008192192365652273,0.04233740636720455,37,0.435824633852701,600,2026-08-14,202608142408,24,08R,3日目以降,65.84,0.1437,5.01,6,3-1-2,0,0,0
3-5-6,529.4,0.019899292011840805,0.002859696094090958,0.004254533469465966,13,1.513923112211753,300,2026-08-14,202608142408,24,08R,3日目以降,65.84,0.1437,5.01,6,3-1-2,0,0,0
3-1-5,10.2,0.13465824434241203,0.021172414508387558,0.1501437555349841,87,0.21595862798555307,1200,2026-08-15,202608150506,05,06R,初日,69.23,0.1572,5.05,7,1-3-5,0,0,0
3-1-4,39.3,0.10734618147550279,0.01687811883476416,0.03896860830678976,70,0.6633100702062315,900,2026-08-15,202608150506,05,06R,初日,69.23,0.1572,5.05,7,1-3-5,0,0,0
3-1-2,33.7,0.1028451188280814,0.016170413453895693,0.04544410404916432,67,0.544942933396285,900,2026-08-15,202608150506,05,06R,初日,69.23,0.1572,5.05,7,1-3-5,0,0,0
3-1-6,148.7,0.06730136224327535,0.010581842540367745,0.010299033668169722,44,1.5735199857526836,600,2026-08-15,202608150506,05,06R,初日,69.23,0.1572,5.05,7,1-3-5,0,0,0
3-2-4,40.2,0.05695384643392407,0.008954895041404426,0.03809617677753327,37,0.35998678066445794,600,2026-08-15,202608150506,05,06R,初日,69.23,0.1572,5.05,7,1-3-5,0,0,0
3-4-2,87.6,0.05517535868192782,0.008675262107919824,0.01748249208284061,36,0.7599529606537765,500,2026-08-15,202608150506,05,06R,初日,69.23,0.1572,5.05,7,1-3-5,0,0,0
3-6-1,490.7,0.030572470020088626,0.004806931881308483,0.0031209828947561394,20,2.3587614741580727,300,2026-08-15,202608150506,05,06R,初日,69.23,0.1572,5.05,7,1-3-5,0,0,0
3-1-5,28.1,0.13377478268573767,0.022424291750508845,0.07781033239477171,87,0.6301225981892986,800,2026-08-15,202608150602,06,02R,3日目以降,71.58,0.1676,5.25,12,1-3-5,0,0,0
3-1-4,30.7,0.10774009810390357,0.01806017056881348,0.07122053225710376,70,0.5544472364625738,600,2026-08-15,202608150602,06,02R,3日目以降,71.58,0.1676,5.25,12,1-3-5,0,0,0
3-1-2,85.6,0.10260205041596533,0.017198894040687685,0.025542877807162214,67,1.4722253298828658,600,2026-08-15,202608150602,06,02R,3日目以降,71.58,0.1676,5.25,12,1-3-5,0,0,0
3-1-6,124.9,0.0673893834178469,0.01129629339932251,0.017505767336213653,44,1.4109070455753816,400,2026-08-15,202608150602,06,02R,3日目以降,71.58,0.1676,5.25,12,1-3-5,0,0,0
3-4-1,40.5,0.05714793187154254,0.009579547591089449,0.05398692198254531,37,0.3879716774391227,400,2026-08-15,202608150602,06,02R,3日目以降,71.58,0.1676,5.25,12,1-3-5,0,0,0
3-2-4,123.4,0.056704959515042556,0.00950529337695328,0.01771856029410928,37,1.172953202716035,400,2026-08-15,202608150602,06,02R,3日目以降,71.58,0.1676,5.25,12,1-3-5,0,0,0
3-4-2,78.5,0.05530202290508766,0.009270123046510632,0.027853125354052044,36,0.7277046591510846,400,2026-08-15,202608150602,06,02R,3日目以降,71.58,0.1676,5.25,12,1-3-5,0,0,0
3-2-1,129.6,0.04906101878619292,0.008223961024278144,0.016870913119545413,32,1.0658253487464473,300,2026-08-15,202608150602,06,02R,3日目以降,71.58,0.1676,5.25,12,1-3-5,0,0,0
3-4-6,112.7,0.04451176551572227,0.007461382453519857,0.019400801599761184,29,0.8408978025116879,300,2026-08-15,202608150602,06,02R,3日目以降,71.58,0.1676,5.25,12,1-3-5,0,0,0
3-5-2,30.4,0.04209982737657416,0.007057076025726998,0.07192336645700938,27,0.21453511118210072,300,2026-08-15,202608150602,06,02R,3日目以降,71.58,0.1676,5.25,12,1-3-5,0,0,0
3-6-1,370.3,0.030606468296686798,0.0051304764676756735,0.005904591791231664,20,1.899815435980302,300,2026-08-15,202608150602,06,02R,3日目以降,71.58,0.1676,5.25,12,1-3-5,0,0,0
3-6-4,203.3,0.02150540330893197,0.0036048904608929925,0.01075489591880514,14,0.7328742306995454,200,2026-08-15,202608150602,06,02R,3日目以降,71.58,0.1676,5.25,12,1-3-5,0,0,0
3-1-5,21.2,0.13417697118618477,0.019473451688008594,0.11073951586887754,87,0.41283717578578216,1700,2026-08-15,202608151203,12,03R,3日目以降,66.34,0.1451,5.0,4,1-4-2,0,0,0
3-1-4,9.8,0.10979613988025574,0.015934998432191018,0.2395589526959391,70,0.15616298463547199,1400,2026-08-15,202608151203,12,03R,3日目以降,66.34,0.1451,5.0,4,1-4-2,0,0,0
3-1-2,22.1,0.10358753907577366,0.015033928101363177,0.10622976182896848,67,0.33224981104012624,1300,2026-08-15,202608151203,12,03R,3日目以降,66.34,0.1451,5.0,4,1-4-2,0,0,0
3-5-2,181.4,0.04137944420319787,0.006005506015257172,0.012941994136825818,27,1.089398791167651,600,2026-08-15,202608151203,12,03R,3日目以降,66.34,0.1451,5.0,4,1-4-2,0,0,0
3-1-5,141.1,0.13317607438448845,0.023000605647243128,0.02879109022999104,87,3.245385456826005,600,2026-08-15,202608151904,19,04R,3日目以降,73.55,0.1727,5.04,17,1-2-4,0,0,0
3-1-4,54.4,0.10778231316377451,0.018614893795941362,0.07467689028403925,70,1.01265022249921,500,2026-08-15,202608151904,19,04R,3日目以降,73.55,0.1727,5.04,17,1-2-4,0,0,0
3-1-2,142.7,0.10263778045706964,0.017726390597651825,0.028468274922576982,67,2.5295559382849153,500,2026-08-15,202608151904,19,04R,3日目以降,73.55,0.1727,5.04,17,1-2-4,0,0,0
3-1-6,50.0,0.06816792008096531,0.011773161619469457,0.0812484566290347,44,0.5886580809734728,300,2026-08-15,202608151904,19,04R,3日目以降,73.55,0.1727,5.04,17,1-2-4,0,0,0
3-4-1,37.6,0.05780816073784367,0.00998394579858897,0.1080431604109504,37,0.3753963620269453,300,2026-08-15,202608151904,19,04R,3日目以降,73.55,0.1727,5.04,17,1-2-4,0,0,0
3-2-4,124.5,0.056887082775702674,0.009824868043252768,0.032629902260656506,37,1.2231960713849697,300,2026-08-15,202608151904,19,04R,3日目以降,73.55,0.1727,5.04,17,1-2-4,0,0,0
3-4-2,98.4,0.055466073708366134,0.009579448065752881,0.041284784872476984,36,0.9426176896700836,300,2026-08-15,202608151904,19,04R,3日目以降,73.55,0.1727,5.04,17,1-2-4,0,0,0
3-2-1,192.4,0.049112848412591566,0.008482193695614903,0.02111446378093417,32,1.6319740670363074,300,2026-08-15,202608151904,19,04R,3日目以降,73.55,0.1727,5.04,17,1-2-4,0,0,0
3-4-6,18.8,0.046914031399351463,0.00810243987537559,0.2160863208219008,29,0.15232586965706107,300,2026-08-15,202608151904,19,04R,3日目以降,73.55,0.1727,5.04,17,1-2-4,0,0,0
3-5-2,321.6,0.041375656937885065,0.00714591696010194,0.012631911789339971,27,2.2981268943687843,200,2026-08-15,202608151904,19,04R,3日目以降,73.55,0.1727,5.04,17,1-2-4,0,0,0
3-5-1,251.5,0.03989194228614034,0.006889667211372359,0.016152774677740494,26,1.7327513036601483,200,2026-08-15,202608151904,19,04R,3日目以降,73.55,0.1727,5.04,17,1-2-4,0,0,0
3-4-5,125.7,0.03550923236169498,0.006132737086315545,0.032318399613776735,23,0.770885051749864,200,2026-08-15,202608151904,19,04R,3日目以降,73.55,0.1727,5.04,17,1-2-4,0,0,0
3-2-6,93.7,0.034117320710919434,0.005892342472468747,0.04335563320652866,22,0.5521124896703217,200,2026-08-15,202608151904,19,04R,3日目以降,73.55,0.1727,5.04,17,1-2-4,0,0,0
3-2-5,211.7,0.03382216215984461,0.0058413661580814956,0.019189526837277916,22,1.2366172156658526,200,2026-08-15,202608151904,19,04R,3日目以降,73.55,0.1727,5.04,17,1-2-4,0,0,0
3-5-4,329.9,0.033738187526877746,0.005826863046871996,0.012314103763115293,22,1.9222821191630712,200,2026-08-15,202608151904,19,04R,3日目以降,73.55,0.1727,5.04,17,1-2-4,0,0,0
3-5-6,430.6,0.01996255671174826,0.0034476980700906394,0.009434330774388608,13,1.4845787889810294,200,2026-08-15,202608151904,19,04R,3日目以降,73.55,0.1727,5.04,17,1-2-4,0,0,0
3-6-2,144.3,0.018664459461063557,0.0032235059763323407,0.028152618374578896,12,0.4651519123847568,200,2026-08-15,202608151904,19,04R,3日目以降,73.55,0.1727,5.04,17,1-2-4,0,0,0
3-1-5,18.5,0.13402468554230274,0.01957207964618727,0.09827112877603517,87,0.3620834734544645,1800,2026-08-15,202608152207,22,07R,3日目以降,66.65,0.146,5.03,4,1-3-2,0,0,0
3-1-4,14.2,0.10843394549605992,0.01583497703435649,0.12802928748990497,70,0.22485667388786215,1500,2026-08-15,202608152207,22,07R,3日目以降,66.65,0.146,5.03,4,1-3-2,0,0,0
3-1-6,32.3,0.06786302682668935,0.009910268102543512,0.056285321435190425,44,0.3201016597121554,900,2026-08-15,202608152207,22,07R,3日目以降,66.65,0.146,5.03,4,1-3-2,0,0,0
3-4-1,23.0,0.05745397458074034,0.008390198879663408,0.07904416879811524,37,0.1929745742322584,800,2026-08-15,202608152207,22,07R,3日目以降,66.65,0.146,5.03,4,1-3-2,0,0,0
3-1-5,31.4,0.1333773463890276,0.023508937793079072,0.045270235601634005,87,0.7381806467026828,1300,2026-08-15,202608152405,24,05R,3日目以降,74.79,0.1763,5.13,6,1-2-3,0,0,0
3-1-4,35.9,0.10735384053172004,0.018922064557703313,0.03959569353457682,70,0.6793021176215489,1000,2026-08-15,202608152405,24,05R,3日目以降,74.79,0.1763,5.13,6,1-2-3,0,0,0
3-1-2,15.2,0.1034322903960557,0.01823085663756015,0.09351877617705971,67,0.27710902089091427,1000,2026-08-15,202608152405,24,05R,3日目以降,74.79,0.1763,5.13,6,1-2-3,0,0,0
3-1-6,29.0,0.06777425023338407,0.011945811457831456,0.049016737858320954,44,0.34642853227711223,700,2026-08-15,202608152405,24,05R,3日目以降,74.79,0.1763,5.13,6,1-2-3,0,0,0
3-4-1,49.5,0.056839290097405515,0.010018427951064768,0.028716876725076924,37,0.49591218357770606,600,2026-08-15,202608152405,24,05R,3日目以降,74.79,0.1763,5.13,6,1-2-3,0,0,0
3-5-1,67.1,0.03995339946492373,0.007042140273981339,0.02118458119063052,26,0.4725276123841478,400,2026-08-15,202608152405,24,05R,3日目以降,74.79,0.1763,5.13,6,1-2-3,0,0,0
3-1-5,10.7,0.13523531068312963,0.021237877733872233,0.1973910621812388,87,0.22724529175243288,1100,2026-08-16,202608160403,04,03R,3日目以降,69.21,0.157,5.0,8,2-5-1,0,0,0
3-1-4,53.6,0.10735150606479191,0.016858896902253426,0.03940455905483684,70,0.9036368739607836,900,2026-08-16,202608160403,04,03R,3日目以降,69.21,0.157,5.0,8,2-5-1,0,0,0
3-1-2,16.2,0.10388244980894487,0.0163141028522273,0.13037557810736145,67,0.26428846620608226,900,2026-08-16,202608160403,04,03R,3日目以降,69.21,0.157,5.0,8,2-5-1,0,0,0
3-1-6,137.9,0.06736263887342542,0.010578890091633942,0.015316057761705982,44,1.4588289436363207,600,2026-08-16,202608160403,04,03R,3日目以降,69.21,0.157,5.0,8,2-5-1,0,0,0
3-2-4,82.5,0.056801233863941036,0.008920286083876697,0.02560102261017279,37,0.7359236019198275,500,2026-08-16,202608160403,04,03R,3日目以降,69.21,0.157,5.0,8,2-5-1,0,0,0
3-4-6,328.7,0.04435328938623685,0.006965412600612011,0.006425568498141938,29,2.289531121821168,500,2026-08-16,202608160403,04,03R,3日目以降,69.21,0.157,5.0,8,2-5-1,0,0,0
3-6-1,458.7,0.03059058931871091,0.004804064799911215,0.004604500469455537,20,2.203624523719274,300,2026-08-16,202608160403,04,03R,3日目以降,69.21,0.157,5.0,8,2-5-1,0,0,0
3-6-5,704.5,0.010723639579633033,0.0016840819539210069,0.002997990582454585,7,1.1864357365373495,200,2026-08-16,202608160403,04,03R,3日目以降,69.21,0.157,5.0,8,2-5-1,0,0,0
3-1-5,20.4,0.13629932420116694,0.021758253719373802,0.2845071689705438,87,0.44386837587522554,500,2026-08-16,202608161805,18,05R,2日目,69.64,0.1596,5.8,20,1-2-3,0,0,0
3-1-4,144.9,0.10735944842166477,0.017138413059795698,0.04005483952380326,70,2.4833560523643965,400,2026-08-16,202608161805,18,05R,2日目,69.64,0.1596,5.8,20,1-2-3,0,0,0
3-1-2,62.9,0.10341706986677006,0.016509068245667242,0.09227259534179796,67,1.0384203926524695,400,2026-08-16,202608161805,18,05R,2日目,69.64,0.1596,5.8,20,1-2-3,0,0,0
3-1-6,75.4,0.06811573025241445,0.010873710121445857,0.07697541441643359,44,0.8198777431570177,300,2026-08-16,202608161805,18,05R,2日目,69.64,0.1596,5.8,20,1-2-3,0,0,0
3-4-1,295.7,0.056728278712311536,0.009055865012684036,0.019627819570507587,37,2.677819284250669,300,2026-08-16,202608161805,18,05R,2日目,69.64,0.1596,5.8,20,1-2-3,0,0,0
3-2-4,360.6,0.0566851327938423,0.009048977378820029,0.01609524749583775,37,3.2630612428025025,300,2026-08-16,202608161805,18,05R,2日目,69.64,0.1596,5.8,20,1-2-3,0,0,0
3-4-2,399.6,0.05513922919093136,0.008802195797069954,0.014524390007505238,36,3.5173574405091537,300,2026-08-16,202608161805,18,05R,2日目,69.64,0.1596,5.8,20,1-2-3,0,0,0
3-2-1,154.0,0.049315272826172235,0.007872483775549116,0.03768796264285126,32,1.2123625014345638,200,2026-08-16,202608161805,18,05R,2日目,69.64,0.1596,5.8,20,1-2-3,0,0,0
3-4-6,778.3,0.04436588958314116,0.007082384947198761,0.007457209619682761,29,5.512220204404795,200,2026-08-16,202608161805,18,05R,2日目,69.64,0.1596,5.8,20,1-2-3,0,0,0
3-5-1,30.9,0.04198876306114245,0.00670291041721237,0.18782997563103862,26,0.20711993189186223,200,2026-08-16,202608161805,18,05R,2日目,69.64,0.1596,5.8,20,1-2-3,0,0,0
3-5-2,168.0,0.041643325790403425,0.006647766256924571,0.03454729908928031,27,1.116824731163328,200,2026-08-16,202608161805,18,05R,2日目,69.64,0.1596,5.8,20,1-2-3,0,0,0
3-4-5,642.9,0.03522476652186952,0.005623134316185988,0.009027758978066718,23,3.6151130518759715,200,2026-08-16,202608161805,18,05R,2日目,69.64,0.1596,5.8,20,1-2-3,0,0,0
3-2-5,197.1,0.03394744071460601,0.0054192273697676475,0.02944670850836678,22,1.0681297145812032,200,2026-08-16,202608161805,18,05R,2日目,69.64,0.1596,5.8,20,1-2-3,0,0,0
3-2-6,336.1,0.033798699360086816,0.005395482922396689,0.017268510107108278,22,1.8134218102175272,200,2026-08-16,202608161805,18,05R,2日目,69.64,0.1596,5.8,20,1-2-3,0,0,0
3-5-4,343.9,0.03379391563753884,0.005394719268948427,0.016876842823492565,22,1.8552439565913639,200,2026-08-16,202608161805,18,05R,2日目,69.64,0.1596,5.8,20,1-2-3,0,0,0
3-6-1,220.7,0.030855546854567477,0.004925650373150988,0.026297898717712247,20,1.087091037354423,200,2026-08-16,202608161805,18,05R,2日目,69.64,0.1596,5.8,20,1-2-3,0,0,0
3-6-4,410.7,0.02154664841436606,0.0034396167827654284,0.014131838926221312,14,1.4126506126817613,200,2026-08-16,202608161805,18,05R,2日目,69.64,0.1596,5.8,20,1-2-3,0,0,0
3-5-6,140.8,0.02035079339408389,0.0032487154918354505,0.04122120914061855,13,0.4574191412504315,200,2026-08-16,202608161805,18,05R,2日目,69.64,0.1596,5.8,20,1-2-3,0,0,0
3-6-2,568.7,0.018445259698967896,0.002944524067173972,0.01020563785299647,12,1.674550837001838,200,2026-08-16,202608161805,18,05R,2日目,69.64,0.1596,5.8,20,1-2-3,0,0,0
3-6-5,242.4,0.010979464703952791,0.0017527157976141225,0.02394367263613487,7,0.4248583093416633,100,2026-08-16,202608161805,18,05R,2日目,69.64,0.1596,5.8,20,1-2-3,0,0,0
3-1-5,48.5,0.13337849883244166,0.02181250409477815,0.04536459190616016,87,1.0579064485967402,1000,2026-08-18,202608180501,05,01R,3日目以降,70.48,0.1635,5.1,8,2-1-4,0,0,0
3-1-4,37.3,0.10759067030921515,0.017595204303715434,0.05898613156699108,70,0.6563011205285857,900,2026-08-18,202608180501,05,01R,3日目以降,70.48,0.1635,5.1,8,2-1-4,0,0,0
3-1-2,25.6,0.10333978182607288,0.0169000208726778,0.08594463700971748,67,0.4326405343405517,800,2026-08-18,202608180501,05,01R,3日目以降,70.48,0.1635,5.1,8,2-1-4,0,0,0
3-1-6,105.5,0.06743028778495119,0.011027440264334182,0.020854812392879313,44,1.1633949478872563,600,2026-08-18,202608180501,05,01R,3日目以降,70.48,0.1635,5.1,8,2-1-4,0,0,0
3-2-4,22.9,0.057662019511289714,0.009429953461114087,0.09607784748684575,37,0.21594593425951258,500,2026-08-18,202608180501,05,01R,3日目以降,70.48,0.1635,5.1,8,2-1-4,0,0,0
3-4-1,40.0,0.05716036113204542,0.009347913060695483,0.05500456768621919,37,0.3739165224278193,500,2026-08-18,202608180501,05,01R,3日目以降,70.48,0.1635,5.1,8,2-1-4,0,0,0
3-2-1,38.1,0.04956027575723147,0.008105007383918807,0.05774757762332723,32,0.3088007813273066,400,2026-08-18,202608180501,05,01R,3日目以降,70.48,0.1635,5.1,8,2-1-4,0,0,0
3-6-1,196.9,0.030670828852244834,0.005015857771575905,0.011174112277545797,20,0.9876223952232958,300,2026-08-18,202608180501,05,01R,3日目以降,70.48,0.1635,5.1,8,2-1-4,0,0,0
3-1-5,43.7,0.1333631727861055,0.022432912609452484,0.04410977186238641,87,0.9803182810330736,900,2026-08-18,202608181101,11,01R,3日目以降,71.82,0.1682,5.02,9,3-2-5,0,0,0
3-1-4,24.6,0.1078272684318929,0.018137538565673957,0.07835760286123115,70,0.44618344871557936,800,2026-08-18,202608181101,11,01R,3日目以降,71.82,0.1682,5.02,9,3-2-5,0,0,0
3-1-2,70.5,0.10262402200732154,0.017262304646973904,0.02734180184945087,67,1.2169924776116603,700,2026-08-18,202608181101,11,01R,3日目以降,71.82,0.1682,5.02,9,3-2-5,0,0,0
3-1-6,213.1,0.0672860519645874,0.01131813297496719,0.009045504600592615,44,2.411894136965508,500,2026-08-18,202608181101,11,01R,3日目以降,71.82,0.1682,5.02,9,3-2-5,0,0,0
3-4-1,17.9,0.05780381050305687,0.009723132724115308,0.10768698493778137,37,0.174044075761664,500,2026-08-18,202608181101,11,01R,3日目以降,71.82,0.1682,5.02,9,3-2-5,0,0,0
3-2-4,38.9,0.05709377249330208,0.009603697798494836,0.04955262288910762,37,0.3735838443614491,400,2026-08-18,202608181101,11,01R,3日目以降,71.82,0.1682,5.02,9,3-2-5,0,0,0
3-2-1,108.9,0.04907115255599843,0.008254219316597661,0.017700615522371774,32,0.8988844835774854,400,2026-08-18,202608181101,11,01R,3日目以降,71.82,0.1682,5.02,9,3-2-5,0,0,0
3-4-6,100.2,0.044509770935123504,0.007486952963062688,0.019237495313236392,29,0.7501926868988813,400,2026-08-18,202608181101,11,01R,3日目以降,71.82,0.1682,5.02,9,3-2-5,0,0,0
3-5-2,61.8,0.0416023314865261,0.006997894899242723,0.031190890459325025,27,0.43246990477320024,400,2026-08-18,202608181101,11,01R,3日目以降,71.82,0.1682,5.02,9,3-2-5,0,0,0
3-1-5,40.0,0.13343471753682812,0.020339883025696615,0.04996749832780294,87,0.8135953210278646,800,2026-08-18,202608181507,15,07R,2日目,68.02,0.1524,5.05,12,3-1-6,0,0,0
3-1-4,23.9,0.10789163495895092,0.01644626881988592,0.08362761226410534,70,0.39306582479527347,600,2026-08-18,202608181507,15,07R,2日目,68.02,0.1524,5.05,12,3-1-6,0,0,0
3-1-2,26.9,0.10319757084281035,0.015730737533876583,0.0743011127550973,67,0.4231568396612801,600,2026-08-18,202608181507,15,07R,2日目,68.02,0.1524,5.05,12,3-1-6,0,0,0
3-4-1,60.0,0.05689540965559535,0.008672750229148558,0.033311665551868624,37,0.5203650137489134,400,2026-08-18,202608181507,15,07R,2日目,68.02,0.1524,5.05,12,3-1-6,0,0,0
3-2-4,122.9,0.056687179416827396,0.008641009024332172,0.016262814752743025,37,1.061980009090424,400,2026-08-18,202608181507,15,07R,2日目,68.02,0.1524,5.05,12,3-1-6,0,0,0
3-4-2,144.8,0.05513042047430409,0.008403707253289025,0.01380317633364722,36,1.216856810276251,400,2026-08-18,202608181507,15,07R,2日目,68.02,0.1524,5.05,12,3-1-6,0,0,0
3-2-1,66.6,0.04922150240618245,0.007502991873269221,0.030010509506187954,32,0.4996992587597301,300,2026-08-18,202608181507,15,07R,2日目,68.02,0.1524,5.05,12,3-1-6,0,0,0
3-4-6,41.4,0.04486446138823974,0.006838834101745801,0.04827777616212844,29,0.2831277318122762,300,2026-08-18,202608181507,15,07R,2日目,68.02,0.1524,5.05,12,3-1-6,0,0,0
3-5-2,228.1,0.04132839553741259,0.006299820214620558,0.008762384625655928,27,1.4369889909549491,300,2026-08-18,202608181507,15,07R,2日目,68.02,0.1524,5.05,12,3-1-6,0,0,0
3-5-1,149.6,0.0398578356478844,0.006075658042380569,0.013360293670535544,26,0.908918443140133,300,2026-08-18,202608181507,15,07R,2日目,68.02,0.1524,5.05,12,3-1-6,0,0,0
3-4-5,157.3,0.03526969518511229,0.005376273039429645,0.012706293281068768,23,0.8456877491022833,300,2026-08-18,202608181507,15,07R,2日目,68.02,0.1524,5.05,12,3-1-6,0,0,0
3-2-5,173.0,0.033728893786920504,0.005141403728177115,0.011553178804116285,22,0.8894628449746409,300,2026-08-18,202608181507,15,07R,2日目,68.02,0.1524,5.05,12,3-1-6,0,0,0
3-1-5,40.7,0.13353414920812623,0.022148597281919036,0.05810846641533509,87,0.9014479093741048,1000,2026-08-18,202608181811,18,11R,3日目以降,71.02,0.1659,5.02,9,4-3-1,0,0,0
3-1-4,17.5,0.10852083896748817,0.01799977289135723,0.1351436904630936,70,0.3149960255987515,800,2026-08-18,202608181811,18,11R,3日目以降,71.02,0.1659,5.02,9,4-3-1,0,0,0
3-1-2,50.4,0.10286320479416071,0.017061371279360985,0.046924892521907506,67,0.8598931124797936,800,2026-08-18,202608181811,18,11R,3日目以降,71.02,0.1659,5.02,9,4-3-1,0,0,0
3-1-6,205.8,0.06731593050886753,0.01116533444321239,0.01149181041352837,44,2.2978258284131097,500,2026-08-18,202608181811,18,11R,3日目以降,71.02,0.1659,5.02,9,4-3-1,0,0,0
3-4-1,14.7,0.05845356147529035,0.009695380548628353,0.16088534578939717,37,0.1425220940648368,500,2026-08-18,202608181811,18,11R,3日目以降,71.02,0.1659,5.02,9,4-3-1,0,0,0
3-2-1,93.4,0.04916423029348992,0.008154608719218666,0.025321355279487562,32,0.7616404543750235,400,2026-08-18,202608181811,18,11R,3日目以降,71.02,0.1659,5.02,9,4-3-1,0,0,0
3-5-2,125.2,0.04145209029418375,0.006875437181156274,0.018889892836295035,27,0.8608047350807655,400,2026-08-18,202608181811,18,11R,3日目以降,71.02,0.1659,5.02,9,4-3-1,0,0,0
3-2-6,235.4,0.033710495156302624,0.005591380076322771,0.010046790922277563,22,1.3162108699663804,300,2026-08-18,202608181811,18,11R,3日目以降,71.02,0.1659,5.02,9,4-3-1,0,0,0
3-6-1,525.5,0.030589319126574713,0.005073687251390948,0.0045005034883047355,20,2.666222650605943,300,2026-08-18,202608181811,18,11R,3日目以降,71.02,0.1659,5.02,9,4-3-1,0,0,0
3-1-5,51.3,0.1332999721012423,0.019098393472871702,0.03893521578921491,87,0.9797475851583183,900,2026-08-18,202608182001,20,01R,2日目,65.75,0.1433,5.04,9,3-1-6,0,0,0
3-1-4,27.3,0.10776383483264232,0.015439734062481317,0.07316397692259065,70,0.42150473990573994,800,2026-08-18,202608182001,20,01R,2日目,65.75,0.1433,5.04,9,3-1-6,0,0,0
3-1-2,16.5,0.10376858779180143,0.014867319839098336,0.12105312545374089,67,0.24531077734512255,800,2026-08-18,202608182001,20,01R,2日目,65.75,0.1433,5.04,9,3-1-6,0,0,0
3-4-1,54.3,0.05693782105520346,0.008157697956413152,0.036784098894783145,37,0.4429629990332341,500,2026-08-18,202608182001,20,01R,2日目,65.75,0.1433,5.04,9,3-1-6,0,0,0
3-2-4,103.4,0.05672448229745734,0.008127132102015567,0.01931698810432035,37,0.8403454593484097,500,2026-08-18,202608182001,20,01R,2日目,65.75,0.1433,5.04,9,3-1-6,0,0,0
3-4-2,111.2,0.05518121550551779,0.007906022405130615,0.017962019514269106,36,0.8791496914505245,400,2026-08-18,202608182001,20,01R,2日目,65.75,0.1433,5.04,9,3-1-6,0,0,0
3-2-1,31.2,0.049636866928943715,0.007111662518950407,0.06401847980726683,32,0.2218838705912527,400,2026-08-18,202608182001,20,01R,2日目,65.75,0.1433,5.04,9,3-1-6,0,0,0
3-5-2,134.2,0.041403158241201964,0.00593198779148639,0.014883580998410766,27,0.7960727616174734,400,2026-08-18,202608182001,20,01R,2日目,65.75,0.1433,5.04,9,3-1-6,0,0,0
3-5-4,198.6,0.033710623314037146,0.004829849084876466,0.01005728383679116,22,0.9592080282564661,300,2026-08-18,202608182001,20,01R,2日目,65.75,0.1433,5.04,9,3-1-6,0,0,0
3-1-5,41.6,0.1341728018551083,0.02160628113419168,0.1103981518869923,87,0.898821295182374,700,2026-08-19,202608190509,05,09R,3日目以降,69.99,0.161,5.0,13,4-2-5,0,0,0
3-1-4,23.5,0.10925713853811862,0.017594031119072467,0.19542821780846298,70,0.41345973129820296,600,2026-08-19,202608190509,05,09R,3日目以降,69.99,0.161,5.0,13,4-2-5,0,0,0
