actual_combo,coverage,date,head,head_hit,head_prob,invest,kelly_hit,kelly_invest,kelly_return,model,payout100,race_code,return,score,set_ev,set_prob,synthetic_odds,ticket_hit,tickets_n,winner
5-4-1,0.5307759253539467,2026-08-09,5,1,0.22895101798880746,2000,0,0,0,5頭展開,4800,202608090907,0,70.10133333333334,2.383649493863815,0.12152168843373737,19.61501296259192,0,10,5
1-2-3,0.56467743131614,2026-08-09,5,0,0.20008155917668263,2000,0,0,0,5頭展開,380,202608090910,0,65.36133333333335,6.965271489217118,0.11298154088961741,61.64964147570057,0,12,1
1-2-3,0.5563758625545698,2026-08-09,5,0,0.1688488160820968,2000,0,0,0,5頭展開,1280,202608091203,0,48.997,3.47869032727017,0.09394340568899452,37.029638235456254,0,9,1
2-4-5,0.5044824435900257,2026-08-09,5,0,0.20003601729137777,2000,0,800,0,5頭展開,1330,202608091301,0,65.347,4.546358803485473,0.10091465880917089,45.051520335441204,0,8,2
3-1-2,0.5234517902358803,2026-08-09,5,0,0.2547224635185416,2000,0,0,0,5頭展開,5820,202608091310,0,72.239,3.706533529152311,0.13333492954207432,27.798668675057883,0,13,3
3-5-1,0.5302642701919523,2026-08-09,5,0,0.14128746039297913,2000,0,0,0,5頭展開,39430,202608091511,0,44.702999999999996,2.4385971484244067,0.07491969207255744,32.549481731220936,0,11,3
4-1-6,0.5344903388760095,2026-08-09,5,0,0.15794493300193724,2000,0,0,0,5頭展開,10400,202608091603,0,47.49366666666666,1.4845486963932644,0.08442004076395405,17.585263913152975,0,9,4
2-6-1,0.5155606856177197,2026-08-09,5,0,0.15556564918409657,2000,0,0,0,5頭展開,9830,202608091810,0,30.682,1.9011461943812498,0.0802035327519185,23.704020622904217,0,10,2
1-3-2,0.5051777533996277,2026-08-09,5,0,0.14398266673935092,2000,0,0,0,5頭展開,820,202608091811,0,35.246,4.036885030067519,0.07273684011187259,55.499868070411154,0,11,1
1-3-2,0.551334348695118,2026-08-09,5,0,0.17259975068234218,2000,0,0,0,5頭展開,930,202608091812,0,52.406,5.184965936406033,0.09516017112738888,54.48672354177495,0,10,1
4-3-1,0.5585897378244354,2026-08-09,5,0,0.2653419725643366,2000,0,1300,0,5頭展開,27230,202608092404,0,74.42166666666668,4.884954521797546,0.14821730288853133,32.958058381829666,0,13,4
3-4-1,0.5176146222021023,2026-08-10,3,1,0.22874192706494886,2000,0,0,0,3まくり,10230,202608100808,20460,64.08500000000001,2.029256440530567,0.11840016615950434,17.13896615480106,1,12,3
1-4-3,0.5492917476016235,2026-08-10,3,0,0.16080791262767258,2000,0,0,0,3まくり,450,202608101307,0,45.470000000000006,1.6330499620082546,0.08833045935542344,18.48795957730957,0,13,1
1-3-6,0.5022164980059096,2026-08-10,3,0,0.3163221814662057,2000,0,0,0,3まくり,2480,202608101310,0,81.47200000000001,2.660126946033852,0.15886221821754767,16.744868451925083,0,13,1
1-3-5,0.529826809992878,2026-08-10,3,0,0.21499703785905933,2000,0,0,0,3まくり差し,2370,202608101608,0,53.05900000000002,2.153108420145645,0.11391119472678343,18.90164022342041,0,9,1
3-1-5,0.5432368313529612,2026-08-10,3,1,0.26831273904451436,2000,0,0,0,3まくり,2640,202608102007,0,69.77033333333335,2.0107232347510138,0.14575736217017593,13.79500290629187,0,14,3
1-3-2,0.5078375505912164,2026-08-10,3,0,0.24478669511129078,2000,0,0,0,3まくり,1160,202608102105,0,66.47933333333333,2.4303578530037337,0.1243118756626368,19.55048815769902,0,12,1
1-2-4,0.5019932187060154,2026-08-10,3,0,0.17711607470842686,2000,0,0,0,3まくり差し,1290,202608101801,0,38.88900000000001,1.7418884404170663,0.08891106842745829,19.591356523156133,0,8,1
1-2-4,0.5086369754210655,2026-08-10,5,0,0.17357518386952567,2000,0,0,0,5頭展開,860,202608100507,0,51.285000000000004,5.129183695099376,0.08828675653155084,58.09686408930847,0,10,1
5-4-2,0.5161589364657284,2026-08-10,5,1,0.12692332577774917,2000,0,0,0,5頭展開,13650,202608100511,0,39.293,1.6203739553520775,0.06551260884613619,24.733772382011377,0,12,5
1-3-5,0.5154749380388685,2026-08-10,5,0,0.1737852990381196,2000,0,0,0,5頭展開,860,202608100811,0,51.69300000000001,3.498606392022392,0.08958196625374093,39.054806880578944,0,10,1
1-3-5,0.5053858650910019,2026-08-10,5,0,0.14040936929933673,2000,0,0,0,5頭展開,1860,202608101301,0,31.899,1.2746122565595734,0.07096091057022726,17.962174474891203,0,11,1
1-3-2,0.532457642964241,2026-08-10,5,0,0.12474885417171919,2000,0,0,0,5頭展開,910,202608101410,0,41.53900000000001,1.7174087881905622,0.06642348085476342,25.855446990887437,0,9,1
1-3-6,0.5298531354521812,2026-08-10,5,0,0.16918528608995992,2000,0,0,0,5頭展開,3330,202608101805,0,48.73799999999999,5.451310948340676,0.08964335430713956,60.81109961217182,0,10,1
1-3-6,0.5151024020367194,2026-08-10,5,0,0.14791798677253723,2000,0,0,0,5頭展開,2340,202608101807,0,45.962,3.3321769677382105,0.07619291029096961,43.73342552493549,0,12,1
1-3-2,0.5203447101978378,2026-08-10,5,0,0.1256532843029415,2000,0,0,0,5頭展開,1050,202608101812,0,41.722,6.160700189083666,0.06538302180602062,94.22476996186148,0,9,1
4-6-1,0.5729929938458977,2026-08-10,5,0,0.12558596585558854,2000,0,0,0,5頭展開,12090,202608102410,0,40.61366666666667,2.2966600032688826,0.07195987856062237,31.915840454539797,0,10,4
1-2-4,0.5136433914503699,2026-08-10,5,0,0.17858745401167356,2000,0,0,0,5頭展開,680,202608102411,0,56.80833333333333,4.485810493199669,0.09173026554904297,48.9021858418295,0,11,1
3-1-5,0.5333161364313829,2026-08-11,3,1,0.31244738161079655,2000,0,0,0,3まくり,1420,202608110707,0,79.85100000000001,1.3277066575551444,0.16663323039877193,7.967838434013396,0,13,3
1-3-4,0.5458921952061343,2026-08-11,3,0,0.31507223609616614,2000,0,0,0,3まくり,490,202608110709,0,83.37866666666667,1.8911165194246604,0.17199547461104156,10.995152771904714,0,14,1
