レースコード,レース日,レース場,レース回,締切時刻,取得日時,結果記録時刻,決まり手,1着_艇番,1着_選手名,1着_レースタイム,2着_艇番,2着_選手名,2着_レースタイム,3着_艇番,3着_選手名,3着_レースタイム,4着_艇番,4着_選手名,4着_レースタイム,5着_艇番,5着_選手名,5着_レースタイム,6着_艇番,6着_選手名,6着_レースタイム,1コース_艇番,1コース_スタートタイミング,1コース_F,2コース_艇番,2コース_スタートタイミング,2コース_F,3コース_艇番,3コース_スタートタイミング,3コース_F,4コース_艇番,4コース_スタートタイミング,4コース_F,5コース_艇番,5コース_スタートタイミング,5コース_F,6コース_艇番,6コース_スタートタイミング,6コース_F,天候,風向,風速(m),波の高さ(cm),気温(℃),水温(℃)
202609191312,2026-09-19,13,12R,16:23,2026-09-19T16:34:17.686840+09:00,1626,まくり差し,3,榎　　　幸司,"1'48""9",1,萩原　　秀人,"1'50""3",4,坂元　　浩仁,"1'52""4",2,近江　　翔吾,"1'54""0",5,浮田　　圭浩,"1'55""3",6,宇土　　泰就,"1'56""3",1,0.12,,2,0.11,,3,0.15,,4,0.17,,5,0.19,,6,0.14,,2,2,3.0,0.0,31.6,25.5
202609190312,2026-09-19,03,12R,16:25,2026-09-19T16:38:17.522042+09:00,1628,まくり差し,3,佐々木　大河,"1'52""2",6,中野　　夢斗,"1'53""5",5,南　　　佑典,"1'55""4",4,戸塚　　邦好,"1'56""4",2,齊藤　　　廉,,1,赤坂　　俊輔,,1,0.14,,2,0.18,,3,0.13,,4,0.19,,5,0.21,,6,0.08,,3,1,2.0,5.0,22.0,24.0
202609190512,2026-09-19,05,12R,16:30,2026-09-19T16:42:23.896018+09:00,1634,逃　げ,1,馬場　　貴也,"1'47""3",3,瓜生　　正義,"1'48""7",2,原田　　篤志,"1'50""6",4,石橋　　道友,"1'52""0",5,上條　　暢嵩,,6,太田　　和美,,1,0.09,,2,0.09,,3,0.08,,4,0.07,,5,0.07,,6,0.14,,2,,0.0,1.0,23.0,24.0
202609190611,2026-09-19,06,11R,16:27,2026-09-19T16:46:26.581216+09:00,1631,逃　げ,1,前田　　聖文,"1'50""0",5,後藤　　翔之,"1'52""0",3,浦田　　晃嗣,"1'53""4",4,荒川　　健太,"1'54""3",6,小坂　　宗司,,2,寳田　　亮治,,1,0.08,,2,0.36,,3,0.19,,4,0.13,,5,0.11,,6,0.13,,2,5,1.0,0.0,27.0,27.0
202609190212,2026-09-19,02,12R,16:35,2026-09-19T16:46:26.581216+09:00,1638,逃　げ,1,上野　真之介,"1'49""9",4,横川　　聖志,"1'51""0",6,笠置　　博之,"1'52""3",3,荒井　　翔伍,"1'53""7",2,伊藤　　雄二,,5,龍田　　真白,,1,0.19,,2,0.2,,3,0.18,,4,0.13,,5,0.15,,6,0.14,,2,,0.0,0.0,22.0,24.0
202609191204,2026-09-19,12,04R,16:37,2026-09-19T16:52:23.653547+09:00,1640,まくり,4,乃村　　康友,"1'50""4",5,桑原　　　悠,"1'51""9",2,伊藤　　誠二,"1'53""2",6,森林　　　太,"1'53""9",3,後藤　　孝義,"1'56""2",1,木村　　光宏,"1'57""7",1,0.21,,2,0.19,,3,0.21,,4,0.16,,5,0.22,,6,0.23,,2,,0.0,1.0,31.0,27.0
202609190412,2026-09-19,04,12R,16:40,2026-09-19T16:52:23.653547+09:00,1643,まくり,3,佐藤　　大佑,"1'49""5",2,中辻　　崇人,"1'51""0",4,山田　　　丈,"1'52""6",1,木下　　翔太,"1'53""8",5,芦澤　　　望,,6,原田　　秀弥,,1,0.05,,2,0.05,,3,0.08,,4,0.08,,5,0.16,,6,0.2,,3,1,2.0,3.0,22.0,25.0
202609191712,2026-09-19,17,12R,16:45,2026-09-19T16:56:23.516499+09:00,1648,抜　き,2,喜井　つかさ,"1'51""3",1,今井　　美亜,"1'52""1",3,海野　ゆかり,"1'53""5",5,石井　　裕美,"1'54""7",6,落合　　直子,"1'57""2",4,西岡　　育未,"1'58""4",1,0.18,,2,0.15,,3,0.16,,4,0.14,,5,0.15,,6,0.15,,2,5,1.0,1.0,28.0,25.0
202609191504,2026-09-19,15,04R,16:42,2026-09-19T16:58:24.279638+09:00,1645,まくり差し,5,岸本　　　隆,"1'51""2",2,小畑　　実成,"1'52""8",3,古賀　　智之,"1'53""9",4,志道　　吉和,"1'54""3",1,河上　　年昭,"1'54""9",6,外崎　　　悟,"1'56""2",1,0.16,,2,0.16,,3,0.06,,4,0.17,,5,0.15,,6,0.11,,1,1,2.0,2.0,32.0,28.0
202609191612,2026-09-19,16,12R,16:50,2026-09-19T17:04:25.073012+09:00,1653,逃　げ,1,林　　　美憲,"1'50""4",2,谷野　　錬志,"1'51""5",3,柳内　　敬太,"1'53""3",4,三宅　　　潤,"1'54""1",6,土山　　卓也,,5,品田　　直樹,,1,0.04,,2,0.05,,3,0.07,,4,0.07,,5,0.11,,6,0.18,,1,6,1.0,1.0,30.0,27.0
202609191205,2026-09-19,12,05R,17:01,2026-09-19T17:20:23.421812+09:00,1704,差　し,2,汐崎　　正則,"1'51""2",6,上村　　純一,"1'52""1",1,津久井　拓也,"1'53""8",3,鳥居塚　嶺王,"1'54""6",5,山崎　　善庸,"1'55""2",4,宮嵜　隆太郎,"1'59""2",1,0.18,,2,0.17,,3,0.16,,4,0.16,,5,0.18,,6,0.1,,2,2,2.0,1.0,31.0,27.0
202609190612,2026-09-19,06,12R,17:04,2026-09-19T17:20:23.421812+09:00,1708,逃　げ,1,湯川　　浩司,"1'49""8",2,下條　雄太郎,"1'51""1",3,川上　　　剛,"1'53""0",4,西野　　翔太,"1'53""9",5,大須賀　　友,,6,渋谷　　明憲,,1,0.04,,2,0.08,,3,0.11,,4,0.09,,5,0.19,,6,0.19,,2,,0.0,0.0,28.0,27.0
202609191505,2026-09-19,15,05R,17:15,2026-09-19T17:32:23.904240+09:00,1718,差　し,2,中村　　辰也,"1'51""0",4,高橋　　正男,"1'52""4",3,福西　広太郎,"1'54""3",1,齋藤　　智裕,"1'55""0",6,木田　峰由季,"1'57""3",5,三原　　　司,"1'58""2",1,0.06,,2,0.06,,3,0.06,,4,0.07,,5,0.22,,6,0.25,,2,3,2.0,2.0,31.0,28.0
202609191206,2026-09-19,12,06R,17:29,2026-09-19T17:44:26.279654+09:00,1732,まくり差し,4,大橋　純一郎,"1'50""6",3,伊藤　　喜智,"1'52""4",6,関　　　裕也,"1'53""8",5,上野　　拓馬,"1'54""3",1,長谷川　雅和,"1'55""1",2,鈴木　結平太,"1'58""2",1,0.26,,2,0.28,,6,0.19,,3,0.18,,4,0.19,,5,0.2,,2,,0.0,1.0,31.0,27.0
202609192401,2026-09-19,24,01R,17:41,2026-09-19T17:58:19.902150+09:00,1744,逃　げ,1,中村　かなえ,"1'50""4",2,中島　　浩哉,"1'52""4",4,村松　　栄太,"1'52""6",3,横井　　健太,"1'54""8",5,小林　　基樹,,6,栗原　　謙治,,1,0.04,,2,0.13,,3,0.17,,4,0.19,,5,0.28,,6,0.29,,2,8,1.0,1.0,28.0,29.0
202609191506,2026-09-19,15,06R,17:50,2026-09-19T18:06:25.547221+09:00,1753,差　し,2,森　　　智也,"1'50""8",1,池田　　雄祐,"1'52""3",5,権藤　　俊光,"1'53""2",6,岡村　　将也,"1'54""2",4,表　　　健太,"1'56""9",3,吉田　　和仁,"1'57""1",1,0.15,,2,0.11,,3,0.13,,4,0.15,,5,0.13,,6,0.15,,2,3,2.0,2.0,30.0,28.0
202609191207,2026-09-19,12,07R,17:59,2026-09-19T18:16:22.822613+09:00,1802,差　し,2,宇佐見　　淳,"1'50""3",1,越智　　照浩,"1'51""6",4,松本　　純平,"1'53""1",3,土井　　祥伍,"1'53""4",5,池本　　輝明,"1'55""5",6,山崎　　　祥,"1'57""0",1,0.19,,2,0.18,,3,0.19,,4,0.17,,5,0.23,,6,0.23,,2,2,1.0,1.0,30.0,27.0
202609192402,2026-09-19,24,02R,18:08,2026-09-19T18:24:19.801530+09:00,1811,逃　げ,1,数原　　　魁,"1'51""0",2,中里　　英夫,"1'51""9",3,桑島　　和宏,"1'54""1",5,後藤　　隼之,"1'55""6",4,山口　　裕二,,6,西村　　　歩,,1,0.14,,2,0.14,,3,0.15,,4,0.23,,5,0.21,,6,0.21,,2,2,4.0,3.0,27.0,29.0
202609191507,2026-09-19,15,07R,18:17,2026-09-19T18:34:19.133641+09:00,1820,まくり,3,山田　　真聖,"1'51""1",1,庄司　樹良々,"1'52""2",4,大池　　佑来,"1'53""3",2,草場　　康幸,"1'54""7",5,松尾　　　祭,"1'56""0",6,菅沼　　佳昭,"1'56""6",1,0.08,,2,0.13,,3,0.12,,4,0.14,,5,0.21,,6,0.24,,2,4,2.0,2.0,29.0,28.0
202609191208,2026-09-19,12,08R,18:26,2026-09-19T18:42:22.783441+09:00,1829,逃　げ,1,後藤　　孝義,"1'51""5",2,佐藤　　大介,"1'52""7",6,小野寺　智洋,"1'54""1",3,廣中　　良一,"1'55""7",5,木山　　大聖,"1'56""7",4,岩津　　徹郎,"1'57""1",1,0.13,,2,0.14,,3,0.09,,4,0.09,,5,0.11,,6,0.12,,2,2,1.0,1.0,30.0,27.0
202609192403,2026-09-19,24,03R,18:34,2026-09-19T18:50:22.657912+09:00,1837,逃　げ,1,市川　　健太,"1'51""1",6,篠崎　　元志,"1'52""6",2,正木　　聖賢,"1'54""0",3,田中　　勇輔,"1'55""8",4,櫻井　　　優,,5,胡本　　悟志,,1,0.18,,2,0.16,,3,0.17,,4,0.21,,5,0.2,,6,0.14,,2,2,4.0,3.0,26.0,29.0
202609191508,2026-09-19,15,08R,18:45,2026-09-19T19:06:20.882031+09:00,1848,差　し,2,藤岡　　俊介,"1'50""9",1,河野　　真也,"1'53""4",4,高倉　　孝太,"1'54""5",5,小畑　　実成,"1'55""3",6,甲斐　　貴大,"1'55""5",3,中野　　和裕,"1'58""2",1,0.19,,2,0.13,,3,0.26,,4,0.22,,5,0.29,,6,0.15,,2,4,1.0,1.0,29.0,28.0
202609191209,2026-09-19,12,09R,18:55,2026-09-19T19:12:21.343421+09:00,1858,逃　げ,1,古川　　誠之,"1'50""9",6,牟田　　奨太,"1'51""9",4,岩崎　　正哉,"1'53""6",3,藤原　啓史朗,"1'54""8",5,木村　　光宏,"1'56""2",2,宮嵜　隆太郎,"1'58""4",1,0.14,,2,0.2,,3,0.11,,4,0.13,,5,0.13,,6,0.08,,2,1,4.0,2.0,30.0,27.0
202609192404,2026-09-19,24,04R,19:03,2026-09-19T19:20:24.212305+09:00,1906,まくり,2,高野　　哲史,"1'50""6",3,富永　　修一,"1'52""0",4,宮村　　勇哉,"1'53""4",6,大山　　千広,"1'54""4",1,伏島　　祐介,,5,内田　　　圭,,1,0.29,,2,0.17,,3,0.18,,4,0.16,,5,0.17,,6,0.16,,2,2,3.0,2.0,26.0,29.0
202609191509,2026-09-19,15,09R,19:17,2026-09-19T19:36:23.767546+09:00,1920,まくり差し,5,深川　　和仁,"1'50""5",4,小林　　京平,"1'52""5",3,河村　　　了,"1'53""6",6,三原　　　司,"1'54""7",1,岸本　　　隆,"1'54""8",2,柳瀬　　興志,"1'58""6",1,0.14,,2,0.25,,3,0.2,,4,0.13,,5,0.14,,6,0.19,,2,1,3.0,3.0,29.0,28.0
202609192405,2026-09-19,24,05R,19:30,2026-09-19T19:50:26.141577+09:00,1933,差　し,3,木村　　仁紀,"1'52""0",1,宇留田　翔平,"1'52""6",6,溝口　海義也,"1'54""8",2,森下　　愛梨,"1'55""6",4,久保原　秀人,,5,中島　　浩哉,,1,0.24,,2,0.19,,3,0.21,,4,0.26,,5,0.13,,6,0.13,,2,2,3.0,2.0,26.0,29.0
202609191210,2026-09-19,12,10R,19:38,2026-09-19T19:54:22.552609+09:00,1941,まくり差し,3,廣瀬　　将亨,"1'49""9",1,森野　　正弘,"1'50""9",6,大橋　純一郎,"1'53""2",2,森林　　　太,"1'54""6",4,杉山　　勝匡,"1'55""5",5,松江　　秀徳,"1'58""8",1,0.17,,2,0.17,,3,0.13,,4,0.1,,5,0.15,,6,0.15,,2,1,3.0,1.0,29.0,27.0
202609191510,2026-09-19,15,10R,19:47,2026-09-19T20:06:23.381619+09:00,1950,抜　き,1,中村　　辰也,"1'50""6",5,香川　　颯太,"1'52""2",2,外崎　　　悟,"1'53""5",4,渡邉　　　健,"1'55""6",3,池田　　雄祐,"1'56""2",6,泉　　　具巳,"1'57""0",1,0.13,,2,0.14,,3,0.12,,4,0.11,,5,0.09,,6,0.18,,2,1,3.0,3.0,28.0,28.0
202609192406,2026-09-19,24,06R,19:56,2026-09-19T20:16:19.628563+09:00,1959,逃　げ,1,登玉　　隼百,"1'50""8",3,上條　　嘉嗣,"1'52""5",6,奥村　明日香,"1'52""8",4,神田　　達也,"1'54""3",5,門間　　雄大,,2,松尾　　　充,,1,0.21,,2,0.22,,3,0.29,,4,0.24,,5,0.21,,6,0.22,,2,2,4.0,3.0,26.0,29.0
202609191211,2026-09-19,12,11R,20:06,2026-09-19T20:24:25.645509+09:00,2009,逃　げ,1,尾嶋　　一広,"1'50""0",2,谷川　　将太,"1'51""1",4,松本　　博昭,"1'53""3",5,永嶋　　裕一,"1'54""6",3,藤山　　雅弘,"1'56""4",6,伊藤　　誠二,"1'58""1",1,0.13,,2,0.14,,3,0.14,,4,0.14,,5,0.13,,6,0.2,,2,1,3.0,1.0,28.0,27.0
202609191511,2026-09-19,15,11R,20:15,2026-09-19T20:32:27.999285+09:00,2018,逃　げ,1,権藤　　俊光,"1'51""2",3,森安　　弘雅,"1'51""8",6,大池　　佑来,"1'52""2",2,古賀　　智之,"1'55""3",5,高橋　　正男,"1'55""7",4,金田　　大輔,"1'56""9",1,0.07,,2,0.06,,3,0.09,,4,0.13,,5,0.14,,6,0.12,,2,8,4.0,4.0,27.0,28.0
202609192407,2026-09-19,24,07R,20:25,2026-09-19T20:40:26.853695+09:00,2028,逃　げ,1,新田　　泰章,"1'51""1",5,小林　　文彦,"1'53""0",6,川井　　　萌,"1'53""9",3,胡本　　悟志,"1'54""8",4,本岡　　勝利,,2,後藤　　隼之,,1,0.15,,2,0.16,,3,0.12,,4,0.19,,5,0.14,,6,0.19,,2,2,5.0,4.0,26.0,29.0
202609191212,2026-09-19,12,12R,20:36,2026-09-19T20:48:20.165007+09:00,2039,逃　げ,1,桑原　　　悠,"1'50""4",6,吉島　　祥之,"1'51""9",4,津久井　拓也,"1'52""8",5,佐藤　　大介,"1'53""4",3,田中　　孝明,"1'55""0",2,山崎　　　祥,"1'55""9",1,0.2,,2,0.25,,4,0.27,,5,0.3,,3,0.25,,6,0.19,,2,1,3.0,1.0,28.0,27.0
202609191512,2026-09-19,15,12R,20:45,2026-09-19T20:56:25.133752+09:00,2048,逃　げ,1,藤岡　　俊介,"1'50""8",4,木田　峰由季,"1'52""9",6,松尾　　　祭,"1'53""5",2,北川　　太一,"1'54""7",5,岡村　　将也,"1'55""6",3,峰重　　侑治,"1'57""7",1,0.16,,2,0.25,,3,0.24,,4,0.29,,5,0.21,,6,0.22,,2,1,4.0,4.0,27.0,28.0
202609192408,2026-09-19,24,08R,20:59,2026-09-19T21:16:22.574034+09:00,2102,逃　げ,1,大橋　栄里佳,"1'50""3",3,今村　　暢孝,"1'52""8",5,小池　　哲也,"1'53""0",2,宮村　　勇哉,"1'53""9",4,鈴木　　智啓,,6,櫻井　　　優,,1,0.11,,3,0.09,,2,0.11,,4,0.13,,5,0.09,,6,0.1,,2,2,5.0,4.0,26.0,29.0
202609192409,2026-09-19,24,09R,21:25,2026-09-19T21:42:25.047123+09:00,2128,逃　げ,1,大山　　千広,"1'50""7",3,高野　　哲史,"1'52""0",2,宇留田　翔平,"1'53""6",5,市川　　健太,"1'54""9",6,中村　かなえ,,4,桑島　　和宏,,1,0.16,,2,0.19,,3,0.14,,4,0.14,,5,0.14,,6,0.12,,2,1,3.0,2.0,26.0,29.0
202609192410,2026-09-19,24,10R,21:51,2026-09-19T22:06:22.180592+09:00,2154,逃　げ,1,溝口　海義也,"1'51""4",5,上條　　嘉嗣,"1'52""2",6,数原　　　魁,"1'53""9",4,正木　　聖賢,"1'54""1",2,富永　　修一,,3,村松　　栄太,,1,0.08,,4,0.09,,2,0.13,,3,0.16,,5,0.2,,6,0.23,,2,2,3.0,2.0,26.0,29.0
